"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 8 discussion"
33.583333333333336,866
33.666666666666664,871
33.75,868
33.833333333333336,873
33.916666666666664,873
34,866
34.083333333333336,865
34.166666666666664,874
34.25,872
34.333333333333336,870
34.416666666666664,868
34.5,874
34.583333333333336,873
34.666666666666664,868
34.75,867
34.833333333333336,875
34.916666666666664,873
35,871
35.083333333333336,871
35.166666666666664,876
35.25,870
35.333333333333336,869
35.416666666666664,873
35.5,879
35.583333333333336,875
35.666666666666664,871
35.75,874
35.833333333333336,876
35.916666666666664,878
36,877
36.083333333333336,878
36.166666666666664,874
36.25,872
36.333333333333336,879
36.416666666666664,876
36.5,881
36.583333333333336,876
36.666666666666664,881
36.75,883
36.833333333333336,879
36.916666666666664,880
37,881
37.083333333333336,885
37.166666666666664,886
37.25,877
37.333333333333336,884
37.416666666666664,880
37.5,878
37.583333333333336,882
37.666666666666664,880
37.75,883
37.833333333333336,884
37.916666666666664,881
38,881
38.083333333333336,886
38.166666666666664,882
38.25,888
38.333333333333336,885
38.416666666666664,884
38.5,886
38.583333333333336,887
38.666666666666664,884
38.75,886
38.833333333333336,884
38.916666666666664,887
39,884
39.083333333333336,881
39.166666666666664,883
39.25,889
39.333333333333336,888
39.416666666666664,885
39.5,889
39.583333333333336,890
39.666666666666664,894
39.75,888
39.833333333333336,889
39.916666666666664,885
40,890
40.083333333333336,890
40.166666666666664,889
40.25,890
40.333333333333336,888
40.416666666666664,889
40.5,891
40.583333333333336,892
40.666666666666664,888
40.75,896
40.833333333333336,892
40.916666666666664,888
41,897
41.083333333333336,890
41.166666666666664,899
41.25,890
41.333333333333336,898
41.416666666666664,896
41.5,893
41.583333333333336,893
41.666666666666664,891
41.75,897
41.833333333333336,895
41.916666666666664,897
42,897
42.083333333333336,894
42.166666666666664,895
42.25,896
42.333333333333336,902
42.416666666666664,897
42.5,892
42.583333333333336,894
42.666666666666664,904
42.75,895
42.833333333333336,898
42.916666666666664,899
43,898
43.083333333333336,901
43.166666666666664,898
43.25,896
43.333333333333336,902
43.416666666666664,902
43.5,902
43.583333333333336,900
43.666666666666664,897
43.75,901
43.833333333333336,894
43.916666666666664,896
44,904
44.083333333333336,904
44.166666666666664,898
44.25,900
44.333333333333336,899
44.416666666666664,899
44.5,895
44.583333333333336,903
44.666666666666664,903
44.75,900
44.833333333333336,905
44.916666666666664,899
45,903
45.083333333333336,901
45.166666666666664,905
45.25,900
45.333333333333336,898
45.416666666666664,905
45.5,908
45.583333333333336,904
45.666666666666664,907
45.75,899
45.833333333333336,904
45.916666666666664,907
46,905
46.083333333333336,898
46.166666666666664,905
46.25,900
46.333333333333336,906
46.416666666666664,902
46.5,904
46.583333333333336,909
46.666666666666664,902
46.75,906
46.833333333333336,907
46.916666666666664,907
47,906
47.083333333333336,902
47.166666666666664,910
47.25,903
47.333333333333336,907
47.416666666666664,907
47.5,908
47.583333333333336,906
47.666666666666664,912
47.75,903
47.833333333333336,906
47.916666666666664,911
