"Hours since thread went live","Yoru no Kurage wa Oyogenai • Jellyfish Can't Swim in the Night - Episode 3 discussion"
0,6
0.08333333333333333,7
0.16666666666666666,21
0.25,30
0.3333333333333333,38
0.4166666666666667,51
0.5,64
0.5833333333333334,71
0.6666666666666666,79
0.75,95
0.8333333333333334,113
0.9166666666666666,127
1,133
1.0833333333333333,144
1.1666666666666667,155
1.25,164
1.3333333333333333,174
1.4166666666666667,189
1.5,205
1.5833333333333333,221
1.6666666666666667,237
1.75,246
1.8333333333333333,256
1.9166666666666667,265
2,275
2.0833333333333335,288
2.1666666666666665,296
2.25,315
2.3333333333333335,327
2.4166666666666665,334
2.5,343
2.5833333333333335,354
2.6666666666666665,363
2.75,379
2.8333333333333335,381
2.9166666666666665,389
3,401
3.0833333333333335,406
3.1666666666666665,416
3.25,428
3.3333333333333335,439
3.4166666666666665,448
3.5,456
3.5833333333333335,472
3.6666666666666665,479
3.75,485
3.8333333333333335,497
3.9166666666666665,502
4,511
4.083333333333333,518
4.166666666666667,524
4.25,531
4.333333333333333,539
4.416666666666667,553
4.5,557
4.583333333333333,567
4.666666666666667,576
4.75,585
4.833333333333333,594
4.916666666666667,598
5,600
5.083333333333333,609
5.166666666666667,621
5.25,630
5.333333333333333,634
5.416666666666667,636
5.5,646
5.583333333333333,649
5.666666666666667,649
5.75,660
5.833333333333333,666
5.916666666666667,662
6,672
6.083333333333333,676
6.166666666666667,688
6.25,689
6.333333333333333,694
6.416666666666667,701
6.5,707
6.583333333333333,719
6.666666666666667,714
6.75,728
6.833333333333333,731
6.916666666666667,742
7,747
7.083333333333333,755
7.166666666666667,752
7.25,759
7.333333333333333,766
7.416666666666667,773
7.5,779
7.583333333333333,782
7.666666666666667,792
7.75,795
7.833333333333333,799
7.916666666666667,801
8,808
8.083333333333334,811
8.166666666666666,815
8.25,818
8.333333333333334,826
8.416666666666666,827
8.5,835
8.583333333333334,835
8.666666666666666,837
8.75,846
8.833333333333334,851
8.916666666666666,853
9,857
9.083333333333334,862
9.166666666666666,873
9.25,881
9.333333333333334,880
9.416666666666666,887
9.5,889
9.583333333333334,893
9.666666666666666,897
9.75,903
9.833333333333334,896
9.916666666666666,901
10,911
10.083333333333334,917
10.166666666666666,913
10.25,917
10.333333333333334,930
10.416666666666666,930
10.5,935
10.583333333333334,938
10.666666666666666,944
10.75,952
10.833333333333334,957
10.916666666666666,954
11,972
11.083333333333334,971
11.166666666666666,973
11.25,975
11.333333333333334,977
11.416666666666666,986
11.5,987
11.583333333333334,994
11.666666666666666,998
11.75,996
11.833333333333334,1003
11.916666666666666,1003
12,1005
12.083333333333334,1013
12.166666666666666,1014
12.25,1019
12.333333333333334,1023
12.416666666666666,1025
12.5,1026
12.583333333333334,1025
12.666666666666666,1026
12.75,1032
12.833333333333334,1031
12.916666666666666,1035
13,1039
13.083333333333334,1039
13.166666666666666,1046
13.25,1048
13.333333333333334,1050
13.416666666666666,1060
13.5,1060
13.583333333333334,1060
13.666666666666666,1070
13.75,1068
13.833333333333334,1068
13.916666666666666,1075
14,1077
14.083333333333334,1072
14.166666666666666,1076
14.25,1086
14.333333333333334,1085
14.416666666666666,1093
14.5,1093
14.583333333333334,1090
14.666666666666666,1093
14.75,1097
14.833333333333334,1096
14.916666666666666,1109
15,1116
15.083333333333334,1111
15.166666666666666,1122
15.25,1118
15.333333333333334,1122
15.416666666666666,1118
15.5,1126
15.583333333333334,1129
15.666666666666666,1129
15.75,1125
15.833333333333334,1132
15.916666666666666,1134
16,1141
16.083333333333332,1142
16.166666666666668,1150
16.25,1145
16.333333333333332,1145
16.416666666666668,1153
16.5,1152
16.583333333333332,1161
16.666666666666668,1164
16.75,1165
16.833333333333332,1174
16.916666666666668,1171
17,1175
17.083333333333332,1178
17.166666666666668,1175
17.25,1180
17.333333333333332,1177
17.416666666666668,1186
17.5,1192
17.583333333333332,1188
17.666666666666668,1194
17.75,1193
17.833333333333332,1198
17.916666666666668,1197
18,1205
18.083333333333332,1209
18.166666666666668,1207
18.25,1211
18.333333333333332,1209
18.416666666666668,1215
18.5,1213
18.583333333333332,1216
18.666666666666668,1220
18.75,1221
18.833333333333332,1224
18.916666666666668,1220
19,1227
19.083333333333332,1227
19.166666666666668,1230
19.25,1232
19.333333333333332,1229
19.416666666666668,1236
19.5,1235
19.583333333333332,1240
19.666666666666668,1241
19.75,1242
19.833333333333332,1240
19.916666666666668,1241
20,1243
20.083333333333332,1243
20.166666666666668,1246
20.25,1244
20.333333333333332,1253
20.416666666666668,1247
20.5,1248
20.583333333333332,1245
20.666666666666668,1254
20.75,1254
20.833333333333332,1252
20.916666666666668,1258
21,1255
21.083333333333332,1253
21.166666666666668,1257
21.25,1262
21.333333333333332,1260
21.416666666666668,1264
21.5,1267
21.583333333333332,1270
21.666666666666668,1271
21.75,1274
21.833333333333332,1278
21.916666666666668,1274
22,1276
22.083333333333332,1275
22.166666666666668,1278
22.25,1280
22.333333333333332,1279
22.416666666666668,1279
22.5,1284
22.583333333333332,1283
22.666666666666668,1290
22.75,1289
22.833333333333332,1289
22.916666666666668,1289
23,1295
23.083333333333332,1291
23.166666666666668,1286
23.25,1290
23.333333333333332,1295
23.416666666666668,1290
23.5,1298
23.583333333333332,1292
23.666666666666668,1291
23.75,1293
23.833333333333332,1296
23.916666666666668,1296
24,1300
24.083333333333332,1297
24.166666666666668,1302
24.25,1300
24.333333333333332,1309
24.416666666666668,1308
24.5,1304
24.583333333333332,1309
24.666666666666668,1312
24.75,1315
24.833333333333332,1317
24.916666666666668,1315
25,1319
25.083333333333332,1322
25.166666666666668,1318
25.25,1318
25.333333333333332,1325
25.416666666666668,1324
25.5,1330
25.583333333333332,1325
25.666666666666668,1325
25.75,1327
25.833333333333332,1326
25.916666666666668,1332
26,1324
26.083333333333332,1337
26.166666666666668,1335
26.25,1332
26.333333333333332,1327
26.416666666666668,1332
26.5,1337
26.583333333333332,1340
26.666666666666668,1337
26.75,1337
26.833333333333332,1344
26.916666666666668,1346
27,1342
27.083333333333332,1346
27.166666666666668,1350
27.25,1349
27.333333333333332,1348
27.416666666666668,1346
27.5,1354
27.583333333333332,1352
27.666666666666668,1356
27.75,1354
27.833333333333332,1353
27.916666666666668,1354
28,1358
28.083333333333332,1357
28.166666666666668,1352
28.25,1355
28.333333333333332,1355
28.416666666666668,1355
28.5,1354
28.583333333333332,1358
28.666666666666668,1358
28.75,1361
28.833333333333332,1360
28.916666666666668,1359
29,1357
29.083333333333332,1364
29.166666666666668,1361
29.333333333333332,1366
29.416666666666668,1357
29.5,1369
29.583333333333332,1364
29.666666666666668,1364
29.75,1369
29.833333333333332,1363
29.916666666666668,1361
30,1366
30.083333333333332,1368
30.166666666666668,1367
30.25,1366
30.333333333333332,1370
30.416666666666668,1367
30.5,1370
30.583333333333332,1374
30.666666666666668,1378
30.75,1373
30.833333333333332,1375
30.916666666666668,1377
31,1377
31.083333333333332,1382
31.166666666666668,1378
31.25,1381
31.333333333333332,1379
31.416666666666668,1384
31.5,1383
31.583333333333332,1387
31.666666666666668,1382
31.75,1383
31.833333333333332,1381
31.916666666666668,1381
