"Hours since thread went live","Yozakura-san Chi no Daisakusen • Mission: Yozakura Family - Episode 8 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,3
0.75,4
0.8333333333333334,6
0.9166666666666666,7
1,7
1.0833333333333333,6
1.1666666666666667,8
1.25,8
1.3333333333333333,9
1.4166666666666667,9
1.5,10
1.5833333333333333,10
1.6666666666666667,11
1.75,12
1.8333333333333333,15
1.9166666666666667,15
2,17
2.0833333333333335,17
2.1666666666666665,19
2.25,18
2.3333333333333335,23
2.4166666666666665,22
2.5,24
2.5833333333333335,23
2.6666666666666665,27
2.75,27
2.8333333333333335,28
2.9166666666666665,27
3,33
3.0833333333333335,32
3.1666666666666665,33
3.25,32
3.3333333333333335,35
3.4166666666666665,38
3.5,40
3.5833333333333335,40
3.6666666666666665,41
3.75,45
3.8333333333333335,50
3.9166666666666665,50
4,52
4.083333333333333,53
4.166666666666667,54
4.25,58
4.333333333333333,60
4.416666666666667,60
4.5,61
4.583333333333333,64
4.666666666666667,68
4.75,69
4.833333333333333,69
4.916666666666667,70
5,70
5.083333333333333,72
5.166666666666667,75
5.25,75
5.333333333333333,79
5.416666666666667,83
5.5,85
5.583333333333333,86
5.666666666666667,90
5.75,87
5.833333333333333,90
5.916666666666667,94
6,94
6.083333333333333,90
6.166666666666667,91
6.25,95
6.333333333333333,93
6.416666666666667,92
6.5,95
6.583333333333333,99
6.666666666666667,96
6.75,102
6.833333333333333,102
6.916666666666667,102
7,104
7.083333333333333,106
7.166666666666667,107
7.25,115
7.333333333333333,113
7.416666666666667,119
7.5,120
7.583333333333333,122
7.666666666666667,119
7.75,122
7.833333333333333,125
7.916666666666667,128
8,130
8.083333333333334,126
8.166666666666666,129
8.25,134
8.333333333333334,133
8.416666666666666,131
8.5,135
8.583333333333334,134
8.666666666666666,138
8.75,140
8.833333333333334,142
8.916666666666666,140
9,139
9.083333333333334,141
9.166666666666666,145
9.25,146
9.333333333333334,146
9.416666666666666,141
9.5,145
9.583333333333334,147
9.666666666666666,146
9.75,152
9.833333333333334,150
9.916666666666666,148
10,151
10.083333333333334,151
10.166666666666666,153
10.25,156
10.333333333333334,156
10.416666666666666,152
10.5,156
10.583333333333334,155
10.666666666666666,152
10.75,155
10.833333333333334,158
10.916666666666666,155
11,159
11.083333333333334,156
11.166666666666666,157
11.25,159
11.333333333333334,164
11.416666666666666,169
11.5,167
11.583333333333334,169
11.666666666666666,164
11.75,164
11.833333333333334,168
11.916666666666666,165
12,170
12.083333333333334,168
12.166666666666666,169
12.25,174
12.333333333333334,172
12.416666666666666,173
12.5,175
12.583333333333334,175
12.666666666666666,176
12.75,177
12.833333333333334,174
12.916666666666666,174
13,177
13.083333333333334,176
13.166666666666666,177
13.25,177
13.333333333333334,178
13.416666666666666,180
13.5,182
13.583333333333334,183
13.666666666666666,186
13.75,189
13.833333333333334,184
13.916666666666666,187
14,184
14.083333333333334,184
14.166666666666666,184
14.25,188
14.333333333333334,186
14.416666666666666,187
14.5,188
14.583333333333334,188
14.666666666666666,187
14.75,193
14.833333333333334,193
14.916666666666666,195
15,194
15.083333333333334,196
15.166666666666666,195
15.25,197
15.333333333333334,198
15.416666666666666,193
15.5,193
15.583333333333334,199
15.666666666666666,203
15.75,199
15.833333333333334,200
15.916666666666666,196
16,199
16.083333333333332,206
16.166666666666668,204
16.25,202
16.333333333333332,204
16.416666666666668,204
16.5,205
16.583333333333332,207
16.666666666666668,206
16.75,205
16.833333333333332,204
16.916666666666668,206
17,208
17.083333333333332,208
17.166666666666668,208
17.25,206
17.333333333333332,211
17.416666666666668,212
17.5,213
17.583333333333332,216
17.666666666666668,215
17.75,214
17.833333333333332,215
17.916666666666668,215
18,215
18.083333333333332,215
18.166666666666668,216
18.25,217
18.333333333333332,214
18.416666666666668,215
18.5,216
18.583333333333332,218
18.666666666666668,219
18.75,216
18.833333333333332,217
18.916666666666668,218
19,221
19.083333333333332,220
19.166666666666668,223
19.25,221
19.333333333333332,221
19.416666666666668,220
19.5,221
19.583333333333332,226
19.666666666666668,225
19.75,229
19.833333333333332,227
19.916666666666668,227
20,232
20.083333333333332,231
20.166666666666668,233
20.25,230
20.333333333333332,233
20.416666666666668,234
20.5,232
20.583333333333332,234
20.666666666666668,236
20.75,239
20.833333333333332,237
20.916666666666668,243
21,240
21.083333333333332,239
21.166666666666668,239
21.25,238
21.333333333333332,237
21.416666666666668,239
21.5,240
21.583333333333332,237
21.666666666666668,239
21.75,243
21.833333333333332,241
21.916666666666668,239
22,243
22.083333333333332,243
22.166666666666668,246
22.25,241
22.333333333333332,239
22.416666666666668,244
22.5,245
22.583333333333332,245
22.666666666666668,243
22.75,243
22.833333333333332,241
22.916666666666668,242
23,246
23.083333333333332,246
23.166666666666668,245
23.25,242
23.333333333333332,246
23.416666666666668,244
23.5,242
23.583333333333332,247
23.666666666666668,241
23.75,248
23.833333333333332,245
23.916666666666668,241
24,245
24.083333333333332,246
24.166666666666668,250
24.25,248
24.333333333333332,245
24.416666666666668,250
24.5,249
24.583333333333332,249
24.666666666666668,246
24.75,245
24.833333333333332,247
24.916666666666668,246
25,247
25.083333333333332,246
25.166666666666668,248
25.25,246
25.333333333333332,248
25.416666666666668,242
25.5,245
25.583333333333332,249
25.666666666666668,246
25.75,242
25.833333333333332,247
25.916666666666668,251
26,249
26.083333333333332,248
26.166666666666668,246
26.25,247
26.333333333333332,243
26.416666666666668,247
26.5,248
26.583333333333332,248
26.666666666666668,246
26.75,244
26.833333333333332,250
26.916666666666668,245
27,251
27.083333333333332,249
27.166666666666668,247
27.25,250
27.333333333333332,246
27.416666666666668,250
27.5,250
27.583333333333332,248
27.666666666666668,252
27.75,249
27.833333333333332,250
27.916666666666668,247
28,250
28.083333333333332,251
28.166666666666668,251
28.25,253
28.333333333333332,251
28.416666666666668,253
28.5,254
28.583333333333332,254
28.666666666666668,252
28.75,250
28.833333333333332,252
28.916666666666668,249
29,247
29.083333333333332,250
29.166666666666668,254
29.25,253
29.333333333333332,251
29.416666666666668,255
29.5,252
29.583333333333332,252
29.666666666666668,253
29.75,251
29.833333333333332,251
29.916666666666668,255
30,255
30.083333333333332,253
30.166666666666668,252
30.25,251
30.333333333333332,255
30.416666666666668,257
30.5,251
30.583333333333332,253
30.666666666666668,250
30.75,257
30.833333333333332,252
30.916666666666668,251
31,253
31.083333333333332,254
31.166666666666668,251
31.25,256
31.333333333333332,253
31.416666666666668,257
31.5,257
31.583333333333332,252
31.666666666666668,252
31.75,253
31.833333333333332,256
31.916666666666668,253
32,252
32.083333333333336,253
32.166666666666664,253
32.25,256
32.333333333333336,259
32.416666666666664,255
32.5,255
32.583333333333336,256
32.666666666666664,258
32.75,257
32.833333333333336,258
32.916666666666664,258
33,258
33.083333333333336,252
33.166666666666664,256
33.25,261
33.333333333333336,261
33.416666666666664,257
33.5,259
33.583333333333336,258
33.666666666666664,259
33.75,260
33.833333333333336,260
33.916666666666664,258
34,260
34.083333333333336,257
34.166666666666664,260
34.25,258
34.333333333333336,260
34.416666666666664,256
34.5,258
34.583333333333336,259
34.666666666666664,260
34.75,256
34.833333333333336,257
34.916666666666664,261
35,258
35.083333333333336,259
35.166666666666664,257
35.25,261
35.333333333333336,258
35.416666666666664,260
35.5,261
35.583333333333336,262
35.666666666666664,257
35.75,255
35.833333333333336,262
35.916666666666664,256
36,257
36.083333333333336,258
36.166666666666664,261
36.25,259
36.333333333333336,259
36.416666666666664,261
36.5,256
36.583333333333336,262
36.666666666666664,256
36.75,259
36.833333333333336,260
36.916666666666664,262
37,263
37.083333333333336,264
37.166666666666664,257
37.25,259
37.333333333333336,261
37.416666666666664,259
37.5,259
37.583333333333336,259
37.666666666666664,261
37.75,262
37.833333333333336,264
37.916666666666664,260
38,263
38.083333333333336,262
38.166666666666664,263
38.25,262
38.333333333333336,264
38.416666666666664,263
38.5,267
38.583333333333336,265
38.666666666666664,264
38.75,263
38.833333333333336,267
38.916666666666664,269
