"Hours since thread went live","Yuuki Bakuhatsu Bang Bravern • Brave Bang Bravern! - Episode 10 discussion"
24.083333333333332,243
24.166666666666668,242
24.25,241
24.333333333333332,242
24.416666666666668,242
24.5,242
24.583333333333332,245
24.666666666666668,240
24.75,241
24.833333333333332,241
24.916666666666668,244
25,245
25.083333333333332,245
25.166666666666668,245
25.25,244
25.333333333333332,245
25.416666666666668,243
25.5,243
25.583333333333332,246
25.666666666666668,244
25.75,244
25.833333333333332,246
25.916666666666668,247
26,246
26.083333333333332,245
26.166666666666668,248
26.25,243
26.333333333333332,247
26.416666666666668,250
26.5,243
26.583333333333332,249
26.666666666666668,243
26.75,248
26.833333333333332,244
26.916666666666668,244
27,244
27.083333333333332,242
27.166666666666668,245
27.25,245
27.333333333333332,246
27.416666666666668,248
27.5,245
27.583333333333332,247
27.666666666666668,246
27.75,245
27.833333333333332,246
27.916666666666668,245
28,247
28.083333333333332,250
28.166666666666668,248
28.25,252
28.333333333333332,252
28.416666666666668,248
28.5,246
28.583333333333332,246
28.666666666666668,251
28.75,244
28.833333333333332,248
28.916666666666668,248
29,251
29.083333333333332,247
29.166666666666668,249
29.25,247
29.333333333333332,248
29.416666666666668,246
29.5,250
29.583333333333332,250
29.666666666666668,249
29.75,251
29.833333333333332,255
29.916666666666668,249
30,251
30.083333333333332,251
30.166666666666668,253
30.25,249
30.333333333333332,250
30.416666666666668,251
30.5,249
30.583333333333332,251
30.666666666666668,249
30.75,249
30.833333333333332,250
30.916666666666668,248
31,249
31.083333333333332,249
31.166666666666668,250
31.25,248
31.333333333333332,249
31.416666666666668,248
31.5,251
31.583333333333332,248
31.666666666666668,251
31.75,251
31.833333333333332,251
31.916666666666668,252
32,249
32.083333333333336,250
32.166666666666664,249
32.25,253
32.333333333333336,252
32.416666666666664,253
32.5,249
32.583333333333336,251
32.666666666666664,248
32.75,250
32.833333333333336,255
32.916666666666664,248
33,253
33.083333333333336,251
33.166666666666664,254
33.25,253
33.333333333333336,247
33.416666666666664,250
33.5,253
33.583333333333336,253
33.666666666666664,255
33.75,253
33.833333333333336,251
33.916666666666664,250
34,250
34.083333333333336,249
34.166666666666664,252
34.25,253
34.333333333333336,247
34.416666666666664,254
34.5,253
34.583333333333336,255
34.666666666666664,252
34.75,254
34.833333333333336,257
34.916666666666664,254
35,253
35.083333333333336,254
35.166666666666664,254
35.25,256
35.333333333333336,253
35.416666666666664,253
35.5,259
35.583333333333336,257
35.666666666666664,251
35.75,257
35.833333333333336,256
35.916666666666664,258
36,257
36.083333333333336,256
36.166666666666664,255
36.25,257
36.333333333333336,257
36.416666666666664,254
36.5,256
36.583333333333336,258
36.666666666666664,254
36.75,257
36.833333333333336,261
36.916666666666664,257
37,259
37.083333333333336,258
37.166666666666664,258
37.25,257
37.333333333333336,256
37.416666666666664,261
37.5,258
37.583333333333336,261
37.666666666666664,258
37.75,257
37.833333333333336,259
37.916666666666664,259
38,260
38.083333333333336,256
38.166666666666664,254
38.25,258
38.333333333333336,259
38.416666666666664,255
38.5,257
38.583333333333336,259
38.666666666666664,257
38.75,258
38.833333333333336,260
38.916666666666664,254
39,261
39.083333333333336,261
39.166666666666664,258
39.25,258
39.333333333333336,261
39.416666666666664,258
39.5,260
39.583333333333336,255
39.666666666666664,254
39.75,256
39.833333333333336,257
39.916666666666664,255
40,262
40.083333333333336,258
40.166666666666664,260
40.25,260
40.333333333333336,261
40.416666666666664,263
40.5,258
40.583333333333336,260
40.666666666666664,260
40.75,260
40.833333333333336,259
40.916666666666664,263
41,257
41.083333333333336,258
41.166666666666664,257
41.25,262
41.333333333333336,260
41.416666666666664,259
41.5,257
41.583333333333336,257
41.666666666666664,263
41.75,261
41.833333333333336,262
41.916666666666664,258
42,261
42.083333333333336,260
42.166666666666664,262
42.25,258
42.333333333333336,259
42.416666666666664,261
42.5,259
42.583333333333336,259
42.666666666666664,259
42.75,257
42.833333333333336,262
42.916666666666664,258
43,260
43.083333333333336,264
43.166666666666664,259
43.25,258
43.333333333333336,257
43.416666666666664,264
43.5,261
43.583333333333336,260
43.666666666666664,260
43.75,264
43.833333333333336,264
43.916666666666664,261
44,259
44.083333333333336,259
44.166666666666664,258
44.25,261
44.333333333333336,262
44.416666666666664,262
44.5,259
44.583333333333336,259
44.666666666666664,262
44.75,266
44.833333333333336,261
44.916666666666664,261
45,262
45.083333333333336,261
45.166666666666664,260
45.25,265
45.333333333333336,265
45.416666666666664,260
45.5,263
45.583333333333336,260
45.666666666666664,262
45.75,258
45.833333333333336,260
45.916666666666664,262
46,267
46.083333333333336,263
46.166666666666664,263
46.25,260
46.333333333333336,267
46.416666666666664,262
46.5,265
46.583333333333336,267
46.666666666666664,265
46.75,262
46.833333333333336,260
46.916666666666664,265
47,261
47.083333333333336,261
47.166666666666664,263
47.25,265
47.333333333333336,260
47.416666666666664,263
47.5,263
47.583333333333336,265
47.666666666666664,265
47.75,266
47.833333333333336,266
47.916666666666664,261
