"Hours since thread went live","Yozakura-san Chi no Daisakusen • Mission: Yozakura Family - Episode 4 discussion"
30,387
30.083333333333332,381
30.166666666666668,385
30.25,381
30.333333333333332,384
30.416666666666668,387
30.5,387
30.583333333333332,383
30.666666666666668,382
30.75,393
30.833333333333332,390
30.916666666666668,384
31,388
31.083333333333332,393
31.166666666666668,389
31.25,390
31.333333333333332,389
31.416666666666668,390
31.5,388
31.583333333333332,392
31.666666666666668,389
31.75,385
31.833333333333332,387
31.916666666666668,391
32,393
32.083333333333336,387
32.166666666666664,391
32.25,387
32.333333333333336,391
32.416666666666664,389
32.5,392
32.583333333333336,388
32.666666666666664,397
32.75,390
32.833333333333336,389
32.916666666666664,390
33,393
33.083333333333336,390
33.166666666666664,395
33.25,390
33.333333333333336,389
33.416666666666664,387
33.5,389
33.583333333333336,390
33.666666666666664,393
33.75,391
33.833333333333336,392
33.916666666666664,395
34,389
34.083333333333336,392
34.166666666666664,388
34.25,390
34.333333333333336,388
34.416666666666664,390
34.5,391
34.583333333333336,387
34.666666666666664,394
34.75,396
34.833333333333336,386
34.916666666666664,390
35,389
35.083333333333336,394
35.166666666666664,391
35.25,392
35.333333333333336,386
35.416666666666664,391
35.5,392
35.583333333333336,395
35.666666666666664,391
35.75,396
35.833333333333336,392
35.916666666666664,394
36,388
36.083333333333336,392
36.166666666666664,395
36.25,393
36.333333333333336,393
36.416666666666664,391
36.5,389
36.583333333333336,394
36.666666666666664,389
36.75,390
36.833333333333336,390
36.916666666666664,392
37,389
37.083333333333336,392
37.166666666666664,394
37.25,387
37.333333333333336,391
37.416666666666664,395
37.5,392
37.583333333333336,395
37.666666666666664,392
37.75,398
37.833333333333336,394
37.916666666666664,387
38,393
38.083333333333336,392
38.166666666666664,391
38.25,394
38.333333333333336,396
38.416666666666664,396
38.5,393
38.583333333333336,394
38.666666666666664,391
38.75,391
38.833333333333336,394
38.916666666666664,394
39,389
39.083333333333336,390
39.166666666666664,391
39.25,392
39.333333333333336,390
39.416666666666664,397
39.5,398
39.583333333333336,397
39.666666666666664,395
39.75,397
39.833333333333336,390
39.916666666666664,391
40,394
40.083333333333336,393
40.166666666666664,397
40.25,396
40.333333333333336,394
40.416666666666664,399
40.5,397
40.583333333333336,396
40.666666666666664,398
40.75,392
40.833333333333336,395
40.916666666666664,395
41,394
41.083333333333336,398
41.166666666666664,393
41.25,397
41.333333333333336,399
41.416666666666664,392
41.5,394
41.583333333333336,397
41.666666666666664,400
41.75,400
41.833333333333336,400
41.916666666666664,403
42,398
42.083333333333336,397
42.166666666666664,397
42.25,397
42.333333333333336,398
42.416666666666664,399
42.5,395
42.583333333333336,398
42.666666666666664,395
42.75,403
42.833333333333336,398
42.916666666666664,397
43,394
43.083333333333336,402
43.166666666666664,402
43.25,403
43.333333333333336,395
43.416666666666664,394
43.5,400
43.583333333333336,402
43.666666666666664,397
43.75,397
43.833333333333336,393
43.916666666666664,398
44,402
44.083333333333336,400
44.166666666666664,399
44.25,403
44.333333333333336,396
44.416666666666664,394
44.5,396
44.583333333333336,398
44.666666666666664,399
44.75,398
44.833333333333336,405
44.916666666666664,396
45,402
45.083333333333336,397
45.166666666666664,400
45.25,400
45.333333333333336,401
45.416666666666664,394
45.5,399
45.583333333333336,402
45.666666666666664,396
45.75,398
45.833333333333336,403
45.916666666666664,404
46,398
46.083333333333336,404
46.166666666666664,399
46.25,406
46.333333333333336,398
46.416666666666664,401
46.5,401
46.583333333333336,406
46.666666666666664,400
46.75,402
46.833333333333336,403
46.916666666666664,401
47,397
47.083333333333336,402
47.166666666666664,400
47.25,405
47.333333333333336,402
47.416666666666664,398
47.5,399
47.583333333333336,400
47.666666666666664,402
47.75,402
47.833333333333336,399
47.916666666666664,399
