"Hours since thread went live","Spy x Family - Episode 2 discussion"
0,1
0,9
0.08333333333333333,46
0.16666666666666666,102
0.25,155
0.3333333333333333,216
0.4166666666666667,329
0.5,423
0.5833333333333334,520
0.6666666666666666,626
0.75,709
0.8333333333333334,814
0.9166666666666666,936
1,1086
1.0833333333333333,1252
1.1666666666666667,1414
1.25,1533
1.3333333333333333,1692
1.4166666666666667,1840
1.5,1989
1.5833333333333333,2155
1.6666666666666667,2268
1.75,2416
1.8333333333333333,2548
1.9166666666666667,2704
2,2810
2.0833333333333335,2943
2.1666666666666665,3086
2.25,3212
2.3333333333333335,3339
2.4166666666666665,3483
2.5,3580
2.5833333333333335,3698
2.6666666666666665,3811
2.75,3912
2.8333333333333335,4014
2.9166666666666665,4123
3,4213
3.0833333333333335,4306
3.1666666666666665,4401
3.25,4498
3.3333333333333335,4598
3.4166666666666665,4680
3.5,4762
3.5833333333333335,4837
3.6666666666666665,4940
3.75,5031
3.8333333333333335,5130
3.9166666666666665,5217
4,5299
4.083333333333333,5385
4.166666666666667,5475
4.25,5543
4.333333333333333,5639
4.416666666666667,5739
4.5,5816
4.583333333333333,5890
4.666666666666667,5958
4.75,6027
4.833333333333333,6109
4.916666666666667,6181
5,6239
5.083333333333333,6320
5.166666666666667,6387
5.25,6456
5.333333333333333,6533
5.416666666666667,6573
5.5,6636
5.583333333333333,6706
5.666666666666667,6771
5.75,6841
5.833333333333333,6879
5.916666666666667,6944
6,6997
6.083333333333333,7043
6.166666666666667,7112
6.25,7161
6.333333333333333,7241
6.416666666666667,7294
6.5,7344
6.583333333333333,7405
6.666666666666667,7461
6.75,7508
6.833333333333333,7576
6.916666666666667,7638
7,7684
7.083333333333333,7747
7.166666666666667,7816
7.25,7860
7.333333333333333,7908
7.416666666666667,7973
7.5,8026
7.583333333333333,8069
7.666666666666667,8111
7.75,8169
7.833333333333333,8222
7.916666666666667,8263
8,8312
8.083333333333334,8349
8.166666666666666,8385
8.25,8441
8.333333333333334,8492
8.416666666666666,8536
8.5,8574
8.583333333333334,8625
8.666666666666666,8666
8.75,8706
8.833333333333334,8752
8.916666666666666,8795
9,8846
9.083333333333334,8877
9.166666666666666,8921
9.25,8956
9.333333333333334,8997
9.416666666666666,9039
9.5,9092
9.583333333333334,9129
9.666666666666666,9162
9.75,9196
9.833333333333334,9242
9.916666666666666,9297
10,9342
10.083333333333334,9376
10.166666666666666,9413
10.25,9450
10.333333333333334,9493
10.416666666666666,9538
10.5,9580
10.583333333333334,9624
10.666666666666666,9666
10.75,9696
10.833333333333334,9735
10.916666666666666,9792
11,9833
11.083333333333334,9869
11.166666666666666,9903
11.25,9955
11.333333333333334,9992
11.416666666666666,10037
11.5,10062
11.583333333333334,10110
11.666666666666666,10147
11.75,10184
11.833333333333334,10212
11.916666666666666,10247
12,10290
12.083333333333334,10320
12.166666666666666,10349
12.25,10385
12.333333333333334,10412
12.416666666666666,10437
12.5,10479
12.583333333333334,10506
12.666666666666666,10526
12.75,10566
12.833333333333334,10588
12.916666666666666,10619
13,10641
13.083333333333334,10677
13.166666666666666,10705
13.25,10735
13.333333333333334,10776
13.416666666666666,10798
13.5,10843
13.583333333333334,10855
13.666666666666666,10891
13.75,10911
13.833333333333334,10952
13.916666666666666,10985
14,11012
14.083333333333334,11038
14.166666666666666,11068
14.25,11089
14.333333333333334,11112
14.416666666666666,11140
14.5,11148
14.583333333333334,11188
14.666666666666666,11206
14.75,11234
14.833333333333334,11280
14.916666666666666,11294
15,11322
15.083333333333334,11345
15.166666666666666,11371
15.25,11397
15.333333333333334,11426
15.416666666666666,11438
15.5,11476
15.583333333333334,11501
15.666666666666666,11536
15.75,11561
15.833333333333334,11584
15.916666666666666,11598
16,11629
16.083333333333332,11647
16.166666666666668,11671
16.25,11689
16.333333333333332,11707
16.416666666666668,11737
16.5,11756
16.583333333333332,11793
16.666666666666668,11817
16.75,11828
16.833333333333332,11855
16.916666666666668,11873
17,11890
17.083333333333332,11920
17.166666666666668,11938
17.25,11964
17.333333333333332,11977
17.416666666666668,11993
17.5,12004
17.583333333333332,12030
17.666666666666668,12039
17.75,12053
17.833333333333332,12082
17.916666666666668,12097
18,12109
18.083333333333332,12120
18.166666666666668,12134
18.25,12155
18.333333333333332,12177
18.416666666666668,12187
18.5,12202
18.583333333333332,12218
18.666666666666668,12231
18.75,12251
18.833333333333332,12260
18.916666666666668,12271
19,12286
19.083333333333332,12281
19.166666666666668,12298
19.25,12308
19.333333333333332,12322
19.416666666666668,12322
19.5,12340
19.583333333333332,12355
19.666666666666668,12376
19.75,12389
19.833333333333332,12400
19.916666666666668,12411
20,12416
20.083333333333332,12432
20.166666666666668,12443
20.25,12453
20.333333333333332,12466
20.416666666666668,12475
20.5,12479
20.583333333333332,12492
20.666666666666668,12496
20.75,12514
20.833333333333332,12522
20.916666666666668,12528
21,12536
21.083333333333332,12561
21.166666666666668,12571
21.25,12582
21.333333333333332,12586
21.416666666666668,12603
21.5,12609
21.583333333333332,12621
21.666666666666668,12631
21.75,12638
21.833333333333332,12645
21.916666666666668,12656
22,12681
22.083333333333332,12683
22.166666666666668,12698
22.25,12701
22.333333333333332,12720
22.416666666666668,12732
22.5,12740
22.583333333333332,12746
22.666666666666668,12756
22.75,12780
22.833333333333332,12792
22.916666666666668,12799
23,12818
23.083333333333332,12831
23.166666666666668,12849
23.25,12866
23.333333333333332,12877
23.416666666666668,12895
23.5,12914
23.583333333333332,12935
23.666666666666668,12932
23.75,12943
23.833333333333332,12958
23.916666666666668,12975
24,12985
24.083333333333332,12991
24.166666666666668,13006
24.25,13010
24.333333333333332,13015
24.416666666666668,13031
24.5,13043
24.583333333333332,13042
24.666666666666668,13054
24.75,13056
24.833333333333332,13071
24.916666666666668,13089
25,13088
25.083333333333332,13096
25.166666666666668,13111
25.25,13125
25.333333333333332,13135
25.416666666666668,13135
25.5,13144
25.583333333333332,13154
25.666666666666668,13167
25.75,13176
25.833333333333332,13185
25.916666666666668,13184
26,13202
26.083333333333332,13207
26.166666666666668,13215
26.25,13230
26.333333333333332,13239
26.416666666666668,13233
26.5,13242
26.583333333333332,13242
26.666666666666668,13254
26.75,13263
26.833333333333332,13277
26.916666666666668,13285
27,13286
27.083333333333332,13296
27.166666666666668,13305
27.25,13310
27.333333333333332,13311
27.416666666666668,13323
27.5,13330
27.583333333333332,13333
27.666666666666668,13335
27.75,13349
27.833333333333332,13353
27.916666666666668,13363
28,13366
28.083333333333332,13372
28.166666666666668,13375
28.25,13384
28.333333333333332,13382
28.416666666666668,13397
28.5,13400
28.583333333333332,13409
28.666666666666668,13410
28.75,13412
28.833333333333332,13423
28.916666666666668,13432
29,13437
29.083333333333332,13441
29.166666666666668,13452
29.25,13450
29.333333333333332,13467
29.416666666666668,13471
29.5,13475
29.583333333333332,13475
29.666666666666668,13484
29.75,13477
29.833333333333332,13494
29.916666666666668,13493
30,13499
30.083333333333332,13507
30.166666666666668,13511
30.25,13522
30.333333333333332,13530
30.416666666666668,13537
30.5,13544
30.583333333333332,13545
30.666666666666668,13558
30.75,13551
30.833333333333332,13559
30.916666666666668,13557
31,13570
31.083333333333332,13573
31.166666666666668,13580
31.25,13584
31.333333333333332,13590
31.416666666666668,13605
31.5,13612
31.583333333333332,13619
31.666666666666668,13624
31.75,13622
31.833333333333332,13627
31.916666666666668,13634
32,13643
32.083333333333336,13652
32.166666666666664,13653
32.25,13653
32.333333333333336,13665
32.416666666666664,13670
32.5,13670
32.583333333333336,13674
32.666666666666664,13684
32.75,13690
32.833333333333336,13693
32.916666666666664,13699
33,13701
33.083333333333336,13703
33.166666666666664,13716
33.25,13724
33.333333333333336,13719
33.416666666666664,13731
33.5,13734
33.583333333333336,13736
33.666666666666664,13748
33.75,13749
33.833333333333336,13746
33.916666666666664,13758
34,13762
34.083333333333336,13766
34.166666666666664,13770
34.25,13771
34.333333333333336,13771
34.416666666666664,13777
34.5,13788
34.583333333333336,13791
34.666666666666664,13795
34.75,13789
34.833333333333336,13795
34.916666666666664,13801
35,13801
35.083333333333336,13807
35.166666666666664,13813
35.25,13818
35.333333333333336,13817
35.416666666666664,13818
35.5,13831
35.583333333333336,13837
35.666666666666664,13830
35.75,13840
35.833333333333336,13840
35.916666666666664,13845
36,13852
36.083333333333336,13846
36.166666666666664,13856
36.25,13854
36.333333333333336,13861
36.416666666666664,13861
36.5,13868
36.583333333333336,13872
36.666666666666664,13873
36.75,13881
36.833333333333336,13876
36.916666666666664,13878
37,13884
37.083333333333336,13885
37.166666666666664,13887
37.25,13894
37.333333333333336,13895
37.416666666666664,13904
37.5,13907
37.583333333333336,13910
37.666666666666664,13907
37.75,13915
37.833333333333336,13917
37.916666666666664,13917
38,13918
38.083333333333336,13936
38.166666666666664,13939
38.25,13937
38.333333333333336,13947
38.416666666666664,13942
38.5,13948
38.583333333333336,13956
38.666666666666664,13957
38.75,13953
38.833333333333336,13961
38.916666666666664,13962
39,13958
39.083333333333336,13963
39.166666666666664,13968
39.25,13975
39.333333333333336,13974
39.416666666666664,13980
39.5,13984
39.583333333333336,13986
39.666666666666664,13989
39.75,14003
39.833333333333336,13999
39.916666666666664,13997
40,14010
40.083333333333336,14009
40.166666666666664,14015
40.25,14016
40.333333333333336,14016
40.416666666666664,14021
40.5,14025
40.583333333333336,14023
40.666666666666664,14028
40.75,14023
40.833333333333336,14033
40.916666666666664,14027
41,14038
41.083333333333336,14035
41.166666666666664,14044
41.25,14039
41.333333333333336,14042
41.416666666666664,14042
41.5,14055
41.583333333333336,14053
41.666666666666664,14050
41.75,14061
41.833333333333336,14056
41.916666666666664,14062
42,14065
42.083333333333336,14064
42.166666666666664,14076
42.25,14072
42.333333333333336,14078
42.416666666666664,14074
42.5,14079
42.583333333333336,14079
42.666666666666664,14076
42.75,14084
42.833333333333336,14085
42.916666666666664,14079
43,14090
43.083333333333336,14083
43.166666666666664,14090
43.25,14093
43.333333333333336,14094
43.416666666666664,14101
43.5,14089
43.583333333333336,14105
43.666666666666664,14102
43.75,14099
43.833333333333336,14106
43.916666666666664,14107
44,14108
44.083333333333336,14102
44.166666666666664,14110
44.25,14111
44.333333333333336,14123
44.416666666666664,14114
44.5,14120
44.583333333333336,14119
44.666666666666664,14123
44.75,14119
44.833333333333336,14118
44.916666666666664,14129
45,14131
45.083333333333336,14139
45.166666666666664,14135
45.25,14132
45.333333333333336,14141
45.416666666666664,14132
45.5,14137
45.583333333333336,14142
45.666666666666664,14144
45.75,14141
45.833333333333336,14148
45.916666666666664,14148
46,14144
46.083333333333336,14149
46.166666666666664,14149
46.25,14154
46.333333333333336,14153
46.416666666666664,14158
46.5,14160
46.583333333333336,14160
46.666666666666664,14163
46.75,14155
46.833333333333336,14164
46.916666666666664,14169
47,14169
47.083333333333336,14173
47.166666666666664,14175
47.25,14173
47.333333333333336,14178
47.416666666666664,14180
47.5,14175
47.583333333333336,14178
47.666666666666664,14184
47.75,14180
47.833333333333336,14185
47.916666666666664,14183
