"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 22 discussion"
0,1
0,6
0.08333333333333333,11
0.16666666666666666,23
0.25,41
0.3333333333333333,63
0.4166666666666667,77
0.5,92
0.5833333333333334,112
0.6666666666666666,135
0.75,161
0.8333333333333334,193
0.9166666666666666,220
1,243
1.0833333333333333,261
1.1666666666666667,293
1.25,315
1.3333333333333333,334
1.4166666666666667,365
1.5,394
1.5833333333333333,415
1.6666666666666667,436
1.75,473
1.8333333333333333,491
1.9166666666666667,505
2,530
2.0833333333333335,553
2.1666666666666665,572
2.25,594
2.3333333333333335,620
2.4166666666666665,651
2.5,668
2.5833333333333335,692
2.6666666666666665,716
2.75,733
2.8333333333333335,750
2.9166666666666665,762
3,779
3.0833333333333335,803
3.1666666666666665,829
3.25,853
3.3333333333333335,861
3.4166666666666665,885
3.5,906
3.5833333333333335,918
3.6666666666666665,948
3.75,970
3.8333333333333335,988
3.9166666666666665,998
4,1011
4.083333333333333,1023
4.166666666666667,1043
4.25,1063
4.333333333333333,1085
4.416666666666667,1101
4.5,1120
4.583333333333333,1135
4.666666666666667,1159
4.75,1189
4.833333333333333,1202
4.916666666666667,1218
5,1234
5.083333333333333,1254
5.166666666666667,1275
5.25,1285
5.333333333333333,1304
5.416666666666667,1312
5.5,1330
5.583333333333333,1347
5.666666666666667,1361
5.75,1369
5.833333333333333,1383
5.916666666666667,1389
6,1410
6.083333333333333,1423
6.166666666666667,1438
6.25,1446
6.333333333333333,1454
6.416666666666667,1471
6.5,1483
6.583333333333333,1491
6.666666666666667,1510
6.75,1529
6.833333333333333,1551
6.916666666666667,1564
7,1575
7.083333333333333,1586
7.166666666666667,1604
7.25,1617
7.333333333333333,1620
7.416666666666667,1637
7.5,1652
7.583333333333333,1663
7.666666666666667,1675
7.75,1686
7.833333333333333,1694
7.916666666666667,1718
8,1721
8.083333333333334,1729
8.166666666666666,1744
8.25,1768
8.333333333333334,1771
8.416666666666666,1781
8.5,1790
8.583333333333334,1798
8.666666666666666,1803
8.75,1825
8.833333333333334,1824
8.916666666666666,1837
9,1849
9.083333333333334,1852
9.166666666666666,1862
9.25,1879
9.333333333333334,1881
9.416666666666666,1897
9.5,1907
9.583333333333334,1919
9.666666666666666,1932
9.75,1942
9.833333333333334,1950
9.916666666666666,1960
10,1975
10.083333333333334,1991
10.166666666666666,2007
10.25,2016
10.333333333333334,2021
10.416666666666666,2035
10.5,2043
10.583333333333334,2050
10.666666666666666,2063
10.75,2069
10.833333333333334,2075
10.916666666666666,2080
11,2099
11.083333333333334,2107
11.166666666666666,2119
11.25,2134
11.333333333333334,2138
11.416666666666666,2143
11.5,2159
11.583333333333334,2169
11.666666666666666,2176
11.75,2186
11.833333333333334,2193
11.916666666666666,2198
12,2205
