"Hours since thread went live","Jiisan Baasan Wakagaeru • Grandpa and Grandma Turn Young Again - Episode 8 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,3
0.5833333333333334,4
0.6666666666666666,4
0.75,6
0.8333333333333334,6
0.9166666666666666,7
1,8
1.0833333333333333,7
1.1666666666666667,10
1.25,11
1.3333333333333333,14
1.4166666666666667,15
1.5,20
1.5833333333333333,20
1.6666666666666667,22
1.75,24
1.8333333333333333,26
1.9166666666666667,25
2,28
2.0833333333333335,27
2.1666666666666665,32
2.25,33
2.3333333333333335,37
2.4166666666666665,37
2.5,36
2.5833333333333335,39
2.6666666666666665,42
2.75,43
2.8333333333333335,46
2.9166666666666665,47
3,47
3.0833333333333335,51
3.1666666666666665,50
3.25,48
3.3333333333333335,51
3.4166666666666665,55
3.5,57
3.5833333333333335,58
3.6666666666666665,61
3.75,64
3.8333333333333335,64
3.9166666666666665,64
4,67
4.083333333333333,69
4.166666666666667,69
4.25,69
4.333333333333333,67
4.416666666666667,69
4.5,71
4.583333333333333,69
4.666666666666667,72
4.75,71
4.833333333333333,73
4.916666666666667,75
5,74
5.083333333333333,78
5.166666666666667,78
5.25,84
5.333333333333333,82
5.416666666666667,82
5.5,83
5.583333333333333,86
5.666666666666667,86
5.75,85
5.833333333333333,89
5.916666666666667,88
6,87
6.083333333333333,93
6.166666666666667,91
6.25,92
6.333333333333333,88
6.416666666666667,96
6.5,96
6.583333333333333,98
6.666666666666667,96
6.75,95
6.833333333333333,102
6.916666666666667,99
7,103
7.083333333333333,102
7.166666666666667,102
7.25,106
7.333333333333333,104
7.416666666666667,104
7.5,105
7.583333333333333,104
7.666666666666667,109
7.75,107
7.833333333333333,109
7.916666666666667,112
8,115
8.083333333333334,114
8.166666666666666,117
8.25,116
8.333333333333334,113
8.416666666666666,115
8.5,118
8.583333333333334,117
8.666666666666666,115
8.75,118
8.833333333333334,118
8.916666666666666,121
9,121
9.083333333333334,121
9.166666666666666,121
9.25,127
9.333333333333334,130
9.416666666666666,130
9.5,127
9.583333333333334,126
9.666666666666666,129
9.75,130
9.833333333333334,128
9.916666666666666,131
10,132
10.083333333333334,131
10.166666666666666,128
10.25,133
10.333333333333334,130
10.416666666666666,136
10.5,133
10.583333333333334,136
10.666666666666666,135
10.75,139
10.833333333333334,137
10.916666666666666,142
11,137
11.083333333333334,140
11.166666666666666,139
11.25,140
11.333333333333334,141
11.416666666666666,142
11.5,140
11.583333333333334,138
11.666666666666666,143
11.75,142
11.833333333333334,147
11.916666666666666,147
12,145
12.083333333333334,143
12.166666666666666,145
12.25,146
12.333333333333334,147
12.416666666666666,143
12.5,147
12.583333333333334,146
12.666666666666666,146
12.75,148
12.833333333333334,149
12.916666666666666,153
13,151
13.083333333333334,153
13.166666666666666,153
13.25,154
13.333333333333334,152
13.416666666666666,156
13.5,155
13.583333333333334,159
13.666666666666666,160
13.75,157
13.833333333333334,156
13.916666666666666,160
14,161
14.083333333333334,163
14.166666666666666,165
14.25,162
14.333333333333334,164
14.416666666666666,163
14.5,163
14.583333333333334,163
14.666666666666666,166
14.75,166
14.833333333333334,169
14.916666666666666,165
15,164
15.083333333333334,166
15.166666666666666,165
15.25,166
15.333333333333334,163
15.416666666666666,164
15.5,167
15.583333333333334,171
15.666666666666666,165
15.75,167
15.833333333333334,171
15.916666666666666,168
16,171
16.083333333333332,167
16.166666666666668,169
16.25,171
16.333333333333332,171
16.416666666666668,173
16.5,168
16.583333333333332,173
16.666666666666668,172
16.75,174
16.833333333333332,170
16.916666666666668,169
17,172
17.083333333333332,176
17.166666666666668,173
17.25,171
17.333333333333332,175
17.416666666666668,176
17.5,171
17.583333333333332,177
17.666666666666668,176
17.75,177
17.833333333333332,175
17.916666666666668,173
18,178
18.083333333333332,176
18.166666666666668,176
18.25,178
18.333333333333332,179
18.416666666666668,179
18.5,183
18.583333333333332,181
18.666666666666668,181
18.75,180
18.833333333333332,180
18.916666666666668,180
19,183
19.083333333333332,181
19.166666666666668,180
19.25,179
19.333333333333332,181
19.416666666666668,181
19.5,183
19.583333333333332,184
19.666666666666668,181
19.75,181
19.833333333333332,183
19.916666666666668,184
20,185
20.083333333333332,182
20.166666666666668,182
20.25,186
20.333333333333332,184
20.416666666666668,182
20.5,183
20.583333333333332,183
20.666666666666668,183
20.75,182
20.833333333333332,183
20.916666666666668,184
21,186
21.083333333333332,183
21.166666666666668,186
21.25,183
21.333333333333332,188
21.416666666666668,186
21.5,184
21.583333333333332,184
21.666666666666668,183
21.75,182
21.833333333333332,187
21.916666666666668,184
22,183
22.083333333333332,185
22.166666666666668,182
22.25,188
22.333333333333332,187
22.416666666666668,185
22.5,185
22.583333333333332,185
22.666666666666668,185
22.75,182
22.833333333333332,188
22.916666666666668,187
23,185
23.083333333333332,187
23.166666666666668,189
23.25,187
23.333333333333332,188
23.416666666666668,189
23.5,190
23.583333333333332,186
23.666666666666668,191
23.75,191
23.833333333333332,187
23.916666666666668,191
24,189
24.083333333333332,194
24.166666666666668,192
24.25,191
24.333333333333332,189
24.416666666666668,191
24.5,188
24.583333333333332,192
24.666666666666668,194
24.75,191
24.833333333333332,195
24.916666666666668,193
25,192
25.083333333333332,192
25.166666666666668,195
25.25,189
25.333333333333332,194
25.416666666666668,194
25.5,193
25.583333333333332,192
25.666666666666668,192
25.75,191
25.833333333333332,191
25.916666666666668,191
26,190
26.083333333333332,192
26.166666666666668,191
26.25,191
26.333333333333332,192
26.416666666666668,192
26.5,189
26.583333333333332,194
26.666666666666668,195
26.75,192
26.833333333333332,190
26.916666666666668,192
27,189
27.083333333333332,197
27.166666666666668,192
27.25,191
27.333333333333332,192
27.416666666666668,195
27.5,192
27.583333333333332,195
27.666666666666668,193
27.75,192
27.833333333333332,197
27.916666666666668,192
28,194
28.083333333333332,193
28.166666666666668,189
28.25,195
28.333333333333332,191
28.416666666666668,190
28.5,194
28.583333333333332,192
28.666666666666668,192
28.75,196
28.833333333333332,197
28.916666666666668,193
29,198
29.083333333333332,195
29.166666666666668,196
29.25,193
29.333333333333332,196
29.416666666666668,196
29.5,198
29.583333333333332,199
29.666666666666668,199
29.75,197
29.833333333333332,196
29.916666666666668,194
30,197
30.083333333333332,199
30.166666666666668,195
30.25,195
30.333333333333332,195
30.416666666666668,195
30.5,195
30.583333333333332,197
30.666666666666668,196
30.75,199
30.833333333333332,199
30.916666666666668,194
31,197
31.083333333333332,198
31.166666666666668,197
31.25,200
31.333333333333332,197
31.416666666666668,198
31.5,196
31.583333333333332,194
31.666666666666668,195
31.75,200
31.833333333333332,199
31.916666666666668,199
32,193
32.083333333333336,196
32.166666666666664,194
32.25,201
32.333333333333336,196
32.416666666666664,198
32.5,198
32.583333333333336,201
32.666666666666664,198
32.75,201
32.833333333333336,201
32.916666666666664,201
33,197
33.083333333333336,199
33.166666666666664,197
33.25,201
33.333333333333336,196
33.416666666666664,201
33.5,201
33.583333333333336,198
33.666666666666664,198
33.75,202
33.833333333333336,199
33.916666666666664,205
34,202
34.083333333333336,203
34.166666666666664,202
34.25,199
34.333333333333336,204
34.416666666666664,203
34.5,200
34.583333333333336,204
34.666666666666664,203
34.75,207
34.833333333333336,204
34.916666666666664,200
35,203
35.083333333333336,201
35.166666666666664,204
35.25,202
