"Hours since thread went live","Gekai Elise • Doctor Elise: The Royal Lady with the Lamp - Episode 9 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,5
0.25,6
0.3333333333333333,7
0.4166666666666667,9
0.5,10
0.5833333333333334,10
0.6666666666666666,11
0.75,12
0.8333333333333334,13
0.9166666666666666,14
1,15
1.0833333333333333,19
1.1666666666666667,21
1.25,22
1.3333333333333333,22
1.4166666666666667,22
1.5,25
1.5833333333333333,26
1.6666666666666667,26
1.75,26
1.8333333333333333,29
1.9166666666666667,33
2,29
2.0833333333333335,33
2.1666666666666665,32
2.25,33
2.3333333333333335,32
2.4166666666666665,41
2.5,43
2.5833333333333335,43
2.6666666666666665,47
2.75,48
2.8333333333333335,50
2.9166666666666665,51
3,52
3.0833333333333335,50
3.1666666666666665,56
3.25,54
3.3333333333333335,54
3.4166666666666665,56
3.5,53
3.5833333333333335,58
3.6666666666666665,55
3.75,60
3.8333333333333335,65
3.9166666666666665,60
4,66
4.083333333333333,66
4.166666666666667,66
4.25,68
4.333333333333333,65
4.416666666666667,69
4.5,67
4.583333333333333,61
4.666666666666667,68
4.75,63
4.833333333333333,69
4.916666666666667,67
5,70
5.083333333333333,70
5.166666666666667,69
5.25,67
5.333333333333333,65
5.416666666666667,68
5.5,71
5.583333333333333,73
5.666666666666667,74
5.75,74
5.833333333333333,72
5.916666666666667,75
6,78
6.083333333333333,79
6.166666666666667,76
6.25,76
6.333333333333333,79
6.416666666666667,80
6.5,80
6.583333333333333,80
6.666666666666667,88
6.75,82
6.833333333333333,84
6.916666666666667,88
7,90
7.083333333333333,89
7.166666666666667,90
7.25,89
7.333333333333333,94
7.416666666666667,93
7.5,93
7.583333333333333,93
7.666666666666667,99
7.75,100
7.833333333333333,97
7.916666666666667,100
8,103
8.083333333333334,101
8.166666666666666,102
8.25,99
8.333333333333334,101
8.416666666666666,101
8.5,104
8.583333333333334,107
8.666666666666666,105
8.75,109
8.833333333333334,106
8.916666666666666,105
9,104
9.083333333333334,105
9.166666666666666,108
9.25,106
9.333333333333334,111
9.416666666666666,112
9.5,112
9.583333333333334,115
9.666666666666666,113
9.75,112
9.833333333333334,112
9.916666666666666,117
10,112
10.083333333333334,113
10.166666666666666,110
10.25,111
10.333333333333334,114
10.416666666666666,115
10.5,116
10.583333333333334,116
10.666666666666666,116
10.75,119
10.833333333333334,117
10.916666666666666,119
11,122
11.083333333333334,118
11.166666666666666,123
11.25,121
11.333333333333334,122
11.416666666666666,126
11.5,120
11.583333333333334,122
11.666666666666666,124
11.75,122
11.833333333333334,121
11.916666666666666,123
12,122
12.083333333333334,122
12.166666666666666,126
12.25,125
12.333333333333334,125
12.416666666666666,125
12.5,126
12.583333333333334,127
12.666666666666666,125
12.75,127
12.833333333333334,126
12.916666666666666,124
13,123
13.083333333333334,130
13.166666666666666,128
13.25,126
13.333333333333334,125
13.416666666666666,125
13.5,131
13.583333333333334,131
13.666666666666666,134
13.75,129
13.833333333333334,134
13.916666666666666,131
14,129
14.083333333333334,131
14.166666666666666,132
14.25,135
14.333333333333334,135
14.416666666666666,130
14.5,129
14.583333333333334,132
14.666666666666666,134
14.75,131
14.833333333333334,131
14.916666666666666,133
15,129
15.083333333333334,128
15.166666666666666,130
15.25,131
15.333333333333334,127
15.416666666666666,137
15.5,132
15.583333333333334,129
15.666666666666666,134
15.75,132
15.833333333333334,133
15.916666666666666,133
16,134
16.083333333333332,135
16.166666666666668,130
16.25,134
16.333333333333332,135
16.416666666666668,135
16.5,133
16.583333333333332,132
16.666666666666668,136
16.75,139
16.833333333333332,138
16.916666666666668,140
17,139
17.083333333333332,140
17.166666666666668,139
17.25,134
17.333333333333332,135
17.416666666666668,138
17.5,138
17.583333333333332,134
17.666666666666668,139
17.75,140
17.833333333333332,139
17.916666666666668,138
18,135
18.083333333333332,138
18.166666666666668,136
18.25,136
18.333333333333332,139
18.416666666666668,141
18.5,136
18.583333333333332,140
18.666666666666668,143
18.75,140
18.833333333333332,144
18.916666666666668,141
19,142
19.083333333333332,138
19.166666666666668,141
19.25,144
19.333333333333332,143
19.416666666666668,138
19.5,140
19.583333333333332,143
19.666666666666668,140
19.75,145
19.833333333333332,142
19.916666666666668,142
20,139
20.083333333333332,144
20.166666666666668,141
20.25,143
20.333333333333332,142
20.416666666666668,140
20.5,141
20.583333333333332,141
20.666666666666668,143
20.75,145
20.833333333333332,140
20.916666666666668,143
21,143
21.083333333333332,141
21.166666666666668,141
21.25,140
21.333333333333332,143
21.416666666666668,142
21.5,145
21.583333333333332,142
21.666666666666668,140
21.75,146
21.833333333333332,141
21.916666666666668,145
22,141
22.083333333333332,143
22.166666666666668,144
22.25,143
22.333333333333332,143
22.416666666666668,144
22.5,143
22.583333333333332,145
22.666666666666668,143
22.75,147
22.833333333333332,149
22.916666666666668,143
23,148
23.083333333333332,145
23.166666666666668,149
23.25,145
23.333333333333332,148
23.416666666666668,147
23.5,144
23.583333333333332,147
23.666666666666668,149
23.75,147
23.833333333333332,149
23.916666666666668,147
24,152
24.083333333333332,145
24.166666666666668,149
24.25,147
24.333333333333332,149
24.416666666666668,148
24.5,149
24.583333333333332,149
24.666666666666668,151
24.75,152
24.833333333333332,147
24.916666666666668,149
25,151
25.083333333333332,154
25.166666666666668,146
25.25,146
25.333333333333332,146
25.416666666666668,151
25.5,148
25.583333333333332,151
25.666666666666668,149
25.75,150
25.833333333333332,150
25.916666666666668,150
26,148
26.083333333333332,151
26.166666666666668,151
26.25,151
26.333333333333332,150
26.416666666666668,150
26.5,150
26.583333333333332,149
26.666666666666668,150
26.75,148
26.833333333333332,152
26.916666666666668,152
27,149
27.083333333333332,152
27.166666666666668,152
27.25,153
27.333333333333332,152
27.416666666666668,150
27.5,148
27.583333333333332,149
27.666666666666668,150
27.75,151
27.833333333333332,147
27.916666666666668,148
28,153
28.083333333333332,151
28.166666666666668,155
28.25,152
28.333333333333332,151
28.416666666666668,150
28.5,151
28.583333333333332,151
28.666666666666668,149
28.75,150
28.833333333333332,151
28.916666666666668,148
29,153
29.083333333333332,149
29.166666666666668,153
29.25,153
29.333333333333332,154
29.416666666666668,152
29.5,151
29.583333333333332,150
29.666666666666668,148
29.75,153
29.833333333333332,148
29.916666666666668,152
30,148
30.083333333333332,151
30.166666666666668,152
30.25,149
30.333333333333332,152
30.416666666666668,153
30.5,151
30.583333333333332,152
30.666666666666668,147
30.75,151
30.833333333333332,152
30.916666666666668,151
31,155
31.083333333333332,151
31.166666666666668,148
31.25,151
31.333333333333332,153
31.416666666666668,154
31.5,154
31.583333333333332,153
31.666666666666668,152
31.75,152
31.833333333333332,148
31.916666666666668,153
32,154
32.083333333333336,150
32.166666666666664,152
32.25,153
32.333333333333336,150
32.416666666666664,148
32.5,154
32.583333333333336,153
32.666666666666664,151
32.75,150
32.833333333333336,150
32.916666666666664,154
33,154
33.083333333333336,154
33.166666666666664,153
33.25,149
33.333333333333336,150
33.416666666666664,156
