"Hours since thread went live","Gekai Elise • Doctor Elise: The Royal Lady with the Lamp - Episode 9 discussion"
33.5,156
33.583333333333336,156
33.666666666666664,154
33.75,149
33.833333333333336,152
33.916666666666664,152
34,153
34.083333333333336,154
34.166666666666664,153
34.25,154
34.333333333333336,153
34.416666666666664,155
34.5,155
34.583333333333336,153
34.666666666666664,154
34.75,152
34.833333333333336,155
34.916666666666664,150
35,153
35.083333333333336,156
35.166666666666664,152
35.25,152
35.333333333333336,155
35.416666666666664,157
35.5,153
35.583333333333336,152
35.666666666666664,152
35.75,152
35.833333333333336,154
35.916666666666664,153
36,157
36.083333333333336,155
36.166666666666664,156
36.25,152
36.333333333333336,151
36.416666666666664,152
36.5,153
36.583333333333336,153
36.666666666666664,157
36.75,154
36.833333333333336,153
36.916666666666664,154
37,154
37.083333333333336,153
37.166666666666664,152
37.25,154
37.333333333333336,154
37.416666666666664,157
37.5,159
37.583333333333336,155
37.666666666666664,153
37.75,154
37.833333333333336,152
37.916666666666664,155
38,156
38.083333333333336,155
38.166666666666664,158
38.25,159
38.333333333333336,157
38.416666666666664,158
38.5,151
38.583333333333336,155
38.666666666666664,155
38.75,158
38.833333333333336,155
38.916666666666664,155
39,158
39.083333333333336,157
39.166666666666664,156
39.25,153
39.333333333333336,159
39.416666666666664,153
39.5,157
39.583333333333336,156
39.666666666666664,156
39.75,159
39.833333333333336,158
39.916666666666664,158
40,155
40.083333333333336,156
40.166666666666664,152
40.25,153
40.333333333333336,158
40.416666666666664,157
40.5,158
40.583333333333336,154
40.666666666666664,157
40.75,154
40.833333333333336,157
40.916666666666664,159
41,154
41.083333333333336,154
41.166666666666664,156
41.25,153
41.333333333333336,154
41.416666666666664,154
41.5,155
41.583333333333336,157
41.666666666666664,158
41.75,158
41.833333333333336,157
41.916666666666664,158
42,155
42.083333333333336,156
42.166666666666664,157
42.25,155
42.333333333333336,159
42.416666666666664,154
42.5,155
42.583333333333336,158
42.666666666666664,155
42.75,156
42.833333333333336,157
42.916666666666664,157
43,155
43.083333333333336,154
43.166666666666664,155
43.25,154
43.333333333333336,153
43.416666666666664,155
43.5,155
43.583333333333336,159
43.666666666666664,156
43.75,159
43.833333333333336,157
43.916666666666664,159
44,156
44.083333333333336,157
44.166666666666664,159
44.25,156
44.333333333333336,158
44.416666666666664,157
44.5,156
44.583333333333336,159
44.666666666666664,161
44.75,157
44.833333333333336,161
44.916666666666664,160
45,155
45.083333333333336,157
45.166666666666664,155
45.25,157
45.333333333333336,155
45.416666666666664,158
45.5,157
45.583333333333336,160
45.666666666666664,156
45.75,158
45.833333333333336,155
45.916666666666664,160
46,155
46.083333333333336,158
46.166666666666664,156
46.25,159
46.333333333333336,154
46.416666666666664,161
46.5,160
46.583333333333336,158
46.666666666666664,157
46.75,156
46.833333333333336,155
46.916666666666664,155
47,156
47.083333333333336,159
47.166666666666664,154
47.25,155
47.333333333333336,156
47.416666666666664,158
47.5,157
47.583333333333336,159
47.666666666666664,155
47.75,159
47.833333333333336,157
47.916666666666664,156
