"Hours since thread went live","Tonari no Youkai-san - Episode 5 discussion"
0,2
0,3
0.08333333333333333,3
0.16666666666666666,5
0.25,5
0.3333333333333333,8
0.4166666666666667,10
0.5,12
0.5833333333333334,14
0.6666666666666666,13
0.75,14
0.8333333333333334,14
0.9166666666666666,16
1,17
1.0833333333333333,18
1.1666666666666667,19
1.25,19
1.3333333333333333,20
1.4166666666666667,23
1.5,24
1.5833333333333333,30
1.6666666666666667,30
1.75,33
1.8333333333333333,35
1.9166666666666667,35
2,38
2.0833333333333335,40
2.1666666666666665,38
2.25,43
2.3333333333333335,43
2.4166666666666665,43
2.5,43
2.5833333333333335,43
2.6666666666666665,44
2.75,41
2.8333333333333335,42
2.9166666666666665,41
3,44
3.0833333333333335,45
3.1666666666666665,46
3.25,48
3.3333333333333335,49
3.4166666666666665,52
3.5,53
3.5833333333333335,51
3.6666666666666665,54
3.75,53
3.8333333333333335,52
3.9166666666666665,55
4,52
4.083333333333333,57
4.166666666666667,57
4.25,57
4.333333333333333,59
4.416666666666667,56
4.5,57
4.583333333333333,62
4.666666666666667,57
4.75,60
4.833333333333333,57
4.916666666666667,57
5,62
5.083333333333333,63
5.166666666666667,58
5.25,61
5.333333333333333,64
5.416666666666667,61
5.5,62
5.583333333333333,64
5.666666666666667,64
5.75,64
5.833333333333333,65
5.916666666666667,66
6,69
6.083333333333333,69
6.166666666666667,66
6.25,76
6.333333333333333,74
6.416666666666667,72
6.5,73
6.583333333333333,74
6.666666666666667,73
6.75,77
6.833333333333333,76
6.916666666666667,77
7,77
7.083333333333333,74
7.166666666666667,77
7.25,79
7.333333333333333,77
7.416666666666667,78
7.5,78
7.583333333333333,78
7.666666666666667,78
7.75,76
7.833333333333333,83
7.916666666666667,82
8,79
8.083333333333334,78
8.166666666666666,77
8.25,83
8.333333333333334,81
8.416666666666666,84
8.5,84
8.583333333333334,86
8.666666666666666,86
8.75,87
8.833333333333334,84
8.916666666666666,90
9,86
9.083333333333334,91
9.166666666666666,91
9.25,92
9.333333333333334,87
9.416666666666666,90
9.5,90
9.583333333333334,89
9.666666666666666,89
9.75,95
9.833333333333334,94
9.916666666666666,92
10,91
10.083333333333334,92
10.166666666666666,92
10.25,92
10.333333333333334,91
10.416666666666666,92
10.5,93
10.583333333333334,91
10.666666666666666,94
10.75,91
10.833333333333334,94
10.916666666666666,91
11,89
11.083333333333334,94
11.166666666666666,93
11.25,96
11.333333333333334,98
11.416666666666666,98
11.5,95
11.583333333333334,94
11.666666666666666,100
11.75,99
11.833333333333334,96
11.916666666666666,101
12,101
12.083333333333334,101
12.166666666666666,99
12.25,101
12.333333333333334,102
12.416666666666666,102
12.5,100
12.583333333333334,104
12.666666666666666,107
12.75,104
12.833333333333334,102
12.916666666666666,103
13,109
13.083333333333334,107
13.166666666666666,107
13.25,107
13.333333333333334,109
13.416666666666666,109
13.5,111
13.583333333333334,109
13.666666666666666,110
13.75,106
13.833333333333334,111
13.916666666666666,110
14,111
14.083333333333334,111
14.166666666666666,107
14.25,111
14.333333333333334,112
14.416666666666666,112
14.5,113
14.583333333333334,113
14.666666666666666,110
14.75,113
14.833333333333334,113
14.916666666666666,111
15,111
15.083333333333334,113
15.166666666666666,114
15.25,113
15.333333333333334,112
15.416666666666666,112
15.5,113
15.583333333333334,112
15.666666666666666,115
15.75,117
15.833333333333334,113
15.916666666666666,111
16,114
16.083333333333332,117
16.166666666666668,117
16.25,119
16.333333333333332,116
16.416666666666668,119
16.5,115
16.583333333333332,116
16.666666666666668,114
16.75,115
