"Hours since thread went live","Vampire Dormitory - Episode 9 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,0
0.6666666666666666,1
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,2
1.0833333333333333,2
1.1666666666666667,3
1.25,4
1.3333333333333333,4
1.4166666666666667,4
1.5,3
1.5833333333333333,5
1.6666666666666667,2
1.75,4
1.8333333333333333,3
1.9166666666666667,4
2,5
2.0833333333333335,6
2.1666666666666665,5
2.25,6
2.3333333333333335,6
2.4166666666666665,5
2.5,8
2.5833333333333335,7
2.6666666666666665,6
2.75,9
2.8333333333333335,7
2.9166666666666665,10
3,10
3.0833333333333335,7
3.1666666666666665,9
3.25,10
3.3333333333333335,9
3.4166666666666665,9
3.5,7
3.5833333333333335,8
3.6666666666666665,8
3.75,10
3.8333333333333335,9
3.9166666666666665,9
4,10
4.083333333333333,8
4.166666666666667,11
4.25,10
4.333333333333333,12
4.416666666666667,13
4.5,13
4.583333333333333,12
4.666666666666667,12
4.75,12
4.833333333333333,11
4.916666666666667,12
5,11
5.083333333333333,13
5.166666666666667,12
5.25,12
5.333333333333333,12
5.416666666666667,12
5.5,14
5.583333333333333,13
5.666666666666667,14
5.75,16
5.833333333333333,14
5.916666666666667,14
6,14
6.083333333333333,13
6.166666666666667,12
6.25,14
6.333333333333333,14
6.416666666666667,14
6.5,14
6.583333333333333,13
6.666666666666667,16
6.75,14
6.833333333333333,16
6.916666666666667,15
7,16
7.083333333333333,14
7.166666666666667,13
7.25,17
7.333333333333333,17
7.416666666666667,15
7.5,17
7.583333333333333,15
7.666666666666667,14
7.75,15
7.833333333333333,14
7.916666666666667,14
8,15
8.083333333333334,16
8.166666666666666,14
8.25,13
8.333333333333334,15
8.416666666666666,17
8.5,18
8.583333333333334,16
8.666666666666666,17
8.75,17
8.833333333333334,17
8.916666666666666,20
9,19
9.083333333333334,18
9.166666666666666,20
9.25,19
9.333333333333334,18
9.416666666666666,18
9.5,17
9.583333333333334,19
9.666666666666666,18
9.75,18
9.916666666666666,17
10,19
10.083333333333334,17
10.166666666666666,19
