"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 4 discussion"
0,1
0.08333333333333333,3
0.16666666666666666,7
0.25,9
0.3333333333333333,10
0.4166666666666667,16
0.5,18
0.5833333333333334,18
0.6666666666666666,22
0.75,25
0.8333333333333334,34
0.9166666666666666,35
1,37
1.0833333333333333,38
1.1666666666666667,42
1.25,48
1.3333333333333333,49
1.4166666666666667,49
1.5,52
1.5833333333333333,59
1.6666666666666667,56
1.75,62
1.8333333333333333,65
1.9166666666666667,68
2,74
2.0833333333333335,79
2.1666666666666665,80
2.25,81
2.5,79
2.5833333333333335,83
2.6666666666666665,91
2.75,94
2.8333333333333335,91
2.9166666666666665,97
3,99
3.0833333333333335,98
3.1666666666666665,98
3.25,100
3.3333333333333335,100
3.4166666666666665,101
3.5,103
3.5833333333333335,107
3.6666666666666665,107
3.75,110
3.8333333333333335,113
3.9166666666666665,111
4,116
4.083333333333333,116
4.166666666666667,118
4.25,120
4.333333333333333,122
4.416666666666667,120
4.5,127
4.583333333333333,133
4.666666666666667,132
4.75,130
4.833333333333333,134
4.916666666666667,137
5,137
5.083333333333333,136
5.166666666666667,140
5.25,139
5.333333333333333,139
5.416666666666667,138
5.5,141
5.583333333333333,144
5.666666666666667,143
5.75,148
5.833333333333333,145
5.916666666666667,150
6,148
6.083333333333333,146
6.166666666666667,148
6.25,144
6.333333333333333,149
6.416666666666667,148
6.5,152
6.583333333333333,150
6.666666666666667,151
6.75,153
6.833333333333333,158
6.916666666666667,156
7,153
7.083333333333333,151
7.166666666666667,154
7.25,155
7.333333333333333,159
7.416666666666667,158
7.5,158
7.583333333333333,159
7.666666666666667,159
7.75,157
7.833333333333333,162
7.916666666666667,169
8,166
8.083333333333334,164
8.166666666666666,170
8.25,172
8.333333333333334,172
8.416666666666666,171
8.5,171
8.583333333333334,176
8.666666666666666,177
8.75,173
8.833333333333334,173
8.916666666666666,181
9,176
9.083333333333334,175
9.166666666666666,178
9.25,181
9.333333333333334,180
9.416666666666666,184
9.5,183
9.583333333333334,181
9.666666666666666,182
9.75,183
9.833333333333334,186
9.916666666666666,183
10,187
10.083333333333334,184
10.166666666666666,187
10.25,186
10.333333333333334,189
10.416666666666666,185
10.5,186
10.583333333333334,191
10.666666666666666,190
10.75,190
10.833333333333334,193
10.916666666666666,194
11,189
11.083333333333334,191
11.166666666666666,193
11.25,192
11.333333333333334,190
11.416666666666666,195
11.5,195
11.583333333333334,198
11.666666666666666,200
11.75,200
11.833333333333334,199
11.916666666666666,202
12,200
12.083333333333334,202
12.166666666666666,200
12.25,202
12.333333333333334,202
12.416666666666666,202
12.5,200
12.583333333333334,202
12.666666666666666,202
12.75,203
12.833333333333334,204
12.916666666666666,203
13,207
13.083333333333334,207
13.166666666666666,206
13.25,209
13.333333333333334,212
13.416666666666666,212
13.5,210
13.583333333333334,209
13.666666666666666,209
13.75,211
13.833333333333334,210
13.916666666666666,210
14,209
14.083333333333334,210
14.166666666666666,210
14.25,214
14.333333333333334,215
14.416666666666666,216
14.5,219
14.583333333333334,215
14.666666666666666,222
14.75,217
14.833333333333334,220
14.916666666666666,219
15,221
15.083333333333334,223
15.166666666666666,223
15.25,224
15.333333333333334,220
15.416666666666666,219
15.5,224
15.583333333333334,219
15.666666666666666,225
15.75,226
15.833333333333334,224
15.916666666666666,226
16,222
16.083333333333332,224
16.166666666666668,224
16.25,224
16.333333333333332,227
16.416666666666668,226
16.5,228
16.583333333333332,227
16.666666666666668,224
16.75,230
16.833333333333332,229
16.916666666666668,227
17,224
17.083333333333332,233
17.166666666666668,232
17.25,233
17.333333333333332,231
17.416666666666668,228
17.5,231
17.583333333333332,232
17.666666666666668,231
17.75,230
17.833333333333332,233
17.916666666666668,230
18,233
18.083333333333332,229
18.166666666666668,229
18.25,232
18.333333333333332,233
18.416666666666668,232
18.5,234
18.583333333333332,233
18.666666666666668,235
18.75,233
18.833333333333332,231
18.916666666666668,236
19,234
19.083333333333332,235
19.166666666666668,234
19.25,236
19.333333333333332,236
19.416666666666668,235
19.5,237
19.583333333333332,238
19.666666666666668,239
19.75,237
19.833333333333332,239
19.916666666666668,236
20,240
20.083333333333332,238
20.166666666666668,241
20.25,240
20.333333333333332,244
20.416666666666668,240
20.5,240
20.583333333333332,243
20.666666666666668,239
20.75,245
20.833333333333332,246
20.916666666666668,246
21,242
21.083333333333332,242
21.166666666666668,244
21.25,245
21.333333333333332,249
21.416666666666668,246
21.5,246
21.583333333333332,249
21.666666666666668,248
21.75,249
21.833333333333332,253
21.916666666666668,249
22,252
22.083333333333332,254
22.166666666666668,252
22.25,251
22.333333333333332,253
22.416666666666668,249
22.5,253
22.583333333333332,248
22.666666666666668,248
22.75,251
22.833333333333332,256
