"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 4 discussion"
22.916666666666668,253
23,249
23.083333333333332,252
23.166666666666668,256
23.25,253
23.333333333333332,251
23.416666666666668,257
23.5,252
23.583333333333332,257
23.666666666666668,258
23.75,256
23.833333333333332,259
23.916666666666668,259
24,260
24.083333333333332,258
24.166666666666668,256
24.25,257
24.333333333333332,259
24.416666666666668,258
24.5,259
24.583333333333332,259
24.666666666666668,259
24.75,255
24.833333333333332,257
24.916666666666668,258
25,256
25.083333333333332,260
25.166666666666668,260
25.25,258
25.333333333333332,258
25.416666666666668,262
25.5,261
25.583333333333332,261
25.666666666666668,262
25.75,261
25.833333333333332,264
25.916666666666668,260
26,257
26.083333333333332,259
26.166666666666668,260
26.25,258
26.333333333333332,263
26.416666666666668,256
26.5,261
26.583333333333332,261
26.666666666666668,259
26.75,261
26.833333333333332,259
26.916666666666668,262
27,264
27.083333333333332,266
27.166666666666668,267
27.25,265
27.333333333333332,261
27.416666666666668,264
27.5,266
27.583333333333332,260
27.666666666666668,265
27.75,263
27.833333333333332,265
27.916666666666668,264
28,262
28.083333333333332,267
28.166666666666668,265
28.25,264
28.333333333333332,260
28.416666666666668,265
28.5,262
28.583333333333332,264
28.666666666666668,263
28.75,264
28.833333333333332,263
28.916666666666668,268
29,262
29.083333333333332,265
29.166666666666668,264
29.25,268
29.333333333333332,266
29.416666666666668,266
29.5,268
29.583333333333332,264
29.666666666666668,263
29.75,267
29.833333333333332,266
29.916666666666668,266
30,269
30.083333333333332,264
30.166666666666668,266
30.25,264
30.333333333333332,263
30.416666666666668,264
30.5,264
30.583333333333332,267
30.666666666666668,268
30.75,266
30.833333333333332,268
30.916666666666668,269
31,270
31.083333333333332,265
31.166666666666668,268
31.25,269
31.333333333333332,269
31.416666666666668,267
31.5,265
31.583333333333332,265
31.666666666666668,264
31.75,266
31.833333333333332,271
31.916666666666668,268
32,266
32.083333333333336,268
32.166666666666664,269
32.25,268
32.333333333333336,271
32.416666666666664,266
32.5,271
32.583333333333336,267
32.666666666666664,270
32.75,269
32.833333333333336,272
32.916666666666664,274
33,272
33.083333333333336,274
33.166666666666664,270
33.25,273
33.333333333333336,270
33.416666666666664,272
33.5,271
33.583333333333336,271
33.666666666666664,272
33.75,275
33.833333333333336,272
33.916666666666664,272
34,272
34.083333333333336,273
34.166666666666664,271
34.25,271
34.333333333333336,272
34.416666666666664,272
34.5,273
34.583333333333336,271
34.666666666666664,275
34.75,269
34.833333333333336,272
34.916666666666664,272
35,270
35.083333333333336,270
35.166666666666664,270
35.25,274
35.333333333333336,273
35.416666666666664,271
35.5,275
35.583333333333336,274
35.666666666666664,272
35.75,269
35.833333333333336,277
35.916666666666664,275
36,275
36.083333333333336,273
36.166666666666664,270
36.25,273
36.333333333333336,276
36.416666666666664,276
36.5,270
36.583333333333336,273
36.666666666666664,273
36.75,273
36.833333333333336,276
36.916666666666664,275
37,273
37.083333333333336,274
37.166666666666664,270
37.25,276
37.333333333333336,271
37.416666666666664,274
37.5,273
37.583333333333336,274
37.666666666666664,275
37.75,274
37.833333333333336,275
37.916666666666664,273
38,274
38.083333333333336,277
38.166666666666664,272
38.25,272
38.333333333333336,274
38.416666666666664,275
38.5,274
38.583333333333336,274
38.666666666666664,273
38.75,274
38.833333333333336,274
38.916666666666664,275
39,276
39.083333333333336,275
39.166666666666664,271
39.25,275
39.333333333333336,275
39.416666666666664,277
39.5,273
39.583333333333336,278
39.666666666666664,275
39.75,275
39.833333333333336,276
39.916666666666664,276
40,271
40.083333333333336,273
40.166666666666664,276
40.25,272
40.333333333333336,276
40.416666666666664,272
40.5,275
40.583333333333336,274
40.666666666666664,276
40.75,277
40.833333333333336,273
40.916666666666664,278
41,280
41.083333333333336,275
41.166666666666664,275
41.25,274
41.333333333333336,280
41.416666666666664,276
41.5,274
41.583333333333336,272
41.666666666666664,274
41.75,272
41.833333333333336,277
41.916666666666664,275
42,280
42.083333333333336,280
42.166666666666664,276
42.25,276
42.333333333333336,277
42.416666666666664,277
42.5,275
42.583333333333336,276
42.666666666666664,275
42.75,276
42.833333333333336,274
42.916666666666664,277
43,273
43.083333333333336,278
43.166666666666664,277
43.25,279
43.333333333333336,277
43.416666666666664,278
43.5,273
43.583333333333336,281
43.666666666666664,278
43.75,276
43.833333333333336,274
43.916666666666664,275
44,273
44.083333333333336,278
44.166666666666664,277
44.25,281
44.333333333333336,277
44.416666666666664,274
44.5,276
44.583333333333336,274
44.666666666666664,278
44.75,279
44.833333333333336,279
44.916666666666664,280
45,281
45.083333333333336,281
45.166666666666664,277
45.25,278
45.333333333333336,280
45.416666666666664,278
45.5,276
45.583333333333336,278
45.666666666666664,278
45.75,276
45.833333333333336,282
45.916666666666664,281
46,278
46.083333333333336,278
46.166666666666664,280
46.25,281
46.333333333333336,280
46.416666666666664,275
46.5,275
46.583333333333336,280
46.666666666666664,279
46.75,277
46.833333333333336,282
46.916666666666664,282
47,281
47.083333333333336,281
47.166666666666664,280
47.25,282
47.333333333333336,279
47.416666666666664,280
47.5,275
47.583333333333336,282
47.666666666666664,276
47.75,280
47.833333333333336,276
47.916666666666664,277
