"Hours since thread went live","Tonari no Youkai-san - Episode 7 discussion"
0,2
0,2
0.08333333333333333,1
0.16666666666666666,5
0.25,7
0.3333333333333333,7
0.4166666666666667,8
0.5,9
0.5833333333333334,9
0.6666666666666666,9
0.75,10
0.8333333333333334,13
0.9166666666666666,12
1,14
1.0833333333333333,15
1.1666666666666667,15
1.25,16
1.3333333333333333,18
1.4166666666666667,18
1.5,20
1.5833333333333333,21
1.6666666666666667,22
1.75,22
1.8333333333333333,27
1.9166666666666667,29
2,30
2.0833333333333335,27
2.1666666666666665,29
2.25,31
2.3333333333333335,31
2.4166666666666665,31
2.5,34
2.5833333333333335,37
2.6666666666666665,39
2.75,42
2.8333333333333335,41
2.9166666666666665,44
3,42
3.0833333333333335,41
3.1666666666666665,44
3.25,43
3.3333333333333335,46
3.4166666666666665,47
3.5,45
3.5833333333333335,45
3.6666666666666665,50
3.75,51
3.8333333333333335,50
3.9166666666666665,51
4,50
4.083333333333333,50
4.166666666666667,52
4.25,53
4.333333333333333,53
4.416666666666667,52
4.5,56
4.583333333333333,55
4.666666666666667,55
4.75,60
4.833333333333333,56
4.916666666666667,58
5,60
5.083333333333333,56
5.166666666666667,60
5.25,60
5.333333333333333,61
5.416666666666667,65
5.5,59
5.583333333333333,64
5.666666666666667,66
5.75,68
5.833333333333333,66
5.916666666666667,67
6,68
6.083333333333333,68
6.166666666666667,71
6.25,68
6.333333333333333,76
6.416666666666667,76
6.5,72
6.583333333333333,75
6.666666666666667,72
6.75,76
6.833333333333333,75
6.916666666666667,72
7,71
7.083333333333333,78
7.166666666666667,74
7.25,75
7.333333333333333,75
7.416666666666667,77
7.5,72
7.583333333333333,77
7.666666666666667,80
7.75,74
7.833333333333333,81
7.916666666666667,76
8,79
8.083333333333334,74
8.166666666666666,80
8.25,80
8.333333333333334,78
8.416666666666666,81
8.5,79
8.583333333333334,82
8.666666666666666,78
8.75,79
8.833333333333334,76
8.916666666666666,81
9,81
9.083333333333334,79
9.166666666666666,81
9.25,80
9.333333333333334,81
9.416666666666666,83
9.5,86
9.583333333333334,84
9.666666666666666,83
9.75,88
9.833333333333334,86
9.916666666666666,88
10,83
10.083333333333334,81
10.166666666666666,88
10.25,85
10.333333333333334,84
10.416666666666666,85
10.5,87
10.583333333333334,84
10.666666666666666,87
10.75,86
10.833333333333334,84
10.916666666666666,87
11,82
11.083333333333334,87
11.166666666666666,87
11.25,89
11.333333333333334,86
11.416666666666666,85
11.5,85
11.583333333333334,91
11.666666666666666,91
11.75,89
11.833333333333334,94
11.916666666666666,95
12,93
12.083333333333334,92
12.166666666666666,90
12.25,90
12.333333333333334,95
12.416666666666666,93
12.5,94
12.583333333333334,93
12.666666666666666,98
12.75,93
12.833333333333334,92
12.916666666666666,98
13,97
13.083333333333334,95
13.166666666666666,96
13.25,96
13.333333333333334,96
13.416666666666666,92
13.5,97
13.583333333333334,99
13.666666666666666,99
13.75,101
13.833333333333334,98
13.916666666666666,101
14,101
14.083333333333334,100
14.166666666666666,99
14.25,96
14.333333333333334,98
14.416666666666666,94
14.5,95
14.583333333333334,96
14.666666666666666,100
14.75,96
14.833333333333334,102
14.916666666666666,97
15,103
15.083333333333334,101
15.166666666666666,100
15.25,101
15.333333333333334,100
15.416666666666666,101
15.5,100
15.583333333333334,102
15.666666666666666,101
15.75,103
15.833333333333334,98
15.916666666666666,102
16,105
16.083333333333332,104
16.166666666666668,107
16.25,104
16.333333333333332,103
16.416666666666668,107
16.5,106
16.583333333333332,104
16.666666666666668,105
16.75,105
16.833333333333332,106
16.916666666666668,107
17,112
17.083333333333332,111
17.166666666666668,112
17.25,112
17.333333333333332,109
