"Hours since thread went live","Oi! Tonbo • Tonbo! - Episode 2 discussion"
0,1
0.08333333333333333,3
0.16666666666666666,3
0.25,3
0.3333333333333333,4
0.4166666666666667,3
0.5,4
0.5833333333333334,5
0.6666666666666666,5
0.75,5
0.8333333333333334,5
0.9166666666666666,6
1,6
1.0833333333333333,6
1.1666666666666667,6
1.25,6
1.3333333333333333,6
1.4166666666666667,7
1.5,8
1.5833333333333333,9
1.6666666666666667,10
1.75,10
1.8333333333333333,10
1.9166666666666667,12
2,14
2.0833333333333335,14
2.1666666666666665,15
2.25,16
2.3333333333333335,15
2.4166666666666665,17
2.5,16
2.5833333333333335,15
2.6666666666666665,16
2.75,16
2.8333333333333335,15
2.9166666666666665,17
3,17
3.0833333333333335,17
3.1666666666666665,17
3.25,17
3.3333333333333335,18
3.4166666666666665,19
3.5,20
3.5833333333333335,21
3.6666666666666665,21
3.75,19
3.8333333333333335,20
3.9166666666666665,21
4,21
4.083333333333333,22
4.166666666666667,23
4.25,23
4.333333333333333,23
4.416666666666667,23
4.5,23
4.583333333333333,24
4.666666666666667,23
4.75,23
4.833333333333333,22
4.916666666666667,22
5,24
5.083333333333333,22
5.166666666666667,22
5.25,22
5.333333333333333,23
5.416666666666667,22
5.5,23
5.583333333333333,23
5.666666666666667,23
5.75,25
5.833333333333333,25
5.916666666666667,25
6,27
6.083333333333333,26
6.166666666666667,25
6.25,27
6.333333333333333,26
6.416666666666667,28
6.5,28
6.583333333333333,29
6.666666666666667,31
6.75,30
6.833333333333333,29
6.916666666666667,28
7,29
7.083333333333333,27
7.166666666666667,28
7.25,28
7.333333333333333,25
7.416666666666667,29
7.5,30
7.583333333333333,30
7.666666666666667,31
7.75,28
7.833333333333333,31
7.916666666666667,30
8,26
8.083333333333334,30
8.166666666666666,28
8.25,33
8.333333333333334,33
8.416666666666666,32
8.5,32
8.583333333333334,32
8.666666666666666,35
8.75,33
8.833333333333334,33
8.916666666666666,34
9,37
9.083333333333334,33
9.166666666666666,33
9.25,38
9.333333333333334,33
9.416666666666666,34
9.5,38
9.583333333333334,34
9.666666666666666,34
9.75,32
9.833333333333334,36
9.916666666666666,41
10,37
10.083333333333334,37
10.166666666666666,37
10.25,36
10.333333333333334,38
10.416666666666666,37
10.5,37
10.583333333333334,41
10.666666666666666,37
10.75,38
10.833333333333334,38
10.916666666666666,40
11,39
11.083333333333334,36
11.166666666666666,41
11.25,39
11.333333333333334,43
11.416666666666666,42
11.5,38
11.583333333333334,45
11.666666666666666,41
11.75,42
11.833333333333334,40
11.916666666666666,40
12,46
12.083333333333334,41
12.166666666666666,45
12.25,42
12.333333333333334,43
12.416666666666666,47
12.5,45
12.583333333333334,42
12.666666666666666,45
12.75,45
12.833333333333334,49
12.916666666666666,47
13,48
13.083333333333334,47
13.166666666666666,49
13.25,48
13.333333333333334,52
13.416666666666666,49
13.5,51
13.583333333333334,50
13.666666666666666,49
13.75,48
13.833333333333334,51
13.916666666666666,50
14,48
14.083333333333334,49
14.166666666666666,51
14.25,53
14.333333333333334,48
14.416666666666666,50
14.5,49
14.583333333333334,52
14.666666666666666,54
14.75,56
14.833333333333334,54
14.916666666666666,56
15,57
15.083333333333334,55
15.166666666666666,60
15.25,55
15.333333333333334,54
15.416666666666666,54
15.5,57
15.583333333333334,56
15.666666666666666,57
15.75,61
15.833333333333334,55
15.916666666666666,58
16,56
16.083333333333332,59
16.166666666666668,62
16.25,62
16.333333333333332,60
16.416666666666668,59
16.5,58
16.583333333333332,62
16.666666666666668,60
16.75,62
16.833333333333332,60
16.916666666666668,64
17,58
17.083333333333332,59
17.166666666666668,61
17.25,61
17.333333333333332,59
17.416666666666668,63
17.5,65
17.583333333333332,61
17.666666666666668,63
17.75,61
17.833333333333332,66
17.916666666666668,63
18,66
18.083333333333332,64
18.166666666666668,65
18.25,66
18.333333333333332,65
18.416666666666668,67
18.5,63
18.583333333333332,65
18.666666666666668,66
18.75,65
18.833333333333332,62
18.916666666666668,61
19,64
19.083333333333332,67
19.166666666666668,63
19.25,67
19.333333333333332,65
19.416666666666668,62
19.5,67
19.583333333333332,69
19.666666666666668,70
19.75,69
19.833333333333332,66
19.916666666666668,70
20,65
20.083333333333332,69
20.166666666666668,64
20.25,70
20.333333333333332,71
20.416666666666668,72
20.5,69
20.583333333333332,68
20.666666666666668,70
20.75,72
20.833333333333332,70
20.916666666666668,72
21,71
21.083333333333332,72
21.166666666666668,75
21.25,76
21.333333333333332,75
21.416666666666668,73
21.5,72
21.583333333333332,70
21.666666666666668,72
21.75,74
21.833333333333332,73
21.916666666666668,76
22,75
22.083333333333332,73
22.166666666666668,76
22.25,72
22.333333333333332,78
22.416666666666668,70
22.5,77
22.583333333333332,74
22.666666666666668,76
22.75,71
22.833333333333332,78
22.916666666666668,75
23,72
23.083333333333332,75
23.166666666666668,78
23.25,73
