"Hours since thread went live","Hananoi-kun to Koi no Yamai • A Condition Called Love - Episode 2 discussion"
0,1
0,2
0.08333333333333333,7
0.16666666666666666,7
0.25,9
0.3333333333333333,10
0.4166666666666667,13
0.5,16
0.5833333333333334,21
0.6666666666666666,24
0.75,29
0.8333333333333334,33
0.9166666666666666,40
1,43
1.0833333333333333,46
1.1666666666666667,51
1.25,55
1.3333333333333333,57
1.4166666666666667,59
1.5,66
1.5833333333333333,67
1.6666666666666667,72
1.75,76
1.8333333333333333,84
1.9166666666666667,81
2,87
2.0833333333333335,90
2.1666666666666665,90
2.25,91
2.3333333333333335,101
2.4166666666666665,101
2.5,104
2.5833333333333335,106
2.6666666666666665,107
2.75,106
2.8333333333333335,106
2.9166666666666665,106
3,110
3.0833333333333335,117
3.1666666666666665,120
3.25,122
3.3333333333333335,123
3.4166666666666665,121
3.5,127
3.5833333333333335,130
3.6666666666666665,132
3.75,127
3.8333333333333335,134
3.9166666666666665,134
4,130
4.083333333333333,130
4.166666666666667,135
4.25,134
4.333333333333333,138
4.416666666666667,138
4.5,143
4.583333333333333,144
4.666666666666667,140
4.75,147
4.833333333333333,142
4.916666666666667,146
5,148
5.083333333333333,154
5.166666666666667,152
5.25,155
5.333333333333333,163
5.416666666666667,160
5.5,159
5.583333333333333,160
5.666666666666667,161
5.75,161
5.833333333333333,161
5.916666666666667,161
6,163
6.083333333333333,167
6.166666666666667,171
6.25,177
6.333333333333333,173
6.416666666666667,174
6.5,177
6.583333333333333,178
6.666666666666667,178
6.75,178
6.833333333333333,180
6.916666666666667,184
7,179
7.083333333333333,181
7.166666666666667,184
7.25,182
7.333333333333333,182
7.416666666666667,181
7.5,189
7.583333333333333,186
7.666666666666667,186
7.75,190
7.833333333333333,190
7.916666666666667,192
8,193
8.083333333333334,195
8.166666666666666,198
8.25,197
8.333333333333334,197
8.416666666666666,195
8.5,202
8.583333333333334,202
8.666666666666666,204
8.75,204
8.833333333333334,209
8.916666666666666,206
9,208
9.083333333333334,208
9.166666666666666,208
9.25,208
9.333333333333334,210
9.416666666666666,207
9.5,210
9.583333333333334,212
9.666666666666666,209
9.75,214
9.833333333333334,212
9.916666666666666,215
10,217
10.083333333333334,214
10.166666666666666,213
10.25,219
10.333333333333334,217
10.416666666666666,216
10.5,222
10.583333333333334,221
10.666666666666666,222
10.75,225
10.833333333333334,224
10.916666666666666,230
11,229
11.083333333333334,230
11.166666666666666,233
11.25,231
11.333333333333334,234
11.416666666666666,231
11.5,235
11.583333333333334,229
11.666666666666666,233
11.75,233
11.833333333333334,236
11.916666666666666,235
12,241
12.083333333333334,241
12.166666666666666,240
12.25,239
12.333333333333334,240
12.416666666666666,237
12.5,241
12.583333333333334,242
12.666666666666666,240
12.75,239
12.833333333333334,244
12.916666666666666,243
13,247
13.083333333333334,241
13.166666666666666,243
13.25,242
13.333333333333334,242
13.416666666666666,244
13.5,249
13.583333333333334,246
13.666666666666666,246
13.75,251
13.833333333333334,248
13.916666666666666,249
14,250
14.083333333333334,253
14.166666666666666,254
14.25,253
14.333333333333334,256
14.416666666666666,254
14.5,255
14.583333333333334,257
14.666666666666666,255
14.75,253
14.833333333333334,257
14.916666666666666,256
15,253
15.083333333333334,259
15.166666666666666,258
15.25,255
15.333333333333334,259
15.416666666666666,258
15.5,257
15.583333333333334,256
15.666666666666666,257
15.75,258
15.833333333333334,257
15.916666666666666,262
16,258
16.083333333333332,260
16.166666666666668,259
16.25,263
16.333333333333332,261
16.416666666666668,264
16.5,261
16.583333333333332,263
16.666666666666668,262
16.75,264
16.833333333333332,261
16.916666666666668,264
17,265
17.083333333333332,269
17.166666666666668,263
17.25,270
17.333333333333332,268
17.416666666666668,267
17.5,265
17.583333333333332,266
17.666666666666668,265
17.75,268
17.833333333333332,266
17.916666666666668,268
18,269
18.083333333333332,271
18.166666666666668,265
18.25,266
18.333333333333332,269
18.416666666666668,269
18.5,269
18.583333333333332,270
18.666666666666668,267
18.75,264
18.833333333333332,268
18.916666666666668,266
19,267
19.083333333333332,268
19.166666666666668,270
19.25,271
19.333333333333332,272
19.416666666666668,273
19.5,274
19.583333333333332,269
19.666666666666668,270
19.75,268
19.833333333333332,270
19.916666666666668,271
20,269
20.083333333333332,273
20.166666666666668,270
20.25,272
20.333333333333332,271
20.416666666666668,273
20.5,272
20.583333333333332,272
20.666666666666668,274
20.75,270
20.833333333333332,280
20.916666666666668,277
21,277
21.083333333333332,275
21.166666666666668,281
21.25,279
21.333333333333332,279
21.416666666666668,284
21.5,283
21.583333333333332,284
21.666666666666668,278
21.75,278
21.833333333333332,282
21.916666666666668,281
22,282
22.083333333333332,283
22.166666666666668,279
22.25,281
22.333333333333332,281
22.416666666666668,279
22.5,281
22.583333333333332,281
22.666666666666668,282
22.75,282
22.833333333333332,284
22.916666666666668,280
23,288
23.083333333333332,285
23.166666666666668,285
23.25,288
23.333333333333332,287
23.416666666666668,293
23.5,291
23.583333333333332,289
23.666666666666668,291
23.75,291
23.833333333333332,288
23.916666666666668,288
24,292
24.083333333333332,290
24.166666666666668,289
24.25,291
24.333333333333332,293
24.416666666666668,290
24.5,286
24.583333333333332,288
24.666666666666668,291
24.75,291
24.833333333333332,289
24.916666666666668,295
25,295
25.083333333333332,294
25.166666666666668,294
25.25,294
25.333333333333332,290
25.416666666666668,294
25.5,294
25.583333333333332,297
25.666666666666668,299
25.75,298
25.833333333333332,295
25.916666666666668,300
26,297
26.083333333333332,294
26.166666666666668,297
26.25,294
26.333333333333332,297
26.416666666666668,294
26.5,294
26.583333333333332,297
26.666666666666668,297
26.75,296
26.833333333333332,301
26.916666666666668,298
27,302
27.083333333333332,295
27.166666666666668,298
27.25,297
27.333333333333332,298
27.416666666666668,300
27.5,299
27.583333333333332,302
27.666666666666668,299
27.75,295
27.833333333333332,302
27.916666666666668,297
28,301
28.083333333333332,297
28.166666666666668,300
28.25,292
28.333333333333332,299
28.416666666666668,296
28.5,304
28.583333333333332,303
28.666666666666668,300
28.75,299
28.833333333333332,300
28.916666666666668,296
29,301
29.083333333333332,300
29.166666666666668,300
29.25,299
29.333333333333332,298
29.416666666666668,299
29.5,300
29.583333333333332,302
29.666666666666668,302
29.75,300
29.833333333333332,294
29.916666666666668,300
30,298
30.083333333333332,295
30.166666666666668,298
30.25,298
30.333333333333332,298
30.416666666666668,299
30.5,296
30.583333333333332,294
30.666666666666668,297
30.75,297
30.833333333333332,299
30.916666666666668,299
31,299
31.083333333333332,301
31.166666666666668,303
31.25,305
31.333333333333332,304
31.416666666666668,299
31.5,297
31.583333333333332,297
31.666666666666668,301
31.75,304
31.833333333333332,302
31.916666666666668,299
32,300
32.083333333333336,301
32.166666666666664,298
32.25,306
32.333333333333336,306
32.416666666666664,300
32.5,298
32.583333333333336,305
32.666666666666664,300
32.75,305
32.833333333333336,300
32.916666666666664,299
33,298
33.083333333333336,303
33.166666666666664,301
33.25,303
33.333333333333336,299
33.416666666666664,301
33.5,306
