"Hours since thread went live","Kaii to Otome to Kamikakushi • Mysterious Disappearances - Episode 1 discussion"
2.75,197
2.75,193
2.8333333333333335,202
2.9166666666666665,204
3,206
3.0833333333333335,211
3.1666666666666665,216
3.25,218
3.3333333333333335,219
3.4166666666666665,225
3.5,225
3.5833333333333335,231
3.6666666666666665,230
3.75,233
3.8333333333333335,240
3.9166666666666665,237
4,247
4.083333333333333,248
4.166666666666667,249
4.25,249
4.333333333333333,256
4.416666666666667,257
4.5,267
4.583333333333333,270
4.666666666666667,273
4.75,277
4.833333333333333,282
4.916666666666667,284
5,293
5.083333333333333,294
5.166666666666667,299
5.25,296
5.333333333333333,304
5.416666666666667,304
5.5,309
5.583333333333333,311
5.666666666666667,315
5.75,317
5.833333333333333,321
5.916666666666667,318
6,321
6.083333333333333,324
6.166666666666667,332
6.25,327
6.333333333333333,334
6.416666666666667,328
6.5,340
6.583333333333333,337
6.666666666666667,346
6.75,343
6.833333333333333,350
6.916666666666667,352
7,355
7.083333333333333,356
7.166666666666667,359
7.25,357
7.333333333333333,367
7.416666666666667,362
7.5,371
7.583333333333333,369
7.666666666666667,371
7.75,372
7.833333333333333,377
7.916666666666667,379
8,378
8.083333333333334,384
8.166666666666666,390
8.25,385
8.333333333333334,384
8.416666666666666,394
8.5,389
8.583333333333334,396
8.666666666666666,390
8.75,401
8.833333333333334,401
8.916666666666666,398
9,404
9.083333333333334,408
9.166666666666666,408
9.25,410
9.333333333333334,411
9.416666666666666,408
9.5,411
9.583333333333334,418
9.666666666666666,420
9.75,422
9.833333333333334,429
9.916666666666666,425
10,430
10.083333333333334,430
10.166666666666666,427
10.25,430
10.333333333333334,440
10.416666666666666,440
10.5,444
10.583333333333334,440
10.666666666666666,446
10.75,449
10.833333333333334,445
10.916666666666666,450
11,459
11.083333333333334,465
11.166666666666666,461
11.25,465
11.333333333333334,460
11.416666666666666,461
11.5,466
11.583333333333334,473
11.666666666666666,467
11.75,473
11.833333333333334,479
11.916666666666666,480
12,485
12.083333333333334,481
12.166666666666666,487
12.25,481
12.333333333333334,486
12.416666666666666,487
12.5,496
12.583333333333334,500
12.666666666666666,491
12.75,492
12.833333333333334,493
12.916666666666666,496
13,499
13.083333333333334,499
13.166666666666666,498
13.25,504
13.333333333333334,500
13.416666666666666,505
13.5,503
13.583333333333334,512
13.666666666666666,512
13.75,511
13.833333333333334,510
13.916666666666666,518
14,518
14.083333333333334,514
14.166666666666666,510
14.25,516
14.333333333333334,515
14.416666666666666,517
14.5,523
14.583333333333334,522
14.666666666666666,526
14.75,522
14.833333333333334,520
14.916666666666666,523
15,517
15.083333333333334,522
15.166666666666666,526
15.25,531
15.333333333333334,532
15.416666666666666,528
15.5,534
15.583333333333334,530
15.666666666666666,532
15.75,532
15.833333333333334,537
15.916666666666666,534
16,537
16.083333333333332,538
16.166666666666668,543
16.25,543
16.333333333333332,540
16.416666666666668,542
16.5,543
16.583333333333332,545
16.666666666666668,549
16.75,546
16.833333333333332,549
16.916666666666668,550
17,545
17.083333333333332,547
17.166666666666668,557
17.25,552
17.333333333333332,549
17.416666666666668,551
17.5,551
17.583333333333332,556
17.666666666666668,551
17.75,555
17.833333333333332,558
17.916666666666668,549
18,557
18.083333333333332,563
18.166666666666668,565
18.25,562
18.333333333333332,563
18.416666666666668,559
18.5,569
18.583333333333332,565
18.666666666666668,571
18.75,571
18.833333333333332,570
18.916666666666668,572
19,575
19.083333333333332,571
19.166666666666668,579
19.25,577
19.333333333333332,578
19.416666666666668,573
19.5,580
19.583333333333332,584
19.666666666666668,576
19.75,584
19.833333333333332,583
19.916666666666668,583
20,579
20.083333333333332,585
20.166666666666668,584
20.25,594
20.333333333333332,591
20.416666666666668,584
20.5,588
20.583333333333332,586
20.666666666666668,592
20.75,587
20.916666666666668,589
21,593
21.083333333333332,590
21.166666666666668,591
21.25,588
21.333333333333332,595
21.416666666666668,598
21.5,596
21.583333333333332,598
21.666666666666668,601
21.75,598
21.833333333333332,599
21.916666666666668,604
22,601
22.083333333333332,600
22.166666666666668,603
22.25,602
22.333333333333332,602
22.416666666666668,600
22.5,606
22.583333333333332,601
22.666666666666668,607
22.75,608
22.833333333333332,607
22.916666666666668,610
23,609
23.083333333333332,610
23.166666666666668,608
23.25,606
23.333333333333332,613
23.416666666666668,612
23.5,613
23.583333333333332,619
23.666666666666668,615
23.75,613
23.833333333333332,615
23.916666666666668,619
24,612
24.083333333333332,616
24.166666666666668,621
24.25,615
24.333333333333332,624
24.416666666666668,617
24.5,618
24.583333333333332,626
24.666666666666668,618
24.75,627
24.833333333333332,621
24.916666666666668,623
25,622
25.083333333333332,624
25.166666666666668,621
25.25,625
25.333333333333332,629
25.416666666666668,625
25.5,623
25.583333333333332,622
25.666666666666668,626
25.75,628
25.833333333333332,621
25.916666666666668,630
26,631
26.083333333333332,626
26.166666666666668,626
26.25,627
26.333333333333332,628
26.416666666666668,629
26.5,625
26.583333333333332,625
26.666666666666668,629
26.75,633
26.833333333333332,631
26.916666666666668,635
27,629
27.083333333333332,633
27.166666666666668,636
27.25,630
27.333333333333332,635
27.416666666666668,633
27.5,633
27.583333333333332,635
27.666666666666668,632
27.75,632
27.833333333333332,635
27.916666666666668,639
28,635
28.083333333333332,639
28.166666666666668,639
28.25,637
28.333333333333332,634
28.416666666666668,637
28.5,633
28.583333333333332,637
28.666666666666668,639
28.75,641
28.833333333333332,642
28.916666666666668,636
29,638
29.083333333333332,645
29.166666666666668,643
29.25,646
29.333333333333332,642
29.416666666666668,643
29.5,641
29.583333333333332,646
29.666666666666668,645
29.75,643
29.833333333333332,645
29.916666666666668,647
30,644
30.083333333333332,646
30.166666666666668,651
30.25,647
30.333333333333332,646
30.416666666666668,651
30.5,649
30.583333333333332,647
30.666666666666668,651
30.75,649
30.833333333333332,647
30.916666666666668,649
31,644
31.083333333333332,643
31.166666666666668,648
31.25,649
31.333333333333332,653
31.416666666666668,653
31.5,646
31.583333333333332,649
31.666666666666668,648
31.75,647
31.833333333333332,644
31.916666666666668,651
32,652
32.083333333333336,644
32.166666666666664,651
32.25,655
32.333333333333336,649
32.416666666666664,645
32.5,652
32.583333333333336,649
32.666666666666664,647
32.75,649
32.833333333333336,651
32.916666666666664,648
33,651
33.083333333333336,654
33.166666666666664,655
33.25,649
33.333333333333336,652
33.416666666666664,655
33.5,653
33.583333333333336,654
33.666666666666664,654
33.75,654
33.833333333333336,655
33.916666666666664,654
34,648
34.083333333333336,652
34.166666666666664,656
34.25,655
34.333333333333336,656
34.416666666666664,656
34.5,654
34.583333333333336,653
34.666666666666664,656
34.75,656
34.833333333333336,656
34.916666666666664,654
35,651
35.083333333333336,656
35.166666666666664,651
35.25,659
35.333333333333336,661
35.416666666666664,655
35.5,655
35.583333333333336,656
35.666666666666664,657
35.75,655
35.833333333333336,659
35.916666666666664,659
36,656
36.083333333333336,661
36.166666666666664,662
36.25,657
36.333333333333336,661
36.416666666666664,655
36.5,658
36.583333333333336,657
36.666666666666664,658
36.75,656
36.833333333333336,667
36.916666666666664,662
37,656
37.083333333333336,660
37.166666666666664,657
37.25,660
37.333333333333336,664
37.416666666666664,662
37.5,661
37.583333333333336,660
37.666666666666664,662
37.75,666
37.833333333333336,662
