"Hours since thread went live","The New Gate - Episode 8 discussion"
0,2
0,2
0.08333333333333333,4
0.16666666666666666,7
0.25,11
0.3333333333333333,13
0.4166666666666667,15
0.5,19
0.5833333333333334,25
0.6666666666666666,26
0.75,34
0.8333333333333334,35
0.9166666666666666,37
1,42
1.0833333333333333,47
1.1666666666666667,47
1.25,49
1.3333333333333333,52
1.4166666666666667,51
1.5,51
1.5833333333333333,58
1.6666666666666667,61
1.75,65
1.8333333333333333,66
1.9166666666666667,72
2,71
2.0833333333333335,76
2.1666666666666665,77
2.25,80
2.3333333333333335,77
2.4166666666666665,81
2.5,81
2.5833333333333335,83
2.6666666666666665,84
2.75,87
2.8333333333333335,92
2.9166666666666665,93
3,94
3.0833333333333335,94
3.1666666666666665,97
3.25,98
3.3333333333333335,97
3.4166666666666665,101
3.5,103
3.5833333333333335,104
3.6666666666666665,108
3.75,108
3.8333333333333335,107
3.9166666666666665,107
4,105
4.083333333333333,110
4.166666666666667,112
4.25,112
4.333333333333333,117
4.416666666666667,119
4.5,114
4.583333333333333,121
4.666666666666667,117
4.75,122
4.833333333333333,122
4.916666666666667,125
5,128
5.083333333333333,126
5.166666666666667,125
5.25,124
5.333333333333333,129
5.416666666666667,134
5.5,133
5.583333333333333,132
5.666666666666667,137
5.75,132
5.833333333333333,133
5.916666666666667,130
6,134
6.083333333333333,134
6.166666666666667,136
6.25,136
6.333333333333333,133
6.416666666666667,135
6.5,135
6.583333333333333,137
6.666666666666667,134
6.75,134
6.833333333333333,137
6.916666666666667,137
7,138
7.083333333333333,140
7.166666666666667,138
7.25,137
7.333333333333333,140
7.416666666666667,142
7.5,144
7.583333333333333,143
7.666666666666667,145
7.75,142
7.833333333333333,148
7.916666666666667,148
8,147
8.083333333333334,147
8.166666666666666,147
8.25,149
8.333333333333334,151
8.416666666666666,152
8.5,154
8.583333333333334,155
8.666666666666666,153
8.75,153
8.833333333333334,155
8.916666666666666,158
9,158
9.083333333333334,159
9.166666666666666,159
9.25,161
9.333333333333334,159
9.416666666666666,162
9.5,159
9.583333333333334,160
9.666666666666666,159
9.75,165
9.833333333333334,166
9.916666666666666,166
10,170
10.083333333333334,169
10.166666666666666,170
10.25,173
10.333333333333334,177
10.416666666666666,177
10.5,174
10.583333333333334,172
10.666666666666666,174
10.75,178
10.833333333333334,177
10.916666666666666,176
11,183
11.083333333333334,184
11.166666666666666,184
11.25,185
11.333333333333334,187
11.416666666666666,187
11.5,193
11.583333333333334,193
11.666666666666666,192
11.75,194
11.833333333333334,192
11.916666666666666,192
12,195
12.083333333333334,190
12.166666666666666,196
12.25,195
12.333333333333334,194
12.416666666666666,196
12.5,191
12.583333333333334,198
12.666666666666666,196
12.75,196
12.833333333333334,195
12.916666666666666,195
13,196
13.083333333333334,196
13.166666666666666,201
13.25,198
13.333333333333334,196
13.416666666666666,197
13.5,197
13.583333333333334,199
13.666666666666666,198
13.75,199
13.833333333333334,203
13.916666666666666,199
14,204
14.083333333333334,203
14.166666666666666,204
14.25,203
14.333333333333334,201
14.416666666666666,203
14.5,204
14.583333333333334,204
14.666666666666666,204
14.75,208
14.833333333333334,203
14.916666666666666,207
15,205
15.083333333333334,208
15.166666666666666,211
15.25,205
15.333333333333334,210
15.416666666666666,211
15.5,212
15.583333333333334,207
15.666666666666666,210
15.75,210
15.833333333333334,210
15.916666666666666,213
16,217
16.083333333333332,214
16.166666666666668,212
16.25,213
16.333333333333332,218
16.416666666666668,215
16.5,213
16.583333333333332,212
16.666666666666668,214
16.75,214
16.833333333333332,212
16.916666666666668,214
17,215
17.083333333333332,212
17.166666666666668,213
17.25,214
17.333333333333332,217
17.416666666666668,212
