"Hours since thread went live","Kyuujitsu no Warumono-san • Mr. Villain's Day Off - Episode 11 discussion"
12.416666666666666,91
12.5,94
12.583333333333334,93
12.666666666666666,95
12.75,95
12.833333333333334,94
12.916666666666666,95
13,92
13.083333333333334,94
13.166666666666666,95
13.25,95
13.333333333333334,93
13.416666666666666,92
13.5,95
13.583333333333334,93
13.666666666666666,97
13.75,91
13.833333333333334,95
13.916666666666666,93
14,93
14.083333333333334,93
14.166666666666666,96
14.25,95
14.333333333333334,92
14.416666666666666,96
14.5,96
14.583333333333334,96
14.666666666666666,97
14.75,92
14.833333333333334,97
14.916666666666666,96
15,96
15.083333333333334,96
15.166666666666666,96
15.25,97
15.333333333333334,96
15.416666666666666,100
15.5,100
15.583333333333334,94
15.666666666666666,99
15.75,97
15.833333333333334,102
15.916666666666666,100
16,100
16.083333333333332,100
16.166666666666668,104
16.25,102
16.333333333333332,102
16.416666666666668,105
16.5,100
16.583333333333332,102
16.666666666666668,105
16.75,108
16.833333333333332,104
16.916666666666668,106
17,106
17.083333333333332,106
17.166666666666668,108
17.25,106
17.333333333333332,110
17.416666666666668,109
17.5,109
17.583333333333332,106
17.666666666666668,109
17.75,107
17.833333333333332,105
17.916666666666668,110
18,104
18.083333333333332,112
18.166666666666668,108
18.25,106
18.333333333333332,111
18.416666666666668,106
18.5,110
18.583333333333332,107
18.666666666666668,110
18.75,111
18.833333333333332,109
18.916666666666668,107
19,112
19.083333333333332,109
19.166666666666668,110
19.25,110
19.333333333333332,110
19.416666666666668,108
19.5,109
19.583333333333332,110
19.666666666666668,111
19.75,111
19.833333333333332,112
19.916666666666668,112
20,110
20.083333333333332,115
20.166666666666668,109
20.25,109
20.333333333333332,111
20.416666666666668,115
20.5,112
20.583333333333332,112
20.666666666666668,113
20.75,116
20.833333333333332,110
20.916666666666668,115
21,116
21.083333333333332,112
21.166666666666668,113
21.25,115
21.333333333333332,110
21.416666666666668,112
21.5,112
21.583333333333332,115
21.666666666666668,115
21.75,116
21.833333333333332,113
21.916666666666668,118
22,116
22.083333333333332,116
22.166666666666668,114
22.25,116
22.333333333333332,119
22.416666666666668,115
22.5,116
22.583333333333332,114
22.666666666666668,118
22.75,116
22.833333333333332,118
22.916666666666668,119
23,116
23.083333333333332,114
23.166666666666668,119
23.25,119
23.333333333333332,115
23.416666666666668,120
23.5,120
23.583333333333332,118
23.666666666666668,121
23.75,118
23.833333333333332,118
23.916666666666668,116
24,117
24.083333333333332,116
24.166666666666668,123
24.25,121
24.333333333333332,121
24.416666666666668,121
24.5,120
24.583333333333332,120
24.666666666666668,120
24.75,119
24.833333333333332,122
24.916666666666668,121
25,121
25.083333333333332,120
25.166666666666668,120
25.25,124
25.333333333333332,119
25.416666666666668,123
25.5,123
25.583333333333332,122
25.666666666666668,121
25.75,121
25.833333333333332,120
25.916666666666668,123
26,123
26.083333333333332,121
26.166666666666668,123
26.25,121
26.333333333333332,126
26.416666666666668,118
26.5,120
26.583333333333332,120
26.666666666666668,123
26.75,120
26.833333333333332,121
26.916666666666668,122
27,125
27.083333333333332,122
27.166666666666668,122
27.25,122
27.333333333333332,121
27.416666666666668,122
27.5,119
27.583333333333332,123
27.666666666666668,119
27.75,122
27.833333333333332,120
27.916666666666668,124
28,123
28.083333333333332,123
28.166666666666668,126
28.25,121
28.333333333333332,121
28.416666666666668,120
28.5,123
28.583333333333332,120
28.666666666666668,124
28.75,122
28.833333333333332,123
28.916666666666668,121
29,124
29.083333333333332,123
29.166666666666668,125
29.25,121
29.333333333333332,121
29.416666666666668,122
29.5,124
29.583333333333332,126
29.666666666666668,120
29.75,122
29.833333333333332,120
29.916666666666668,122
30,123
30.083333333333332,124
30.166666666666668,125
30.25,123
30.333333333333332,121
30.416666666666668,123
30.5,124
30.583333333333332,124
30.666666666666668,121
30.75,124
30.833333333333332,125
30.916666666666668,126
31,122
31.083333333333332,121
31.166666666666668,125
31.25,120
31.333333333333332,124
31.416666666666668,125
31.5,119
31.583333333333332,127
31.666666666666668,123
31.75,124
31.833333333333332,126
31.916666666666668,125
32,123
32.083333333333336,121
32.166666666666664,122
32.25,120
32.333333333333336,125
32.416666666666664,125
32.5,124
32.583333333333336,122
32.666666666666664,123
32.75,125
32.833333333333336,123
32.916666666666664,119
33,123
33.083333333333336,123
33.166666666666664,126
33.25,122
33.333333333333336,119
33.416666666666664,123
33.5,125
33.583333333333336,125
33.666666666666664,122
33.75,123
33.833333333333336,122
33.916666666666664,124
34,122
34.083333333333336,127
34.166666666666664,123
34.25,122
34.333333333333336,119
34.416666666666664,126
34.5,123
34.583333333333336,121
34.666666666666664,124
34.75,124
34.833333333333336,124
34.916666666666664,125
35,124
35.083333333333336,121
35.166666666666664,121
35.25,124
35.333333333333336,123
35.416666666666664,126
35.5,122
35.583333333333336,120
35.666666666666664,124
35.75,122
35.833333333333336,122
35.916666666666664,121
36,126
36.083333333333336,122
36.166666666666664,122
36.25,123
36.333333333333336,123
36.416666666666664,127
36.5,125
36.583333333333336,125
36.666666666666664,126
36.75,122
36.833333333333336,124
36.916666666666664,125
37,126
37.083333333333336,123
37.166666666666664,128
37.25,126
37.333333333333336,125
37.416666666666664,125
37.5,123
37.583333333333336,123
37.666666666666664,125
37.75,127
37.833333333333336,123
37.916666666666664,125
38,125
38.083333333333336,123
38.166666666666664,126
38.25,124
38.333333333333336,125
38.416666666666664,124
38.5,125
38.583333333333336,122
38.666666666666664,127
38.75,124
38.833333333333336,123
38.916666666666664,125
39,123
39.083333333333336,124
39.166666666666664,125
39.25,126
39.333333333333336,123
39.416666666666664,124
39.5,125
39.583333333333336,128
39.666666666666664,123
39.75,121
39.833333333333336,125
39.916666666666664,125
40,124
40.083333333333336,121
40.166666666666664,123
40.25,122
40.333333333333336,128
40.416666666666664,124
40.5,125
40.583333333333336,125
40.666666666666664,126
40.75,126
40.833333333333336,127
40.916666666666664,123
41,127
41.083333333333336,127
41.166666666666664,127
41.25,122
41.333333333333336,129
41.416666666666664,123
41.5,125
41.583333333333336,127
41.666666666666664,124
41.75,128
41.833333333333336,126
41.916666666666664,127
42,129
42.083333333333336,122
42.166666666666664,121
42.25,124
42.333333333333336,125
42.416666666666664,128
42.5,124
42.583333333333336,128
42.666666666666664,127
42.75,125
42.833333333333336,124
42.916666666666664,124
43,124
43.083333333333336,123
43.166666666666664,128
43.25,126
43.333333333333336,123
43.416666666666664,124
43.5,125
43.583333333333336,122
43.666666666666664,127
43.75,124
43.833333333333336,123
43.916666666666664,124
44,124
44.083333333333336,122
44.166666666666664,127
44.25,122
44.333333333333336,125
44.416666666666664,123
44.5,122
44.583333333333336,123
44.666666666666664,124
44.75,124
44.833333333333336,126
44.916666666666664,123
45,126
45.083333333333336,126
45.166666666666664,126
45.25,127
45.333333333333336,125
45.416666666666664,125
45.5,123
45.583333333333336,122
45.666666666666664,125
45.75,128
45.833333333333336,126
45.916666666666664,131
46,130
46.083333333333336,129
46.166666666666664,126
46.25,126
46.333333333333336,131
46.416666666666664,125
46.5,130
46.583333333333336,124
46.666666666666664,123
46.75,125
46.833333333333336,129
46.916666666666664,128
47,131
47.083333333333336,126
47.166666666666664,125
47.25,125
47.333333333333336,127
47.416666666666664,128
47.5,127
47.583333333333336,128
47.666666666666664,129
47.75,127
47.833333333333336,129
47.916666666666664,128
