"Hours since thread went live","Pokémon Horizons: The Series - Episode 48 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,2
0.75,2
0.8333333333333334,2
0.9166666666666666,2
1,1
1.0833333333333333,2
1.1666666666666667,2
1.25,1
1.3333333333333333,3
1.4166666666666667,3
1.5,3
1.5833333333333333,3
1.6666666666666667,3
1.75,5
1.8333333333333333,6
1.9166666666666667,7
2,6
2.0833333333333335,7
2.1666666666666665,8
2.25,5
2.3333333333333335,8
2.4166666666666665,8
2.5,9
2.5833333333333335,9
2.6666666666666665,10
2.75,7
2.8333333333333335,10
2.9166666666666665,12
3,10
3.0833333333333335,11
3.1666666666666665,13
3.25,11
3.3333333333333335,13
3.4166666666666665,10
3.5,9
3.5833333333333335,12
3.6666666666666665,12
3.75,11
3.8333333333333335,11
3.9166666666666665,12
4,12
4.083333333333333,11
4.166666666666667,11
4.25,13
4.333333333333333,14
4.416666666666667,12
4.5,15
4.583333333333333,16
4.666666666666667,16
4.75,16
4.833333333333333,13
4.916666666666667,14
5,15
5.083333333333333,18
5.166666666666667,15
5.25,15
5.333333333333333,18
5.416666666666667,18
5.5,18
5.583333333333333,18
5.666666666666667,20
5.75,19
5.833333333333333,19
5.916666666666667,20
6,20
6.083333333333333,20
6.166666666666667,20
6.25,19
6.333333333333333,21
6.416666666666667,20
6.5,20
6.583333333333333,20
6.666666666666667,21
6.75,19
6.833333333333333,20
6.916666666666667,22
7,22
7.083333333333333,22
7.166666666666667,26
7.25,22
7.333333333333333,25
7.416666666666667,24
7.5,23
7.583333333333333,23
7.666666666666667,24
7.75,26
7.833333333333333,23
7.916666666666667,25
8,24
8.083333333333334,26
8.166666666666666,26
8.25,27
8.333333333333334,26
8.416666666666666,27
8.5,29
8.583333333333334,29
8.666666666666666,28
8.75,30
8.833333333333334,27
8.916666666666666,29
9,33
9.083333333333334,31
9.166666666666666,33
9.25,32
9.333333333333334,32
9.416666666666666,29
9.5,30
9.583333333333334,29
9.666666666666666,33
9.75,30
9.833333333333334,34
9.916666666666666,29
10,32
10.083333333333334,28
10.166666666666666,31
10.25,30
10.333333333333334,33
10.416666666666666,33
10.5,34
10.583333333333334,34
10.666666666666666,35
10.75,37
10.833333333333334,35
10.916666666666666,37
11,39
11.083333333333334,40
11.166666666666666,40
11.25,39
11.333333333333334,43
11.416666666666666,41
11.5,44
11.583333333333334,41
11.666666666666666,42
11.75,43
11.833333333333334,46
11.916666666666666,46
12,44
12.083333333333334,44
12.166666666666666,45
12.25,44
12.333333333333334,44
12.416666666666666,41
12.5,45
12.583333333333334,48
12.666666666666666,46
12.75,45
12.833333333333334,43
12.916666666666666,48
13,45
13.083333333333334,51
13.166666666666666,47
13.25,46
13.333333333333334,47
13.416666666666666,47
13.5,50
13.583333333333334,51
13.666666666666666,52
13.75,52
13.833333333333334,50
13.916666666666666,49
14,49
14.083333333333334,52
14.166666666666666,50
14.25,49
14.333333333333334,50
14.416666666666666,48
14.5,51
14.583333333333334,49
14.666666666666666,47
14.75,52
14.833333333333334,51
14.916666666666666,51
15,48
15.083333333333334,54
15.166666666666666,50
15.25,53
15.333333333333334,52
15.416666666666666,52
15.5,54
15.583333333333334,51
15.666666666666666,52
15.75,53
15.833333333333334,55
15.916666666666666,54
16,54
16.083333333333332,53
16.166666666666668,56
16.25,53
16.333333333333332,53
16.416666666666668,55
16.5,55
16.583333333333332,57
16.666666666666668,50
16.75,51
16.833333333333332,53
16.916666666666668,52
17,54
17.083333333333332,50
17.166666666666668,57
17.25,55
17.333333333333332,57
17.416666666666668,58
17.5,55
17.583333333333332,55
17.666666666666668,51
17.75,55
17.833333333333332,54
17.916666666666668,51
18,52
18.083333333333332,54
18.166666666666668,57
18.25,54
18.333333333333332,58
18.416666666666668,52
18.5,54
18.583333333333332,52
18.666666666666668,57
18.75,53
18.833333333333332,55
18.916666666666668,54
19,57
19.083333333333332,54
19.166666666666668,56
19.25,52
19.333333333333332,53
19.416666666666668,55
19.5,54
19.583333333333332,56
19.666666666666668,51
19.75,56
19.833333333333332,51
19.916666666666668,54
20,56
20.083333333333332,54
20.166666666666668,54
20.25,55
20.333333333333332,56
20.416666666666668,55
20.5,55
20.583333333333332,56
20.666666666666668,55
20.75,55
20.833333333333332,54
20.916666666666668,55
21,56
21.083333333333332,53
21.166666666666668,56
21.25,56
21.333333333333332,56
21.416666666666668,54
21.5,54
21.583333333333332,55
21.666666666666668,54
21.75,55
21.833333333333332,56
21.916666666666668,55
22,60
22.083333333333332,55
22.166666666666668,58
22.25,53
22.333333333333332,57
22.416666666666668,60
22.5,57
22.583333333333332,57
22.666666666666668,56
22.75,56
22.833333333333332,58
22.916666666666668,62
23,58
23.083333333333332,58
23.166666666666668,59
23.25,61
23.333333333333332,60
23.416666666666668,54
23.5,58
23.583333333333332,58
23.666666666666668,56
23.75,60
23.833333333333332,55
23.916666666666668,59
24,56
24.083333333333332,58
24.166666666666668,56
24.25,58
24.333333333333332,59
24.416666666666668,61
24.5,61
24.583333333333332,58
24.666666666666668,59
24.75,57
24.833333333333332,61
24.916666666666668,58
25,61
25.083333333333332,62
25.166666666666668,62
25.25,61
25.333333333333332,59
25.416666666666668,58
25.5,62
25.583333333333332,62
25.666666666666668,60
25.75,60
25.833333333333332,59
25.916666666666668,63
26,57
26.083333333333332,62
26.166666666666668,60
26.25,62
26.333333333333332,58
26.416666666666668,63
26.5,63
26.583333333333332,58
26.666666666666668,58
26.75,60
26.833333333333332,60
26.916666666666668,59
27,61
27.083333333333332,60
27.166666666666668,64
27.25,62
27.333333333333332,60
27.416666666666668,60
27.5,59
27.583333333333332,59
27.666666666666668,57
27.75,61
27.833333333333332,61
27.916666666666668,57
28,61
28.083333333333332,60
28.166666666666668,59
28.25,60
28.333333333333332,60
28.416666666666668,57
28.5,62
28.583333333333332,62
28.666666666666668,59
28.75,59
28.833333333333332,57
28.916666666666668,59
29,56
29.083333333333332,60
29.166666666666668,60
29.25,62
29.333333333333332,63
29.416666666666668,58
29.5,60
29.583333333333332,60
29.666666666666668,62
29.75,63
29.833333333333332,64
29.916666666666668,61
30,60
30.083333333333332,58
30.166666666666668,63
30.25,61
30.333333333333332,61
30.416666666666668,60
30.5,57
30.583333333333332,57
30.666666666666668,61
30.75,62
30.833333333333332,58
30.916666666666668,59
31,63
31.083333333333332,63
31.166666666666668,57
31.25,57
31.333333333333332,62
31.416666666666668,58
31.5,61
31.583333333333332,61
31.666666666666668,61
31.75,61
31.833333333333332,57
31.916666666666668,64
32,61
32.083333333333336,63
32.166666666666664,57
32.25,60
32.333333333333336,59
32.416666666666664,64
32.5,61
32.583333333333336,61
32.666666666666664,59
32.75,61
32.833333333333336,60
32.916666666666664,58
33,58
33.083333333333336,62
33.166666666666664,61
33.25,58
33.333333333333336,62
33.416666666666664,59
33.5,58
33.583333333333336,61
33.666666666666664,60
33.75,63
33.833333333333336,62
33.916666666666664,59
34,57
34.083333333333336,60
34.166666666666664,58
34.25,58
34.333333333333336,59
34.416666666666664,63
34.5,64
34.583333333333336,59
34.666666666666664,60
34.75,62
34.833333333333336,58
34.916666666666664,63
35,57
35.083333333333336,61
35.166666666666664,59
35.25,62
35.333333333333336,59
35.416666666666664,61
35.5,59
35.583333333333336,59
35.666666666666664,59
35.75,59
35.833333333333336,63
35.916666666666664,62
36,58
36.083333333333336,62
36.166666666666664,62
36.25,57
36.333333333333336,63
36.416666666666664,61
36.5,61
36.583333333333336,61
36.666666666666664,63
36.75,56
36.833333333333336,57
36.916666666666664,58
37,64
37.083333333333336,60
37.166666666666664,64
37.25,65
37.333333333333336,63
37.416666666666664,65
37.5,59
37.583333333333336,60
37.666666666666664,64
37.75,57
37.833333333333336,62
37.916666666666664,62
38,57
38.083333333333336,61
38.166666666666664,60
38.25,60
38.333333333333336,60
38.416666666666664,61
38.5,62
38.583333333333336,62
38.666666666666664,62
38.75,61
38.833333333333336,60
38.916666666666664,60
39,62
39.083333333333336,59
