"Hours since thread went live","Oi! Tonbo • Tonbo! - Episode 5 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,3
0.5,4
0.5833333333333334,6
0.6666666666666666,7
0.75,8
0.8333333333333334,8
0.9166666666666666,8
1,9
1.0833333333333333,10
1.1666666666666667,10
1.25,11
1.3333333333333333,11
1.4166666666666667,12
1.5,16
1.5833333333333333,14
1.6666666666666667,15
1.75,16
1.8333333333333333,18
1.9166666666666667,17
2,17
2.0833333333333335,18
2.1666666666666665,17
2.25,18
2.3333333333333335,18
2.4166666666666665,18
2.5,21
2.5833333333333335,19
2.6666666666666665,20
2.75,20
2.8333333333333335,20
2.9166666666666665,21
3,22
3.0833333333333335,22
3.1666666666666665,21
3.25,21
3.3333333333333335,20
3.4166666666666665,21
3.5,20
3.5833333333333335,22
3.6666666666666665,21
3.75,20
3.8333333333333335,21
3.9166666666666665,21
4,23
4.083333333333333,24
4.166666666666667,24
4.25,24
4.333333333333333,25
4.416666666666667,24
4.5,27
4.583333333333333,25
4.666666666666667,26
4.75,26
4.833333333333333,25
4.916666666666667,27
5,29
5.083333333333333,26
5.166666666666667,28
5.25,25
5.333333333333333,28
5.416666666666667,27
5.5,28
5.583333333333333,30
5.666666666666667,28
5.75,32
5.833333333333333,30
5.916666666666667,32
6,30
6.083333333333333,31
6.166666666666667,32
6.25,33
6.333333333333333,34
6.416666666666667,36
6.5,33
6.583333333333333,32
6.666666666666667,33
6.75,35
6.833333333333333,33
6.916666666666667,35
7,33
7.083333333333333,34
7.166666666666667,36
7.25,35
7.333333333333333,32
7.416666666666667,34
7.5,37
7.583333333333333,35
7.666666666666667,34
7.75,35
7.833333333333333,33
7.916666666666667,37
8,36
8.083333333333334,35
8.166666666666666,37
8.25,36
8.333333333333334,36
8.416666666666666,36
8.5,41
8.583333333333334,39
8.666666666666666,41
8.75,38
8.833333333333334,43
8.916666666666666,43
9,41
9.083333333333334,38
9.166666666666666,40
9.25,42
9.333333333333334,43
9.416666666666666,41
9.5,39
9.583333333333334,43
9.666666666666666,44
9.75,40
9.833333333333334,41
9.916666666666666,43
10,38
10.083333333333334,44
10.166666666666666,45
10.25,45
10.333333333333334,46
10.416666666666666,46
10.5,47
10.583333333333334,42
10.666666666666666,47
10.75,43
10.833333333333334,42
10.916666666666666,41
11,44
11.083333333333334,47
11.166666666666666,49
11.25,48
11.333333333333334,44
11.416666666666666,45
11.5,46
11.583333333333334,45
11.666666666666666,43
11.75,47
11.833333333333334,46
11.916666666666666,49
12,51
12.083333333333334,48
12.166666666666666,51
12.25,51
12.333333333333334,47
12.416666666666666,53
12.5,50
12.583333333333334,47
12.666666666666666,50
12.75,51
12.833333333333334,53
12.916666666666666,49
13,49
13.083333333333334,49
13.166666666666666,54
13.25,52
13.333333333333334,53
13.416666666666666,53
13.5,54
13.583333333333334,52
13.666666666666666,55
13.75,54
13.833333333333334,52
13.916666666666666,51
14,53
14.083333333333334,55
14.166666666666666,58
14.25,53
14.333333333333334,56
14.416666666666666,52
14.5,54
14.583333333333334,57
14.666666666666666,60
14.75,59
14.833333333333334,54
14.916666666666666,57
15,59
15.083333333333334,58
15.166666666666666,57
15.25,56
15.333333333333334,57
15.416666666666666,58
15.5,57
15.583333333333334,59
15.666666666666666,57
15.75,56
15.833333333333334,57
15.916666666666666,60
16,58
16.083333333333332,61
16.166666666666668,59
16.25,57
16.333333333333332,60
16.416666666666668,57
16.5,60
16.583333333333332,62
16.666666666666668,64
16.75,60
16.833333333333332,64
16.916666666666668,61
17,65
17.083333333333332,62
17.166666666666668,65
17.25,65
17.333333333333332,61
17.416666666666668,63
17.5,62
17.583333333333332,61
17.666666666666668,63
17.75,67
17.833333333333332,60
17.916666666666668,61
18,63
18.083333333333332,66
18.166666666666668,64
18.25,59
18.333333333333332,62
18.416666666666668,62
18.5,64
18.583333333333332,64
18.666666666666668,62
18.75,65
18.833333333333332,63
18.916666666666668,66
19,67
19.083333333333332,69
19.166666666666668,65
19.25,65
19.333333333333332,70
19.416666666666668,67
19.5,69
19.583333333333332,70
19.666666666666668,68
19.75,66
19.833333333333332,71
19.916666666666668,69
20,68
20.083333333333332,69
20.166666666666668,69
20.25,66
20.333333333333332,74
20.416666666666668,69
20.5,73
20.583333333333332,75
20.666666666666668,75
20.75,74
20.833333333333332,72
20.916666666666668,70
21,72
21.083333333333332,72
21.166666666666668,74
21.25,76
21.333333333333332,76
21.416666666666668,72
21.5,75
21.583333333333332,74
21.666666666666668,74
21.75,74
21.833333333333332,70
21.916666666666668,75
22,72
22.083333333333332,70
22.166666666666668,75
22.25,70
22.333333333333332,76
22.416666666666668,73
22.5,78
22.583333333333332,75
22.666666666666668,75
22.75,73
22.833333333333332,77
22.916666666666668,75
23,75
23.083333333333332,77
23.166666666666668,76
23.25,75
23.333333333333332,74
23.416666666666668,79
23.5,74
23.583333333333332,75
23.666666666666668,72
23.75,76
23.833333333333332,72
23.916666666666668,72
24,80
24.083333333333332,76
24.166666666666668,72
24.25,79
24.333333333333332,74
24.416666666666668,74
24.5,77
24.583333333333332,77
24.666666666666668,79
24.75,75
24.833333333333332,78
24.916666666666668,80
25,77
25.083333333333332,81
25.166666666666668,77
25.25,76
25.333333333333332,79
25.416666666666668,77
25.5,76
25.583333333333332,73
25.666666666666668,75
25.75,79
25.833333333333332,79
25.916666666666668,76
26,77
26.083333333333332,79
26.166666666666668,79
26.25,80
26.333333333333332,75
26.416666666666668,81
26.5,79
26.583333333333332,79
26.666666666666668,80
26.75,84
26.833333333333332,80
26.916666666666668,81
27,80
27.083333333333332,84
27.166666666666668,85
27.25,83
27.333333333333332,79
27.416666666666668,82
27.5,78
27.583333333333332,79
27.666666666666668,82
27.75,82
27.833333333333332,80
27.916666666666668,81
28,81
28.083333333333332,81
28.166666666666668,79
28.25,81
28.333333333333332,84
28.416666666666668,79
28.5,81
28.583333333333332,79
28.666666666666668,79
28.75,80
28.833333333333332,83
28.916666666666668,79
29,79
29.083333333333332,84
29.166666666666668,82
29.25,82
29.333333333333332,82
29.416666666666668,77
29.5,80
29.583333333333332,80
29.666666666666668,81
29.75,81
29.833333333333332,81
29.916666666666668,79
30,81
30.083333333333332,78
30.166666666666668,83
30.25,82
30.333333333333332,79
30.416666666666668,84
30.5,83
30.583333333333332,81
30.666666666666668,80
30.75,82
30.833333333333332,84
30.916666666666668,82
31,83
31.083333333333332,81
31.166666666666668,81
31.25,82
31.333333333333332,81
31.416666666666668,84
31.5,83
31.583333333333332,79
31.666666666666668,81
31.75,81
31.833333333333332,80
31.916666666666668,81
32,83
32.083333333333336,85
32.166666666666664,79
32.25,81
32.333333333333336,82
32.416666666666664,80
32.5,79
32.583333333333336,79
32.666666666666664,81
32.75,82
32.833333333333336,81
32.916666666666664,83
33,83
33.083333333333336,81
33.166666666666664,80
33.25,83
33.333333333333336,83
33.416666666666664,80
33.5,83
33.583333333333336,85
33.666666666666664,86
33.75,86
33.833333333333336,86
33.916666666666664,82
34,85
34.083333333333336,89
34.166666666666664,85
34.25,84
34.333333333333336,89
34.416666666666664,85
34.5,85
34.583333333333336,83
34.666666666666664,82
34.75,84
34.833333333333336,87
34.916666666666664,83
35,84
35.083333333333336,83
35.166666666666664,84
35.25,86
35.333333333333336,86
35.416666666666664,83
35.5,83
35.583333333333336,86
35.666666666666664,82
35.75,83
35.833333333333336,89
35.916666666666664,85
36,85
36.083333333333336,81
36.166666666666664,83
36.25,85
36.333333333333336,88
36.416666666666664,84
36.5,83
36.583333333333336,83
36.666666666666664,85
36.75,82
36.833333333333336,83
36.916666666666664,82
37,85
37.083333333333336,82
37.166666666666664,84
37.25,82
37.333333333333336,83
37.416666666666664,88
37.5,89
37.583333333333336,86
37.666666666666664,87
37.75,86
37.833333333333336,85
37.916666666666664,88
38,88
38.083333333333336,86
38.166666666666664,84
38.25,85
38.333333333333336,84
38.416666666666664,88
38.5,87
38.583333333333336,89
38.666666666666664,90
38.75,87
38.833333333333336,88
38.916666666666664,83
39,88
