"Hours since thread went live","Vampire Dormitory - Episode 7 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,0
0.5,3
0.5833333333333334,4
0.6666666666666666,4
0.75,4
0.8333333333333334,4
0.9166666666666666,5
1,5
1.0833333333333333,5
1.1666666666666667,6
1.25,6
1.3333333333333333,6
1.4166666666666667,6
1.5,5
1.5833333333333333,7
1.6666666666666667,9
1.75,8
1.8333333333333333,8
1.9166666666666667,8
2,8
2.0833333333333335,9
2.1666666666666665,9
2.25,8
2.3333333333333335,10
2.4166666666666665,10
2.5,10
2.5833333333333335,10
2.6666666666666665,11
2.75,10
2.8333333333333335,12
2.9166666666666665,11
3,11
3.0833333333333335,13
3.1666666666666665,11
3.25,13
3.3333333333333335,13
3.4166666666666665,11
3.5,11
3.5833333333333335,13
3.6666666666666665,13
3.75,15
3.8333333333333335,13
3.9166666666666665,13
4,12
4.083333333333333,13
4.166666666666667,13
4.25,13
4.333333333333333,14
4.416666666666667,12
4.5,13
4.583333333333333,11
4.666666666666667,14
4.75,15
4.833333333333333,14
4.916666666666667,16
5,16
5.083333333333333,16
5.166666666666667,17
5.25,15
5.333333333333333,18
5.416666666666667,18
5.5,17
5.583333333333333,17
5.666666666666667,18
5.75,17
5.833333333333333,20
5.916666666666667,21
6,20
6.083333333333333,19
6.166666666666667,19
6.25,17
6.333333333333333,18
6.416666666666667,20
6.5,18
6.583333333333333,19
6.666666666666667,21
6.75,18
6.833333333333333,21
6.916666666666667,20
7,18
7.083333333333333,18
7.166666666666667,18
7.25,19
7.333333333333333,21
7.416666666666667,20
7.5,20
7.583333333333333,17
7.666666666666667,20
7.75,17
7.833333333333333,20
7.916666666666667,18
8,19
8.083333333333334,20
8.166666666666666,22
8.25,21
8.333333333333334,19
8.416666666666666,21
8.5,20
8.583333333333334,20
8.666666666666666,21
8.75,21
8.833333333333334,19
8.916666666666666,19
9,21
9.083333333333334,21
9.166666666666666,21
9.25,22
9.333333333333334,23
9.416666666666666,23
9.5,22
9.583333333333334,22
9.666666666666666,23
9.75,24
9.833333333333334,22
9.916666666666666,23
10,21
10.083333333333334,24
10.166666666666666,22
10.25,21
10.333333333333334,20
10.416666666666666,23
10.5,22
10.583333333333334,22
10.666666666666666,22
10.75,23
10.833333333333334,24
10.916666666666666,22
11,22
11.083333333333334,25
11.166666666666666,24
11.25,26
11.333333333333334,26
11.416666666666666,25
11.5,25
11.583333333333334,27
11.666666666666666,30
11.75,26
11.833333333333334,33
11.916666666666666,26
12,29
12.083333333333334,29
12.166666666666666,31
12.25,35
12.333333333333334,33
12.416666666666666,31
12.5,33
12.583333333333334,29
12.666666666666666,33
12.75,30
12.833333333333334,36
12.916666666666666,32
13,32
13.083333333333334,34
13.166666666666666,33
13.25,33
13.333333333333334,33
13.416666666666666,36
13.5,37
13.583333333333334,35
13.666666666666666,35
13.75,35
13.833333333333334,33
13.916666666666666,40
14,32
14.083333333333334,35
14.166666666666666,39
14.25,32
14.333333333333334,36
14.416666666666666,35
14.5,35
14.583333333333334,35
14.666666666666666,34
14.75,36
14.833333333333334,34
14.916666666666666,39
15,36
15.083333333333334,34
15.166666666666666,34
15.25,41
15.333333333333334,34
15.416666666666666,40
15.5,37
15.583333333333334,35
15.666666666666666,39
15.75,33
15.833333333333334,38
15.916666666666666,38
16,36
16.083333333333332,38
16.166666666666668,36
16.25,36
16.333333333333332,38
16.416666666666668,37
16.5,37
16.583333333333332,41
16.666666666666668,40
16.75,34
16.833333333333332,34
16.916666666666668,38
17,37
17.083333333333332,36
17.166666666666668,34
17.25,41
17.333333333333332,35
17.416666666666668,36
17.5,39
17.583333333333332,38
17.666666666666668,37
17.75,40
17.833333333333332,36
17.916666666666668,35
18,41
18.083333333333332,39
18.166666666666668,35
18.25,35
18.333333333333332,36
18.416666666666668,38
18.5,36
18.583333333333332,40
18.666666666666668,36
18.75,40
18.833333333333332,37
18.916666666666668,40
19,40
19.083333333333332,41
19.166666666666668,40
19.25,39
19.333333333333332,35
19.416666666666668,39
19.5,42
19.583333333333332,38
19.666666666666668,36
19.75,39
19.833333333333332,41
19.916666666666668,40
20,40
20.083333333333332,38
20.166666666666668,39
20.25,39
20.333333333333332,36
20.416666666666668,40
20.5,39
20.583333333333332,39
20.666666666666668,40
20.75,42
20.833333333333332,40
20.916666666666668,36
21,42
21.083333333333332,40
21.166666666666668,39
21.25,37
21.333333333333332,42
21.416666666666668,40
21.5,39
21.583333333333332,38
21.666666666666668,42
21.75,40
21.833333333333332,40
21.916666666666668,39
22,37
22.083333333333332,44
22.166666666666668,39
22.25,41
22.333333333333332,40
22.416666666666668,41
22.5,39
22.583333333333332,42
22.666666666666668,44
22.75,41
22.833333333333332,41
22.916666666666668,39
23,43
23.083333333333332,37
23.166666666666668,40
23.25,42
23.333333333333332,43
23.416666666666668,40
23.5,42
23.583333333333332,39
23.666666666666668,44
23.75,37
23.833333333333332,37
23.916666666666668,44
24,41
24.083333333333332,39
24.166666666666668,43
24.25,42
24.333333333333332,40
24.416666666666668,40
24.5,41
24.583333333333332,41
24.666666666666668,40
24.75,42
24.833333333333332,41
24.916666666666668,43
25,41
25.083333333333332,40
25.166666666666668,41
25.25,42
25.333333333333332,41
25.416666666666668,42
25.5,41
25.583333333333332,42
25.666666666666668,40
25.75,45
25.833333333333332,44
25.916666666666668,40
26,41
26.083333333333332,42
26.166666666666668,44
26.25,41
26.333333333333332,43
26.416666666666668,37
26.5,42
26.583333333333332,43
26.666666666666668,43
26.75,40
26.833333333333332,38
26.916666666666668,45
27,38
27.083333333333332,41
27.166666666666668,38
27.25,45
27.333333333333332,42
27.416666666666668,40
27.5,41
27.583333333333332,38
27.666666666666668,37
27.75,43
27.833333333333332,41
27.916666666666668,42
28,44
28.083333333333332,41
28.166666666666668,37
28.25,40
28.333333333333332,38
28.416666666666668,42
28.5,44
28.583333333333332,40
28.666666666666668,40
28.75,40
28.833333333333332,40
28.916666666666668,39
29,42
29.083333333333332,44
29.166666666666668,41
29.25,42
29.333333333333332,40
29.416666666666668,43
29.5,38
29.583333333333332,42
29.666666666666668,43
29.75,38
29.833333333333332,45
29.916666666666668,42
30,40
30.083333333333332,39
30.166666666666668,46
30.25,46
30.333333333333332,40
30.416666666666668,44
30.5,38
30.583333333333332,42
30.666666666666668,45
30.75,40
30.833333333333332,41
30.916666666666668,45
31,42
31.083333333333332,42
31.166666666666668,45
31.25,46
31.333333333333332,41
31.416666666666668,43
31.5,44
31.583333333333332,39
31.666666666666668,43
31.75,45
31.833333333333332,43
31.916666666666668,43
32,44
32.083333333333336,40
32.166666666666664,43
32.25,41
32.333333333333336,42
32.416666666666664,43
32.5,42
32.583333333333336,41
32.666666666666664,42
32.75,43
32.833333333333336,44
32.916666666666664,45
33,38
33.083333333333336,42
33.166666666666664,40
33.25,38
33.333333333333336,46
33.416666666666664,44
33.5,42
33.583333333333336,40
33.666666666666664,45
33.75,41
33.833333333333336,42
33.916666666666664,43
34,41
34.083333333333336,44
34.166666666666664,42
34.25,42
34.333333333333336,42
34.416666666666664,43
34.5,39
34.583333333333336,43
34.666666666666664,43
34.75,44
34.833333333333336,44
34.916666666666664,43
35,40
35.083333333333336,43
35.166666666666664,44
35.25,41
35.333333333333336,43
35.416666666666664,44
35.5,41
35.583333333333336,42
35.666666666666664,40
35.75,42
35.833333333333336,42
35.916666666666664,42
36,42
36.083333333333336,38
36.166666666666664,40
36.25,44
36.333333333333336,46
36.416666666666664,42
36.5,45
36.583333333333336,45
36.666666666666664,41
36.75,39
36.833333333333336,40
36.916666666666664,44
37,41
37.083333333333336,39
37.166666666666664,39
37.25,44
37.333333333333336,44
37.416666666666664,41
37.5,39
37.583333333333336,39
37.666666666666664,40
37.75,42
37.833333333333336,39
37.916666666666664,44
38,43
38.083333333333336,43
38.166666666666664,41
38.25,45
38.333333333333336,43
38.416666666666664,47
38.5,43
38.583333333333336,43
38.666666666666664,47
38.75,46
38.833333333333336,45
38.916666666666664,43
39,46
39.083333333333336,40
