"Hours since thread went live","Sasaki to Pii-chan • Sasaki and Peeps - Episode 8 discussion"
35.583333333333336,312
35.666666666666664,312
35.75,311
35.833333333333336,316
35.916666666666664,317
36,313
36.083333333333336,311
36.166666666666664,314
36.25,315
36.333333333333336,317
36.416666666666664,312
36.5,318
36.583333333333336,320
36.666666666666664,318
36.75,316
36.833333333333336,313
36.916666666666664,317
37,321
37.083333333333336,315
37.166666666666664,316
37.25,319
37.333333333333336,314
37.416666666666664,317
37.5,318
37.583333333333336,318
37.666666666666664,319
37.75,316
37.833333333333336,317
37.916666666666664,318
38,319
38.083333333333336,314
38.166666666666664,315
38.25,316
38.333333333333336,318
38.416666666666664,317
38.5,315
38.583333333333336,316
38.666666666666664,320
38.75,315
38.833333333333336,320
38.916666666666664,317
39,317
39.083333333333336,316
39.166666666666664,319
39.25,315
39.333333333333336,319
39.416666666666664,319
39.5,322
39.583333333333336,315
39.666666666666664,314
39.75,321
39.833333333333336,315
39.916666666666664,314
40,318
40.083333333333336,321
40.166666666666664,318
40.25,317
40.333333333333336,318
40.416666666666664,318
40.5,321
40.583333333333336,317
40.666666666666664,321
40.75,318
40.833333333333336,317
40.916666666666664,319
41,319
41.083333333333336,321
41.166666666666664,318
41.25,321
41.333333333333336,320
41.416666666666664,321
41.5,319
41.583333333333336,316
41.666666666666664,319
41.75,321
41.833333333333336,317
41.916666666666664,319
42,316
42.083333333333336,320
42.166666666666664,318
42.25,322
42.333333333333336,321
42.416666666666664,323
42.5,320
42.583333333333336,322
42.666666666666664,318
42.75,319
42.833333333333336,326
42.916666666666664,317
43,323
43.083333333333336,326
43.166666666666664,323
43.25,323
43.333333333333336,323
43.416666666666664,323
43.5,323
43.583333333333336,319
43.666666666666664,326
43.75,324
43.833333333333336,326
43.916666666666664,316
44,323
44.083333333333336,322
44.166666666666664,317
44.25,323
44.333333333333336,318
44.416666666666664,326
44.5,323
44.583333333333336,328
44.666666666666664,322
44.75,326
44.833333333333336,326
44.916666666666664,322
45,325
45.083333333333336,319
45.166666666666664,318
45.25,325
45.333333333333336,325
45.416666666666664,317
45.5,327
45.583333333333336,324
45.666666666666664,326
45.75,321
45.833333333333336,326
45.916666666666664,324
46,324
46.083333333333336,325
46.166666666666664,320
46.25,319
46.333333333333336,322
46.416666666666664,324
46.5,327
46.583333333333336,323
46.666666666666664,320
46.75,326
46.833333333333336,320
46.916666666666664,321
47,320
47.083333333333336,323
47.166666666666664,323
47.25,325
47.333333333333336,319
47.416666666666664,328
47.5,320
47.583333333333336,323
47.666666666666664,321
47.75,317
47.833333333333336,322
47.916666666666664,320
