"Hours since thread went live","Shaman King: Flowers - Episode 9 discussion"
39.166666666666664,3
39.25,2
39.333333333333336,1
39.416666666666664,2
39.5,5
39.583333333333336,2
39.666666666666664,3
39.75,2
39.833333333333336,4
39.916666666666664,5
40,3
40.083333333333336,1
40.166666666666664,3
40.25,3
40.333333333333336,2
40.416666666666664,4
40.5,4
40.583333333333336,4
40.666666666666664,3
40.75,4
40.833333333333336,4
40.916666666666664,3
41,2
41.083333333333336,3
41.166666666666664,3
41.25,3
41.333333333333336,2
41.416666666666664,3
41.5,2
41.583333333333336,5
41.666666666666664,3
41.75,5
41.833333333333336,2
41.916666666666664,5
42,2
42.083333333333336,4
42.166666666666664,3
42.25,2
42.333333333333336,2
42.416666666666664,2
42.5,2
42.583333333333336,1
42.666666666666664,1
42.75,2
42.833333333333336,4
42.916666666666664,2
43,5
43.083333333333336,2
43.166666666666664,3
43.25,2
43.333333333333336,3
43.416666666666664,3
43.5,5
43.583333333333336,4
43.666666666666664,3
43.75,4
43.833333333333336,3
43.916666666666664,3
44,4
44.083333333333336,3
44.166666666666664,1
44.25,2
44.333333333333336,3
44.416666666666664,2
44.5,3
44.583333333333336,3
44.666666666666664,2
44.75,3
44.833333333333336,3
44.916666666666664,4
45,1
45.083333333333336,4
45.166666666666664,4
45.25,3
45.333333333333336,5
45.416666666666664,2
45.5,4
45.583333333333336,3
45.666666666666664,3
45.75,3
45.833333333333336,3
45.916666666666664,4
46,3
46.083333333333336,2
46.166666666666664,4
46.25,2
46.333333333333336,3
46.416666666666664,4
46.5,3
46.583333333333336,3
46.666666666666664,4
46.75,4
46.833333333333336,3
46.916666666666664,3
47,5
47.083333333333336,3
47.166666666666664,1
47.25,3
47.333333333333336,2
47.416666666666664,2
47.5,4
47.583333333333336,3
47.666666666666664,3
47.75,5
47.833333333333336,2
47.916666666666664,2
