"Hours since thread went live","Sasaki to Pii-chan • Sasaki and Peeps - Episode 11 discussion"
33.583333333333336,209
33.666666666666664,210
33.75,211
33.833333333333336,208
33.916666666666664,212
34,208
34.083333333333336,211
34.166666666666664,212
34.25,212
34.333333333333336,212
34.416666666666664,213
34.5,207
34.583333333333336,208
34.666666666666664,211
34.75,212
34.833333333333336,211
34.916666666666664,211
35,209
35.083333333333336,215
35.166666666666664,212
35.25,208
35.333333333333336,214
35.416666666666664,213
35.5,211
35.583333333333336,211
35.666666666666664,210
35.75,212
35.833333333333336,211
35.916666666666664,212
36,209
36.083333333333336,212
36.166666666666664,215
36.25,209
36.333333333333336,209
36.416666666666664,210
36.5,211
36.583333333333336,212
36.666666666666664,214
36.75,216
36.833333333333336,213
36.916666666666664,215
37,215
37.083333333333336,214
37.166666666666664,213
37.25,209
37.333333333333336,214
37.416666666666664,215
37.5,213
37.583333333333336,212
37.666666666666664,211
37.75,210
37.833333333333336,215
37.916666666666664,209
38,211
38.083333333333336,212
38.166666666666664,214
38.25,208
38.333333333333336,211
38.416666666666664,211
38.5,215
38.583333333333336,209
38.666666666666664,210
38.75,214
38.833333333333336,210
38.916666666666664,214
39,213
39.083333333333336,212
39.166666666666664,209
39.25,214
39.333333333333336,214
39.416666666666664,212
39.5,209
39.583333333333336,211
39.666666666666664,215
39.75,211
39.833333333333336,215
39.916666666666664,214
40,211
40.083333333333336,211
40.166666666666664,212
40.25,215
40.333333333333336,215
40.416666666666664,210
40.5,217
40.583333333333336,213
40.666666666666664,211
40.75,211
40.833333333333336,213
40.916666666666664,214
41,210
41.083333333333336,212
41.166666666666664,211
41.25,218
41.333333333333336,212
41.416666666666664,211
41.5,211
41.583333333333336,217
41.666666666666664,214
41.75,212
41.833333333333336,212
41.916666666666664,213
42,214
42.083333333333336,213
42.166666666666664,214
42.25,212
42.333333333333336,210
42.416666666666664,213
42.5,213
42.583333333333336,213
42.666666666666664,214
42.75,216
42.833333333333336,215
42.916666666666664,215
43,213
43.083333333333336,216
43.166666666666664,215
43.25,213
43.333333333333336,210
43.416666666666664,217
43.5,217
43.583333333333336,213
43.666666666666664,212
43.75,211
43.833333333333336,216
43.916666666666664,214
44,213
44.083333333333336,214
44.166666666666664,210
44.25,211
44.333333333333336,213
44.416666666666664,213
44.5,210
44.583333333333336,212
44.666666666666664,211
44.75,214
44.833333333333336,212
44.916666666666664,212
45,214
45.083333333333336,213
45.166666666666664,212
45.25,212
45.333333333333336,213
45.416666666666664,213
45.5,215
45.583333333333336,212
45.666666666666664,212
45.75,211
45.833333333333336,213
45.916666666666664,211
46,216
46.083333333333336,211
46.166666666666664,212
46.25,214
46.333333333333336,210
46.416666666666664,212
46.5,213
46.583333333333336,214
46.666666666666664,214
46.75,212
46.833333333333336,212
46.916666666666664,214
47,212
47.083333333333336,212
47.166666666666664,215
47.25,212
47.333333333333336,216
47.416666666666664,216
47.5,215
47.583333333333336,213
47.666666666666664,211
47.75,214
47.833333333333336,217
47.916666666666664,217
