"Hours since thread went live","Sasaki to Pii-chan • Sasaki and Peeps - Episode 11 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,3
0.25,3
0.3333333333333333,5
0.4166666666666667,7
0.5,11
0.5833333333333334,11
0.6666666666666666,13
0.75,14
0.8333333333333334,14
0.9166666666666666,14
1,16
1.0833333333333333,17
1.1666666666666667,19
1.25,19
1.3333333333333333,19
1.4166666666666667,22
1.5,23
1.5833333333333333,25
1.6666666666666667,26
1.75,28
1.8333333333333333,28
1.9166666666666667,29
2,32
2.0833333333333335,35
2.1666666666666665,35
2.25,37
2.3333333333333335,37
2.4166666666666665,44
2.5,47
2.5833333333333335,51
2.6666666666666665,52
2.75,49
2.8333333333333335,53
2.9166666666666665,51
3,55
3.0833333333333335,58
3.1666666666666665,62
3.25,63
3.3333333333333335,69
3.4166666666666665,70
3.5,72
3.5833333333333335,72
3.6666666666666665,74
3.75,74
3.8333333333333335,73
3.9166666666666665,73
4,73
4.083333333333333,75
4.166666666666667,76
4.25,75
4.333333333333333,74
4.416666666666667,79
4.5,86
4.583333333333333,85
4.666666666666667,85
4.75,86
4.833333333333333,87
4.916666666666667,86
5,85
5.083333333333333,87
5.166666666666667,88
5.25,94
5.333333333333333,92
5.416666666666667,94
5.5,90
5.583333333333333,91
5.666666666666667,95
5.75,95
5.833333333333333,91
5.916666666666667,91
6,92
6.083333333333333,92
6.166666666666667,92
6.25,93
6.333333333333333,89
6.416666666666667,93
6.5,93
6.583333333333333,91
6.666666666666667,93
6.75,92
6.833333333333333,95
6.916666666666667,97
7,101
7.083333333333333,98
7.166666666666667,103
7.25,101
7.333333333333333,104
7.416666666666667,106
7.5,107
7.583333333333333,105
7.666666666666667,109
7.75,103
7.833333333333333,105
7.916666666666667,109
8,109
8.083333333333334,109
8.166666666666666,111
8.25,109
8.333333333333334,109
8.416666666666666,112
8.5,115
8.583333333333334,118
8.666666666666666,112
8.75,114
8.833333333333334,118
8.916666666666666,117
9,117
9.083333333333334,119
9.166666666666666,121
9.25,121
9.333333333333334,124
9.416666666666666,127
9.5,127
9.583333333333334,125
9.666666666666666,132
9.75,127
9.833333333333334,128
9.916666666666666,131
10,134
10.083333333333334,133
10.166666666666666,134
10.25,131
10.333333333333334,133
10.416666666666666,135
10.5,139
10.583333333333334,134
10.666666666666666,133
10.75,135
10.833333333333334,137
10.916666666666666,140
11,137
11.083333333333334,140
11.166666666666666,138
11.25,137
11.333333333333334,142
11.416666666666666,139
11.5,142
11.583333333333334,139
11.666666666666666,142
11.75,143
11.833333333333334,151
11.916666666666666,151
12,148
12.083333333333334,149
12.166666666666666,153
12.25,152
12.333333333333334,153
12.416666666666666,151
12.5,157
12.583333333333334,159
12.666666666666666,156
12.75,156
12.833333333333334,153
12.916666666666666,156
13,159
13.083333333333334,157
13.166666666666666,161
13.25,162
13.333333333333334,159
13.416666666666666,161
13.5,161
13.583333333333334,161
13.666666666666666,163
13.75,160
13.833333333333334,163
13.916666666666666,160
14,160
14.083333333333334,162
14.166666666666666,161
14.25,159
14.333333333333334,159
14.416666666666666,164
14.5,167
14.583333333333334,164
14.666666666666666,162
14.75,169
14.833333333333334,165
14.916666666666666,172
15,169
15.083333333333334,170
15.166666666666666,167
15.25,167
15.333333333333334,175
15.416666666666666,175
15.5,172
15.583333333333334,175
15.666666666666666,175
15.75,175
15.833333333333334,172
15.916666666666666,176
16,172
16.083333333333332,178
16.166666666666668,178
16.25,179
16.333333333333332,177
16.416666666666668,173
16.5,176
16.583333333333332,177
16.666666666666668,181
16.75,181
16.833333333333332,182
16.916666666666668,182
17,181
17.083333333333332,181
17.166666666666668,184
17.25,182
17.333333333333332,182
17.416666666666668,185
17.5,180
17.583333333333332,186
17.666666666666668,187
17.75,184
17.833333333333332,184
17.916666666666668,188
18,183
18.083333333333332,187
18.166666666666668,185
18.25,187
18.333333333333332,184
18.416666666666668,188
18.5,190
18.583333333333332,186
18.666666666666668,184
18.75,189
18.833333333333332,184
18.916666666666668,186
19,189
19.083333333333332,187
19.166666666666668,188
19.25,189
19.333333333333332,188
19.416666666666668,187
19.5,190
19.583333333333332,188
19.666666666666668,190
19.75,188
19.833333333333332,190
19.916666666666668,191
20,191
20.083333333333332,191
20.166666666666668,188
20.25,190
20.333333333333332,196
20.416666666666668,193
20.5,192
20.583333333333332,193
20.666666666666668,193
20.75,195
20.833333333333332,194
20.916666666666668,193
21,191
21.083333333333332,192
21.166666666666668,193
21.25,194
21.333333333333332,192
21.416666666666668,195
21.5,190
21.583333333333332,190
21.666666666666668,190
21.75,194
21.833333333333332,193
21.916666666666668,197
22,196
22.083333333333332,189
22.166666666666668,195
22.25,195
22.333333333333332,196
22.416666666666668,191
22.5,194
22.583333333333332,196
22.666666666666668,197
22.75,195
22.833333333333332,197
22.916666666666668,191
23,197
23.083333333333332,195
23.166666666666668,195
23.25,196
23.333333333333332,195
23.416666666666668,196
23.5,193
23.583333333333332,194
23.666666666666668,191
23.75,196
23.833333333333332,192
23.916666666666668,196
24,195
24.083333333333332,192
24.166666666666668,196
24.25,194
24.333333333333332,191
24.416666666666668,193
24.5,199
24.583333333333332,197
24.666666666666668,195
24.75,196
24.833333333333332,194
24.916666666666668,199
25,192
25.083333333333332,198
25.166666666666668,196
25.25,194
25.333333333333332,202
25.416666666666668,197
25.5,196
25.583333333333332,196
25.666666666666668,195
25.75,197
25.833333333333332,199
25.916666666666668,200
26,199
26.083333333333332,203
26.166666666666668,203
26.25,201
26.333333333333332,201
26.416666666666668,203
26.5,202
26.583333333333332,198
26.666666666666668,206
26.75,202
26.833333333333332,203
26.916666666666668,203
27,204
27.083333333333332,202
27.166666666666668,202
27.25,205
27.333333333333332,208
27.416666666666668,200
27.5,206
27.583333333333332,204
27.666666666666668,201
27.75,205
27.833333333333332,201
27.916666666666668,205
28,205
28.083333333333332,203
28.166666666666668,204
28.25,208
28.333333333333332,205
28.416666666666668,204
28.5,204
28.583333333333332,204
28.666666666666668,210
28.75,205
28.833333333333332,206
28.916666666666668,206
29,206
29.083333333333332,210
29.166666666666668,208
29.25,207
29.333333333333332,207
29.416666666666668,207
29.5,209
29.583333333333332,208
29.666666666666668,208
29.75,208
29.833333333333332,207
29.916666666666668,209
30,207
30.083333333333332,206
30.166666666666668,206
30.25,206
30.333333333333332,210
30.416666666666668,209
30.5,211
30.583333333333332,210
30.666666666666668,209
30.75,212
30.833333333333332,209
30.916666666666668,208
31,206
31.083333333333332,211
31.166666666666668,207
31.25,211
31.333333333333332,210
31.416666666666668,213
31.5,206
31.583333333333332,207
31.666666666666668,209
31.75,208
31.833333333333332,213
31.916666666666668,210
32,210
32.083333333333336,213
32.166666666666664,214
32.25,214
32.333333333333336,210
32.416666666666664,210
32.5,206
32.583333333333336,209
32.666666666666664,211
32.75,210
32.833333333333336,213
32.916666666666664,208
33,212
33.083333333333336,209
33.166666666666664,212
33.25,211
33.333333333333336,211
33.416666666666664,208
33.5,210
