"Hours since thread went live","Yoru no Kurage wa Oyogenai • Jellyfish Can't Swim in the Night - Episode 5 discussion"
21.833333333333332,1653
21.916666666666668,1654
22,1651
22.083333333333332,1653
22.166666666666668,1649
22.25,1656
22.333333333333332,1660
22.416666666666668,1658
22.5,1664
22.583333333333332,1665
22.666666666666668,1665
22.75,1667
22.833333333333332,1667
22.916666666666668,1675
23,1670
23.083333333333332,1669
23.166666666666668,1673
23.25,1682
23.333333333333332,1682
23.416666666666668,1681
23.5,1681
23.583333333333332,1688
23.666666666666668,1690
23.75,1690
23.833333333333332,1694
23.916666666666668,1694
24,1694
24.083333333333332,1698
24.166666666666668,1700
24.25,1700
24.333333333333332,1694
24.416666666666668,1700
24.5,1703
24.583333333333332,1697
24.666666666666668,1699
24.75,1701
24.833333333333332,1699
24.916666666666668,1707
25,1704
25.083333333333332,1706
25.166666666666668,1707
25.25,1710
25.333333333333332,1709
25.416666666666668,1713
25.5,1707
25.583333333333332,1708
25.666666666666668,1711
25.75,1712
25.833333333333332,1712
25.916666666666668,1711
26,1716
26.083333333333332,1719
26.166666666666668,1717
26.25,1720
26.333333333333332,1714
26.416666666666668,1714
26.5,1717
26.583333333333332,1719
26.666666666666668,1716
26.75,1718
26.833333333333332,1719
26.916666666666668,1726
27,1735
27.083333333333332,1729
27.166666666666668,1735
27.25,1733
27.333333333333332,1733
27.416666666666668,1733
27.5,1736
27.583333333333332,1743
27.666666666666668,1739
27.75,1740
27.833333333333332,1741
27.916666666666668,1749
28,1751
28.083333333333332,1751
28.166666666666668,1755
28.25,1754
28.333333333333332,1755
28.416666666666668,1756
28.5,1757
28.583333333333332,1757
28.666666666666668,1756
28.75,1755
28.833333333333332,1755
28.916666666666668,1765
29,1761
29.083333333333332,1767
29.166666666666668,1761
29.25,1766
29.333333333333332,1766
29.416666666666668,1765
29.5,1766
29.583333333333332,1765
29.666666666666668,1764
29.75,1773
29.833333333333332,1767
29.916666666666668,1765
30,1768
30.083333333333332,1772
30.166666666666668,1773
30.25,1775
30.333333333333332,1777
30.416666666666668,1771
30.5,1779
30.583333333333332,1775
30.666666666666668,1781
30.75,1783
30.833333333333332,1780
30.916666666666668,1783
31,1780
31.083333333333332,1776
31.166666666666668,1781
31.25,1784
31.333333333333332,1777
31.416666666666668,1788
31.5,1780
31.583333333333332,1790
31.666666666666668,1784
31.75,1785
31.833333333333332,1781
31.916666666666668,1787
32,1787
32.083333333333336,1794
32.166666666666664,1795
32.25,1789
32.333333333333336,1794
32.416666666666664,1795
32.5,1793
32.583333333333336,1795
32.666666666666664,1796
32.75,1791
32.833333333333336,1799
32.916666666666664,1793
33,1798
33.083333333333336,1792
33.166666666666664,1797
33.25,1797
33.333333333333336,1801
33.416666666666664,1799
33.5,1803
33.583333333333336,1799
33.666666666666664,1800
33.75,1795
33.833333333333336,1800
33.916666666666664,1803
34,1802
34.083333333333336,1800
34.166666666666664,1807
34.25,1803
34.333333333333336,1802
34.416666666666664,1809
34.5,1810
34.583333333333336,1806
34.666666666666664,1813
34.75,1815
34.833333333333336,1812
34.916666666666664,1808
35,1808
35.083333333333336,1811
35.166666666666664,1813
35.25,1814
35.333333333333336,1819
35.416666666666664,1817
35.5,1817
35.583333333333336,1814
35.666666666666664,1820
35.75,1821
35.833333333333336,1819
35.916666666666664,1815
36,1814
36.083333333333336,1818
36.166666666666664,1820
36.25,1821
36.333333333333336,1818
36.416666666666664,1827
36.5,1828
36.583333333333336,1823
36.666666666666664,1829
36.75,1834
36.833333333333336,1832
36.916666666666664,1838
37,1838
37.083333333333336,1834
37.166666666666664,1831
37.25,1832
37.333333333333336,1831
37.416666666666664,1833
37.5,1831
37.583333333333336,1838
37.666666666666664,1830
37.75,1836
37.833333333333336,1836
37.916666666666664,1831
38,1833
38.083333333333336,1835
38.166666666666664,1838
38.25,1837
38.333333333333336,1837
38.416666666666664,1833
38.5,1837
38.583333333333336,1837
38.666666666666664,1841
38.75,1843
38.833333333333336,1843
38.916666666666664,1841
39,1845
39.083333333333336,1839
39.166666666666664,1842
39.25,1841
39.333333333333336,1846
39.416666666666664,1840
39.5,1842
39.583333333333336,1845
39.666666666666664,1841
39.75,1842
39.833333333333336,1848
39.916666666666664,1845
40,1843
40.083333333333336,1843
40.166666666666664,1851
40.25,1844
40.333333333333336,1848
40.416666666666664,1846
40.5,1852
40.583333333333336,1847
40.666666666666664,1846
40.75,1846
40.833333333333336,1852
40.916666666666664,1849
41,1852
41.083333333333336,1849
41.166666666666664,1851
41.25,1847
41.333333333333336,1849
41.416666666666664,1853
41.5,1853
41.583333333333336,1850
41.666666666666664,1847
41.75,1849
41.833333333333336,1848
41.916666666666664,1849
42,1851
42.083333333333336,1855
42.166666666666664,1851
42.25,1852
42.333333333333336,1852
42.416666666666664,1851
42.5,1853
42.583333333333336,1853
42.666666666666664,1850
42.75,1848
42.833333333333336,1848
42.916666666666664,1850
43,1853
43.083333333333336,1858
43.166666666666664,1857
43.25,1853
43.333333333333336,1851
43.416666666666664,1857
43.5,1854
43.583333333333336,1860
43.666666666666664,1857
43.75,1858
43.833333333333336,1857
43.916666666666664,1856
44,1858
44.083333333333336,1858
44.166666666666664,1854
44.25,1864
44.333333333333336,1860
44.416666666666664,1855
44.5,1858
44.583333333333336,1864
44.666666666666664,1855
44.75,1858
44.833333333333336,1858
44.916666666666664,1857
45,1863
45.083333333333336,1863
45.166666666666664,1865
45.25,1861
45.333333333333336,1865
45.416666666666664,1862
45.5,1859
45.583333333333336,1862
45.666666666666664,1861
45.75,1860
45.833333333333336,1865
45.916666666666664,1865
46,1863
46.083333333333336,1868
46.166666666666664,1871
46.25,1873
46.333333333333336,1863
46.416666666666664,1870
46.5,1874
46.583333333333336,1864
46.666666666666664,1873
46.75,1869
46.833333333333336,1867
46.916666666666664,1872
47,1868
47.083333333333336,1870
47.166666666666664,1870
47.25,1875
47.333333333333336,1874
47.416666666666664,1873
47.5,1880
47.583333333333336,1875
47.666666666666664,1870
47.75,1878
47.833333333333336,1871
47.916666666666664,1873
