"Hours since thread went live","Yoru no Kurage wa Oyogenai • Jellyfish Can't Swim in the Night - Episode 5 discussion"
0,1
0,7
0.08333333333333333,10
0.16666666666666666,17
0.25,37
0.3333333333333333,47
0.4166666666666667,62
0.5,73
0.5833333333333334,89
0.6666666666666666,104
0.75,128
0.8333333333333334,152
0.9166666666666666,164
1,202
1.0833333333333333,223
1.1666666666666667,242
1.25,263
1.3333333333333333,282
1.4166666666666667,301
1.5,315
1.5833333333333333,329
1.6666666666666667,338
1.75,361
1.8333333333333333,377
1.9166666666666667,390
2,402
2.0833333333333335,417
2.1666666666666665,433
2.25,448
2.3333333333333335,460
2.4166666666666665,471
2.5,489
2.5833333333333335,504
2.6666666666666665,515
2.75,518
2.8333333333333335,526
2.9166666666666665,545
3,561
3.0833333333333335,572
3.1666666666666665,582
3.25,596
3.3333333333333335,614
3.4166666666666665,627
3.5,638
3.5833333333333335,653
3.6666666666666665,661
3.75,674
3.8333333333333335,679
3.9166666666666665,688
4,697
4.083333333333333,697
4.166666666666667,710
4.25,726
4.333333333333333,740
4.416666666666667,740
4.5,752
4.583333333333333,765
4.666666666666667,774
4.75,785
4.833333333333333,794
4.916666666666667,805
5,818
5.083333333333333,818
5.166666666666667,823
5.25,842
5.333333333333333,851
5.416666666666667,853
5.5,862
5.583333333333333,873
5.666666666666667,877
5.75,881
5.833333333333333,888
5.916666666666667,896
6,901
6.083333333333333,910
6.166666666666667,921
6.25,932
6.333333333333333,931
6.416666666666667,940
6.5,950
6.583333333333333,952
6.666666666666667,963
6.75,974
6.833333333333333,975
6.916666666666667,978
7,987
7.083333333333333,994
7.166666666666667,1007
7.25,1016
7.333333333333333,1022
7.416666666666667,1031
7.5,1044
7.583333333333333,1056
7.666666666666667,1061
7.75,1075
7.833333333333333,1080
7.916666666666667,1087
8,1087
8.083333333333334,1092
8.166666666666666,1096
8.25,1106
8.333333333333334,1109
8.416666666666666,1120
8.5,1126
8.583333333333334,1132
8.666666666666666,1133
8.75,1146
8.833333333333334,1145
8.916666666666666,1152
9,1158
9.083333333333334,1157
9.166666666666666,1172
9.25,1174
9.333333333333334,1174
9.416666666666666,1183
9.5,1196
9.583333333333334,1192
9.666666666666666,1202
9.75,1214
9.833333333333334,1214
9.916666666666666,1217
10,1230
10.083333333333334,1239
10.166666666666666,1245
10.25,1250
10.333333333333334,1252
10.416666666666666,1269
10.5,1272
10.583333333333334,1275
10.666666666666666,1271
10.75,1283
10.833333333333334,1291
10.916666666666666,1292
11,1294
11.083333333333334,1304
11.166666666666666,1310
11.25,1311
11.333333333333334,1318
11.416666666666666,1317
11.5,1329
11.583333333333334,1331
11.666666666666666,1335
11.75,1339
11.833333333333334,1343
11.916666666666666,1343
12,1354
12.083333333333334,1362
12.166666666666666,1358
12.25,1372
12.333333333333334,1372
12.416666666666666,1378
12.5,1379
12.583333333333334,1385
12.666666666666666,1384
12.75,1383
12.833333333333334,1396
12.916666666666666,1401
13,1406
13.083333333333334,1406
13.166666666666666,1417
13.25,1417
13.333333333333334,1425
13.416666666666666,1427
13.5,1428
13.583333333333334,1438
13.666666666666666,1434
13.75,1439
13.833333333333334,1446
13.916666666666666,1454
14,1446
14.083333333333334,1453
14.166666666666666,1461
14.25,1465
14.333333333333334,1468
14.416666666666666,1478
14.5,1480
14.583333333333334,1485
14.666666666666666,1489
14.75,1486
14.833333333333334,1488
14.916666666666666,1490
15,1491
15.083333333333334,1495
15.166666666666666,1498
15.25,1499
15.333333333333334,1510
15.416666666666666,1510
15.5,1514
15.583333333333334,1521
15.666666666666666,1520
15.75,1524
15.833333333333334,1524
15.916666666666666,1526
16,1528
16.083333333333332,1535
16.166666666666668,1535
16.25,1537
16.333333333333332,1538
16.416666666666668,1536
16.5,1535
16.583333333333332,1542
16.666666666666668,1541
16.75,1542
16.833333333333332,1535
16.916666666666668,1541
17,1541
17.083333333333332,1540
17.166666666666668,1553
17.25,1550
17.333333333333332,1551
17.416666666666668,1554
17.5,1557
17.583333333333332,1561
17.666666666666668,1558
17.75,1558
17.833333333333332,1568
17.916666666666668,1566
18,1576
18.083333333333332,1578
18.166666666666668,1571
18.25,1579
18.333333333333332,1579
18.416666666666668,1583
18.5,1578
18.583333333333332,1587
18.666666666666668,1582
18.75,1584
18.833333333333332,1589
18.916666666666668,1597
19,1601
19.083333333333332,1595
19.166666666666668,1596
19.25,1601
19.333333333333332,1597
19.416666666666668,1600
19.5,1600
19.583333333333332,1607
19.666666666666668,1606
19.75,1609
19.833333333333332,1606
19.916666666666668,1610
20,1608
20.083333333333332,1614
20.166666666666668,1620
20.25,1620
20.333333333333332,1620
20.416666666666668,1618
20.5,1621
20.583333333333332,1625
20.666666666666668,1626
20.75,1631
20.833333333333332,1630
20.916666666666668,1631
21,1627
21.083333333333332,1636
21.166666666666668,1630
21.25,1639
21.333333333333332,1641
21.416666666666668,1637
21.5,1641
21.583333333333332,1641
21.666666666666668,1637
21.75,1646
