"Hours since thread went live","Shinkalion: Change the World - Episode 4 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,1
0.3333333333333333,1
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,0
0.75,0
0.8333333333333334,0
0.9166666666666666,0
1,0
1.0833333333333333,0
1.1666666666666667,0
1.25,0
1.3333333333333333,0
1.4166666666666667,0
1.5,0
1.5833333333333333,0
1.6666666666666667,2
1.75,1
1.8333333333333333,0
1.9166666666666667,1
2,1
2.0833333333333335,0
2.25,2
2.25,0
2.3333333333333335,2
2.4166666666666665,1
2.5,1
2.5833333333333335,1
2.6666666666666665,1
2.75,1
2.8333333333333335,0
2.9166666666666665,2
3,0
3.0833333333333335,3
3.1666666666666665,3
3.25,2
3.3333333333333335,3
3.4166666666666665,1
3.5,0
3.5833333333333335,0
3.6666666666666665,0
3.75,3
3.8333333333333335,3
3.9166666666666665,2
4,0
4.083333333333333,1
4.166666666666667,0
4.25,3
4.333333333333333,2
4.416666666666667,0
4.5,0
4.583333333333333,2
4.666666666666667,1
4.75,1
4.833333333333333,1
4.916666666666667,1
5,0
5.083333333333333,2
5.166666666666667,3
5.25,3
5.333333333333333,2
5.416666666666667,3
5.5,0
5.583333333333333,3
5.666666666666667,2
5.75,0
5.833333333333333,3
5.916666666666667,4
6,5
6.083333333333333,6
6.166666666666667,5
6.25,5
6.333333333333333,5
6.416666666666667,4
6.5,4
6.583333333333333,3
6.666666666666667,5
6.75,5
6.833333333333333,5
6.916666666666667,5
7,4
7.083333333333333,3
7.166666666666667,5
7.25,6
7.333333333333333,6
7.416666666666667,4
7.5,6
7.583333333333333,7
7.666666666666667,5
7.75,7
7.833333333333333,3
7.916666666666667,5
8,3
8.083333333333334,4
8.166666666666666,5
8.25,6
8.333333333333334,3
8.416666666666666,3
8.5,5
8.583333333333334,4
8.666666666666666,6
8.75,6
8.833333333333334,3
8.916666666666666,3
9,5
9.083333333333334,7
9.166666666666666,4
9.25,4
9.333333333333334,6
9.416666666666666,3
9.5,5
9.583333333333334,7
9.666666666666666,7
9.75,3
9.833333333333334,4
9.916666666666666,4
10,5
10.083333333333334,6
10.166666666666666,3
10.25,5
10.333333333333334,5
10.416666666666666,6
10.5,6
10.583333333333334,5
10.666666666666666,4
10.75,4
10.833333333333334,5
10.916666666666666,6
11,5
11.083333333333334,7
11.166666666666666,3
11.25,6
11.333333333333334,6
11.416666666666666,6
11.5,5
11.583333333333334,6
11.666666666666666,7
11.75,7
11.833333333333334,5
11.916666666666666,7
12,7
12.083333333333334,5
12.166666666666666,5
12.25,7
12.333333333333334,5
12.416666666666666,6
12.5,4
12.583333333333334,7
12.666666666666666,9
12.75,6
12.833333333333334,7
12.916666666666666,9
13,8
13.083333333333334,6
13.166666666666666,7
13.25,6
13.333333333333334,6
13.416666666666666,8
13.5,6
13.583333333333334,6
13.666666666666666,6
13.75,7
13.833333333333334,7
13.916666666666666,8
14,9
14.083333333333334,5
14.166666666666666,9
14.25,7
14.333333333333334,5
14.416666666666666,7
14.5,7
14.583333333333334,6
14.666666666666666,6
14.75,6
14.833333333333334,5
14.916666666666666,6
15,8
15.083333333333334,7
15.166666666666666,9
15.25,7
15.333333333333334,6
15.416666666666666,8
15.5,8
15.583333333333334,6
15.666666666666666,5
15.75,7
15.833333333333334,5
15.916666666666666,9
16,8
16.083333333333332,8
16.166666666666668,9
16.25,9
16.333333333333332,6
16.416666666666668,7
16.5,7
16.583333333333332,6
16.666666666666668,7
16.75,7
16.833333333333332,6
16.916666666666668,6
17,8
17.083333333333332,8
17.166666666666668,8
17.25,6
17.333333333333332,5
17.416666666666668,8
17.5,7
17.583333333333332,8
17.666666666666668,6
17.75,8
17.833333333333332,5
17.916666666666668,5
18,6
18.083333333333332,9
18.166666666666668,7
18.25,6
18.333333333333332,7
18.416666666666668,6
18.5,7
18.583333333333332,6
18.666666666666668,6
18.75,7
18.833333333333332,8
18.916666666666668,7
19,6
19.083333333333332,8
19.166666666666668,7
19.25,7
19.333333333333332,8
19.416666666666668,9
19.5,9
19.583333333333332,8
19.666666666666668,8
19.75,6
19.833333333333332,5
19.916666666666668,5
20,7
20.083333333333332,7
20.166666666666668,5
20.25,7
20.333333333333332,6
20.416666666666668,8
20.5,9
20.583333333333332,6
20.666666666666668,7
20.75,7
20.833333333333332,6
20.916666666666668,7
21,6
21.083333333333332,8
21.166666666666668,6
21.25,7
21.333333333333332,8
21.416666666666668,7
21.5,8
21.583333333333332,9
21.666666666666668,7
21.75,7
21.833333333333332,7
21.916666666666668,7
22,7
22.083333333333332,7
22.166666666666668,9
22.25,6
22.333333333333332,9
22.416666666666668,6
22.5,6
22.583333333333332,7
22.666666666666668,6
22.75,7
22.833333333333332,7
22.916666666666668,8
23,7
23.083333333333332,7
23.166666666666668,8
23.25,9
23.333333333333332,8
23.416666666666668,8
23.5,6
23.583333333333332,8
23.666666666666668,7
23.75,8
23.833333333333332,9
23.916666666666668,7
24,7
24.083333333333332,9
24.166666666666668,9
24.25,9
24.333333333333332,8
24.416666666666668,9
24.5,9
24.583333333333332,8
24.666666666666668,8
24.75,9
24.833333333333332,9
24.916666666666668,7
25,8
25.083333333333332,9
25.166666666666668,8
25.25,8
25.333333333333332,7
25.416666666666668,8
25.5,8
25.583333333333332,8
25.666666666666668,10
25.75,8
25.833333333333332,8
25.916666666666668,10
26,9
26.083333333333332,9
26.166666666666668,7
26.25,8
26.333333333333332,7
26.416666666666668,8
26.5,6
26.583333333333332,9
26.666666666666668,8
26.75,8
26.833333333333332,7
26.916666666666668,8
27,7
27.083333333333332,6
27.166666666666668,10
27.25,10
27.333333333333332,7
27.416666666666668,7
27.5,8
27.583333333333332,7
27.666666666666668,8
27.75,8
27.833333333333332,8
27.916666666666668,9
28,9
28.083333333333332,9
28.166666666666668,8
28.25,8
28.333333333333332,10
28.416666666666668,10
28.5,10
28.583333333333332,8
28.666666666666668,9
28.75,9
28.833333333333332,9
28.916666666666668,8
29,9
29.083333333333332,11
29.166666666666668,8
29.25,10
29.333333333333332,8
29.416666666666668,7
29.5,9
29.583333333333332,10
29.666666666666668,7
29.75,8
29.833333333333332,8
29.916666666666668,8
30,9
30.083333333333332,9
30.166666666666668,9
30.25,9
30.333333333333332,10
30.416666666666668,10
30.5,7
30.583333333333332,8
30.666666666666668,9
30.75,8
30.833333333333332,10
30.916666666666668,9
31,8
31.083333333333332,9
31.166666666666668,9
31.25,7
31.333333333333332,8
31.416666666666668,10
31.5,7
31.583333333333332,8
31.666666666666668,8
31.75,9
31.833333333333332,8
31.916666666666668,7
32,8
32.083333333333336,9
32.166666666666664,9
32.25,9
32.333333333333336,9
32.416666666666664,9
32.5,10
32.583333333333336,7
32.666666666666664,9
32.75,8
32.833333333333336,8
32.916666666666664,8
33,8
33.083333333333336,10
33.166666666666664,9
33.25,10
33.333333333333336,9
33.416666666666664,8
33.5,8
33.583333333333336,8
33.666666666666664,11
33.75,11
33.833333333333336,11
33.916666666666664,9
34,9
34.083333333333336,9
34.166666666666664,10
34.25,9
34.333333333333336,9
34.416666666666664,10
34.5,9
34.583333333333336,10
34.666666666666664,9
34.75,9
34.833333333333336,8
34.916666666666664,10
35,9
35.083333333333336,8
35.166666666666664,9
35.25,11
35.333333333333336,9
35.416666666666664,7
35.5,9
35.583333333333336,8
