"Hours since thread went live","Girls Band Cry - Episode 4 discussion"
0,1
0.08333333333333333,10
0.16666666666666666,14
0.25,23
0.3333333333333333,25
0.4166666666666667,26
0.5,31
0.5833333333333334,35
0.6666666666666666,39
0.75,41
0.8333333333333334,47
0.9166666666666666,56
1,59
1.0833333333333333,61
1.1666666666666667,67
1.25,70
1.3333333333333333,74
1.4166666666666667,74
1.5,79
1.5833333333333333,85
1.6666666666666667,88
1.75,93
1.8333333333333333,93
1.9166666666666667,99
2,101
2.0833333333333335,101
2.1666666666666665,105
2.25,105
2.3333333333333335,105
2.4166666666666665,109
2.5,108
2.5833333333333335,109
2.6666666666666665,110
2.75,117
2.8333333333333335,115
2.9166666666666665,122
3,120
3.0833333333333335,129
3.1666666666666665,132
3.25,139
3.3333333333333335,138
3.4166666666666665,142
3.5,143
3.5833333333333335,148
3.6666666666666665,154
3.75,153
3.8333333333333335,157
3.9166666666666665,162
4,161
4.083333333333333,165
4.166666666666667,166
4.25,169
4.333333333333333,168
4.416666666666667,169
4.5,174
4.583333333333333,184
4.666666666666667,185
4.75,188
4.833333333333333,193
4.916666666666667,189
5,190
5.083333333333333,195
5.166666666666667,197
5.25,199
5.333333333333333,206
5.416666666666667,210
5.5,209
5.583333333333333,213
5.666666666666667,214
5.75,220
5.833333333333333,223
5.916666666666667,220
6,221
6.083333333333333,225
6.166666666666667,224
6.25,224
6.333333333333333,227
6.416666666666667,228
6.5,229
6.583333333333333,230
6.666666666666667,234
6.75,237
6.833333333333333,236
6.916666666666667,237
7,236
7.083333333333333,235
7.166666666666667,236
7.25,237
7.333333333333333,243
7.416666666666667,245
7.5,248
7.583333333333333,251
7.666666666666667,248
7.75,253
7.833333333333333,256
7.916666666666667,259
8,260
8.083333333333334,262
8.166666666666666,264
8.25,263
8.333333333333334,267
8.416666666666666,269
8.5,270
8.583333333333334,273
8.666666666666666,273
8.75,278
8.833333333333334,283
8.916666666666666,283
9,282
9.083333333333334,292
9.166666666666666,290
9.25,290
9.333333333333334,297
9.416666666666666,295
9.5,302
9.583333333333334,298
9.666666666666666,305
9.75,303
