"Hours since thread went live","Kami wa Game ni Ueteiru. • Gods' Game We Play - Episode 3 discussion"
24.5,83
24.583333333333332,86
24.666666666666668,84
24.75,82
24.833333333333332,87
24.916666666666668,87
25,87
25.083333333333332,85
25.166666666666668,86
25.25,86
25.333333333333332,85
25.416666666666668,87
25.5,86
25.583333333333332,86
25.666666666666668,86
25.75,84
25.833333333333332,86
25.916666666666668,87
26,83
26.083333333333332,85
26.166666666666668,88
26.25,84
26.333333333333332,87
26.416666666666668,86
26.5,88
26.583333333333332,88
26.666666666666668,82
26.75,85
26.833333333333332,82
26.916666666666668,86
27,83
27.083333333333332,87
27.166666666666668,86
27.25,84
27.333333333333332,88
27.416666666666668,88
27.5,87
27.583333333333332,82
27.666666666666668,86
27.75,85
27.833333333333332,89
27.916666666666668,85
28,87
28.083333333333332,87
28.166666666666668,82
28.25,84
28.333333333333332,85
28.416666666666668,87
28.5,86
28.583333333333332,85
28.666666666666668,83
28.75,84
28.833333333333332,85
28.916666666666668,86
29,86
29.083333333333332,85
29.166666666666668,88
29.25,85
29.333333333333332,88
29.416666666666668,89
29.5,88
29.583333333333332,88
29.666666666666668,88
29.75,88
29.833333333333332,87
29.916666666666668,86
30,88
30.083333333333332,91
30.166666666666668,88
30.25,89
30.333333333333332,88
30.416666666666668,84
30.5,91
30.583333333333332,86
30.666666666666668,87
30.75,88
30.833333333333332,85
30.916666666666668,87
31,86
31.083333333333332,89
31.166666666666668,87
31.25,85
31.333333333333332,91
31.416666666666668,88
31.5,89
31.583333333333332,89
31.666666666666668,88
31.75,88
31.833333333333332,89
31.916666666666668,89
32,84
32.083333333333336,86
32.166666666666664,86
32.25,89
32.333333333333336,84
32.416666666666664,90
32.5,90
32.583333333333336,92
32.666666666666664,88
32.75,89
32.833333333333336,88
32.916666666666664,92
33,90
33.083333333333336,89
33.166666666666664,90
33.333333333333336,93
33.416666666666664,91
33.5,89
33.583333333333336,87
33.666666666666664,87
33.75,88
33.833333333333336,93
33.916666666666664,87
34,89
34.083333333333336,90
34.166666666666664,88
34.25,91
34.333333333333336,89
34.416666666666664,91
34.5,90
34.583333333333336,90
34.666666666666664,91
34.75,91
34.833333333333336,93
34.916666666666664,93
35,96
35.083333333333336,91
35.166666666666664,91
35.25,92
35.333333333333336,95
35.416666666666664,92
35.5,94
35.583333333333336,91
35.666666666666664,95
35.75,93
35.833333333333336,92
35.916666666666664,92
36,91
36.083333333333336,88
36.166666666666664,96
36.25,92
36.333333333333336,90
36.416666666666664,91
36.5,93
36.583333333333336,93
36.666666666666664,91
36.75,91
36.833333333333336,93
36.916666666666664,92
37,95
37.083333333333336,91
37.166666666666664,89
37.25,93
37.333333333333336,95
37.416666666666664,92
37.5,93
37.583333333333336,91
37.666666666666664,94
37.75,90
37.833333333333336,94
37.916666666666664,91
38,94
38.083333333333336,95
38.166666666666664,91
38.25,94
38.333333333333336,94
38.416666666666664,90
38.5,90
38.583333333333336,93
38.666666666666664,93
38.75,96
38.833333333333336,94
38.916666666666664,96
39,91
39.083333333333336,92
39.166666666666664,92
39.25,89
39.333333333333336,90
39.416666666666664,92
39.5,96
39.583333333333336,93
39.666666666666664,91
39.75,91
39.833333333333336,91
39.916666666666664,92
40,91
40.083333333333336,93
40.166666666666664,92
40.25,92
40.333333333333336,93
40.416666666666664,92
40.5,92
40.583333333333336,96
40.666666666666664,90
40.75,97
40.833333333333336,92
40.916666666666664,92
41,95
41.083333333333336,90
41.166666666666664,94
41.25,95
41.333333333333336,98
41.416666666666664,91
41.5,93
41.583333333333336,92
41.666666666666664,98
41.75,96
41.833333333333336,95
41.916666666666664,93
42,98
42.083333333333336,93
42.166666666666664,96
42.25,98
42.333333333333336,95
42.416666666666664,97
42.5,93
42.583333333333336,97
42.666666666666664,95
42.75,92
42.833333333333336,96
42.916666666666664,94
43,95
43.083333333333336,95
43.166666666666664,94
43.25,94
43.333333333333336,98
43.416666666666664,98
43.5,95
43.583333333333336,95
43.666666666666664,93
43.75,96
43.833333333333336,95
43.916666666666664,98
44,95
44.083333333333336,95
44.166666666666664,97
44.25,94
44.333333333333336,97
44.416666666666664,93
44.5,96
44.583333333333336,94
44.666666666666664,96
44.75,94
44.833333333333336,94
44.916666666666664,94
45,97
45.083333333333336,95
45.166666666666664,94
45.25,92
45.333333333333336,98
45.416666666666664,96
45.5,91
45.583333333333336,99
45.666666666666664,94
45.75,97
45.833333333333336,97
45.916666666666664,94
46,99
46.083333333333336,96
46.166666666666664,93
46.25,96
46.333333333333336,96
46.416666666666664,98
46.5,95
46.583333333333336,97
46.666666666666664,97
46.75,95
46.833333333333336,96
46.916666666666664,98
47,96
47.083333333333336,97
47.166666666666664,95
47.25,95
47.333333333333336,97
47.416666666666664,95
47.5,97
47.583333333333336,94
47.666666666666664,97
47.75,97
47.833333333333336,96
47.916666666666664,96
