"Hours since thread went live","Unnamed Memory - Episode 5 discussion"
0,1
0.08333333333333333,0
0.16666666666666666,2
0.25,2
0.3333333333333333,6
0.4166666666666667,8
0.5,11
0.5833333333333334,13
0.6666666666666666,15
0.75,16
0.8333333333333334,18
0.9166666666666666,22
1,30
1.0833333333333333,38
1.1666666666666667,41
1.25,43
1.3333333333333333,43
1.4166666666666667,44
1.5,47
1.5833333333333333,45
1.6666666666666667,49
1.75,48
1.8333333333333333,52
1.9166666666666667,54
2,54
2.0833333333333335,57
2.1666666666666665,55
2.25,59
2.3333333333333335,59
2.4166666666666665,62
2.5,65
2.5833333333333335,68
2.6666666666666665,69
2.75,77
2.8333333333333335,75
2.9166666666666665,78
3,81
3.0833333333333335,85
3.1666666666666665,86
3.25,89
3.3333333333333335,89
3.4166666666666665,92
3.5,92
3.5833333333333335,95
3.6666666666666665,99
3.75,97
3.8333333333333335,99
3.9166666666666665,99
4,99
4.083333333333333,103
4.166666666666667,107
4.25,104
4.333333333333333,106
4.416666666666667,109
4.5,113
4.583333333333333,115
4.666666666666667,114
4.75,116
4.833333333333333,119
4.916666666666667,117
5,125
5.083333333333333,120
5.166666666666667,129
5.25,127
5.333333333333333,130
5.416666666666667,134
5.5,131
5.583333333333333,137
5.666666666666667,139
5.75,137
5.833333333333333,139
5.916666666666667,139
6,142
6.083333333333333,148
6.166666666666667,147
6.25,151
6.333333333333333,149
6.416666666666667,148
6.5,150
6.583333333333333,152
6.666666666666667,151
6.75,157
6.833333333333333,160
6.916666666666667,161
7,157
7.083333333333333,165
7.166666666666667,161
7.25,165
7.333333333333333,163
7.416666666666667,164
7.5,165
7.583333333333333,165
7.666666666666667,166
7.75,168
7.833333333333333,172
7.916666666666667,173
8,173
8.083333333333334,168
8.166666666666666,172
8.25,170
8.333333333333334,175
8.416666666666666,176
8.5,180
8.583333333333334,174
8.666666666666666,179
8.75,177
8.833333333333334,182
8.916666666666666,187
9,187
9.083333333333334,189
9.166666666666666,195
9.25,192
9.333333333333334,192
9.416666666666666,195
9.5,197
9.583333333333334,198
9.666666666666666,205
9.75,205
9.833333333333334,209
9.916666666666666,208
10,208
10.083333333333334,211
10.166666666666666,212
10.25,215
10.333333333333334,216
10.416666666666666,218
10.5,216
10.583333333333334,224
10.666666666666666,220
10.75,223
10.833333333333334,222
10.916666666666666,223
11,219
11.083333333333334,230
11.166666666666666,222
11.25,224
11.333333333333334,230
11.416666666666666,228
11.5,228
11.583333333333334,231
11.666666666666666,232
11.75,227
11.833333333333334,233
11.916666666666666,237
12,230
12.083333333333334,234
12.166666666666666,234
12.25,231
12.333333333333334,238
12.416666666666666,240
12.5,240
12.583333333333334,238
12.666666666666666,241
12.75,243
12.833333333333334,242
12.916666666666666,241
13,244
13.083333333333334,244
13.166666666666666,241
13.25,241
13.333333333333334,247
13.416666666666666,249
13.5,246
13.583333333333334,249
13.666666666666666,247
13.75,247
13.833333333333334,253
13.916666666666666,251
14,254
14.083333333333334,254
14.166666666666666,252
14.25,255
14.333333333333334,253
14.416666666666666,251
14.5,254
14.583333333333334,258
14.666666666666666,255
14.75,256
14.833333333333334,255
14.916666666666666,256
15,259
15.083333333333334,258
15.166666666666666,257
15.25,261
15.333333333333334,262
15.416666666666666,260
15.5,255
15.583333333333334,255
15.666666666666666,258
15.75,259
15.833333333333334,261
15.916666666666666,261
16,261
16.083333333333332,262
16.166666666666668,259
16.25,258
16.333333333333332,256
16.416666666666668,260
16.5,261
16.583333333333332,260
16.666666666666668,256
16.75,261
16.833333333333332,261
16.916666666666668,262
17,260
17.083333333333332,257
17.166666666666668,264
17.25,258
17.333333333333332,261
17.416666666666668,258
17.5,258
17.583333333333332,264
17.666666666666668,263
17.75,264
17.833333333333332,261
17.916666666666668,265
18,262
18.083333333333332,263
18.166666666666668,261
18.25,259
18.333333333333332,260
18.416666666666668,263
18.5,262
18.583333333333332,262
18.666666666666668,267
18.75,266
18.833333333333332,265
18.916666666666668,268
19,264
19.083333333333332,268
19.166666666666668,268
19.25,270
19.333333333333332,265
19.416666666666668,272
19.5,266
19.583333333333332,265
19.666666666666668,266
19.75,270
19.833333333333332,273
19.916666666666668,271
20,273
20.083333333333332,271
20.166666666666668,270
20.25,273
20.333333333333332,268
20.416666666666668,272
20.5,270
20.583333333333332,272
20.666666666666668,270
20.75,273
20.833333333333332,269
20.916666666666668,274
21,270
21.083333333333332,276
21.166666666666668,273
21.25,271
21.333333333333332,275
21.416666666666668,273
21.5,273
21.583333333333332,271
21.666666666666668,274
21.75,275
21.833333333333332,274
21.916666666666668,273
22,278
22.083333333333332,278
22.166666666666668,278
22.25,274
22.333333333333332,274
22.416666666666668,270
22.5,274
22.583333333333332,273
22.666666666666668,277
22.75,271
22.833333333333332,274
22.916666666666668,273
23,275
23.083333333333332,275
23.166666666666668,272
23.25,272
23.333333333333332,271
23.416666666666668,272
23.5,275
23.583333333333332,273
23.666666666666668,273
23.75,273
23.833333333333332,274
23.916666666666668,271
24,272
24.083333333333332,270
24.166666666666668,278
24.25,277
24.333333333333332,273
24.416666666666668,272
24.5,278
24.583333333333332,271
24.666666666666668,272
24.75,272
24.833333333333332,272
24.916666666666668,276
25,274
25.083333333333332,271
25.166666666666668,272
25.25,274
25.333333333333332,270
25.416666666666668,273
25.5,269
25.583333333333332,274
25.666666666666668,269
25.75,270
25.833333333333332,273
25.916666666666668,274
26,272
26.083333333333332,273
26.166666666666668,271
26.25,275
26.333333333333332,275
26.416666666666668,277
26.5,273
26.583333333333332,278
26.666666666666668,275
26.75,276
26.833333333333332,273
26.916666666666668,275
27,278
27.083333333333332,279
27.166666666666668,276
27.25,277
27.333333333333332,274
27.416666666666668,275
27.5,278
27.583333333333332,278
27.666666666666668,279
27.75,279
27.833333333333332,280
27.916666666666668,280
28,278
28.083333333333332,280
28.166666666666668,279
28.25,277
28.333333333333332,279
28.416666666666668,282
28.5,275
28.583333333333332,278
28.666666666666668,278
28.75,282
28.833333333333332,283
28.916666666666668,282
29,281
29.083333333333332,280
29.166666666666668,282
29.25,282
29.333333333333332,282
29.416666666666668,280
29.5,280
29.583333333333332,282
29.666666666666668,281
29.75,279
29.833333333333332,282
29.916666666666668,280
30,281
30.083333333333332,284
30.166666666666668,280
30.25,282
30.333333333333332,285
30.416666666666668,280
30.5,281
30.583333333333332,282
30.666666666666668,284
30.75,279
30.833333333333332,285
30.916666666666668,280
31,278
31.083333333333332,282
31.166666666666668,280
31.25,283
31.333333333333332,278
31.416666666666668,283
31.5,278
31.583333333333332,280
31.666666666666668,284
31.75,283
31.833333333333332,282
31.916666666666668,283
32,281
32.083333333333336,280
32.166666666666664,284
32.25,278
32.333333333333336,286
32.416666666666664,280
32.5,282
32.583333333333336,286
32.666666666666664,281
32.75,278
32.833333333333336,282
32.916666666666664,285
33,281
33.083333333333336,282
33.166666666666664,281
33.25,282
33.333333333333336,281
33.416666666666664,285
33.5,281
33.583333333333336,280
33.666666666666664,279
33.75,282
33.833333333333336,283
33.916666666666664,280
34,283
34.083333333333336,286
34.166666666666664,286
34.25,281
34.333333333333336,285
34.416666666666664,283
34.5,282
34.583333333333336,283
34.666666666666664,287
34.75,287
34.833333333333336,285
34.916666666666664,283
35,284
35.083333333333336,285
35.166666666666664,285
35.25,282
35.333333333333336,286
35.416666666666664,285
35.5,282
35.583333333333336,282
35.666666666666664,287
35.75,283
35.833333333333336,288
35.916666666666664,282
36,287
36.083333333333336,288
36.166666666666664,287
36.25,288
36.333333333333336,288
36.416666666666664,287
36.5,284
36.583333333333336,291
36.666666666666664,291
36.75,290
36.833333333333336,287
36.916666666666664,290
37,288
37.083333333333336,285
37.166666666666664,289
37.25,285
37.333333333333336,290
37.416666666666664,291
37.5,291
37.583333333333336,291
37.666666666666664,284
37.75,288
37.833333333333336,288
37.916666666666664,288
38,289
38.083333333333336,289
38.166666666666664,287
38.25,288
38.333333333333336,285
38.416666666666664,288
38.5,288
38.583333333333336,287
38.666666666666664,289
38.75,288
38.833333333333336,288
38.916666666666664,291
39,291
39.083333333333336,291
39.166666666666664,288
39.25,289
39.333333333333336,288
39.416666666666664,286
39.5,289
39.583333333333336,288
39.666666666666664,287
39.75,287
39.833333333333336,291
39.916666666666664,286
40,288
40.083333333333336,287
40.166666666666664,287
40.25,287
40.333333333333336,284
40.416666666666664,285
40.5,287
40.583333333333336,289
40.666666666666664,291
40.75,287
40.833333333333336,285
40.916666666666664,286
41,286
41.083333333333336,286
41.166666666666664,286
41.25,289
41.333333333333336,289
41.416666666666664,287
41.5,289
41.583333333333336,291
41.666666666666664,291
41.75,291
41.833333333333336,287
41.916666666666664,287
42,287
42.083333333333336,287
42.166666666666664,286
42.25,287
42.333333333333336,292
42.416666666666664,290
42.5,285
42.583333333333336,288
42.666666666666664,290
42.75,289
42.833333333333336,286
42.916666666666664,290
43,290
43.083333333333336,288
43.166666666666664,290
43.25,286
43.333333333333336,287
43.416666666666664,287
43.5,288
43.583333333333336,287
43.666666666666664,286
43.75,285
43.833333333333336,286
43.916666666666664,284
44,283
44.083333333333336,287
44.166666666666664,283
44.25,287
44.333333333333336,286
44.416666666666664,288
44.5,288
44.583333333333336,287
44.666666666666664,288
44.75,285
44.833333333333336,287
44.916666666666664,289
45,284
45.083333333333336,290
45.166666666666664,288
45.25,287
45.333333333333336,285
45.416666666666664,287
45.5,287
45.583333333333336,285
45.666666666666664,288
45.75,286
45.833333333333336,286
45.916666666666664,288
46,288
46.083333333333336,287
46.166666666666664,287
46.25,288
46.333333333333336,286
46.416666666666664,287
46.5,285
46.583333333333336,289
46.666666666666664,285
46.75,284
46.833333333333336,290
46.916666666666664,286
47,289
47.083333333333336,285
47.166666666666664,287
47.25,287
47.333333333333336,287
47.416666666666664,286
47.5,285
47.583333333333336,286
47.666666666666664,289
47.75,288
47.833333333333336,287
47.916666666666664,287
