"Hours since thread went live","Bucchigiri?! - Episode 8 discussion"
26.583333333333332,151
26.666666666666668,147
26.75,151
26.833333333333332,153
26.916666666666668,152
27,151
27.083333333333332,151
27.166666666666668,154
27.25,156
27.333333333333332,156
27.416666666666668,153
27.5,150
27.583333333333332,154
27.666666666666668,150
27.75,149
27.833333333333332,155
27.916666666666668,153
28,151
28.083333333333332,156
28.166666666666668,152
28.25,153
28.333333333333332,153
28.416666666666668,156
28.5,156
28.583333333333332,159
28.666666666666668,163
28.75,159
28.833333333333332,164
28.916666666666668,160
29,160
29.083333333333332,158
29.166666666666668,160
29.25,162
29.333333333333332,163
29.416666666666668,159
29.5,160
29.583333333333332,162
29.666666666666668,163
29.75,161
29.833333333333332,158
29.916666666666668,163
30,161
30.083333333333332,162
30.166666666666668,163
30.25,166
30.333333333333332,161
30.416666666666668,162
30.5,161
30.583333333333332,164
30.666666666666668,161
30.75,165
30.833333333333332,158
30.916666666666668,159
31,164
31.083333333333332,163
31.166666666666668,165
31.25,165
31.333333333333332,159
31.416666666666668,163
31.5,161
31.583333333333332,161
31.666666666666668,161
31.75,158
31.833333333333332,161
31.916666666666668,162
32,162
32.083333333333336,162
32.166666666666664,160
32.25,161
32.333333333333336,162
32.416666666666664,163
32.5,162
32.583333333333336,164
32.666666666666664,162
32.75,161
32.833333333333336,165
32.916666666666664,164
33,163
33.083333333333336,162
33.166666666666664,159
33.25,162
33.333333333333336,162
33.416666666666664,164
33.5,162
33.583333333333336,162
33.666666666666664,159
33.75,161
33.833333333333336,159
33.916666666666664,160
34,162
34.083333333333336,162
34.166666666666664,164
34.25,162
34.333333333333336,165
34.416666666666664,161
34.5,165
34.583333333333336,167
34.666666666666664,164
34.75,164
34.833333333333336,166
34.916666666666664,164
35,166
35.083333333333336,164
35.166666666666664,164
35.25,163
35.333333333333336,163
35.416666666666664,162
35.5,168
35.583333333333336,167
35.666666666666664,165
35.75,160
35.833333333333336,163
35.916666666666664,164
36,166
36.083333333333336,162
36.166666666666664,161
36.25,163
36.333333333333336,162
36.416666666666664,162
36.5,166
36.583333333333336,164
36.666666666666664,164
36.75,168
36.833333333333336,162
36.916666666666664,167
37,165
37.083333333333336,164
37.166666666666664,162
37.25,166
37.333333333333336,162
37.416666666666664,162
37.5,164
37.583333333333336,164
37.666666666666664,164
37.75,166
37.833333333333336,162
37.916666666666664,168
38,162
38.083333333333336,168
38.166666666666664,168
38.25,166
38.333333333333336,168
38.416666666666664,163
38.5,168
38.583333333333336,163
38.666666666666664,167
38.75,165
38.833333333333336,162
38.916666666666664,165
39,166
39.083333333333336,166
39.166666666666664,167
39.25,166
39.333333333333336,166
39.416666666666664,164
39.5,163
39.583333333333336,164
39.666666666666664,168
39.75,162
39.833333333333336,166
39.916666666666664,165
40,167
40.083333333333336,166
40.166666666666664,166
40.25,168
40.333333333333336,168
40.416666666666664,169
40.5,163
40.583333333333336,164
40.666666666666664,165
40.75,170
40.833333333333336,163
40.916666666666664,166
41,168
41.083333333333336,169
41.166666666666664,165
41.25,167
41.333333333333336,166
41.416666666666664,169
41.5,164
41.583333333333336,166
41.666666666666664,166
41.75,167
41.833333333333336,165
41.916666666666664,167
42,166
42.083333333333336,168
42.166666666666664,166
42.25,169
42.333333333333336,165
42.416666666666664,165
42.5,164
42.583333333333336,163
42.666666666666664,167
42.75,167
42.833333333333336,164
42.916666666666664,166
43,162
43.083333333333336,165
43.166666666666664,170
43.25,169
43.333333333333336,164
43.416666666666664,170
43.5,164
43.583333333333336,163
43.666666666666664,165
43.75,164
43.833333333333336,167
43.916666666666664,168
44,166
44.083333333333336,167
44.166666666666664,167
44.25,167
44.333333333333336,166
44.416666666666664,167
44.5,165
44.583333333333336,166
44.666666666666664,166
44.75,167
44.833333333333336,171
44.916666666666664,170
45,169
45.083333333333336,171
45.166666666666664,170
45.25,167
45.333333333333336,166
45.416666666666664,171
45.5,171
45.583333333333336,169
45.666666666666664,169
45.75,173
45.833333333333336,172
45.916666666666664,169
46,169
46.083333333333336,173
46.166666666666664,170
46.25,171
46.333333333333336,169
46.416666666666664,173
46.5,172
46.583333333333336,170
46.666666666666664,171
46.75,170
46.833333333333336,172
46.916666666666664,171
47,174
47.083333333333336,173
47.166666666666664,172
47.25,174
47.333333333333336,173
47.416666666666664,172
47.5,173
47.583333333333336,170
47.666666666666664,176
47.75,173
47.833333333333336,170
47.916666666666664,170
