"Hours since thread went live","The Fable - Episode 6 discussion"
0,1
0.08333333333333333,3
0.16666666666666666,5
0.25,6
0.3333333333333333,6
0.4166666666666667,8
0.5,10
0.5833333333333334,13
0.6666666666666666,16
0.75,18
0.8333333333333334,20
0.9166666666666666,23
1,26
1.0833333333333333,27
1.1666666666666667,28
1.25,29
1.3333333333333333,30
1.4166666666666667,31
1.5,34
1.5833333333333333,35
1.6666666666666667,36
1.75,38
1.8333333333333333,41
1.9166666666666667,40
2,43
2.0833333333333335,46
2.1666666666666665,49
2.25,50
2.3333333333333335,52
2.4166666666666665,59
2.5,58
2.5833333333333335,60
2.6666666666666665,62
2.75,65
2.8333333333333335,69
2.9166666666666665,70
3,70
3.0833333333333335,71
3.1666666666666665,72
3.25,72
3.3333333333333335,74
3.4166666666666665,77
3.5,74
3.5833333333333335,77
3.6666666666666665,76
3.75,72
3.8333333333333335,75
3.9166666666666665,76
4,78
4.083333333333333,80
4.166666666666667,80
4.25,79
4.333333333333333,85
4.416666666666667,83
4.5,84
4.583333333333333,81
4.666666666666667,83
4.75,82
4.833333333333333,84
4.916666666666667,87
5,93
5.083333333333333,91
5.166666666666667,94
5.25,88
5.333333333333333,94
5.416666666666667,100
5.5,94
5.583333333333333,99
5.666666666666667,98
5.75,97
5.833333333333333,106
5.916666666666667,104
6,105
6.083333333333333,105
6.166666666666667,110
6.25,108
6.333333333333333,111
6.416666666666667,117
6.5,117
6.583333333333333,115
6.666666666666667,113
6.75,113
6.833333333333333,116
6.916666666666667,113
7,116
7.083333333333333,116
7.166666666666667,118
7.25,122
7.333333333333333,122
7.416666666666667,123
7.5,121
7.583333333333333,123
7.666666666666667,126
7.75,129
7.833333333333333,131
7.916666666666667,127
8,131
8.083333333333334,133
8.166666666666666,131
8.25,131
8.333333333333334,131
8.416666666666666,137
8.5,135
8.583333333333334,135
8.666666666666666,137
8.75,135
8.833333333333334,138
8.916666666666666,137
9,136
9.083333333333334,137
9.166666666666666,138
9.25,136
9.333333333333334,139
9.416666666666666,137
9.5,141
9.583333333333334,140
9.666666666666666,143
9.75,139
9.833333333333334,142
9.916666666666666,140
10,141
10.083333333333334,141
10.166666666666666,141
10.25,142
10.333333333333334,148
10.416666666666666,148
10.5,142
10.583333333333334,150
10.666666666666666,150
10.75,151
10.833333333333334,151
10.916666666666666,150
11,150
11.083333333333334,150
11.166666666666666,152
11.25,149
11.333333333333334,155
11.416666666666666,155
11.5,157
11.583333333333334,151
11.666666666666666,153
11.75,160
11.833333333333334,158
11.916666666666666,157
12,156
12.083333333333334,161
12.166666666666666,160
12.25,161
12.333333333333334,165
12.416666666666666,163
12.5,164
12.583333333333334,168
12.666666666666666,163
12.75,166
12.833333333333334,168
12.916666666666666,165
13,165
13.083333333333334,166
13.166666666666666,166
13.25,165
13.333333333333334,167
13.416666666666666,166
13.5,168
13.583333333333334,168
13.666666666666666,166
13.75,166
13.833333333333334,167
13.916666666666666,165
14,171
14.083333333333334,169
14.166666666666666,168
14.25,169
14.333333333333334,170
14.416666666666666,173
14.5,171
14.583333333333334,168
14.666666666666666,171
14.75,174
14.833333333333334,170
14.916666666666666,171
15,170
15.083333333333334,171
15.166666666666666,171
15.25,170
15.333333333333334,170
15.416666666666666,173
15.5,172
15.583333333333334,176
15.666666666666666,173
15.75,172
15.833333333333334,173
15.916666666666666,174
16,174
16.083333333333332,174
16.166666666666668,176
16.25,175
16.333333333333332,173
16.416666666666668,173
16.5,177
16.583333333333332,173
16.666666666666668,174
16.75,179
16.833333333333332,177
16.916666666666668,174
17,180
17.083333333333332,175
17.166666666666668,181
17.25,179
17.333333333333332,178
17.416666666666668,179
17.5,179
17.583333333333332,178
17.666666666666668,178
17.75,185
17.833333333333332,180
17.916666666666668,184
18,180
18.083333333333332,184
18.166666666666668,184
18.25,184
18.333333333333332,187
18.416666666666668,186
18.5,185
18.583333333333332,187
18.666666666666668,187
18.75,188
18.833333333333332,187
18.916666666666668,188
19,186
19.083333333333332,184
19.166666666666668,188
19.25,188
19.333333333333332,187
19.416666666666668,193
19.5,188
19.583333333333332,190
19.666666666666668,190
19.75,193
19.833333333333332,189
19.916666666666668,190
20,192
20.083333333333332,193
20.166666666666668,194
20.25,187
20.333333333333332,190
20.416666666666668,191
20.5,191
20.583333333333332,190
20.666666666666668,190
20.75,194
20.833333333333332,189
20.916666666666668,190
21,190
21.083333333333332,188
21.166666666666668,192
21.25,188
21.333333333333332,188
21.416666666666668,194
21.5,194
21.583333333333332,192
21.666666666666668,192
21.75,193
21.833333333333332,194
21.916666666666668,192
22,194
22.083333333333332,194
22.166666666666668,194
22.25,198
22.333333333333332,195
22.416666666666668,196
22.5,196
22.583333333333332,196
22.666666666666668,194
22.75,201
22.833333333333332,194
22.916666666666668,198
23,198
23.083333333333332,198
23.166666666666668,196
23.25,200
23.333333333333332,199
