"Hours since thread went live","Meiji Gekken: 1874 - Episode 10 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,0
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,4
1.4166666666666667,4
1.5,4
1.5833333333333333,5
1.6666666666666667,8
1.75,5
1.8333333333333333,7
1.9166666666666667,8
2,8
2.0833333333333335,5
2.1666666666666665,5
2.25,7
2.3333333333333335,6
2.4166666666666665,6
2.5,7
2.5833333333333335,8
2.6666666666666665,6
2.75,7
2.8333333333333335,8
2.9166666666666665,9
3,10
3.0833333333333335,10
3.1666666666666665,12
3.25,10
3.3333333333333335,10
3.4166666666666665,10
3.5,14
3.5833333333333335,13
3.6666666666666665,13
3.75,12
3.8333333333333335,14
3.9166666666666665,13
4,14
4.083333333333333,14
4.166666666666667,17
4.25,14
4.333333333333333,13
4.416666666666667,16
4.5,14
4.583333333333333,16
4.666666666666667,15
4.75,14
4.833333333333333,17
4.916666666666667,14
5,15
5.083333333333333,15
5.166666666666667,13
5.25,14
5.333333333333333,15
5.416666666666667,16
5.5,15
5.583333333333333,16
5.666666666666667,14
5.75,17
5.833333333333333,13
5.916666666666667,16
6,15
6.083333333333333,18
6.166666666666667,16
6.25,18
6.333333333333333,17
6.416666666666667,19
6.5,18
6.583333333333333,20
6.666666666666667,20
6.75,17
6.833333333333333,18
6.916666666666667,20
7,16
7.083333333333333,20
7.166666666666667,18
7.25,17
7.333333333333333,18
7.416666666666667,18
7.5,19
7.583333333333333,19
7.666666666666667,18
7.75,20
7.833333333333333,19
7.916666666666667,21
8,20
8.083333333333334,22
8.166666666666666,21
8.25,20
8.333333333333334,21
8.416666666666666,22
8.5,20
8.583333333333334,21
8.666666666666666,23
8.75,19
8.833333333333334,21
8.916666666666666,23
9,22
9.083333333333334,19
9.166666666666666,20
9.25,21
9.333333333333334,23
9.416666666666666,21
9.5,21
9.583333333333334,23
9.666666666666666,24
9.75,24
9.833333333333334,24
9.916666666666666,21
10,23
10.083333333333334,23
10.166666666666666,21
10.25,22
10.333333333333334,21
10.416666666666666,25
10.5,23
10.583333333333334,23
10.666666666666666,24
10.75,22
10.833333333333334,24
10.916666666666666,23
11,23
11.083333333333334,24
11.166666666666666,26
11.25,25
11.333333333333334,26
11.416666666666666,25
11.5,25
11.583333333333334,23
11.666666666666666,26
11.75,25
11.833333333333334,26
11.916666666666666,27
12,26
12.083333333333334,25
12.166666666666666,27
12.25,26
12.333333333333334,25
12.416666666666666,26
12.5,25
12.583333333333334,27
12.666666666666666,26
12.75,27
12.833333333333334,24
12.916666666666666,26
13,25
13.083333333333334,26
13.166666666666666,25
13.25,28
13.333333333333334,27
13.416666666666666,28
13.5,29
13.583333333333334,26
13.666666666666666,27
13.75,27
13.833333333333334,28
13.916666666666666,28
14,29
14.083333333333334,29
14.166666666666666,29
14.25,27
14.333333333333334,28
14.416666666666666,26
14.5,30
14.583333333333334,28
14.666666666666666,28
14.75,28
14.833333333333334,27
14.916666666666666,28
15,26
15.083333333333334,28
15.166666666666666,27
15.25,27
15.333333333333334,28
15.416666666666666,27
15.5,29
15.583333333333334,28
15.666666666666666,27
15.75,29
15.833333333333334,28
15.916666666666666,28
16,26
16.083333333333332,27
16.166666666666668,27
16.25,28
16.333333333333332,27
16.416666666666668,27
16.5,27
16.583333333333332,27
16.666666666666668,27
16.75,28
16.833333333333332,28
16.916666666666668,27
17,26
17.083333333333332,27
17.166666666666668,27
17.25,27
17.333333333333332,29
17.416666666666668,28
17.5,27
17.583333333333332,26
17.666666666666668,27
17.75,28
17.833333333333332,29
17.916666666666668,26
18,27
18.083333333333332,27
18.166666666666668,28
18.25,27
18.333333333333332,26
18.416666666666668,29
18.5,26
18.583333333333332,27
18.666666666666668,29
18.75,28
18.833333333333332,29
18.916666666666668,29
19,29
19.083333333333332,28
19.166666666666668,27
19.25,28
19.333333333333332,29
19.416666666666668,30
19.5,30
19.583333333333332,30
19.666666666666668,27
19.75,30
19.833333333333332,28
19.916666666666668,29
20,30
20.083333333333332,27
20.166666666666668,28
20.25,30
20.333333333333332,30
20.416666666666668,31
20.5,30
20.583333333333332,28
20.666666666666668,30
20.75,29
20.833333333333332,27
20.916666666666668,27
21,29
21.083333333333332,28
21.166666666666668,30
21.25,30
21.333333333333332,29
21.416666666666668,30
21.5,29
21.583333333333332,28
21.666666666666668,28
21.75,27
21.833333333333332,31
21.916666666666668,32
22,31
22.083333333333332,29
22.166666666666668,28
22.25,32
22.333333333333332,31
22.416666666666668,29
22.5,28
22.583333333333332,31
22.666666666666668,30
22.75,29
22.833333333333332,30
22.916666666666668,32
23,31
23.083333333333332,33
23.166666666666668,30
23.25,33
23.333333333333332,34
23.416666666666668,31
23.5,31
23.583333333333332,33
23.666666666666668,32
23.75,33
23.833333333333332,31
23.916666666666668,34
24,33
24.083333333333332,35
24.166666666666668,30
24.25,32
24.333333333333332,31
24.416666666666668,32
24.5,31
24.583333333333332,27
24.666666666666668,34
24.75,33
24.833333333333332,35
24.916666666666668,29
25,30
25.083333333333332,30
25.166666666666668,30
25.25,34
25.333333333333332,31
25.416666666666668,34
25.5,31
25.583333333333332,32
25.666666666666668,31
25.75,31
25.833333333333332,34
25.916666666666668,34
26,30
26.083333333333332,35
26.166666666666668,31
26.25,34
26.333333333333332,30
26.416666666666668,35
26.5,36
26.583333333333332,32
26.666666666666668,29
26.75,32
26.833333333333332,34
26.916666666666668,32
27,29
27.083333333333332,35
27.166666666666668,33
27.25,31
27.333333333333332,36
27.416666666666668,31
27.5,32
27.583333333333332,33
27.666666666666668,33
27.75,32
27.833333333333332,31
27.916666666666668,36
28,35
28.083333333333332,31
28.166666666666668,32
28.25,34
28.333333333333332,31
28.416666666666668,35
28.5,33
28.583333333333332,34
28.666666666666668,38
28.75,33
28.833333333333332,34
28.916666666666668,36
29,32
29.083333333333332,33
29.166666666666668,35
29.25,34
29.333333333333332,33
29.416666666666668,37
29.5,36
29.583333333333332,33
29.666666666666668,34
29.75,36
29.833333333333332,31
29.916666666666668,33
30,36
30.083333333333332,34
30.166666666666668,35
30.25,36
30.416666666666668,32
30.5,35
30.583333333333332,38
30.666666666666668,36
30.75,35
30.833333333333332,35
30.916666666666668,36
31,33
31.083333333333332,36
31.166666666666668,36
31.25,39
31.333333333333332,38
31.416666666666668,35
31.5,37
31.583333333333332,32
31.666666666666668,38
31.75,34
31.833333333333332,33
31.916666666666668,37
32,38
32.083333333333336,38
32.166666666666664,36
32.25,33
32.333333333333336,35
32.416666666666664,36
32.5,35
32.583333333333336,34
32.666666666666664,36
32.75,38
32.833333333333336,36
32.916666666666664,32
33,33
33.083333333333336,35
33.166666666666664,36
33.25,32
33.333333333333336,36
33.416666666666664,37
33.5,35
33.583333333333336,34
33.666666666666664,34
33.75,36
33.833333333333336,37
33.916666666666664,36
34,34
34.083333333333336,33
34.166666666666664,34
34.25,35
34.333333333333336,35
34.416666666666664,35
34.5,32
34.583333333333336,35
34.666666666666664,37
34.75,32
34.833333333333336,35
34.916666666666664,35
35,37
35.083333333333336,33
35.166666666666664,36
35.25,38
35.333333333333336,39
35.416666666666664,36
35.5,37
35.583333333333336,37
