"Hours since thread went live","Shangri-La Frontier - Episode 20 discussion"
46.666666666666664,1520
46.75,1516
46.833333333333336,1517
46.916666666666664,1520
47,1521
47.083333333333336,1513
47.166666666666664,1519
47.25,1522
47.333333333333336,1514
47.416666666666664,1525
47.5,1522
47.583333333333336,1520
47.666666666666664,1520
47.75,1525
47.833333333333336,1520
47.916666666666664,1526
