"Hours since thread went live","Shangri-La Frontier - Episode 20 discussion"
0,2
0.08333333333333333,7
0.16666666666666666,12
0.25,21
0.3333333333333333,27
0.4166666666666667,35
0.5,40
0.5833333333333334,45
0.6666666666666666,56
0.75,70
0.8333333333333334,76
0.9166666666666666,83
1,92
1.0833333333333333,103
1.1666666666666667,108
1.25,115
1.3333333333333333,124
1.4166666666666667,132
1.5,135
1.5833333333333333,145
1.6666666666666667,151
1.75,164
1.8333333333333333,181
1.9166666666666667,188
2,199
2.0833333333333335,204
2.1666666666666665,219
2.25,229
2.3333333333333335,235
2.4166666666666665,243
2.5,262
2.5833333333333335,267
2.6666666666666665,278
2.75,290
2.8333333333333335,305
2.9166666666666665,313
3,325
3.0833333333333335,333
3.1666666666666665,345
3.25,353
3.3333333333333335,359
3.4166666666666665,377
3.5,385
3.5833333333333335,395
3.6666666666666665,398
3.75,410
3.8333333333333335,413
3.9166666666666665,425
4,442
4.083333333333333,456
4.166666666666667,464
4.25,475
4.333333333333333,479
4.416666666666667,494
4.5,505
4.583333333333333,512
4.666666666666667,523
4.75,537
4.833333333333333,542
4.916666666666667,545
5,556
5.083333333333333,565
5.166666666666667,575
5.25,578
5.333333333333333,583
5.416666666666667,588
5.5,602
5.583333333333333,603
5.666666666666667,619
5.75,625
5.833333333333333,634
5.916666666666667,638
6,651
6.083333333333333,659
6.166666666666667,671
6.25,676
6.333333333333333,675
6.416666666666667,685
6.5,685
6.583333333333333,692
6.666666666666667,694
6.75,699
6.833333333333333,703
6.916666666666667,712
7,716
7.083333333333333,726
7.166666666666667,736
7.25,738
7.333333333333333,753
7.416666666666667,757
7.5,774
7.583333333333333,780
7.666666666666667,785
7.75,786
7.833333333333333,798
7.916666666666667,804
8,818
8.083333333333334,821
8.166666666666666,826
8.25,826
8.333333333333334,839
8.416666666666666,842
8.5,843
8.583333333333334,856
8.666666666666666,864
8.75,871
8.833333333333334,880
8.916666666666666,882
9,896
9.083333333333334,899
9.166666666666666,910
9.25,922
9.333333333333334,929
9.416666666666666,928
9.5,940
9.583333333333334,944
9.666666666666666,953
9.75,961
9.833333333333334,962
9.916666666666666,969
10,975
10.083333333333334,983
10.166666666666666,985
10.25,985
10.333333333333334,989
10.416666666666666,998
10.5,1001
10.583333333333334,1005
10.666666666666666,1019
10.75,1024
10.833333333333334,1028
10.916666666666666,1028
11,1036
11.083333333333334,1052
11.166666666666666,1048
11.25,1060
11.333333333333334,1062
11.416666666666666,1069
11.5,1075
11.583333333333334,1091
11.666666666666666,1098
11.75,1098
11.833333333333334,1109
11.916666666666666,1104
12,1111
12.083333333333334,1116
12.166666666666666,1122
12.25,1126
12.333333333333334,1132
12.416666666666666,1135
12.5,1139
12.583333333333334,1149
12.666666666666666,1151
12.75,1153
12.833333333333334,1155
12.916666666666666,1162
13,1164
13.083333333333334,1162
13.166666666666666,1168
13.25,1170
13.333333333333334,1175
13.416666666666666,1183
13.5,1185
13.583333333333334,1198
13.666666666666666,1197
13.75,1203
13.833333333333334,1205
13.916666666666666,1207
14,1203
14.083333333333334,1205
14.166666666666666,1204
14.25,1209
14.333333333333334,1213
14.416666666666666,1218
14.5,1217
14.583333333333334,1216
14.666666666666666,1215
14.75,1219
14.833333333333334,1218
14.916666666666666,1220
15,1232
15.083333333333334,1233
15.166666666666666,1237
15.25,1239
15.333333333333334,1230
15.416666666666666,1243
15.5,1240
15.583333333333334,1243
15.666666666666666,1251
15.75,1249
15.833333333333334,1249
15.916666666666666,1254
16,1256
16.083333333333332,1254
16.166666666666668,1256
16.25,1259
16.333333333333332,1269
16.416666666666668,1270
16.5,1271
16.583333333333332,1272
16.666666666666668,1271
16.75,1272
16.833333333333332,1275
16.916666666666668,1277
17,1288
17.083333333333332,1292
17.166666666666668,1285
17.25,1285
17.333333333333332,1290
17.416666666666668,1289
17.5,1295
17.583333333333332,1299
17.666666666666668,1291
17.75,1303
17.833333333333332,1299
17.916666666666668,1300
18,1306
18.083333333333332,1305
18.166666666666668,1313
18.25,1310
18.333333333333332,1307
18.416666666666668,1309
18.5,1315
18.583333333333332,1312
18.666666666666668,1316
18.75,1320
18.833333333333332,1316
18.916666666666668,1316
19,1315
19.083333333333332,1322
19.166666666666668,1320
19.25,1325
19.333333333333332,1327
19.416666666666668,1329
19.5,1327
19.583333333333332,1327
19.666666666666668,1331
19.75,1335
19.833333333333332,1330
19.916666666666668,1339
20,1342
20.083333333333332,1348
20.166666666666668,1344
20.25,1345
20.333333333333332,1342
20.416666666666668,1348
20.5,1355
20.583333333333332,1346
20.666666666666668,1343
20.75,1346
20.833333333333332,1353
20.916666666666668,1351
21,1351
21.083333333333332,1354
21.166666666666668,1358
21.25,1362
21.333333333333332,1360
21.416666666666668,1364
21.5,1360
21.583333333333332,1362
21.666666666666668,1362
21.75,1367
21.833333333333332,1370
21.916666666666668,1374
22,1374
22.083333333333332,1374
22.166666666666668,1377
22.25,1378
22.333333333333332,1374
22.416666666666668,1381
22.5,1383
22.583333333333332,1384
22.666666666666668,1380
22.75,1390
22.833333333333332,1389
22.916666666666668,1393
23,1395
23.083333333333332,1401
23.166666666666668,1400
23.25,1397
23.333333333333332,1400
23.416666666666668,1403
23.5,1404
23.583333333333332,1398
23.666666666666668,1405
23.75,1406
23.833333333333332,1406
23.916666666666668,1405
24,1407
24.083333333333332,1411
24.166666666666668,1410
24.25,1410
24.333333333333332,1407
24.416666666666668,1404
24.5,1408
24.583333333333332,1414
24.666666666666668,1413
24.75,1411
24.833333333333332,1413
24.916666666666668,1413
25,1411
25.083333333333332,1415
25.166666666666668,1414
25.25,1415
25.333333333333332,1413
25.416666666666668,1413
25.5,1417
25.583333333333332,1413
25.666666666666668,1420
25.75,1416
25.833333333333332,1417
25.916666666666668,1421
26,1427
26.083333333333332,1422
26.166666666666668,1426
26.25,1424
26.333333333333332,1423
26.416666666666668,1426
26.5,1431
26.583333333333332,1433
26.666666666666668,1428
26.75,1426
26.833333333333332,1429
26.916666666666668,1428
27,1427
27.083333333333332,1436
27.166666666666668,1434
27.25,1437
27.333333333333332,1435
27.416666666666668,1431
27.5,1436
27.583333333333332,1435
27.666666666666668,1440
27.75,1438
27.833333333333332,1439
27.916666666666668,1439
28,1437
28.083333333333332,1441
28.166666666666668,1443
28.25,1436
28.333333333333332,1438
28.416666666666668,1436
28.5,1440
28.583333333333332,1440
28.666666666666668,1439
28.75,1448
28.833333333333332,1445
28.916666666666668,1444
29,1446
29.083333333333332,1448
29.166666666666668,1448
29.25,1446
29.333333333333332,1446
29.416666666666668,1452
29.5,1454
29.583333333333332,1452
29.666666666666668,1455
29.75,1453
29.833333333333332,1456
29.916666666666668,1460
30,1461
30.083333333333332,1454
30.166666666666668,1456
30.25,1461
30.333333333333332,1461
30.416666666666668,1458
30.5,1463
30.583333333333332,1460
30.666666666666668,1462
30.75,1461
30.833333333333332,1462
30.916666666666668,1465
31,1466
31.083333333333332,1465
31.166666666666668,1466
31.25,1468
31.333333333333332,1468
31.416666666666668,1470
31.5,1468
31.583333333333332,1474
31.666666666666668,1472
31.75,1472
31.833333333333332,1470
31.916666666666668,1470
32,1478
32.083333333333336,1474
32.166666666666664,1476
32.25,1475
32.333333333333336,1477
32.416666666666664,1475
32.5,1479
32.583333333333336,1481
32.666666666666664,1480
32.833333333333336,1481
32.916666666666664,1481
33,1475
33.083333333333336,1479
33.166666666666664,1483
33.25,1485
33.333333333333336,1478
33.416666666666664,1481
33.5,1480
33.583333333333336,1480
33.666666666666664,1480
33.75,1482
33.833333333333336,1482
33.916666666666664,1477
34,1482
34.083333333333336,1480
34.166666666666664,1482
34.25,1485
34.333333333333336,1479
34.416666666666664,1486
34.5,1486
34.583333333333336,1487
34.666666666666664,1481
34.75,1491
34.833333333333336,1489
34.916666666666664,1489
35,1490
35.083333333333336,1490
35.166666666666664,1487
35.25,1488
35.333333333333336,1492
35.416666666666664,1487
35.5,1488
35.583333333333336,1491
35.666666666666664,1494
35.75,1496
35.833333333333336,1495
35.916666666666664,1493
36,1495
36.083333333333336,1490
36.166666666666664,1491
36.25,1489
36.333333333333336,1496
36.416666666666664,1499
36.5,1498
36.583333333333336,1494
36.666666666666664,1496
36.75,1495
36.833333333333336,1494
36.916666666666664,1493
37,1495
37.083333333333336,1492
37.166666666666664,1498
37.25,1495
37.333333333333336,1493
37.416666666666664,1497
37.5,1498
37.583333333333336,1495
37.666666666666664,1498
37.75,1497
37.833333333333336,1495
37.916666666666664,1496
38,1497
38.083333333333336,1497
38.166666666666664,1496
38.25,1492
38.333333333333336,1501
38.416666666666664,1502
38.5,1495
38.583333333333336,1498
38.666666666666664,1496
38.75,1496
38.833333333333336,1497
38.916666666666664,1499
39,1500
39.083333333333336,1499
39.166666666666664,1506
39.25,1501
39.333333333333336,1501
39.416666666666664,1500
39.5,1501
39.583333333333336,1502
39.666666666666664,1497
39.75,1499
39.833333333333336,1500
39.916666666666664,1501
40,1500
40.083333333333336,1503
40.166666666666664,1505
40.25,1505
40.333333333333336,1508
40.416666666666664,1505
40.5,1504
40.583333333333336,1507
40.666666666666664,1507
40.75,1507
40.833333333333336,1505
40.916666666666664,1509
41,1509
41.083333333333336,1507
41.166666666666664,1507
41.25,1511
41.333333333333336,1509
41.416666666666664,1507
41.5,1509
41.583333333333336,1510
41.666666666666664,1514
41.75,1513
41.833333333333336,1511
41.916666666666664,1512
42,1511
42.083333333333336,1510
42.166666666666664,1512
42.25,1505
42.333333333333336,1514
42.416666666666664,1511
42.5,1510
42.583333333333336,1513
42.666666666666664,1510
42.75,1508
42.833333333333336,1512
42.916666666666664,1508
43,1516
43.083333333333336,1514
43.166666666666664,1513
43.25,1505
43.333333333333336,1514
43.416666666666664,1517
43.5,1511
43.583333333333336,1510
43.666666666666664,1511
43.75,1509
43.833333333333336,1512
43.916666666666664,1512
44,1511
44.083333333333336,1519
44.166666666666664,1509
44.25,1519
44.333333333333336,1513
44.416666666666664,1515
44.5,1520
44.583333333333336,1520
44.666666666666664,1512
44.75,1514
44.833333333333336,1518
44.916666666666664,1518
45,1519
45.083333333333336,1516
45.166666666666664,1514
45.25,1516
45.333333333333336,1521
45.416666666666664,1512
45.5,1519
45.583333333333336,1515
45.666666666666664,1519
45.75,1519
45.833333333333336,1517
45.916666666666664,1521
46,1517
46.083333333333336,1514
46.166666666666664,1518
46.25,1521
46.333333333333336,1516
46.416666666666664,1516
46.5,1516
46.583333333333336,1518
