"Hours since thread went live","Kingdom Season 5 - Episode 10 discussion"
0,0
0,0
0.08333333333333333,0
0.16666666666666666,1
0.25,2
0.3333333333333333,2
0.4166666666666667,4
0.5,4
0.5833333333333334,7
0.6666666666666666,5
0.75,9
0.8333333333333334,10
0.9166666666666666,12
1,12
1.0833333333333333,12
1.1666666666666667,15
1.25,16
1.3333333333333333,18
1.4166666666666667,19
1.5,21
1.5833333333333333,23
1.6666666666666667,26
1.75,27
1.8333333333333333,29
1.9166666666666667,28
2,30
2.0833333333333335,32
2.1666666666666665,35
2.25,36
2.3333333333333335,36
2.4166666666666665,36
2.5,36
2.5833333333333335,34
2.6666666666666665,37
2.75,37
2.8333333333333335,35
2.9166666666666665,37
3,42
3.0833333333333335,43
3.1666666666666665,41
3.25,45
3.3333333333333335,46
3.4166666666666665,41
3.5,45
3.5833333333333335,47
3.6666666666666665,44
3.75,50
3.8333333333333335,45
3.9166666666666665,44
4,42
4.083333333333333,43
4.166666666666667,48
4.25,44
4.333333333333333,50
4.416666666666667,46
4.5,46
4.583333333333333,47
4.666666666666667,50
4.75,54
4.833333333333333,52
4.916666666666667,54
5,56
5.083333333333333,57
5.166666666666667,56
5.25,57
5.333333333333333,57
5.416666666666667,57
5.5,61
5.583333333333333,63
5.666666666666667,61
5.75,61
5.833333333333333,65
5.916666666666667,67
6,72
6.083333333333333,72
6.166666666666667,70
6.25,68
6.333333333333333,74
6.416666666666667,72
6.5,73
6.583333333333333,71
6.666666666666667,71
6.75,72
6.833333333333333,75
6.916666666666667,79
7,78
7.083333333333333,77
7.166666666666667,73
7.25,81
7.333333333333333,76
7.416666666666667,79
7.5,80
7.583333333333333,76
7.666666666666667,80
7.75,77
7.833333333333333,78
7.916666666666667,85
8,83
8.083333333333334,87
8.166666666666666,83
8.25,90
8.333333333333334,85
8.416666666666666,84
8.5,86
8.583333333333334,89
8.666666666666666,88
8.75,86
8.833333333333334,89
8.916666666666666,90
9,90
9.083333333333334,84
9.166666666666666,85
9.25,85
9.333333333333334,89
9.416666666666666,85
9.5,88
9.583333333333334,88
9.666666666666666,88
9.75,87
9.833333333333334,93
9.916666666666666,90
10,89
10.083333333333334,88
10.166666666666666,90
10.25,91
10.333333333333334,91
10.416666666666666,93
10.5,91
10.583333333333334,92
10.666666666666666,94
10.75,90
10.833333333333334,94
10.916666666666666,95
11,90
11.083333333333334,96
11.166666666666666,97
11.25,100
11.333333333333334,100
11.416666666666666,97
11.5,100
11.583333333333334,100
11.666666666666666,104
11.75,102
11.833333333333334,103
11.916666666666666,99
12,104
12.083333333333334,106
12.166666666666666,104
12.25,107
12.333333333333334,105
12.416666666666666,108
12.5,108
12.583333333333334,102
