"Hours since thread went live","Nijiyon Animation Season 2 - Episode 8 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,3
0.25,3
0.3333333333333333,4
0.4166666666666667,7
0.5,7
0.5833333333333334,8
0.6666666666666666,8
0.75,8
0.8333333333333334,8
0.9166666666666666,8
1,8
1.0833333333333333,7
1.1666666666666667,9
1.25,9
1.3333333333333333,11
1.4166666666666667,12
1.5,12
1.5833333333333333,12
1.6666666666666667,11
1.75,11
1.8333333333333333,10
1.9166666666666667,14
2,13
2.0833333333333335,13
2.1666666666666665,15
2.25,12
2.3333333333333335,13
2.4166666666666665,15
2.5,15
2.5833333333333335,13
2.6666666666666665,14
2.75,16
2.8333333333333335,13
2.9166666666666665,15
3,17
3.0833333333333335,16
3.1666666666666665,15
3.25,18
3.3333333333333335,18
3.4166666666666665,18
3.5,18
3.5833333333333335,20
3.6666666666666665,19
3.75,18
3.8333333333333335,21
3.9166666666666665,20
4,21
4.083333333333333,23
4.166666666666667,22
4.25,22
4.333333333333333,21
4.416666666666667,23
4.5,24
4.583333333333333,24
4.666666666666667,21
4.75,24
4.833333333333333,25
4.916666666666667,23
5,23
5.083333333333333,23
5.166666666666667,23
5.25,25
5.333333333333333,23
5.416666666666667,25
5.5,24
5.583333333333333,23
5.666666666666667,26
5.75,27
5.833333333333333,26
5.916666666666667,28
6,26
6.083333333333333,27
6.166666666666667,26
6.25,27
6.333333333333333,25
6.416666666666667,25
6.5,26
6.583333333333333,25
6.666666666666667,27
6.75,24
6.833333333333333,26
6.916666666666667,25
7,27
7.083333333333333,29
7.166666666666667,27
7.25,29
7.333333333333333,26
7.416666666666667,30
7.5,30
7.583333333333333,28
7.666666666666667,27
7.75,28
7.833333333333333,27
7.916666666666667,29
8,29
8.083333333333334,28
8.166666666666666,29
8.25,27
8.333333333333334,33
8.416666666666666,33
8.5,30
8.583333333333334,30
8.666666666666666,28
8.75,29
8.833333333333334,30
8.916666666666666,32
9,30
9.083333333333334,31
9.166666666666666,32
9.25,32
9.333333333333334,33
9.416666666666666,29
9.5,34
9.583333333333334,31
9.666666666666666,34
9.75,30
9.833333333333334,30
9.916666666666666,38
10,32
10.083333333333334,32
10.166666666666666,34
10.25,34
10.333333333333334,32
10.416666666666666,32
10.5,36
10.583333333333334,31
10.666666666666666,36
10.75,33
10.833333333333334,32
10.916666666666666,36
11,31
11.083333333333334,31
11.166666666666666,34
11.25,35
11.333333333333334,36
11.416666666666666,30
11.5,34
11.583333333333334,36
11.666666666666666,36
11.75,32
11.833333333333334,38
11.916666666666666,35
12,34
12.083333333333334,38
12.166666666666666,39
12.25,31
12.333333333333334,35
12.416666666666666,35
12.5,35
12.583333333333334,39
12.666666666666666,33
12.75,35
12.833333333333334,31
12.916666666666666,34
13,33
13.083333333333334,37
13.166666666666666,40
13.25,38
13.333333333333334,34
13.416666666666666,37
13.5,35
13.583333333333334,37
13.666666666666666,38
13.75,34
13.833333333333334,35
13.916666666666666,36
14,36
14.083333333333334,36
14.166666666666666,33
14.25,39
14.333333333333334,39
14.416666666666666,37
14.5,39
14.583333333333334,39
14.666666666666666,39
14.75,37
14.833333333333334,36
14.916666666666666,37
15,35
15.083333333333334,39
15.166666666666666,37
15.25,38
15.333333333333334,39
15.416666666666666,37
15.5,42
15.583333333333334,41
15.666666666666666,38
15.75,40
15.833333333333334,38
15.916666666666666,40
16,35
16.083333333333332,40
16.166666666666668,39
16.25,41
16.333333333333332,40
16.416666666666668,38
16.5,39
16.583333333333332,40
16.666666666666668,36
16.75,43
16.833333333333332,44
16.916666666666668,40
17,41
17.083333333333332,42
17.166666666666668,40
17.25,39
17.333333333333332,43
17.416666666666668,38
17.5,43
17.583333333333332,43
17.666666666666668,41
17.75,40
17.833333333333332,38
17.916666666666668,43
18,42
18.083333333333332,39
18.166666666666668,44
18.25,39
18.333333333333332,42
18.416666666666668,42
18.5,42
18.583333333333332,42
18.666666666666668,44
18.75,42
18.833333333333332,44
18.916666666666668,42
19,45
19.083333333333332,43
19.166666666666668,39
19.25,40
19.333333333333332,43
19.416666666666668,45
19.5,43
19.583333333333332,41
19.666666666666668,42
19.75,42
19.833333333333332,38
19.916666666666668,43
20,42
20.083333333333332,43
20.166666666666668,45
20.25,42
20.333333333333332,43
20.416666666666668,46
20.5,42
20.583333333333332,41
20.666666666666668,45
20.75,43
20.833333333333332,38
20.916666666666668,45
21,40
21.083333333333332,40
21.166666666666668,42
21.25,44
21.333333333333332,43
21.416666666666668,42
21.5,39
21.583333333333332,44
21.666666666666668,41
21.75,42
21.833333333333332,39
21.916666666666668,40
22,43
22.083333333333332,38
22.166666666666668,41
22.25,41
22.333333333333332,46
22.416666666666668,45
22.5,40
22.583333333333332,40
22.666666666666668,42
22.75,39
22.833333333333332,42
22.916666666666668,46
23,41
23.083333333333332,42
23.166666666666668,44
23.25,43
23.333333333333332,42
23.416666666666668,42
23.5,43
23.583333333333332,45
23.666666666666668,41
23.75,41
23.833333333333332,43
23.916666666666668,45
24,44
24.083333333333332,43
24.166666666666668,41
24.25,39
24.333333333333332,42
24.416666666666668,42
24.5,41
24.583333333333332,46
24.666666666666668,41
24.75,42
24.833333333333332,43
24.916666666666668,41
25,39
25.083333333333332,39
25.166666666666668,41
25.25,41
25.333333333333332,38
25.416666666666668,42
25.5,42
25.583333333333332,43
25.666666666666668,44
25.75,40
25.833333333333332,40
25.916666666666668,39
26,39
26.083333333333332,41
26.166666666666668,45
26.25,43
26.333333333333332,39
26.416666666666668,40
26.5,38
26.583333333333332,43
26.666666666666668,43
26.75,42
26.833333333333332,40
26.916666666666668,41
27,42
27.083333333333332,43
27.166666666666668,45
27.25,41
27.333333333333332,44
27.416666666666668,42
27.5,44
27.583333333333332,44
27.666666666666668,44
27.75,43
27.833333333333332,42
27.916666666666668,42
28,43
28.083333333333332,42
28.166666666666668,40
28.25,39
28.333333333333332,41
28.416666666666668,44
28.5,42
28.583333333333332,45
28.666666666666668,41
28.75,44
28.833333333333332,43
28.916666666666668,41
29,43
29.083333333333332,43
29.166666666666668,40
29.25,42
29.333333333333332,39
29.416666666666668,42
29.5,42
29.583333333333332,43
29.666666666666668,43
29.75,47
29.833333333333332,41
29.916666666666668,41
30,43
30.083333333333332,43
30.166666666666668,41
30.25,40
30.333333333333332,44
30.416666666666668,44
30.5,43
30.583333333333332,43
30.666666666666668,43
30.75,42
30.833333333333332,44
30.916666666666668,41
31,41
31.083333333333332,40
31.166666666666668,45
31.25,45
31.333333333333332,42
31.416666666666668,44
31.5,44
31.583333333333332,44
31.666666666666668,42
31.75,44
31.833333333333332,41
31.916666666666668,44
32,44
32.083333333333336,44
32.166666666666664,44
32.25,45
32.333333333333336,45
32.416666666666664,41
32.5,39
32.583333333333336,45
32.666666666666664,42
32.75,40
32.833333333333336,44
32.916666666666664,42
33,43
33.083333333333336,45
33.166666666666664,43
33.25,43
33.333333333333336,46
33.416666666666664,41
33.5,43
33.583333333333336,43
33.666666666666664,42
33.75,42
33.833333333333336,43
33.916666666666664,45
34,41
34.083333333333336,46
34.166666666666664,44
34.25,43
34.333333333333336,41
34.416666666666664,45
34.5,43
34.583333333333336,43
34.666666666666664,44
34.75,46
34.833333333333336,42
34.916666666666664,45
35,43
35.083333333333336,47
35.166666666666664,44
35.25,42
35.333333333333336,43
35.416666666666664,45
35.5,44
35.583333333333336,42
35.666666666666664,41
35.75,42
35.833333333333336,43
35.916666666666664,44
36,45
36.083333333333336,45
36.166666666666664,43
36.25,42
36.333333333333336,41
36.416666666666664,45
36.5,43
36.583333333333336,47
36.666666666666664,44
36.75,41
36.833333333333336,45
36.916666666666664,43
37,43
37.083333333333336,45
37.166666666666664,41
37.25,40
37.333333333333336,41
37.416666666666664,44
37.5,44
37.583333333333336,39
37.666666666666664,44
37.75,44
37.833333333333336,46
37.916666666666664,43
38,40
38.083333333333336,40
38.166666666666664,42
38.25,44
38.333333333333336,43
38.416666666666664,46
38.5,40
38.583333333333336,45
38.666666666666664,45
38.75,40
38.833333333333336,43
38.916666666666664,43
39,42
39.083333333333336,44
