"Hours since thread went live","Girls Band Cry - Episode 1 discussion"
0,1
0,1
0.08333333333333333,8
0.16666666666666666,9
0.25,15
0.3333333333333333,21
0.4166666666666667,27
0.5,33
0.5833333333333334,36
0.6666666666666666,41
0.75,47
0.8333333333333334,51
0.9166666666666666,57
1,61
1.0833333333333333,66
1.1666666666666667,74
1.25,78
1.3333333333333333,86
1.4166666666666667,95
1.5,109
1.5833333333333333,114
1.6666666666666667,118
1.75,127
1.8333333333333333,134
1.9166666666666667,143
2,142
2.0833333333333335,151
2.1666666666666665,151
2.25,153
2.3333333333333335,160
2.4166666666666665,160
2.5,166
2.5833333333333335,169
2.6666666666666665,179
2.75,179
2.8333333333333335,187
2.9166666666666665,188
3,193
3.0833333333333335,195
3.1666666666666665,201
3.25,207
3.3333333333333335,209
3.4166666666666665,211
3.5,218
3.5833333333333335,229
3.6666666666666665,234
3.75,231
3.8333333333333335,238
3.9166666666666665,243
4,249
4.083333333333333,249
4.166666666666667,255
4.25,255
4.333333333333333,259
4.416666666666667,263
4.5,270
4.583333333333333,269
4.666666666666667,272
4.75,282
4.833333333333333,282
4.916666666666667,284
5,286
5.083333333333333,283
5.166666666666667,289
5.25,286
5.333333333333333,300
5.416666666666667,301
5.5,303
5.583333333333333,304
5.666666666666667,312
5.75,319
5.833333333333333,321
5.916666666666667,320
6,325
6.083333333333333,324
6.166666666666667,317
6.25,320
6.333333333333333,320
6.416666666666667,332
6.5,335
6.583333333333333,337
6.666666666666667,336
6.75,334
6.833333333333333,343
6.916666666666667,345
7,344
7.083333333333333,345
7.166666666666667,348
7.25,353
7.333333333333333,354
7.416666666666667,353
7.5,357
7.583333333333333,361
7.666666666666667,358
7.75,362
7.833333333333333,360
7.916666666666667,365
8,365
8.083333333333334,366
8.166666666666666,369
8.25,373
8.333333333333334,370
8.416666666666666,375
8.5,377
8.583333333333334,377
8.666666666666666,379
8.75,379
8.833333333333334,378
8.916666666666666,381
9,377
9.083333333333334,387
9.166666666666666,387
9.25,383
9.333333333333334,388
9.416666666666666,392
9.5,392
9.583333333333334,393
9.666666666666666,390
9.75,399
9.833333333333334,401
9.916666666666666,403
10,410
10.083333333333334,413
10.166666666666666,408
10.25,410
10.333333333333334,410
10.416666666666666,407
10.5,412
10.583333333333334,416
10.666666666666666,417
10.75,415
10.833333333333334,425
10.916666666666666,424
11,428
11.083333333333334,420
11.166666666666666,420
11.25,428
11.333333333333334,429
11.416666666666666,427
11.5,431
11.583333333333334,430
11.666666666666666,434
11.75,433
11.833333333333334,441
11.916666666666666,444
12,438
12.083333333333334,435
12.166666666666666,438
12.25,446
12.333333333333334,444
12.416666666666666,443
12.5,443
12.583333333333334,448
12.666666666666666,456
12.75,457
12.833333333333334,452
12.916666666666666,452
13,465
13.083333333333334,464
13.166666666666666,467
13.25,461
13.333333333333334,468
13.416666666666666,473
13.5,476
13.583333333333334,470
13.666666666666666,471
13.75,470
13.833333333333334,473
13.916666666666666,473
14,476
14.083333333333334,477
14.166666666666666,479
14.25,487
14.333333333333334,482
14.416666666666666,485
14.5,485
14.583333333333334,489
14.666666666666666,487
14.75,486
14.833333333333334,491
14.916666666666666,487
15,495
15.083333333333334,491
15.166666666666666,493
15.25,497
15.333333333333334,496
15.416666666666666,496
15.5,494
15.583333333333334,501
15.666666666666666,500
15.75,500
15.833333333333334,499
15.916666666666666,508
16,506
16.083333333333332,505
16.166666666666668,501
16.25,509
16.333333333333332,511
16.416666666666668,504
16.5,510
16.583333333333332,511
16.666666666666668,516
16.75,508
16.833333333333332,510
16.916666666666668,513
17,514
17.083333333333332,506
17.166666666666668,515
17.25,515
17.333333333333332,506
17.416666666666668,510
17.5,518
17.583333333333332,515
17.666666666666668,511
17.75,515
17.833333333333332,521
17.916666666666668,518
18,514
18.083333333333332,527
18.166666666666668,527
18.25,518
18.333333333333332,525
18.416666666666668,524
18.5,531
18.583333333333332,530
18.666666666666668,532
18.75,529
18.833333333333332,526
18.916666666666668,529
19,529
19.083333333333332,529
19.166666666666668,531
19.25,527
19.333333333333332,532
19.416666666666668,529
19.5,532
19.583333333333332,531
19.666666666666668,532
19.75,532
19.833333333333332,535
19.916666666666668,537
20,534
20.083333333333332,539
20.166666666666668,538
20.25,531
20.333333333333332,540
20.416666666666668,541
20.5,531
20.583333333333332,537
20.666666666666668,537
20.75,537
20.833333333333332,538
20.916666666666668,539
21,541
21.083333333333332,545
21.166666666666668,540
21.25,545
21.333333333333332,547
21.416666666666668,546
21.5,546
21.583333333333332,546
21.666666666666668,549
21.75,548
21.833333333333332,546
21.916666666666668,549
22,558
22.083333333333332,557
22.166666666666668,549
22.25,554
22.333333333333332,552
22.416666666666668,557
22.5,561
22.583333333333332,561
22.666666666666668,559
22.75,562
22.833333333333332,553
22.916666666666668,560
23,560
23.083333333333332,562
23.166666666666668,563
23.25,564
23.333333333333332,566
23.416666666666668,559
23.5,561
23.583333333333332,560
23.666666666666668,568
23.75,563
23.833333333333332,566
23.916666666666668,567
24,569
24.083333333333332,566
24.166666666666668,567
24.25,570
24.333333333333332,572
24.416666666666668,569
24.5,574
24.583333333333332,575
24.666666666666668,572
24.75,575
24.833333333333332,575
24.916666666666668,579
25,580
25.083333333333332,581
25.166666666666668,571
25.25,576
25.333333333333332,576
25.416666666666668,578
25.5,577
25.583333333333332,573
25.666666666666668,576
25.75,579
25.833333333333332,577
25.916666666666668,577
26,577
26.083333333333332,581
26.166666666666668,583
26.25,577
26.333333333333332,577
26.416666666666668,579
26.5,581
26.583333333333332,581
26.666666666666668,583
26.75,582
26.833333333333332,587
26.916666666666668,582
27,585
27.083333333333332,585
27.166666666666668,588
27.25,582
27.333333333333332,587
27.416666666666668,592
27.5,582
27.583333333333332,595
27.666666666666668,588
27.75,594
27.833333333333332,592
27.916666666666668,589
28,591
28.083333333333332,590
28.166666666666668,595
28.25,597
28.333333333333332,594
28.416666666666668,603
28.5,599
28.583333333333332,593
28.666666666666668,598
28.75,597
28.833333333333332,598
28.916666666666668,599
29,603
29.083333333333332,597
29.166666666666668,603
29.25,599
29.333333333333332,598
29.416666666666668,603
29.5,601
29.583333333333332,600
29.666666666666668,602
29.75,604
29.833333333333332,600
29.916666666666668,599
30,602
30.083333333333332,595
30.166666666666668,597
30.25,598
30.333333333333332,600
30.416666666666668,596
30.5,604
30.583333333333332,598
30.666666666666668,601
30.75,607
30.833333333333332,597
30.916666666666668,598
31,599
31.083333333333332,604
31.166666666666668,600
31.25,604
31.333333333333332,604
31.416666666666668,609
31.5,609
31.583333333333332,601
31.666666666666668,603
31.75,603
31.833333333333332,606
31.916666666666668,607
32,603
32.083333333333336,605
32.166666666666664,601
32.25,599
32.333333333333336,611
32.416666666666664,608
32.5,609
32.583333333333336,610
32.666666666666664,604
32.75,605
32.833333333333336,611
32.916666666666664,609
33,613
33.083333333333336,609
33.166666666666664,609
33.25,605
33.333333333333336,606
33.416666666666664,605
33.5,606
33.583333333333336,608
33.666666666666664,610
33.75,610
33.833333333333336,608
33.916666666666664,611
34,614
34.083333333333336,617
34.166666666666664,608
34.25,613
34.333333333333336,610
34.416666666666664,613
34.5,612
34.583333333333336,611
34.666666666666664,611
34.75,614
34.833333333333336,610
34.916666666666664,609
35,616
35.083333333333336,609
35.166666666666664,620
35.25,617
35.333333333333336,621
35.416666666666664,613
35.5,617
35.583333333333336,622
35.666666666666664,616
35.75,619
35.833333333333336,623
35.916666666666664,622
36,627
36.083333333333336,622
36.166666666666664,625
36.25,620
36.333333333333336,623
36.416666666666664,616
36.5,623
36.583333333333336,624
36.666666666666664,619
36.75,622
36.833333333333336,624
36.916666666666664,617
37,622
37.083333333333336,620
37.166666666666664,624
37.25,624
37.333333333333336,621
37.416666666666664,620
37.5,624
37.583333333333336,629
37.666666666666664,624
37.75,624
37.833333333333336,629
37.916666666666664,626
38,621
38.083333333333336,629
38.166666666666664,628
38.25,623
38.333333333333336,627
38.416666666666664,630
38.5,626
38.583333333333336,627
38.666666666666664,625
38.75,629
38.833333333333336,628
38.916666666666664,624
39,629
39.083333333333336,628
