"Hours since thread went live","Girls Band Cry - Episode 1 discussion"
39.166666666666664,629
39.25,629
39.333333333333336,625
39.416666666666664,627
39.5,630
39.583333333333336,625
39.666666666666664,630
39.75,628
39.833333333333336,631
39.916666666666664,631
40,629
40.083333333333336,631
40.166666666666664,629
40.25,635
40.333333333333336,627
40.416666666666664,632
40.5,629
40.583333333333336,635
40.666666666666664,627
40.75,632
40.833333333333336,631
40.916666666666664,631
41,628
41.083333333333336,625
41.166666666666664,636
41.25,632
41.333333333333336,632
41.416666666666664,637
41.5,627
41.583333333333336,633
41.666666666666664,630
41.75,629
41.833333333333336,633
41.916666666666664,631
42,631
42.083333333333336,636
42.166666666666664,629
42.25,630
42.333333333333336,625
42.416666666666664,633
42.5,633
42.583333333333336,629
42.666666666666664,627
42.75,631
42.833333333333336,628
42.916666666666664,635
43,628
43.083333333333336,634
43.166666666666664,632
43.25,626
43.333333333333336,625
43.416666666666664,631
43.5,637
43.583333333333336,632
43.666666666666664,628
43.75,630
43.833333333333336,627
43.916666666666664,631
44,632
44.083333333333336,631
44.166666666666664,632
44.25,630
44.333333333333336,636
44.416666666666664,638
44.5,637
44.583333333333336,635
44.666666666666664,631
44.75,635
44.833333333333336,638
44.916666666666664,631
45,634
45.083333333333336,629
45.166666666666664,633
45.25,635
45.333333333333336,634
45.416666666666664,635
45.5,632
45.583333333333336,630
45.666666666666664,632
45.75,635
45.833333333333336,636
45.916666666666664,632
46,631
46.083333333333336,632
46.166666666666664,632
46.25,631
46.333333333333336,632
46.416666666666664,629
46.5,634
46.583333333333336,629
46.666666666666664,629
46.75,634
46.833333333333336,639
46.916666666666664,629
47,634
47.083333333333336,639
47.166666666666664,634
47.25,630
47.333333333333336,636
47.416666666666664,641
47.5,635
47.583333333333336,633
47.666666666666664,633
47.75,633
47.833333333333336,638
47.916666666666664,638
