"Hours since thread went live","Highspeed Étoile - Episode 7 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,0
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,3
0.6666666666666666,3
0.75,4
0.8333333333333334,4
0.9166666666666666,4
1,5
1.0833333333333333,7
1.1666666666666667,8
1.25,9
1.3333333333333333,9
1.4166666666666667,8
1.5,12
1.5833333333333333,11
1.6666666666666667,11
1.75,11
1.8333333333333333,11
1.9166666666666667,13
2,11
2.0833333333333335,13
2.1666666666666665,11
2.25,14
2.3333333333333335,13
2.4166666666666665,13
2.5,14
2.5833333333333335,14
2.6666666666666665,13
2.75,13
2.8333333333333335,13
2.9166666666666665,15
3,14
3.0833333333333335,14
3.1666666666666665,13
3.25,14
3.3333333333333335,12
3.4166666666666665,12
3.5,13
3.5833333333333335,14
3.6666666666666665,14
3.75,15
3.8333333333333335,15
3.9166666666666665,15
4,16
4.083333333333333,15
4.166666666666667,15
4.25,16
4.333333333333333,15
4.416666666666667,15
4.5,16
4.583333333333333,17
4.666666666666667,17
4.75,17
4.833333333333333,17
4.916666666666667,18
5,16
5.083333333333333,18
5.166666666666667,17
5.25,17
5.333333333333333,17
5.416666666666667,17
5.5,16
5.583333333333333,16
5.666666666666667,17
5.75,17
5.833333333333333,18
5.916666666666667,17
6,19
6.083333333333333,19
6.166666666666667,19
6.25,18
6.333333333333333,20
6.416666666666667,19
6.5,20
6.583333333333333,19
6.666666666666667,20
6.75,19
6.833333333333333,19
6.916666666666667,20
7,20
7.083333333333333,18
7.166666666666667,19
7.25,20
7.333333333333333,20
7.416666666666667,19
7.5,20
7.583333333333333,21
7.666666666666667,21
7.75,21
7.833333333333333,20
7.916666666666667,21
8,22
8.083333333333334,21
8.166666666666666,21
8.25,21
8.333333333333334,21
8.416666666666666,21
8.5,21
8.583333333333334,22
8.666666666666666,21
8.75,20
8.833333333333334,21
8.916666666666666,20
9,21
9.083333333333334,20
9.166666666666666,22
9.25,23
9.333333333333334,22
9.416666666666666,22
9.5,22
9.583333333333334,23
9.666666666666666,23
9.75,24
9.833333333333334,23
9.916666666666666,23
10,23
10.083333333333334,22
10.166666666666666,24
10.25,25
10.333333333333334,25
10.416666666666666,24
10.5,24
10.583333333333334,24
10.666666666666666,23
10.75,25
10.833333333333334,25
10.916666666666666,23
11,24
11.083333333333334,25
11.166666666666666,24
11.25,24
11.333333333333334,25
11.416666666666666,25
11.5,25
11.583333333333334,26
11.666666666666666,25
11.75,25
11.833333333333334,26
11.916666666666666,26
12,26
12.083333333333334,25
12.166666666666666,27
12.25,27
12.333333333333334,27
12.416666666666666,26
12.5,25
12.583333333333334,28
12.666666666666666,26
12.75,30
12.833333333333334,30
12.916666666666666,30
13,31
13.083333333333334,33
13.166666666666666,32
13.25,29
13.333333333333334,29
13.416666666666666,29
13.5,30
13.583333333333334,30
13.666666666666666,31
13.75,34
13.833333333333334,34
13.916666666666666,33
14,27
14.083333333333334,32
14.166666666666666,32
14.25,33
14.333333333333334,34
14.416666666666666,27
14.5,27
14.583333333333334,32
14.666666666666666,32
14.75,30
14.833333333333334,28
14.916666666666666,32
15,31
15.083333333333334,30
15.166666666666666,35
15.25,32
15.333333333333334,34
15.416666666666666,27
15.5,31
15.583333333333334,32
15.666666666666666,33
15.75,34
15.833333333333334,29
15.916666666666666,32
16,31
16.083333333333332,31
16.166666666666668,34
16.25,32
16.333333333333332,34
16.416666666666668,30
16.5,34
16.583333333333332,35
16.666666666666668,32
16.75,29
16.833333333333332,31
16.916666666666668,31
17,33
17.083333333333332,34
17.166666666666668,36
17.25,34
17.333333333333332,31
17.416666666666668,35
17.5,31
17.583333333333332,35
17.666666666666668,32
17.75,33
17.833333333333332,33
17.916666666666668,31
18,31
18.083333333333332,34
18.166666666666668,33
18.25,33
18.333333333333332,33
18.416666666666668,32
18.5,32
18.583333333333332,34
18.666666666666668,33
18.75,30
18.833333333333332,33
18.916666666666668,30
19,31
19.083333333333332,31
19.166666666666668,34
19.25,34
19.333333333333332,32
19.416666666666668,36
19.5,36
19.583333333333332,32
19.666666666666668,38
19.75,30
19.833333333333332,32
19.916666666666668,37
20,32
20.083333333333332,35
20.166666666666668,32
20.25,35
20.333333333333332,36
20.416666666666668,33
20.5,35
20.583333333333332,36
20.666666666666668,36
20.75,31
20.833333333333332,36
20.916666666666668,35
21,37
21.083333333333332,34
21.166666666666668,33
21.25,36
21.333333333333332,31
21.416666666666668,34
21.5,33
21.583333333333332,34
21.666666666666668,32
21.75,32
21.833333333333332,34
21.916666666666668,33
22,38
22.083333333333332,36
22.166666666666668,38
22.25,36
22.333333333333332,31
22.416666666666668,38
22.5,34
22.583333333333332,36
22.666666666666668,32
22.75,38
22.833333333333332,37
22.916666666666668,35
23,39
23.083333333333332,38
23.166666666666668,36
23.25,32
23.333333333333332,31
23.416666666666668,32
23.5,36
23.583333333333332,37
23.666666666666668,34
23.75,37
23.833333333333332,33
23.916666666666668,36
24,38
24.083333333333332,34
24.166666666666668,34
24.25,33
24.333333333333332,32
24.416666666666668,31
24.5,36
24.583333333333332,37
24.666666666666668,36
24.75,38
24.833333333333332,31
24.916666666666668,32
25,38
25.083333333333332,35
25.166666666666668,34
25.25,35
25.333333333333332,36
25.416666666666668,33
25.5,37
25.583333333333332,33
25.666666666666668,33
25.75,35
25.833333333333332,32
25.916666666666668,34
26,35
26.083333333333332,35
26.166666666666668,36
26.25,34
26.333333333333332,38
26.416666666666668,35
26.5,37
26.583333333333332,35
26.666666666666668,35
26.75,34
26.833333333333332,36
26.916666666666668,34
27,32
27.083333333333332,35
27.166666666666668,36
27.25,37
27.333333333333332,33
27.416666666666668,37
27.5,34
27.583333333333332,34
27.666666666666668,35
27.75,34
27.833333333333332,37
27.916666666666668,32
28,34
28.083333333333332,37
28.166666666666668,37
28.25,37
28.333333333333332,37
28.416666666666668,36
28.5,33
28.583333333333332,35
28.666666666666668,36
28.75,33
28.833333333333332,38
28.916666666666668,38
29,37
29.083333333333332,40
29.166666666666668,33
29.25,35
29.333333333333332,39
29.416666666666668,34
29.5,35
29.583333333333332,36
29.666666666666668,41
29.75,37
29.833333333333332,39
29.916666666666668,39
30,38
30.083333333333332,39
30.166666666666668,38
30.25,40
30.333333333333332,39
30.416666666666668,35
30.5,37
30.583333333333332,36
30.666666666666668,35
30.75,37
30.833333333333332,41
30.916666666666668,36
31,35
31.083333333333332,40
31.166666666666668,36
31.25,39
31.333333333333332,40
31.416666666666668,36
31.5,36
31.583333333333332,39
31.666666666666668,41
31.75,40
31.833333333333332,36
31.916666666666668,38
32,39
32.083333333333336,38
32.166666666666664,40
32.25,37
32.333333333333336,35
32.416666666666664,40
32.5,36
32.583333333333336,41
32.666666666666664,36
32.75,40
32.833333333333336,37
32.916666666666664,39
33,37
33.083333333333336,38
33.166666666666664,38
33.25,38
33.333333333333336,41
33.416666666666664,40
33.5,39
33.583333333333336,38
33.666666666666664,38
33.75,37
33.833333333333336,39
33.916666666666664,35
34,41
34.083333333333336,36
34.166666666666664,42
34.25,37
34.333333333333336,41
34.416666666666664,36
34.5,37
34.583333333333336,37
34.666666666666664,37
34.75,39
34.833333333333336,40
34.916666666666664,40
35,39
35.083333333333336,41
35.166666666666664,37
35.25,38
35.333333333333336,39
35.416666666666664,38
35.5,42
