"Hours since thread went live","One Piece - Episode 1106 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,2
0.5833333333333334,3
0.6666666666666666,3
0.75,4
0.8333333333333334,4
0.9166666666666666,4
1,4
1.0833333333333333,3
1.1666666666666667,6
1.25,8
1.3333333333333333,11
1.4166666666666667,10
1.5,11
1.5833333333333333,11
1.6666666666666667,9
1.75,11
1.8333333333333333,11
1.9166666666666667,11
2,10
2.0833333333333335,12
2.1666666666666665,11
2.25,12
2.3333333333333335,12
2.4166666666666665,15
2.5,13
2.5833333333333335,13
2.6666666666666665,13
2.75,13
2.8333333333333335,13
2.9166666666666665,15
3,16
3.0833333333333335,17
3.1666666666666665,16
3.25,16
3.3333333333333335,19
3.4166666666666665,20
3.5,20
3.5833333333333335,20
3.6666666666666665,21
3.75,23
3.8333333333333335,25
3.9166666666666665,23
4,23
4.083333333333333,26
4.166666666666667,25
4.25,25
4.333333333333333,24
4.416666666666667,24
4.5,27
4.583333333333333,24
4.666666666666667,24
4.75,30
4.833333333333333,27
4.916666666666667,28
5,29
5.083333333333333,27
5.166666666666667,27
5.25,26
5.333333333333333,31
5.416666666666667,26
5.5,29
5.583333333333333,28
5.666666666666667,29
5.75,29
5.833333333333333,23
5.916666666666667,26
6,26
6.083333333333333,27
6.166666666666667,28
6.25,24
6.333333333333333,27
6.416666666666667,25
6.5,29
6.583333333333333,29
6.666666666666667,31
6.75,24
6.833333333333333,28
6.916666666666667,31
7,28
7.083333333333333,29
7.166666666666667,26
7.25,28
7.333333333333333,30
7.416666666666667,26
7.5,31
7.583333333333333,32
7.666666666666667,31
7.75,32
7.833333333333333,32
7.916666666666667,33
8,31
8.083333333333334,29
8.166666666666666,31
8.25,35
8.333333333333334,34
8.416666666666666,32
8.5,33
8.583333333333334,33
8.666666666666666,36
8.75,31
8.833333333333334,35
8.916666666666666,34
9,32
9.083333333333334,34
9.166666666666666,36
9.25,31
9.333333333333334,34
9.416666666666666,33
9.5,33
9.583333333333334,34
9.666666666666666,32
9.75,40
9.833333333333334,33
9.916666666666666,34
10,37
10.083333333333334,34
10.166666666666666,37
10.25,42
10.333333333333334,39
10.416666666666666,38
10.5,40
10.583333333333334,41
10.666666666666666,44
10.75,43
10.833333333333334,42
10.916666666666666,42
11,43
11.083333333333334,43
11.166666666666666,41
11.25,45
11.333333333333334,43
11.416666666666666,41
11.5,43
11.583333333333334,43
11.666666666666666,46
11.75,47
11.833333333333334,41
11.916666666666666,46
12,49
12.083333333333334,43
12.166666666666666,43
12.25,48
12.333333333333334,43
12.416666666666666,46
12.5,50
12.583333333333334,45
12.666666666666666,48
12.75,43
12.833333333333334,44
12.916666666666666,47
13,48
13.083333333333334,50
13.166666666666666,50
13.25,49
13.333333333333334,49
13.416666666666666,54
13.5,51
13.583333333333334,52
13.666666666666666,53
13.75,51
13.833333333333334,54
13.916666666666666,49
14,52
14.083333333333334,50
14.166666666666666,53
14.25,50
14.333333333333334,54
14.416666666666666,57
14.5,55
14.583333333333334,52
14.666666666666666,54
14.75,50
14.833333333333334,54
14.916666666666666,51
15,52
15.083333333333334,52
15.166666666666666,55
15.25,53
15.333333333333334,55
15.416666666666666,56
15.5,52
15.583333333333334,55
15.666666666666666,53
15.75,57
15.833333333333334,56
15.916666666666666,54
16,58
16.083333333333332,58
16.166666666666668,55
16.25,59
16.333333333333332,56
16.416666666666668,59
16.5,54
16.583333333333332,58
16.666666666666668,59
16.75,59
16.833333333333332,59
16.916666666666668,56
17,55
17.083333333333332,62
17.166666666666668,59
17.25,58
17.333333333333332,58
17.416666666666668,62
17.5,64
17.583333333333332,63
17.666666666666668,63
17.75,61
17.833333333333332,67
17.916666666666668,61
18,61
18.083333333333332,65
18.166666666666668,64
18.25,64
18.333333333333332,64
18.416666666666668,62
18.5,62
18.583333333333332,67
18.666666666666668,65
18.75,67
18.833333333333332,65
18.916666666666668,65
19,68
19.083333333333332,63
19.166666666666668,65
19.25,66
19.333333333333332,68
19.416666666666668,65
19.5,68
19.583333333333332,67
19.666666666666668,66
19.75,68
19.833333333333332,64
19.916666666666668,65
20,66
20.083333333333332,65
20.166666666666668,69
20.25,69
20.333333333333332,65
20.416666666666668,70
20.5,67
20.583333333333332,68
20.666666666666668,65
20.75,67
20.833333333333332,67
20.916666666666668,68
21,65
21.083333333333332,69
21.166666666666668,72
21.25,67
21.333333333333332,67
21.416666666666668,67
21.5,67
21.583333333333332,68
21.666666666666668,68
21.75,71
21.833333333333332,65
21.916666666666668,65
22,64
22.083333333333332,71
22.166666666666668,66
22.25,65
22.333333333333332,70
22.416666666666668,66
22.5,66
22.583333333333332,66
22.666666666666668,68
22.75,68
22.833333333333332,68
22.916666666666668,67
23,66
23.083333333333332,69
23.166666666666668,66
23.25,70
23.333333333333332,67
23.416666666666668,65
23.5,71
23.583333333333332,70
23.666666666666668,66
23.75,68
23.833333333333332,67
23.916666666666668,66
24,70
24.083333333333332,69
24.166666666666668,69
24.25,69
24.333333333333332,69
24.416666666666668,71
24.5,66
24.583333333333332,69
24.666666666666668,71
24.75,65
24.833333333333332,71
24.916666666666668,69
25,71
25.083333333333332,69
25.166666666666668,72
25.25,69
25.333333333333332,73
25.416666666666668,73
25.5,71
25.583333333333332,67
25.666666666666668,73
25.75,75
25.833333333333332,75
25.916666666666668,72
26,70
26.083333333333332,75
26.166666666666668,71
26.25,74
26.333333333333332,71
26.416666666666668,70
26.5,75
26.583333333333332,69
26.666666666666668,74
26.75,71
26.833333333333332,74
26.916666666666668,73
27,70
27.083333333333332,70
27.166666666666668,72
27.25,74
27.333333333333332,72
27.416666666666668,74
27.5,75
27.583333333333332,76
27.666666666666668,75
27.75,75
27.833333333333332,75
27.916666666666668,78
28,74
28.083333333333332,74
28.166666666666668,73
28.25,71
28.333333333333332,76
28.416666666666668,77
28.5,74
28.583333333333332,77
28.666666666666668,72
28.75,75
28.833333333333332,77
28.916666666666668,77
29,73
29.083333333333332,76
29.166666666666668,77
29.25,77
29.333333333333332,76
29.416666666666668,79
29.5,78
29.583333333333332,75
29.666666666666668,75
29.75,76
29.833333333333332,74
29.916666666666668,74
30,79
30.083333333333332,74
30.166666666666668,79
30.25,76
30.333333333333332,77
30.416666666666668,74
30.5,78
30.583333333333332,79
30.666666666666668,78
30.75,76
30.833333333333332,76
30.916666666666668,77
31,77
31.083333333333332,77
31.166666666666668,78
31.25,74
31.333333333333332,81
31.416666666666668,81
31.5,81
31.583333333333332,77
31.666666666666668,82
31.75,79
31.833333333333332,82
31.916666666666668,75
32,78
32.083333333333336,77
32.166666666666664,77
32.25,77
32.333333333333336,79
32.416666666666664,80
32.5,75
32.583333333333336,75
32.666666666666664,79
32.75,76
32.833333333333336,80
32.916666666666664,77
33,76
33.083333333333336,77
33.166666666666664,80
33.25,77
33.333333333333336,80
33.416666666666664,80
33.5,75
33.583333333333336,77
33.666666666666664,79
33.75,77
33.833333333333336,76
33.916666666666664,79
34,77
34.083333333333336,78
34.166666666666664,82
34.25,78
34.333333333333336,77
34.416666666666664,77
34.5,81
34.583333333333336,75
34.666666666666664,76
34.75,77
34.833333333333336,82
34.916666666666664,80
35,80
35.083333333333336,76
35.166666666666664,77
35.25,80
35.333333333333336,81
35.416666666666664,81
35.5,78
35.583333333333336,76
