"Hours since thread went live","Yuru Camp△ Season 3 • Laid-Back Camp Season 3 - Episode 4 discussion"
0,4
0.08333333333333333,13
0.16666666666666666,17
0.25,24
0.3333333333333333,29
0.4166666666666667,37
0.5,45
0.5833333333333334,52
0.6666666666666666,60
0.75,65
0.8333333333333334,73
0.9166666666666666,83
1,87
1.0833333333333333,90
1.1666666666666667,99
1.25,112
1.3333333333333333,115
1.4166666666666667,122
1.5,127
1.5833333333333333,136
2.3333333333333335,146
2.4166666666666665,159
2.5,172
2.5833333333333335,175
2.6666666666666665,178
2.75,187
2.8333333333333335,190
2.9166666666666665,199
3,208
3.0833333333333335,209
3.1666666666666665,211
3.25,223
3.3333333333333335,226
3.4166666666666665,236
3.5,246
3.5833333333333335,248
3.6666666666666665,255
3.75,258
3.8333333333333335,266
3.9166666666666665,267
4,274
4.083333333333333,278
4.166666666666667,280
4.25,284
4.333333333333333,284
4.416666666666667,286
4.5,291
4.583333333333333,294
4.666666666666667,303
4.75,303
4.833333333333333,307
4.916666666666667,308
5,308
5.083333333333333,313
5.166666666666667,310
5.25,319
5.333333333333333,321
5.416666666666667,322
5.5,323
5.583333333333333,332
5.666666666666667,335
5.75,338
5.833333333333333,345
5.916666666666667,346
6,354
6.083333333333333,359
6.166666666666667,366
6.25,363
6.333333333333333,364
6.416666666666667,368
6.5,367
6.583333333333333,372
6.666666666666667,371
6.75,370
6.833333333333333,375
6.916666666666667,381
7,378
7.083333333333333,382
7.166666666666667,385
7.25,388
7.333333333333333,384
7.416666666666667,391
7.5,394
7.583333333333333,389
7.666666666666667,394
7.75,400
7.833333333333333,410
7.916666666666667,410
8,416
8.083333333333334,419
8.166666666666666,415
8.25,413
8.333333333333334,414
8.416666666666666,422
8.5,426
8.583333333333334,424
8.666666666666666,429
8.75,430
8.833333333333334,432
8.916666666666666,436
9,435
9.083333333333334,440
9.166666666666666,441
9.25,447
9.333333333333334,439
9.416666666666666,448
9.5,449
9.583333333333334,456
9.666666666666666,465
9.75,466
9.833333333333334,477
9.916666666666666,473
10,476
10.083333333333334,474
10.166666666666666,479
10.25,482
10.333333333333334,485
10.416666666666666,483
10.5,492
10.583333333333334,490
10.666666666666666,487
10.75,492
10.833333333333334,489
10.916666666666666,491
11,491
11.083333333333334,498
11.166666666666666,502
11.25,505
11.333333333333334,503
11.416666666666666,509
11.5,512
11.583333333333334,514
11.666666666666666,521
11.75,519
11.833333333333334,522
11.916666666666666,526
12,532
12.083333333333334,530
12.166666666666666,529
12.25,532
12.333333333333334,534
12.416666666666666,537
12.5,533
12.583333333333334,536
12.666666666666666,539
12.75,542
12.833333333333334,541
12.916666666666666,543
13,549
13.083333333333334,549
13.166666666666666,549
13.25,557
13.333333333333334,555
13.416666666666666,556
13.5,556
13.583333333333334,564
13.666666666666666,569
13.75,564
13.833333333333334,566
13.916666666666666,560
14,567
14.083333333333334,565
14.166666666666666,575
14.25,574
14.333333333333334,576
14.416666666666666,577
14.5,583
14.583333333333334,582
14.666666666666666,582
14.75,585
14.833333333333334,588
14.916666666666666,588
15,593
15.083333333333334,590
15.166666666666666,591
15.25,590
15.333333333333334,602
15.416666666666666,601
15.5,600
15.583333333333334,603
15.666666666666666,599
15.75,598
15.833333333333334,605
15.916666666666666,603
16,608
16.083333333333332,608
16.166666666666668,605
16.25,604
16.333333333333332,608
16.416666666666668,607
16.5,609
16.583333333333332,610
16.666666666666668,612
16.75,618
16.833333333333332,611
16.916666666666668,613
17,618
17.083333333333332,622
17.166666666666668,619
17.25,620
17.333333333333332,619
17.416666666666668,627
17.5,626
17.583333333333332,624
17.666666666666668,625
17.75,628
17.833333333333332,627
17.916666666666668,629
18,628
18.083333333333332,629
18.166666666666668,630
18.25,630
18.333333333333332,634
18.416666666666668,640
18.5,635
18.583333333333332,632
18.666666666666668,634
18.75,643
18.833333333333332,640
18.916666666666668,635
19,638
19.083333333333332,639
19.166666666666668,639
19.25,644
19.333333333333332,639
19.416666666666668,646
19.5,648
19.583333333333332,650
19.666666666666668,653
19.75,652
19.833333333333332,652
19.916666666666668,656
20,655
20.083333333333332,653
20.166666666666668,653
20.25,651
20.333333333333332,653
20.416666666666668,657
20.5,660
20.583333333333332,659
20.666666666666668,654
20.75,660
20.833333333333332,662
20.916666666666668,656
21,659
21.083333333333332,665
21.166666666666668,665
21.25,660
21.333333333333332,665
21.416666666666668,660
21.5,659
21.583333333333332,665
21.666666666666668,665
21.75,665
21.833333333333332,673
21.916666666666668,670
22,669
22.083333333333332,667
22.166666666666668,672
22.25,671
22.333333333333332,677
22.416666666666668,672
22.5,670
22.583333333333332,673
22.666666666666668,682
22.75,678
22.833333333333332,680
22.916666666666668,680
23,674
