"Hours since thread went live","Astro Note - Episode 1 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,9
0.4166666666666667,9
0.5,12
0.5833333333333334,20
0.6666666666666666,24
0.75,29
0.8333333333333334,28
0.9166666666666666,28
1,31
1.0833333333333333,32
1.1666666666666667,34
1.25,37
1.3333333333333333,42
1.4166666666666667,42
1.5,46
1.5833333333333333,47
1.6666666666666667,49
1.75,53
1.8333333333333333,57
1.9166666666666667,59
2,61
2.0833333333333335,62
2.1666666666666665,70
2.25,68
2.3333333333333335,75
2.4166666666666665,78
2.5,80
2.5833333333333335,86
2.6666666666666665,84
2.75,87
2.8333333333333335,92
2.9166666666666665,95
3,92
3.0833333333333335,94
3.1666666666666665,100
3.25,100
3.3333333333333335,108
3.4166666666666665,111
3.5,112
3.5833333333333335,117
3.6666666666666665,115
3.75,116
3.8333333333333335,115
3.9166666666666665,117
4,121
4.083333333333333,124
4.166666666666667,122
4.25,128
4.333333333333333,123
4.416666666666667,131
4.5,132
4.583333333333333,137
4.666666666666667,139
4.75,140
4.833333333333333,140
4.916666666666667,139
5,142
5.083333333333333,142
5.166666666666667,146
5.25,150
5.333333333333333,147
5.416666666666667,145
5.5,148
5.583333333333333,149
5.666666666666667,147
5.75,150
5.833333333333333,152
5.916666666666667,155
6,158
6.083333333333333,158
6.166666666666667,161
6.25,160
6.333333333333333,156
6.416666666666667,165
6.5,161
6.583333333333333,164
6.666666666666667,163
6.75,165
6.833333333333333,167
6.916666666666667,165
7,167
7.083333333333333,168
7.166666666666667,171
7.25,172
7.333333333333333,173
7.416666666666667,173
7.5,177
7.583333333333333,173
7.666666666666667,180
7.75,177
7.833333333333333,183
7.916666666666667,179
8,181
8.083333333333334,184
8.166666666666666,185
8.25,191
8.333333333333334,189
8.416666666666666,186
8.5,194
8.583333333333334,196
8.666666666666666,192
8.75,196
8.833333333333334,201
8.916666666666666,197
9,203
9.083333333333334,200
9.166666666666666,204
9.25,202
9.333333333333334,202
9.416666666666666,206
9.5,203
9.583333333333334,211
9.666666666666666,212
9.75,206
9.833333333333334,208
9.916666666666666,212
10,209
10.083333333333334,213
10.166666666666666,212
10.25,213
10.333333333333334,213
10.416666666666666,211
10.5,213
10.583333333333334,214
10.666666666666666,216
10.75,218
10.833333333333334,215
10.916666666666666,217
11,217
11.083333333333334,219
11.166666666666666,223
11.25,226
11.333333333333334,227
11.416666666666666,225
11.5,226
11.583333333333334,224
11.666666666666666,228
11.75,228
11.833333333333334,226
11.916666666666666,227
12,226
12.083333333333334,227
12.166666666666666,227
12.25,228
12.333333333333334,230
12.416666666666666,226
12.5,233
12.583333333333334,231
12.666666666666666,231
12.75,230
12.833333333333334,235
12.916666666666666,234
13,236
13.083333333333334,231
13.166666666666666,236
13.25,237
13.333333333333334,235
13.416666666666666,238
13.5,236
13.583333333333334,236
13.666666666666666,239
13.75,239
13.833333333333334,242
13.916666666666666,243
14,241
14.083333333333334,240
14.166666666666666,243
14.25,243
14.333333333333334,243
14.416666666666666,244
14.5,245
14.583333333333334,246
14.666666666666666,243
14.75,241
14.833333333333334,241
14.916666666666666,244
15,247
15.083333333333334,244
15.166666666666666,243
15.25,244
15.333333333333334,243
15.416666666666666,242
15.5,244
15.583333333333334,245
15.666666666666666,242
15.75,243
15.833333333333334,245
15.916666666666666,245
16,251
16.083333333333332,251
16.166666666666668,247
16.25,252
16.333333333333332,251
16.416666666666668,251
16.5,251
16.583333333333332,252
16.666666666666668,249
16.75,248
16.833333333333332,251
16.916666666666668,252
17,250
17.083333333333332,251
17.166666666666668,249
17.25,252
17.333333333333332,252
17.416666666666668,250
17.5,249
17.583333333333332,254
17.666666666666668,253
17.75,252
17.833333333333332,251
17.916666666666668,253
18,250
18.083333333333332,251
18.166666666666668,251
18.25,256
18.333333333333332,254
18.416666666666668,250
18.5,253
18.583333333333332,252
18.666666666666668,254
18.75,257
18.833333333333332,255
18.916666666666668,252
19,250
19.083333333333332,253
19.166666666666668,254
19.25,253
19.333333333333332,254
19.416666666666668,258
19.5,255
19.583333333333332,253
19.666666666666668,256
19.75,253
19.833333333333332,253
19.916666666666668,254
20,257
20.083333333333332,256
20.166666666666668,259
20.25,254
20.333333333333332,254
20.416666666666668,256
20.5,256
20.583333333333332,256
20.666666666666668,256
20.75,255
20.833333333333332,257
20.916666666666668,256
21,261
21.083333333333332,259
21.166666666666668,257
21.25,259
21.333333333333332,256
21.416666666666668,257
21.5,261
21.583333333333332,259
21.666666666666668,259
21.75,260
21.833333333333332,261
21.916666666666668,257
22,261
22.083333333333332,263
22.166666666666668,264
22.25,261
22.333333333333332,259
22.416666666666668,264
22.5,264
22.583333333333332,261
22.666666666666668,266
22.75,260
22.833333333333332,263
22.916666666666668,265
23,263
23.083333333333332,268
23.166666666666668,268
23.25,265
23.333333333333332,270
23.416666666666668,273
23.5,270
23.583333333333332,273
23.666666666666668,273
23.75,274
23.833333333333332,268
23.916666666666668,271
24,272
24.083333333333332,272
24.166666666666668,270
24.25,268
24.333333333333332,271
24.416666666666668,271
24.5,269
24.583333333333332,269
24.666666666666668,271
24.75,273
24.833333333333332,272
24.916666666666668,273
25,272
25.083333333333332,272
25.166666666666668,272
25.25,269
25.333333333333332,269
25.416666666666668,274
25.5,271
25.583333333333332,273
25.666666666666668,276
25.75,270
25.833333333333332,271
25.916666666666668,270
26,276
26.083333333333332,275
26.166666666666668,273
26.25,271
26.333333333333332,269
26.416666666666668,270
26.5,274
26.583333333333332,273
26.666666666666668,270
26.75,273
26.833333333333332,275
26.916666666666668,274
27,275
27.083333333333332,277
27.166666666666668,272
27.25,275
27.333333333333332,276
27.416666666666668,277
27.5,277
27.583333333333332,278
27.666666666666668,275
27.75,279
27.833333333333332,278
27.916666666666668,276
28,278
28.083333333333332,281
28.166666666666668,277
28.25,280
28.333333333333332,275
28.416666666666668,281
28.5,281
28.583333333333332,275
28.666666666666668,278
28.75,274
28.833333333333332,283
28.916666666666668,282
29,280
29.083333333333332,276
29.166666666666668,277
29.25,275
29.333333333333332,281
29.416666666666668,277
29.5,281
29.583333333333332,279
29.666666666666668,278
29.75,277
29.833333333333332,275
29.916666666666668,279
30,277
30.083333333333332,277
30.166666666666668,284
30.25,277
30.333333333333332,278
30.416666666666668,280
30.5,281
30.583333333333332,280
30.666666666666668,283
30.75,279
30.833333333333332,279
30.916666666666668,277
31,285
31.083333333333332,282
31.166666666666668,282
31.25,281
31.333333333333332,280
31.416666666666668,283
31.5,278
31.583333333333332,279
31.666666666666668,281
31.75,280
31.833333333333332,280
31.916666666666668,280
32,278
32.083333333333336,280
32.166666666666664,285
32.25,282
32.333333333333336,284
32.416666666666664,279
32.5,282
32.583333333333336,281
32.666666666666664,283
32.75,283
32.833333333333336,285
32.916666666666664,282
33,283
33.083333333333336,285
33.166666666666664,282
33.25,281
33.333333333333336,283
33.416666666666664,283
33.5,282
33.583333333333336,285
33.666666666666664,283
33.75,288
33.833333333333336,287
33.916666666666664,285
34,286
34.083333333333336,287
34.166666666666664,286
34.25,286
34.333333333333336,286
34.416666666666664,288
34.5,288
34.583333333333336,289
34.666666666666664,290
34.75,288
34.833333333333336,291
34.916666666666664,290
35,287
35.083333333333336,287
35.166666666666664,290
35.25,287
35.333333333333336,283
35.416666666666664,288
35.5,286
35.583333333333336,287
35.666666666666664,290
35.75,286
35.833333333333336,286
35.916666666666664,286
36,286
36.083333333333336,288
36.166666666666664,290
36.25,288
36.333333333333336,284
36.416666666666664,288
36.5,285
36.583333333333336,287
36.666666666666664,286
36.75,285
36.833333333333336,287
36.916666666666664,289
37,286
37.083333333333336,287
37.166666666666664,287
37.25,288
37.333333333333336,287
37.416666666666664,284
37.5,289
37.583333333333336,288
37.666666666666664,287
37.75,288
37.833333333333336,285
37.916666666666664,286
38,290
38.083333333333336,286
38.166666666666664,290
38.25,287
38.333333333333336,286
38.416666666666664,285
38.5,284
38.583333333333336,289
38.666666666666664,285
38.75,288
38.833333333333336,288
38.916666666666664,286
39,287
39.083333333333336,291
39.166666666666664,288
