"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 1 discussion"
38.916666666666664,288
39,289
39.083333333333336,289
39.166666666666664,295
39.25,296
39.333333333333336,295
39.416666666666664,291
39.5,295
39.583333333333336,295
39.666666666666664,293
39.75,296
39.833333333333336,296
39.916666666666664,291
40,294
40.083333333333336,292
40.166666666666664,292
40.25,292
40.333333333333336,293
40.416666666666664,292
40.5,293
40.583333333333336,295
40.666666666666664,296
40.75,296
40.833333333333336,292
40.916666666666664,293
41,293
41.083333333333336,294
41.166666666666664,292
41.25,297
41.333333333333336,294
41.416666666666664,295
41.5,295
41.583333333333336,291
41.666666666666664,297
41.75,291
41.833333333333336,294
41.916666666666664,291
42,294
42.083333333333336,298
42.166666666666664,295
42.25,293
42.333333333333336,294
42.416666666666664,296
42.5,296
42.583333333333336,292
42.666666666666664,292
42.75,297
42.833333333333336,296
42.916666666666664,297
43,297
43.083333333333336,291
43.166666666666664,294
43.25,294
43.333333333333336,296
43.416666666666664,293
43.5,293
43.583333333333336,297
43.666666666666664,290
43.75,292
43.833333333333336,293
43.916666666666664,292
44,295
44.083333333333336,292
44.166666666666664,295
44.25,293
44.333333333333336,296
44.416666666666664,292
44.5,291
44.583333333333336,293
44.666666666666664,292
44.75,294
44.833333333333336,291
44.916666666666664,294
45,294
45.083333333333336,296
45.166666666666664,294
45.25,297
45.333333333333336,296
45.416666666666664,293
45.5,298
45.583333333333336,290
45.666666666666664,296
45.75,293
45.833333333333336,294
45.916666666666664,297
46,293
46.083333333333336,291
46.166666666666664,297
46.25,292
46.333333333333336,290
46.416666666666664,291
46.5,292
46.583333333333336,293
46.666666666666664,294
46.75,291
46.833333333333336,295
46.916666666666664,294
47,296
47.083333333333336,294
47.166666666666664,295
47.25,295
47.333333333333336,294
47.416666666666664,296
47.5,294
47.583333333333336,296
47.666666666666664,294
47.75,297
47.833333333333336,295
47.916666666666664,295
