"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 1 discussion"
0,1
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,2
0.3333333333333333,6
0.4166666666666667,9
0.5,13
0.5833333333333334,13
0.6666666666666666,17
0.75,21
0.8333333333333334,24
0.9166666666666666,28
1,31
1.0833333333333333,33
1.1666666666666667,36
1.25,36
1.3333333333333333,41
1.4166666666666667,46
1.5,48
1.5833333333333333,50
1.6666666666666667,51
1.75,54
1.8333333333333333,55
1.9166666666666667,56
2,59
2.0833333333333335,60
2.1666666666666665,60
2.25,61
2.3333333333333335,61
2.4166666666666665,64
2.5,63
2.5833333333333335,69
2.6666666666666665,75
2.75,78
2.8333333333333335,77
2.9166666666666665,82
3,83
3.0833333333333335,86
3.1666666666666665,90
3.25,88
3.3333333333333335,92
3.4166666666666665,93
3.5,96
3.5833333333333335,96
3.6666666666666665,100
3.75,104
3.8333333333333335,100
3.9166666666666665,101
4,103
4.083333333333333,102
4.166666666666667,108
4.25,112
4.333333333333333,116
4.416666666666667,118
4.5,115
4.583333333333333,117
4.666666666666667,117
4.75,119
4.833333333333333,123
4.916666666666667,124
5,125
5.083333333333333,130
5.166666666666667,125
5.25,128
5.333333333333333,128
5.416666666666667,126
5.5,126
5.583333333333333,130
5.666666666666667,129
5.75,136
5.833333333333333,133
5.916666666666667,137
6,141
6.083333333333333,140
6.166666666666667,138
6.25,142
6.333333333333333,147
6.416666666666667,145
6.5,148
6.583333333333333,148
6.666666666666667,147
6.75,154
6.833333333333333,153
6.916666666666667,150
7,153
7.083333333333333,158
7.166666666666667,159
7.25,159
7.333333333333333,162
7.416666666666667,165
7.5,163
7.583333333333333,166
7.666666666666667,168
7.75,170
7.833333333333333,172
7.916666666666667,168
8,170
8.083333333333334,172
8.166666666666666,172
8.25,173
8.333333333333334,173
8.416666666666666,170
8.5,172
8.583333333333334,169
8.666666666666666,172
8.75,175
8.833333333333334,175
8.916666666666666,174
9,179
9.083333333333334,178
9.166666666666666,181
9.25,179
9.333333333333334,177
9.416666666666666,178
9.5,183
9.583333333333334,187
9.666666666666666,184
9.75,186
9.833333333333334,186
9.916666666666666,192
10,185
10.083333333333334,188
10.166666666666666,194
10.25,189
10.333333333333334,193
10.416666666666666,193
10.5,192
10.583333333333334,194
10.666666666666666,197
10.75,201
10.833333333333334,199
10.916666666666666,203
11,201
11.083333333333334,201
11.166666666666666,204
11.25,203
11.333333333333334,201
11.416666666666666,208
11.5,210
11.583333333333334,206
11.666666666666666,207
11.75,212
11.833333333333334,208
11.916666666666666,211
12,208
12.083333333333334,210
12.166666666666666,208
12.25,211
12.333333333333334,207
12.416666666666666,214
12.5,215
12.583333333333334,213
12.666666666666666,214
12.75,212
12.833333333333334,218
12.916666666666666,212
13,217
13.083333333333334,218
13.166666666666666,217
13.25,219
13.333333333333334,217
13.416666666666666,220
13.5,217
13.583333333333334,217
13.666666666666666,220
13.75,221
13.833333333333334,220
13.916666666666666,220
14,222
14.083333333333334,223
14.166666666666666,221
14.25,221
14.333333333333334,223
14.416666666666666,225
14.5,225
14.583333333333334,223
14.666666666666666,222
14.75,223
14.833333333333334,226
14.916666666666666,225
15,223
15.083333333333334,226
15.166666666666666,229
15.25,224
15.333333333333334,227
15.416666666666666,228
15.5,232
15.583333333333334,226
15.666666666666666,233
15.75,231
15.833333333333334,232
15.916666666666666,231
16,231
16.083333333333332,233
16.166666666666668,232
16.25,236
16.333333333333332,237
16.416666666666668,238
16.5,234
16.583333333333332,234
16.666666666666668,237
16.75,240
16.833333333333332,238
16.916666666666668,237
17,245
17.083333333333332,244
17.166666666666668,240
17.25,247
17.333333333333332,246
17.416666666666668,243
17.5,249
17.583333333333332,244
17.666666666666668,251
17.75,244
17.833333333333332,244
17.916666666666668,248
18,246
18.083333333333332,247
18.166666666666668,248
18.25,245
18.333333333333332,249
18.416666666666668,251
18.5,247
18.583333333333332,251
18.666666666666668,254
18.75,247
18.833333333333332,250
18.916666666666668,250
19,253
19.083333333333332,253
19.166666666666668,254
19.25,251
19.333333333333332,254
19.416666666666668,247
19.5,250
19.583333333333332,252
19.666666666666668,251
19.75,253
19.833333333333332,252
19.916666666666668,255
20,257
20.083333333333332,255
20.166666666666668,260
20.25,259
20.333333333333332,258
20.416666666666668,255
20.5,259
20.583333333333332,258
20.666666666666668,258
20.75,262
20.833333333333332,260
20.916666666666668,263
21,258
21.083333333333332,255
21.166666666666668,261
21.25,256
21.333333333333332,255
21.416666666666668,257
21.5,263
21.583333333333332,262
21.666666666666668,259
21.75,260
21.833333333333332,257
21.916666666666668,259
22,259
22.083333333333332,259
22.166666666666668,262
22.25,261
22.333333333333332,261
22.416666666666668,262
22.5,260
22.583333333333332,261
22.666666666666668,259
22.75,257
22.833333333333332,261
22.916666666666668,263
23,266
23.083333333333332,261
23.166666666666668,263
23.25,262
23.333333333333332,260
23.416666666666668,264
23.5,260
23.583333333333332,261
23.666666666666668,261
23.75,265
23.833333333333332,265
23.916666666666668,265
24,264
24.083333333333332,266
24.166666666666668,268
24.25,270
24.333333333333332,268
24.416666666666668,270
24.5,271
24.583333333333332,271
24.666666666666668,273
24.75,268
24.833333333333332,268
24.916666666666668,269
25,271
25.083333333333332,274
25.166666666666668,273
25.25,270
25.333333333333332,273
25.416666666666668,273
25.5,275
25.583333333333332,273
25.666666666666668,269
25.75,274
25.833333333333332,276
25.916666666666668,273
26,274
26.083333333333332,274
26.166666666666668,275
26.25,278
26.333333333333332,277
26.416666666666668,283
26.5,281
26.583333333333332,282
26.666666666666668,281
26.75,283
26.833333333333332,281
26.916666666666668,280
27,279
27.083333333333332,283
27.166666666666668,280
27.25,279
27.333333333333332,279
27.416666666666668,283
27.5,284
27.583333333333332,279
27.666666666666668,285
27.75,282
27.833333333333332,283
27.916666666666668,281
28,284
28.083333333333332,282
28.166666666666668,284
28.25,281
28.333333333333332,284
28.416666666666668,281
28.5,282
28.583333333333332,283
28.666666666666668,285
28.75,278
28.833333333333332,284
28.916666666666668,286
29,284
29.083333333333332,281
29.166666666666668,282
29.25,281
29.416666666666668,283
29.5,284
29.583333333333332,281
29.666666666666668,282
29.75,286
29.833333333333332,282
29.916666666666668,279
30,284
30.083333333333332,285
30.166666666666668,280
30.25,284
30.333333333333332,284
30.416666666666668,284
30.5,285
30.583333333333332,284
30.666666666666668,283
30.75,284
30.833333333333332,280
30.916666666666668,283
31,284
31.083333333333332,282
31.166666666666668,284
31.25,287
31.333333333333332,285
31.416666666666668,285
31.5,281
31.583333333333332,284
31.666666666666668,283
31.75,285
31.833333333333332,283
31.916666666666668,286
32,280
32.083333333333336,282
32.166666666666664,286
32.25,287
32.333333333333336,284
32.416666666666664,286
32.5,285
32.583333333333336,283
32.666666666666664,286
32.75,285
32.833333333333336,285
32.916666666666664,282
33,287
33.083333333333336,285
33.166666666666664,284
33.25,285
33.333333333333336,283
33.416666666666664,283
33.5,287
33.583333333333336,285
33.666666666666664,285
33.75,287
33.833333333333336,284
33.916666666666664,286
34,288
34.083333333333336,286
34.166666666666664,284
34.25,285
34.333333333333336,284
34.416666666666664,284
34.5,283
34.583333333333336,288
34.666666666666664,289
34.75,289
34.833333333333336,286
34.916666666666664,289
35,286
35.083333333333336,287
35.166666666666664,286
35.25,287
35.333333333333336,284
35.416666666666664,287
35.5,289
35.583333333333336,288
35.666666666666664,288
35.75,287
35.833333333333336,290
35.916666666666664,289
36,284
36.083333333333336,288
36.166666666666664,288
36.25,287
36.333333333333336,289
36.416666666666664,286
36.5,287
36.583333333333336,291
36.666666666666664,291
36.75,289
36.833333333333336,292
36.916666666666664,290
37,290
37.083333333333336,290
37.166666666666664,288
37.25,290
37.333333333333336,289
37.416666666666664,291
37.5,288
37.583333333333336,289
37.666666666666664,292
37.75,288
37.833333333333336,291
37.916666666666664,292
38,287
38.083333333333336,291
38.166666666666664,289
38.25,291
38.333333333333336,291
38.416666666666664,292
38.5,289
38.583333333333336,290
38.666666666666664,291
38.75,290
38.833333333333336,292
