"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 3 discussion"
28.166666666666668,863
28.25,866
28.333333333333332,874
28.416666666666668,872
28.5,874
28.583333333333332,871
28.666666666666668,872
28.75,873
28.833333333333332,874
28.916666666666668,874
29,870
29.083333333333332,878
29.166666666666668,879
29.25,870
29.333333333333332,874
29.416666666666668,875
29.5,874
29.583333333333332,879
29.666666666666668,877
29.75,878
29.833333333333332,877
29.916666666666668,885
30,881
30.083333333333332,879
30.166666666666668,877
30.25,879
30.333333333333332,883
30.416666666666668,889
30.5,891
30.583333333333332,882
30.666666666666668,889
30.75,890
30.833333333333332,893
30.916666666666668,891
31,892
31.083333333333332,892
31.166666666666668,896
31.25,896
31.333333333333332,890
31.416666666666668,900
31.5,896
31.583333333333332,901
31.666666666666668,899
31.75,897
31.833333333333332,898
31.916666666666668,902
32,899
32.083333333333336,894
32.166666666666664,897
32.25,897
32.333333333333336,903
32.416666666666664,896
32.5,893
32.583333333333336,899
32.666666666666664,900
32.75,899
32.833333333333336,897
32.916666666666664,899
33,901
33.083333333333336,900
33.166666666666664,903
33.333333333333336,895
33.416666666666664,898
33.5,897
33.583333333333336,907
33.666666666666664,903
33.75,900
33.833333333333336,899
33.916666666666664,903
34,902
34.083333333333336,900
34.166666666666664,901
34.25,903
34.333333333333336,907
34.416666666666664,904
34.5,903
34.583333333333336,901
34.666666666666664,906
34.75,899
34.833333333333336,912
34.916666666666664,906
35,907
35.083333333333336,905
35.166666666666664,910
35.25,908
35.333333333333336,909
35.416666666666664,913
35.5,908
35.583333333333336,909
35.666666666666664,909
35.75,907
35.833333333333336,904
35.916666666666664,907
36,914
36.083333333333336,906
36.166666666666664,911
36.25,914
36.333333333333336,910
36.416666666666664,911
36.5,912
36.583333333333336,913
36.666666666666664,915
36.75,918
36.833333333333336,912
36.916666666666664,911
37,919
37.083333333333336,914
37.166666666666664,913
37.25,912
37.333333333333336,917
37.416666666666664,915
37.5,918
37.583333333333336,913
37.666666666666664,918
37.75,918
37.833333333333336,923
37.916666666666664,914
38,921
38.083333333333336,915
38.166666666666664,917
38.25,922
38.333333333333336,921
38.416666666666664,922
38.5,916
38.583333333333336,923
38.666666666666664,918
38.75,919
38.833333333333336,921
38.916666666666664,920
39,923
39.083333333333336,919
39.166666666666664,922
39.25,918
39.333333333333336,921
39.416666666666664,926
39.5,921
39.583333333333336,920
39.666666666666664,922
39.75,922
39.833333333333336,921
39.916666666666664,921
40,927
40.083333333333336,924
40.166666666666664,921
40.25,924
40.333333333333336,925
40.416666666666664,921
40.5,920
40.583333333333336,928
40.666666666666664,928
40.75,922
40.833333333333336,923
40.916666666666664,923
41,925
41.083333333333336,925
41.166666666666664,923
41.25,928
41.333333333333336,931
41.416666666666664,932
41.5,929
41.583333333333336,931
41.666666666666664,932
41.75,927
41.833333333333336,928
41.916666666666664,926
42,923
42.083333333333336,924
42.166666666666664,930
42.25,926
42.333333333333336,925
42.416666666666664,926
42.5,929
42.583333333333336,927
42.666666666666664,926
42.75,924
42.833333333333336,928
42.916666666666664,927
43,929
43.083333333333336,922
43.166666666666664,926
43.25,929
43.333333333333336,924
43.416666666666664,927
43.5,923
43.583333333333336,933
43.666666666666664,932
43.75,925
43.833333333333336,927
43.916666666666664,928
44,932
44.083333333333336,928
44.166666666666664,926
44.25,924
44.333333333333336,929
44.416666666666664,929
44.5,930
44.583333333333336,933
44.666666666666664,929
44.75,934
44.833333333333336,928
44.916666666666664,929
45,928
45.083333333333336,934
45.166666666666664,934
45.25,933
45.333333333333336,932
45.416666666666664,931
45.5,934
45.583333333333336,933
45.666666666666664,932
45.75,933
45.833333333333336,935
45.916666666666664,930
46,933
46.083333333333336,932
46.166666666666664,928
46.25,938
46.333333333333336,935
46.416666666666664,934
46.5,934
46.583333333333336,929
46.666666666666664,932
46.75,932
46.833333333333336,933
46.916666666666664,934
47,933
47.083333333333336,935
47.166666666666664,937
47.25,934
47.333333333333336,934
47.416666666666664,932
47.5,936
47.583333333333336,933
47.666666666666664,929
47.75,937
47.833333333333336,935
47.916666666666664,938
