"Hours since thread went live","Shangri-La Frontier - Episode 21 discussion"
0,1
0,2
0.08333333333333333,7
0.16666666666666666,12
0.25,21
0.3333333333333333,23
0.4166666666666667,30
0.5,37
0.5833333333333334,43
0.6666666666666666,46
0.75,53
0.8333333333333334,65
0.9166666666666666,72
1,80
1.0833333333333333,84
1.1666666666666667,93
1.25,103
1.3333333333333333,114
1.4166666666666667,128
1.5,138
1.5833333333333333,146
1.6666666666666667,146
1.75,152
1.8333333333333333,158
1.9166666666666667,169
2,172
2.0833333333333335,181
2.1666666666666665,190
2.25,199
2.3333333333333335,212
2.4166666666666665,224
2.5,233
2.5833333333333335,242
2.6666666666666665,244
2.75,251
2.8333333333333335,254
2.9166666666666665,262
3,269
3.0833333333333335,277
3.1666666666666665,283
3.25,293
3.3333333333333335,296
3.4166666666666665,301
3.5,312
3.5833333333333335,318
3.6666666666666665,328
3.75,335
3.8333333333333335,349
3.9166666666666665,351
4,362
4.083333333333333,370
4.166666666666667,371
4.25,379
4.333333333333333,384
4.416666666666667,390
4.5,402
4.583333333333333,404
4.666666666666667,410
4.75,415
4.833333333333333,416
4.916666666666667,421
5,428
5.083333333333333,431
5.166666666666667,435
5.25,446
5.333333333333333,452
5.416666666666667,455
5.5,468
5.583333333333333,470
5.666666666666667,490
5.75,484
5.833333333333333,488
5.916666666666667,497
6,502
6.083333333333333,512
6.166666666666667,511
6.25,515
6.333333333333333,527
6.416666666666667,539
6.5,551
6.583333333333333,552
6.666666666666667,560
6.75,567
6.833333333333333,566
6.916666666666667,575
7,579
7.083333333333333,593
7.166666666666667,600
7.25,598
7.333333333333333,614
7.416666666666667,621
7.5,624
7.583333333333333,627
7.666666666666667,638
7.75,638
7.833333333333333,643
7.916666666666667,645
8,655
8.083333333333334,658
8.166666666666666,671
8.25,674
8.333333333333334,680
8.416666666666666,693
8.5,693
8.583333333333334,704
8.666666666666666,709
8.75,719
8.833333333333334,724
8.916666666666666,730
9,730
9.083333333333334,742
9.166666666666666,744
9.25,745
9.333333333333334,754
9.416666666666666,764
9.5,765
9.583333333333334,773
9.666666666666666,780
9.75,783
9.833333333333334,794
9.916666666666666,798
10,795
10.083333333333334,801
10.166666666666666,809
10.25,813
10.333333333333334,819
10.416666666666666,823
10.5,829
10.583333333333334,834
10.666666666666666,833
10.75,842
10.833333333333334,845
10.916666666666666,849
11,855
11.083333333333334,849
11.166666666666666,864
11.25,867
11.333333333333334,874
11.416666666666666,882
11.5,875
11.583333333333334,881
11.666666666666666,887
11.75,886
11.833333333333334,897
11.916666666666666,896
12,900
12.083333333333334,908
12.166666666666666,910
12.25,912
12.333333333333334,919
12.416666666666666,924
12.5,926
12.583333333333334,925
12.666666666666666,928
12.75,936
12.833333333333334,938
12.916666666666666,942
13,946
13.083333333333334,944
13.166666666666666,945
13.25,957
13.333333333333334,960
13.416666666666666,964
13.5,966
13.583333333333334,965
13.666666666666666,968
13.75,967
13.833333333333334,970
13.916666666666666,980
14,979
14.083333333333334,983
14.166666666666666,983
14.25,989
14.333333333333334,989
14.416666666666666,994
14.5,995
14.583333333333334,995
14.666666666666666,1007
14.75,1004
14.833333333333334,1008
14.916666666666666,1009
15,1017
15.083333333333334,1019
15.166666666666666,1015
15.25,1019
15.333333333333334,1022
15.416666666666666,1025
15.5,1021
15.583333333333334,1027
15.666666666666666,1031
15.75,1036
15.833333333333334,1039
15.916666666666666,1037
16,1044
16.083333333333332,1050
16.166666666666668,1046
16.25,1048
16.333333333333332,1048
16.416666666666668,1059
16.5,1054
16.583333333333332,1064
16.666666666666668,1063
16.75,1071
16.833333333333332,1069
16.916666666666668,1071
17,1073
17.083333333333332,1084
17.166666666666668,1084
17.25,1089
17.333333333333332,1089
17.416666666666668,1092
17.5,1091
17.583333333333332,1094
17.666666666666668,1097
17.75,1102
17.833333333333332,1106
17.916666666666668,1105
18,1104
18.083333333333332,1108
18.166666666666668,1105
18.25,1108
18.333333333333332,1111
18.416666666666668,1116
18.5,1119
18.583333333333332,1119
18.666666666666668,1118
18.75,1119
18.833333333333332,1131
18.916666666666668,1134
19,1139
19.083333333333332,1139
19.166666666666668,1138
19.25,1134
19.333333333333332,1142
19.416666666666668,1144
19.5,1142
19.583333333333332,1141
19.666666666666668,1147
19.75,1146
19.833333333333332,1147
19.916666666666668,1152
20,1147
20.083333333333332,1150
20.166666666666668,1157
20.25,1161
20.333333333333332,1160
20.416666666666668,1162
20.5,1162
20.583333333333332,1162
20.666666666666668,1165
20.75,1164
20.833333333333332,1166
20.916666666666668,1161
21,1169
21.083333333333332,1163
21.166666666666668,1166
21.25,1168
21.333333333333332,1170
21.416666666666668,1169
21.5,1173
21.583333333333332,1170
21.666666666666668,1174
21.75,1179
21.833333333333332,1175
21.916666666666668,1182
22,1179
22.083333333333332,1182
22.166666666666668,1182
22.25,1188
22.333333333333332,1179
22.416666666666668,1187
22.5,1187
22.583333333333332,1188
22.666666666666668,1186
22.75,1191
22.833333333333332,1184
22.916666666666668,1183
23,1187
23.083333333333332,1191
23.166666666666668,1189
23.25,1189
23.333333333333332,1195
23.416666666666668,1193
23.5,1194
23.583333333333332,1196
23.666666666666668,1196
23.75,1202
23.833333333333332,1194
23.916666666666668,1200
24,1205
24.083333333333332,1196
24.166666666666668,1205
24.25,1204
24.333333333333332,1207
24.416666666666668,1202
24.5,1201
24.583333333333332,1202
24.666666666666668,1202
24.75,1205
24.833333333333332,1207
24.916666666666668,1203
25,1209
25.083333333333332,1210
25.166666666666668,1202
25.25,1210
25.333333333333332,1206
25.416666666666668,1209
25.5,1206
25.583333333333332,1215
25.666666666666668,1215
25.75,1209
25.833333333333332,1210
25.916666666666668,1215
26,1218
26.083333333333332,1212
26.166666666666668,1219
26.25,1214
26.333333333333332,1217
26.416666666666668,1216
26.5,1216
26.583333333333332,1220
26.666666666666668,1219
26.75,1219
26.833333333333332,1223
26.916666666666668,1221
27,1216
27.083333333333332,1215
27.166666666666668,1220
27.25,1219
27.333333333333332,1228
27.416666666666668,1224
27.5,1224
27.583333333333332,1231
27.666666666666668,1229
27.75,1228
27.833333333333332,1229
27.916666666666668,1222
28,1230
28.083333333333332,1229
28.166666666666668,1222
28.25,1226
28.333333333333332,1227
28.416666666666668,1224
28.5,1230
28.583333333333332,1225
28.666666666666668,1231
28.75,1230
28.833333333333332,1231
28.916666666666668,1228
29,1235
29.083333333333332,1232
29.166666666666668,1227
29.25,1232
29.333333333333332,1230
29.416666666666668,1237
29.5,1233
29.583333333333332,1233
29.666666666666668,1234
29.75,1240
29.833333333333332,1237
29.916666666666668,1236
30,1239
30.083333333333332,1239
30.166666666666668,1236
30.25,1235
30.333333333333332,1244
30.416666666666668,1245
30.5,1243
30.583333333333332,1244
30.666666666666668,1243
30.75,1237
30.833333333333332,1242
30.916666666666668,1242
31,1240
31.083333333333332,1241
31.166666666666668,1241
31.25,1241
31.333333333333332,1245
31.416666666666668,1244
31.5,1241
31.583333333333332,1248
