"Hours since thread went live","Urusei Yatsura (2022) Season 2 - Episode 14 discussion"
0,2
0.08333333333333333,3
0.16666666666666666,5
0.25,5
0.3333333333333333,9
0.4166666666666667,12
0.5,13
0.5833333333333334,20
0.6666666666666666,22
0.75,22
0.8333333333333334,25
0.9166666666666666,26
1,25
1.0833333333333333,27
1.1666666666666667,27
1.25,28
1.3333333333333333,29
1.4166666666666667,31
1.5,33
1.5833333333333333,35
1.6666666666666667,36
1.75,41
1.8333333333333333,38
1.9166666666666667,42
2,41
2.0833333333333335,43
2.1666666666666665,44
2.25,46
2.3333333333333335,48
2.4166666666666665,49
2.5,46
2.5833333333333335,49
2.6666666666666665,50
2.75,52
2.8333333333333335,55
2.9166666666666665,56
3,54
3.0833333333333335,56
3.1666666666666665,56
3.25,57
3.3333333333333335,58
3.4166666666666665,61
3.5,61
3.5833333333333335,60
3.6666666666666665,60
3.75,62
3.8333333333333335,64
3.9166666666666665,65
4,68
4.083333333333333,68
4.166666666666667,69
4.25,74
4.333333333333333,75
4.416666666666667,72
4.5,76
4.583333333333333,78
4.666666666666667,78
4.75,82
4.833333333333333,82
4.916666666666667,79
5,84
5.083333333333333,84
5.166666666666667,86
5.25,84
5.333333333333333,86
5.416666666666667,89
5.5,88
5.583333333333333,91
5.666666666666667,90
5.75,91
5.833333333333333,92
5.916666666666667,94
6,96
6.083333333333333,96
6.166666666666667,97
6.25,104
6.333333333333333,101
6.416666666666667,98
6.5,103
6.583333333333333,105
6.666666666666667,106
6.75,105
6.833333333333333,105
6.916666666666667,106
7,109
7.083333333333333,107
7.166666666666667,114
7.25,109
7.333333333333333,112
7.416666666666667,115
7.5,114
7.583333333333333,115
7.666666666666667,114
7.75,111
7.833333333333333,116
7.916666666666667,115
8,118
8.083333333333334,117
8.166666666666666,120
8.25,120
8.333333333333334,120
8.416666666666666,122
8.5,123
8.583333333333334,118
8.666666666666666,122
8.75,124
8.833333333333334,123
8.916666666666666,125
9,125
9.083333333333334,125
9.166666666666666,124
9.25,123
9.333333333333334,127
9.416666666666666,126
9.5,129
9.583333333333334,126
9.666666666666666,127
9.75,127
9.833333333333334,127
9.916666666666666,130
10,130
10.083333333333334,128
10.166666666666666,132
10.25,133
10.333333333333334,133
10.416666666666666,137
10.5,135
10.583333333333334,138
10.666666666666666,133
10.75,138
10.833333333333334,141
10.916666666666666,141
11,144
11.083333333333334,144
11.166666666666666,146
11.25,141
11.333333333333334,147
11.416666666666666,144
11.5,148
11.583333333333334,148
11.666666666666666,144
11.75,145
11.833333333333334,152
11.916666666666666,148
12,152
12.083333333333334,149
12.166666666666666,148
12.25,149
12.333333333333334,152
12.416666666666666,151
12.5,156
12.583333333333334,155
12.666666666666666,153
12.75,155
12.833333333333334,156
12.916666666666666,154
13,155
13.083333333333334,155
13.166666666666666,156
13.25,156
13.333333333333334,157
13.416666666666666,156
13.5,157
13.583333333333334,156
13.666666666666666,155
13.75,155
13.833333333333334,157
13.916666666666666,160
14,155
14.083333333333334,159
14.166666666666666,159
14.25,156
14.333333333333334,159
14.416666666666666,159
14.5,159
14.583333333333334,158
14.666666666666666,157
14.75,157
14.833333333333334,161
14.916666666666666,158
15,157
15.083333333333334,159
15.166666666666666,159
15.25,161
15.333333333333334,160
15.416666666666666,163
15.5,160
15.583333333333334,161
15.666666666666666,161
15.75,164
15.833333333333334,163
15.916666666666666,159
16,165
16.083333333333332,164
16.166666666666668,162
16.25,164
16.333333333333332,160
16.416666666666668,165
16.5,162
16.583333333333332,165
16.666666666666668,166
16.75,164
16.833333333333332,168
16.916666666666668,163
17,166
17.083333333333332,167
17.166666666666668,170
17.25,165
17.333333333333332,165
17.416666666666668,167
17.5,170
17.583333333333332,163
17.666666666666668,165
17.75,164
17.833333333333332,168
17.916666666666668,172
18,166
18.083333333333332,168
18.166666666666668,171
18.25,165
18.333333333333332,169
18.416666666666668,171
18.5,171
18.583333333333332,172
18.666666666666668,169
18.75,173
18.833333333333332,172
18.916666666666668,170
19,166
19.083333333333332,170
19.166666666666668,170
19.25,172
19.333333333333332,174
19.416666666666668,170
19.5,176
19.583333333333332,173
19.666666666666668,178
19.75,177
19.833333333333332,177
19.916666666666668,180
20,181
20.083333333333332,177
20.166666666666668,176
20.25,181
20.333333333333332,175
20.416666666666668,177
20.5,178
20.583333333333332,182
20.666666666666668,181
20.75,182
20.833333333333332,179
20.916666666666668,178
21,183
21.083333333333332,184
21.166666666666668,185
21.25,183
21.333333333333332,184
21.416666666666668,183
21.5,184
21.583333333333332,180
21.666666666666668,182
21.75,183
21.833333333333332,183
21.916666666666668,186
22,183
22.083333333333332,188
22.166666666666668,184
22.25,185
22.333333333333332,183
22.416666666666668,187
22.5,185
22.583333333333332,183
22.666666666666668,185
22.75,189
22.833333333333332,186
22.916666666666668,184
23,182
23.083333333333332,187
23.166666666666668,184
23.25,184
23.333333333333332,188
23.416666666666668,185
23.5,188
23.583333333333332,185
23.666666666666668,187
23.75,188
23.833333333333332,188
23.916666666666668,184
24,186
24.083333333333332,190
24.166666666666668,187
24.25,186
24.333333333333332,185
24.416666666666668,186
24.5,188
24.583333333333332,190
24.666666666666668,185
24.75,185
24.833333333333332,187
24.916666666666668,189
25,188
25.083333333333332,185
25.166666666666668,188
25.25,189
25.333333333333332,186
25.416666666666668,187
25.5,187
