"Hours since thread went live","Boukyaku Battery • Oblivion Battery - Episode 4 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,4
0.25,4
0.3333333333333333,4
0.4166666666666667,5
0.5,5
0.5833333333333334,7
0.6666666666666666,8
0.75,9
0.8333333333333334,11
0.9166666666666666,13
1,13
1.0833333333333333,14
1.1666666666666667,14
1.4166666666666667,16
1.4166666666666667,17
1.4166666666666667,16
1.5,16
1.5833333333333333,17
1.6666666666666667,19
1.75,21
1.8333333333333333,24
1.9166666666666667,24
2,23
2.0833333333333335,25
2.1666666666666665,26
2.25,26
2.3333333333333335,28
2.4166666666666665,28
2.5,31
2.5833333333333335,32
2.6666666666666665,33
2.75,36
2.8333333333333335,36
2.9166666666666665,36
3,35
3.0833333333333335,33
3.1666666666666665,35
3.25,36
3.3333333333333335,36
3.4166666666666665,37
3.5,38
3.5833333333333335,36
3.6666666666666665,40
3.75,40
3.8333333333333335,39
3.9166666666666665,39
4,44
4.083333333333333,43
4.166666666666667,45
4.25,42
4.333333333333333,44
4.416666666666667,44
4.5,48
4.583333333333333,47
4.666666666666667,48
4.75,44
4.833333333333333,47
4.916666666666667,45
5,46
5.083333333333333,45
5.166666666666667,48
5.25,48
5.333333333333333,54
5.416666666666667,49
5.5,52
5.583333333333333,55
5.666666666666667,50
5.75,54
5.833333333333333,53
5.916666666666667,48
6,50
6.083333333333333,53
6.166666666666667,53
6.25,55
6.333333333333333,55
6.416666666666667,58
6.5,53
6.583333333333333,55
6.666666666666667,51
6.75,56
6.833333333333333,57
6.916666666666667,56
7,53
7.083333333333333,56
7.166666666666667,54
7.25,54
7.333333333333333,53
7.416666666666667,52
7.5,56
7.583333333333333,54
7.666666666666667,52
7.75,55
7.833333333333333,55
7.916666666666667,58
8,54
8.083333333333334,56
8.166666666666666,60
8.25,56
8.333333333333334,58
8.416666666666666,60
8.5,55
8.583333333333334,57
8.666666666666666,59
8.75,60
8.833333333333334,59
8.916666666666666,57
9,57
9.083333333333334,64
9.166666666666666,61
9.25,62
9.333333333333334,65
9.416666666666666,64
9.5,64
9.583333333333334,63
9.666666666666666,67
9.75,64
9.833333333333334,65
9.916666666666666,64
10,69
10.083333333333334,69
10.166666666666666,67
10.25,73
10.333333333333334,69
10.416666666666666,76
10.5,70
10.583333333333334,71
10.666666666666666,72
10.75,72
10.833333333333334,76
10.916666666666666,71
11,71
11.083333333333334,72
11.166666666666666,70
11.25,69
11.333333333333334,74
11.416666666666666,69
11.5,76
11.583333333333334,74
11.666666666666666,71
11.75,76
11.833333333333334,75
11.916666666666666,70
12,75
12.083333333333334,74
12.166666666666666,77
12.25,75
12.333333333333334,74
12.416666666666666,77
12.5,73
12.583333333333334,75
12.666666666666666,74
12.75,79
12.833333333333334,75
12.916666666666666,76
13,75
13.083333333333334,76
13.166666666666666,78
13.25,79
13.333333333333334,74
13.416666666666666,79
13.5,82
13.583333333333334,75
13.666666666666666,81
13.75,75
13.833333333333334,79
13.916666666666666,80
14,82
14.083333333333334,82
14.166666666666666,77
14.25,81
14.333333333333334,80
14.416666666666666,79
14.5,82
14.583333333333334,80
14.666666666666666,83
14.75,77
14.833333333333334,79
14.916666666666666,76
15,78
15.083333333333334,79
15.166666666666666,81
15.25,83
15.333333333333334,78
15.416666666666666,82
15.5,78
15.583333333333334,82
15.666666666666666,80
15.75,77
15.833333333333334,78
15.916666666666666,83
16,79
16.083333333333332,82
16.166666666666668,80
16.25,83
16.333333333333332,84
16.416666666666668,84
16.5,82
16.583333333333332,85
16.666666666666668,81
16.75,82
16.833333333333332,83
16.916666666666668,84
17,85
17.083333333333332,85
17.166666666666668,86
17.25,86
17.333333333333332,86
17.416666666666668,87
17.5,84
17.583333333333332,82
17.666666666666668,86
17.75,83
17.833333333333332,83
17.916666666666668,84
18,79
18.083333333333332,83
18.166666666666668,81
18.25,84
18.333333333333332,82
18.416666666666668,83
18.5,83
18.583333333333332,82
18.666666666666668,83
18.75,82
18.833333333333332,82
18.916666666666668,82
19,85
19.083333333333332,85
19.166666666666668,81
19.25,83
19.333333333333332,85
19.416666666666668,85
19.5,81
19.583333333333332,88
19.666666666666668,85
19.75,82
19.833333333333332,85
19.916666666666668,84
20,84
20.083333333333332,86
20.166666666666668,84
20.25,87
20.333333333333332,85
20.416666666666668,84
20.5,89
20.583333333333332,86
20.666666666666668,90
20.75,85
20.833333333333332,89
20.916666666666668,88
21,85
21.083333333333332,88
21.166666666666668,88
21.25,90
21.333333333333332,87
21.416666666666668,86
21.5,92
21.583333333333332,90
21.666666666666668,89
21.75,88
21.833333333333332,89
21.916666666666668,91
22,92
22.083333333333332,89
22.166666666666668,90
22.25,91
22.333333333333332,88
22.416666666666668,91
22.5,91
22.583333333333332,90
22.666666666666668,86
22.75,86
22.833333333333332,91
22.916666666666668,87
23,90
23.083333333333332,89
23.166666666666668,88
23.25,88
23.333333333333332,89
23.416666666666668,86
23.5,88
23.583333333333332,91
23.666666666666668,89
23.75,86
23.833333333333332,89
23.916666666666668,85
24,91
24.083333333333332,87
24.166666666666668,91
24.25,91
24.333333333333332,90
24.416666666666668,87
24.5,85
24.583333333333332,88
24.666666666666668,91
24.75,89
24.833333333333332,90
24.916666666666668,88
25,87
25.083333333333332,91
25.166666666666668,88
25.25,86
25.333333333333332,87
25.416666666666668,92
25.5,90
25.583333333333332,88
25.666666666666668,89
25.75,88
25.833333333333332,92
25.916666666666668,87
26,86
26.083333333333332,91
26.166666666666668,89
26.25,93
26.333333333333332,88
26.416666666666668,88
26.5,91
26.583333333333332,90
26.666666666666668,90
26.75,90
26.833333333333332,88
26.916666666666668,85
27,87
27.083333333333332,91
27.166666666666668,90
27.25,87
27.333333333333332,88
27.416666666666668,92
27.5,91
27.583333333333332,95
27.666666666666668,94
27.75,90
27.833333333333332,95
27.916666666666668,90
28,91
28.083333333333332,92
28.166666666666668,93
28.25,93
28.333333333333332,94
28.416666666666668,94
28.5,94
28.583333333333332,97
28.666666666666668,95
28.75,92
28.833333333333332,96
28.916666666666668,93
29,94
29.083333333333332,97
29.166666666666668,93
29.25,91
29.333333333333332,95
29.416666666666668,93
29.5,92
29.583333333333332,91
29.666666666666668,90
29.75,94
29.833333333333332,92
29.916666666666668,95
30,97
30.083333333333332,98
30.166666666666668,96
30.25,96
30.333333333333332,95
30.416666666666668,95
30.5,94
30.583333333333332,96
30.666666666666668,100
30.75,93
30.833333333333332,98
30.916666666666668,98
31,98
31.083333333333332,92
31.166666666666668,96
31.25,94
31.333333333333332,95
31.416666666666668,96
31.5,98
31.583333333333332,96
31.666666666666668,98
31.75,100
31.833333333333332,94
31.916666666666668,98
32,97
32.083333333333336,97
32.166666666666664,97
32.25,92
32.333333333333336,98
32.416666666666664,95
32.5,97
32.583333333333336,93
32.666666666666664,97
32.75,100
32.833333333333336,94
32.916666666666664,99
33,95
33.083333333333336,100
33.166666666666664,98
33.25,97
33.333333333333336,98
33.416666666666664,94
33.5,98
