"Hours since thread went live","Shinkalion: Change the World - Episode 5 discussion"
0,1
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,1
0.4166666666666667,0
0.5,0
0.5833333333333334,0
0.6666666666666666,0
0.75,0
0.8333333333333334,0
0.9166666666666666,0
1,0
1.0833333333333333,0
1.1666666666666667,0
1.25,0
1.3333333333333333,0
1.4166666666666667,1
1.5,1
1.5833333333333333,1
1.6666666666666667,1
1.75,1
1.8333333333333333,1
1.9166666666666667,1
2,1
2.0833333333333335,1
2.1666666666666665,1
2.25,1
2.3333333333333335,1
2.4166666666666665,1
2.5,1
2.5833333333333335,1
2.6666666666666665,1
2.75,1
2.8333333333333335,1
2.9166666666666665,1
3,1
3.0833333333333335,1
3.1666666666666665,1
3.25,1
3.3333333333333335,1
3.4166666666666665,1
3.5,1
3.5833333333333335,1
3.6666666666666665,1
3.75,1
3.8333333333333335,1
3.9166666666666665,1
4,1
4.083333333333333,1
4.166666666666667,1
4.25,1
4.333333333333333,1
4.416666666666667,1
4.5,1
4.583333333333333,1
4.666666666666667,1
4.75,1
4.833333333333333,1
4.916666666666667,1
5,1
5.083333333333333,1
5.166666666666667,1
5.25,1
5.333333333333333,1
5.416666666666667,1
5.5,1
5.583333333333333,1
5.666666666666667,1
5.75,1
5.833333333333333,1
5.916666666666667,1
6,1
6.083333333333333,1
6.166666666666667,1
6.25,1
6.333333333333333,1
6.416666666666667,1
6.5,1
6.583333333333333,1
6.666666666666667,1
6.75,1
6.833333333333333,1
6.916666666666667,1
7,1
7.083333333333333,1
7.166666666666667,1
7.25,2
7.333333333333333,2
7.416666666666667,2
7.5,2
7.583333333333333,2
7.666666666666667,2
7.75,2
7.833333333333333,2
7.916666666666667,2
8,2
8.083333333333334,2
8.166666666666666,2
8.25,2
8.333333333333334,2
8.416666666666666,5
8.5,3
8.583333333333334,2
8.666666666666666,2
8.75,4
8.833333333333334,2
8.916666666666666,2
9,5
9.083333333333334,5
9.166666666666666,5
9.25,2
9.333333333333334,1
9.416666666666666,1
9.5,4
9.583333333333334,2
9.666666666666666,1
9.75,2
9.833333333333334,0
9.916666666666666,2
10,2
10.083333333333334,1
10.166666666666666,0
10.25,1
10.333333333333334,2
10.416666666666666,3
10.5,2
10.583333333333334,1
10.666666666666666,1
10.75,0
10.833333333333334,2
10.916666666666666,2
11,3
11.083333333333334,1
11.166666666666666,4
11.25,1
11.333333333333334,0
11.416666666666666,2
11.5,3
11.583333333333334,2
11.666666666666666,0
11.75,3
11.833333333333334,0
11.916666666666666,2
12,3
12.083333333333334,1
12.166666666666666,1
12.25,3
12.333333333333334,2
12.416666666666666,3
12.5,3
12.583333333333334,2
12.666666666666666,2
12.75,4
12.833333333333334,2
12.916666666666666,3
13,3
13.083333333333334,3
13.166666666666666,2
13.25,2
13.333333333333334,1
13.416666666666666,3
13.5,3
13.583333333333334,3
13.666666666666666,3
13.75,2
13.833333333333334,2
13.916666666666666,1
14,0
14.083333333333334,0
14.166666666666666,3
14.25,0
14.333333333333334,1
14.416666666666666,1
14.5,2
14.583333333333334,0
14.666666666666666,1
14.75,1
14.833333333333334,1
14.916666666666666,1
15,1
15.083333333333334,2
15.166666666666666,0
15.25,3
15.333333333333334,0
15.416666666666666,2
15.5,1
15.583333333333334,2
15.666666666666666,1
15.75,0
15.833333333333334,0
15.916666666666666,2
16,2
16.083333333333332,1
16.166666666666668,0
16.25,4
16.333333333333332,1
16.416666666666668,4
16.5,3
16.583333333333332,1
16.666666666666668,3
16.75,3
16.833333333333332,1
16.916666666666668,4
17,2
17.083333333333332,2
17.166666666666668,2
17.25,3
17.333333333333332,0
17.416666666666668,1
17.5,1
17.583333333333332,4
17.666666666666668,4
17.75,4
17.833333333333332,1
17.916666666666668,1
18,2
18.083333333333332,4
18.166666666666668,3
18.25,2
18.333333333333332,0
18.416666666666668,1
18.5,1
18.583333333333332,4
18.666666666666668,2
18.75,2
18.833333333333332,1
18.916666666666668,4
19,1
19.083333333333332,3
19.166666666666668,3
19.25,2
19.333333333333332,4
19.416666666666668,3
19.5,4
19.583333333333332,3
19.666666666666668,3
19.75,2
19.833333333333332,1
19.916666666666668,3
20,3
20.083333333333332,2
20.166666666666668,4
20.25,3
20.333333333333332,3
20.416666666666668,4
20.5,2
20.583333333333332,3
20.666666666666668,4
20.75,4
20.833333333333332,1
20.916666666666668,1
21,5
21.083333333333332,3
21.166666666666668,5
21.25,2
21.333333333333332,3
21.416666666666668,3
21.5,1
21.583333333333332,3
21.666666666666668,4
21.75,3
21.833333333333332,1
21.916666666666668,4
22,2
22.083333333333332,3
22.166666666666668,4
22.25,1
22.333333333333332,2
22.416666666666668,3
22.5,3
22.583333333333332,5
22.666666666666668,3
22.75,5
22.833333333333332,3
22.916666666666668,3
23,3
23.083333333333332,4
23.166666666666668,2
23.25,3
23.333333333333332,2
23.416666666666668,4
23.5,4
23.583333333333332,2
23.666666666666668,1
23.75,5
23.833333333333332,2
23.916666666666668,2
24,3
24.083333333333332,5
24.166666666666668,3
24.25,3
24.333333333333332,4
24.416666666666668,2
24.5,3
24.583333333333332,4
24.666666666666668,5
24.75,1
24.833333333333332,2
24.916666666666668,4
25,3
25.083333333333332,4
25.166666666666668,4
25.25,3
25.333333333333332,2
25.416666666666668,2
25.5,3
25.583333333333332,4
25.666666666666668,4
25.75,4
25.833333333333332,2
25.916666666666668,5
26,3
26.083333333333332,1
26.166666666666668,4
26.25,5
26.333333333333332,2
26.416666666666668,1
26.5,5
26.583333333333332,3
26.666666666666668,3
26.75,2
26.833333333333332,3
26.916666666666668,4
27,3
27.083333333333332,2
27.166666666666668,4
27.25,2
27.333333333333332,5
27.416666666666668,5
27.5,1
27.583333333333332,2
27.666666666666668,2
27.75,3
27.833333333333332,1
27.916666666666668,3
28,5
28.083333333333332,3
28.166666666666668,2
28.25,5
28.333333333333332,3
28.416666666666668,5
28.5,3
28.583333333333332,2
28.666666666666668,3
28.75,4
28.833333333333332,3
28.916666666666668,2
29,2
29.083333333333332,4
29.166666666666668,3
29.25,2
29.333333333333332,3
29.416666666666668,3
29.5,5
29.583333333333332,4
29.666666666666668,5
29.75,3
29.833333333333332,1
29.916666666666668,3
30,3
30.083333333333332,5
30.166666666666668,3
30.25,3
30.333333333333332,2
30.416666666666668,2
30.5,3
30.583333333333332,2
30.666666666666668,4
30.75,4
30.833333333333332,2
30.916666666666668,4
31,4
31.083333333333332,6
31.166666666666668,4
31.25,6
31.333333333333332,3
31.416666666666668,4
31.5,6
31.583333333333332,4
31.666666666666668,4
31.75,5
31.833333333333332,3
31.916666666666668,6
32,4
32.083333333333336,3
32.166666666666664,3
32.25,2
32.333333333333336,5
32.416666666666664,3
32.5,4
32.583333333333336,3
32.666666666666664,3
32.75,6
32.833333333333336,6
32.916666666666664,4
33,2
33.083333333333336,5
33.166666666666664,5
33.25,4
33.333333333333336,5
33.416666666666664,3
33.5,6
33.583333333333336,2
33.666666666666664,6
33.75,6
33.833333333333336,4
33.916666666666664,6
34,2
34.083333333333336,4
34.166666666666664,5
34.25,6
34.333333333333336,3
34.416666666666664,3
34.5,2
34.583333333333336,2
34.666666666666664,4
34.75,6
34.833333333333336,4
34.916666666666664,5
35,4
35.083333333333336,6
35.166666666666664,5
35.25,5
35.333333333333336,5
35.416666666666664,6
35.5,5
35.583333333333336,5
35.666666666666664,6
35.75,7
35.833333333333336,4
35.916666666666664,6
36,4
36.083333333333336,3
36.166666666666664,7
36.25,5
36.333333333333336,5
36.416666666666664,7
36.5,4
36.583333333333336,3
36.666666666666664,5
36.75,6
36.833333333333336,6
36.916666666666664,6
37,5
37.083333333333336,3
37.166666666666664,4
37.25,6
37.333333333333336,5
37.416666666666664,4
37.5,4
37.583333333333336,3
37.666666666666664,5
37.75,4
37.833333333333336,6
37.916666666666664,5
38,5
38.083333333333336,5
38.166666666666664,6
38.25,6
38.333333333333336,4
38.416666666666664,5
38.5,7
38.583333333333336,5
38.666666666666664,7
38.75,4
38.833333333333336,5
38.916666666666664,5
39,6
39.083333333333336,5
