"Hours since thread went live","High Card Season 2 - Episode 20 discussion"
22,88
22.083333333333332,89
22.166666666666668,88
22.25,88
22.333333333333332,89
22.416666666666668,89
22.5,92
22.583333333333332,89
22.666666666666668,90
22.75,90
22.833333333333332,90
22.916666666666668,92
23,90
23.083333333333332,88
23.166666666666668,90
23.25,88
23.333333333333332,90
23.416666666666668,90
23.5,91
23.583333333333332,87
23.666666666666668,92
23.75,91
23.833333333333332,94
23.916666666666668,95
24,87
24.083333333333332,91
24.166666666666668,94
24.25,93
24.333333333333332,92
24.416666666666668,90
24.5,93
24.583333333333332,89
24.666666666666668,88
24.75,90
24.833333333333332,89
24.916666666666668,92
25,93
25.083333333333332,87
25.166666666666668,93
25.25,92
25.333333333333332,89
25.416666666666668,92
25.5,93
25.583333333333332,92
25.666666666666668,94
25.75,87
25.833333333333332,86
25.916666666666668,89
26,91
26.083333333333332,93
26.166666666666668,89
26.25,88
26.333333333333332,89
26.416666666666668,87
26.5,92
26.583333333333332,87
26.666666666666668,90
26.75,94
26.833333333333332,88
26.916666666666668,92
27,87
27.083333333333332,93
27.166666666666668,88
27.25,88
27.333333333333332,90
27.416666666666668,94
27.5,92
27.583333333333332,95
27.666666666666668,93
27.75,91
27.833333333333332,92
27.916666666666668,92
28,93
28.083333333333332,95
28.166666666666668,93
28.25,93
28.333333333333332,94
28.416666666666668,94
28.5,91
28.583333333333332,88
28.666666666666668,93
28.75,91
28.833333333333332,91
28.916666666666668,93
29,92
29.083333333333332,91
29.166666666666668,91
29.25,88
29.333333333333332,91
29.416666666666668,93
29.5,88
29.583333333333332,89
29.666666666666668,93
29.75,91
29.833333333333332,90
29.916666666666668,88
30,90
30.083333333333332,92
30.166666666666668,89
30.25,92
30.333333333333332,93
30.416666666666668,91
30.5,90
30.583333333333332,94
30.666666666666668,94
30.75,92
30.833333333333332,91
30.916666666666668,92
31,93
31.083333333333332,96
31.166666666666668,95
31.25,92
31.333333333333332,92
31.416666666666668,95
31.5,95
31.583333333333332,95
31.666666666666668,96
31.75,94
31.833333333333332,93
31.916666666666668,96
32,95
32.083333333333336,96
32.166666666666664,93
32.25,96
32.333333333333336,93
32.416666666666664,96
32.5,90
32.583333333333336,94
32.666666666666664,95
32.75,93
32.833333333333336,92
32.916666666666664,93
33,92
33.083333333333336,96
33.166666666666664,94
33.25,95
33.333333333333336,96
33.416666666666664,94
33.5,97
33.583333333333336,91
33.666666666666664,95
33.75,95
33.833333333333336,93
33.916666666666664,97
34,97
34.083333333333336,95
34.166666666666664,91
34.25,95
34.333333333333336,98
34.416666666666664,96
34.5,94
34.583333333333336,93
34.666666666666664,94
34.75,95
34.833333333333336,97
34.916666666666664,94
35,94
35.083333333333336,93
35.166666666666664,96
35.25,92
35.333333333333336,90
35.416666666666664,94
35.5,93
35.583333333333336,95
35.666666666666664,93
35.75,93
35.833333333333336,91
35.916666666666664,94
36,95
36.083333333333336,93
36.166666666666664,97
36.25,96
36.333333333333336,92
36.416666666666664,94
36.5,96
36.583333333333336,92
36.666666666666664,95
36.75,96
36.833333333333336,98
36.916666666666664,98
37,94
37.083333333333336,97
37.166666666666664,93
37.25,93
37.333333333333336,97
37.416666666666664,94
37.5,96
37.583333333333336,95
37.666666666666664,93
37.75,94
37.833333333333336,97
37.916666666666664,95
38,98
38.083333333333336,94
38.166666666666664,97
38.25,94
38.333333333333336,94
38.416666666666664,98
38.5,95
38.583333333333336,97
38.666666666666664,97
38.75,98
38.833333333333336,97
38.916666666666664,98
39,98
39.083333333333336,92
39.166666666666664,93
39.25,97
39.333333333333336,95
39.416666666666664,96
39.5,93
39.583333333333336,96
39.666666666666664,98
39.75,96
39.833333333333336,95
39.916666666666664,98
40,98
40.083333333333336,99
40.166666666666664,96
40.25,93
40.333333333333336,96
40.416666666666664,94
40.5,98
40.583333333333336,99
40.666666666666664,97
40.75,101
40.833333333333336,97
40.916666666666664,93
41,97
41.083333333333336,96
41.166666666666664,96
41.25,97
41.333333333333336,95
41.416666666666664,100
41.5,97
41.583333333333336,97
41.666666666666664,95
41.75,98
41.833333333333336,97
41.916666666666664,95
42,100
42.083333333333336,97
42.166666666666664,99
42.25,96
42.333333333333336,94
42.416666666666664,100
42.5,95
42.583333333333336,99
42.666666666666664,96
42.75,96
42.833333333333336,96
42.916666666666664,97
43,95
43.083333333333336,94
43.166666666666664,95
43.25,94
43.333333333333336,98
43.416666666666664,97
43.5,94
43.583333333333336,95
43.666666666666664,101
43.75,100
43.833333333333336,99
43.916666666666664,97
44,100
44.083333333333336,97
44.166666666666664,97
44.25,96
44.333333333333336,99
44.416666666666664,99
44.5,93
44.583333333333336,98
44.666666666666664,99
44.75,97
44.833333333333336,97
44.916666666666664,100
45,100
45.083333333333336,94
45.166666666666664,95
45.25,97
45.333333333333336,97
45.416666666666664,100
45.5,101
45.583333333333336,93
45.666666666666664,94
45.75,95
45.833333333333336,97
45.916666666666664,100
46,96
46.083333333333336,97
46.166666666666664,94
46.25,93
46.333333333333336,97
46.416666666666664,98
46.5,97
46.583333333333336,96
46.666666666666664,97
46.75,101
46.833333333333336,95
46.916666666666664,98
47,97
47.083333333333336,97
47.166666666666664,97
47.25,97
47.333333333333336,98
47.416666666666664,96
47.5,97
47.583333333333336,101
47.666666666666664,98
47.75,102
47.833333333333336,97
47.916666666666664,98
