"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 6 discussion"
0,1
0,2
0.08333333333333333,4
0.16666666666666666,6
0.25,8
0.3333333333333333,9
0.4166666666666667,17
0.5,20
0.5833333333333334,22
0.6666666666666666,23
0.75,27
0.8333333333333334,34
0.9166666666666666,37
1,45
1.0833333333333333,53
1.1666666666666667,68
1.25,75
1.3333333333333333,85
1.4166666666666667,92
1.5,100
1.5833333333333333,115
1.6666666666666667,121
1.75,130
1.8333333333333333,138
1.9166666666666667,149
2,158
2.0833333333333335,172
2.1666666666666665,182
2.25,179
2.3333333333333335,188
2.4166666666666665,197
2.5,203
2.5833333333333335,210
2.6666666666666665,223
2.75,231
2.8333333333333335,238
2.9166666666666665,246
3,257
3.0833333333333335,259
3.1666666666666665,258
3.25,267
3.3333333333333335,279
3.4166666666666665,288
3.5,296
3.5833333333333335,301
3.6666666666666665,309
3.75,316
3.8333333333333335,321
3.9166666666666665,326
4,333
4.083333333333333,344
4.166666666666667,344
4.25,359
4.333333333333333,357
4.416666666666667,363
4.5,368
4.583333333333333,372
4.666666666666667,375
4.75,379
4.833333333333333,387
4.916666666666667,390
5,398
5.083333333333333,398
5.166666666666667,403
5.25,401
5.333333333333333,410
5.416666666666667,421
5.5,425
5.583333333333333,432
5.666666666666667,441
5.75,439
5.833333333333333,453
5.916666666666667,453
6,460
6.083333333333333,469
6.166666666666667,467
6.25,475
6.333333333333333,474
6.416666666666667,481
6.5,484
6.583333333333333,490
6.666666666666667,489
6.75,497
6.833333333333333,497
6.916666666666667,506
7,503
7.083333333333333,503
7.166666666666667,511
7.25,516
7.333333333333333,515
7.416666666666667,523
7.5,519
7.583333333333333,523
7.666666666666667,520
7.75,523
7.833333333333333,530
7.916666666666667,530
8,541
8.083333333333334,545
8.166666666666666,553
8.25,559
8.333333333333334,559
8.416666666666666,567
8.5,565
8.583333333333334,566
8.666666666666666,570
8.75,569
8.833333333333334,574
8.916666666666666,576
9,575
9.083333333333334,577
9.166666666666666,578
9.25,581
9.333333333333334,586
9.416666666666666,588
9.5,588
9.583333333333334,598
9.666666666666666,593
9.75,596
9.833333333333334,597
9.916666666666666,593
10,597
10.083333333333334,600
10.166666666666666,600
10.25,606
10.333333333333334,612
10.416666666666666,619
10.5,625
10.583333333333334,627
10.666666666666666,623
10.75,625
10.833333333333334,626
10.916666666666666,629
11,636
11.083333333333334,634
11.166666666666666,633
11.25,635
11.333333333333334,637
11.416666666666666,636
11.5,639
11.583333333333334,642
11.666666666666666,645
11.75,647
11.833333333333334,644
11.916666666666666,650
12,651
12.083333333333334,656
12.166666666666666,655
12.25,658
12.333333333333334,662
12.416666666666666,664
12.5,668
12.583333333333334,669
12.666666666666666,672
12.75,677
12.833333333333334,681
12.916666666666666,677
13,682
13.083333333333334,685
13.166666666666666,692
13.25,690
13.333333333333334,691
13.416666666666666,695
13.5,692
13.583333333333334,695
13.666666666666666,699
13.75,697
13.833333333333334,703
13.916666666666666,703
14,708
14.083333333333334,704
14.166666666666666,704
14.25,708
14.333333333333334,717
14.416666666666666,713
14.5,720
14.583333333333334,716
14.666666666666666,717
14.75,721
14.833333333333334,721
14.916666666666666,718
15,729
15.083333333333334,726
15.166666666666666,728
15.25,728
15.333333333333334,733
15.416666666666666,729
15.5,736
15.583333333333334,730
15.666666666666666,741
15.75,736
15.833333333333334,736
15.916666666666666,744
16,745
16.083333333333332,743
16.166666666666668,743
16.25,747
16.333333333333332,748
16.416666666666668,751
16.5,748
16.583333333333332,751
16.666666666666668,749
16.75,748
16.833333333333332,751
16.916666666666668,751
17,753
17.083333333333332,760
17.166666666666668,751
17.25,760
17.333333333333332,763
17.416666666666668,761
17.5,762
17.583333333333332,763
17.666666666666668,768
17.75,764
17.833333333333332,767
17.916666666666668,767
18,763
18.083333333333332,767
18.166666666666668,771
18.25,770
18.333333333333332,767
18.416666666666668,774
18.5,777
18.583333333333332,773
18.666666666666668,778
18.75,776
18.833333333333332,782
18.916666666666668,781
19,778
19.083333333333332,779
19.166666666666668,785
19.25,780
19.333333333333332,780
19.416666666666668,780
19.5,778
19.583333333333332,785
19.666666666666668,789
19.75,783
19.833333333333332,793
19.916666666666668,792
20,790
20.083333333333332,795
20.166666666666668,790
20.25,791
20.333333333333332,789
20.416666666666668,793
20.5,791
20.583333333333332,800
20.666666666666668,795
20.75,793
20.833333333333332,799
20.916666666666668,797
21,797
21.083333333333332,799
21.166666666666668,797
21.25,800
21.333333333333332,802
21.416666666666668,802
21.5,799
21.583333333333332,802
21.666666666666668,803
21.75,804
21.833333333333332,809
21.916666666666668,805
22,808
22.083333333333332,810
22.166666666666668,814
22.25,804
22.333333333333332,815
22.416666666666668,812
22.5,815
22.583333333333332,814
22.666666666666668,812
22.75,807
22.833333333333332,813
22.916666666666668,813
23,808
23.083333333333332,809
23.166666666666668,811
23.25,806
23.333333333333332,816
23.416666666666668,812
23.5,812
23.583333333333332,812
23.666666666666668,812
23.75,809
23.833333333333332,816
23.916666666666668,814
24,814
24.083333333333332,816
24.166666666666668,818
24.25,821
24.333333333333332,817
24.416666666666668,822
24.5,821
24.583333333333332,815
24.666666666666668,816
24.75,816
24.833333333333332,822
24.916666666666668,815
25,819
25.083333333333332,824
25.166666666666668,818
25.25,820
25.333333333333332,821
25.416666666666668,821
25.5,819
25.583333333333332,825
25.666666666666668,827
25.75,818
25.833333333333332,826
25.916666666666668,826
26,824
26.083333333333332,829
26.166666666666668,820
26.25,824
26.333333333333332,827
26.416666666666668,825
26.5,828
26.583333333333332,826
26.666666666666668,829
26.75,824
26.833333333333332,829
26.916666666666668,834
27,834
27.083333333333332,830
27.166666666666668,834
27.25,834
27.333333333333332,830
27.416666666666668,832
27.5,830
27.583333333333332,840
27.666666666666668,834
27.75,835
27.833333333333332,835
27.916666666666668,841
28,839
28.083333333333332,839
28.166666666666668,840
28.25,839
28.333333333333332,840
28.416666666666668,843
28.5,839
28.583333333333332,836
28.666666666666668,838
28.75,839
28.833333333333332,844
28.916666666666668,843
29,849
29.083333333333332,842
29.166666666666668,839
29.25,846
29.333333333333332,844
29.416666666666668,844
29.5,846
29.583333333333332,846
29.666666666666668,844
29.75,852
29.833333333333332,844
29.916666666666668,852
30,848
30.083333333333332,851
30.166666666666668,846
30.25,850
30.333333333333332,851
30.416666666666668,850
30.5,849
30.583333333333332,847
30.666666666666668,854
30.75,849
30.833333333333332,857
30.916666666666668,854
31,855
31.083333333333332,856
31.166666666666668,857
31.25,860
31.333333333333332,858
31.416666666666668,857
31.5,857
31.583333333333332,858
31.666666666666668,856
31.75,858
31.833333333333332,860
31.916666666666668,864
32,863
32.083333333333336,863
32.166666666666664,855
32.25,859
32.333333333333336,859
32.416666666666664,854
32.5,854
32.583333333333336,855
32.666666666666664,863
32.75,858
32.833333333333336,858
32.916666666666664,867
33,865
33.083333333333336,865
33.166666666666664,865
33.25,861
33.333333333333336,860
33.416666666666664,862
33.5,860
