"Hours since thread went live","Kyuujitsu no Warumono-san • Mr. Villain's Day Off - Episode 8 discussion"
35.5,101
35.583333333333336,103
35.666666666666664,101
35.75,104
35.833333333333336,101
35.916666666666664,107
36,104
36.083333333333336,107
36.166666666666664,103
36.25,105
36.333333333333336,106
36.416666666666664,105
36.5,105
36.583333333333336,103
36.666666666666664,105
36.75,107
36.833333333333336,107
36.916666666666664,105
37,108
37.083333333333336,109
37.166666666666664,106
37.25,103
37.333333333333336,103
37.416666666666664,104
37.5,108
37.583333333333336,106
37.666666666666664,109
37.75,106
37.833333333333336,106
37.916666666666664,104
38,103
38.083333333333336,102
38.166666666666664,102
38.25,107
38.333333333333336,109
38.416666666666664,109
38.5,103
38.583333333333336,104
38.666666666666664,108
38.75,105
38.833333333333336,108
38.916666666666664,106
39,106
39.083333333333336,102
39.166666666666664,108
39.25,108
39.333333333333336,103
39.416666666666664,105
39.5,106
39.583333333333336,108
39.666666666666664,107
39.75,106
39.833333333333336,106
39.916666666666664,105
40,105
40.083333333333336,104
40.166666666666664,109
40.25,110
40.333333333333336,106
40.416666666666664,106
40.5,103
40.583333333333336,106
40.666666666666664,109
40.75,106
40.833333333333336,106
40.916666666666664,110
41,107
41.083333333333336,107
41.166666666666664,103
41.25,107
41.333333333333336,107
41.416666666666664,105
41.5,104
41.583333333333336,104
41.666666666666664,109
41.75,108
41.833333333333336,110
41.916666666666664,108
42,108
42.083333333333336,110
42.166666666666664,108
42.25,107
42.333333333333336,108
42.416666666666664,108
42.5,106
42.583333333333336,106
42.666666666666664,107
42.75,110
42.833333333333336,104
42.916666666666664,108
43,107
43.083333333333336,112
43.166666666666664,106
43.25,107
43.333333333333336,104
43.416666666666664,107
43.5,106
43.583333333333336,108
43.666666666666664,110
43.75,109
43.833333333333336,107
43.916666666666664,108
44,107
44.083333333333336,108
44.166666666666664,108
44.25,109
44.333333333333336,111
44.416666666666664,108
44.5,106
44.583333333333336,111
44.666666666666664,108
44.75,105
44.833333333333336,106
44.916666666666664,109
45,108
45.083333333333336,104
45.166666666666664,109
45.25,108
45.333333333333336,110
45.416666666666664,110
45.5,108
45.583333333333336,110
45.666666666666664,112
45.75,112
45.833333333333336,110
45.916666666666664,112
46,112
46.083333333333336,113
46.166666666666664,108
46.25,114
46.333333333333336,115
46.416666666666664,116
46.5,113
46.583333333333336,111
46.666666666666664,114
46.75,110
46.833333333333336,114
46.916666666666664,113
47,109
47.083333333333336,111
47.166666666666664,115
47.25,111
47.333333333333336,114
47.416666666666664,112
47.5,112
47.583333333333336,113
47.666666666666664,116
47.75,114
47.833333333333336,114
47.916666666666664,110
