"Hours since thread went live","Kyuujitsu no Warumono-san • Mr. Villain's Day Off - Episode 8 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,2
0.5833333333333334,3
0.6666666666666666,6
0.75,7
0.8333333333333334,9
0.9166666666666666,11
1,13
1.0833333333333333,14
1.1666666666666667,17
1.25,16
1.3333333333333333,18
1.4166666666666667,17
1.5,18
1.5833333333333333,20
1.6666666666666667,21
1.75,20
1.8333333333333333,21
1.9166666666666667,21
2,23
2.0833333333333335,22
2.1666666666666665,23
2.25,23
2.3333333333333335,23
2.4166666666666665,24
2.5,26
2.5833333333333335,26
2.6666666666666665,27
2.75,28
2.8333333333333335,28
2.9166666666666665,30
3,27
3.0833333333333335,27
3.1666666666666665,28
3.25,31
3.3333333333333335,34
3.4166666666666665,31
3.5,34
3.5833333333333335,34
3.6666666666666665,32
3.75,38
3.8333333333333335,38
3.9166666666666665,36
4,40
4.083333333333333,38
4.166666666666667,38
4.25,40
4.333333333333333,36
4.416666666666667,41
4.5,42
4.583333333333333,36
4.666666666666667,40
4.75,41
4.833333333333333,41
4.916666666666667,43
5,38
5.083333333333333,45
5.166666666666667,39
5.25,39
5.333333333333333,41
5.416666666666667,47
5.5,40
5.583333333333333,42
5.666666666666667,46
5.75,51
5.833333333333333,47
5.916666666666667,47
6,46
6.083333333333333,46
6.166666666666667,52
6.25,47
6.333333333333333,54
6.416666666666667,48
6.5,50
6.583333333333333,49
6.666666666666667,51
6.75,56
6.833333333333333,53
6.916666666666667,57
7,51
7.083333333333333,55
7.166666666666667,51
7.25,54
7.333333333333333,54
7.416666666666667,54
7.5,55
7.583333333333333,52
7.666666666666667,53
7.75,54
7.833333333333333,57
7.916666666666667,59
8,56
8.083333333333334,61
8.166666666666666,59
8.25,57
8.333333333333334,59
8.416666666666666,54
8.5,57
8.583333333333334,58
8.666666666666666,60
8.75,55
8.833333333333334,62
8.916666666666666,58
9,60
9.083333333333334,58
9.166666666666666,59
9.25,62
9.333333333333334,60
9.416666666666666,59
9.5,59
9.583333333333334,58
9.666666666666666,60
9.75,59
9.833333333333334,62
9.916666666666666,61
10,66
10.083333333333334,64
10.166666666666666,63
10.25,66
10.333333333333334,63
10.416666666666666,62
10.5,63
10.583333333333334,69
10.666666666666666,63
10.75,68
10.833333333333334,66
10.916666666666666,69
11,67
11.083333333333334,72
11.166666666666666,72
11.25,73
11.333333333333334,75
11.416666666666666,73
11.5,75
11.583333333333334,75
11.666666666666666,79
11.75,75
11.833333333333334,74
11.916666666666666,75
12,76
12.083333333333334,79
12.166666666666666,78
12.25,78
12.333333333333334,78
12.416666666666666,76
12.5,78
12.583333333333334,81
12.666666666666666,81
12.75,81
12.833333333333334,78
12.916666666666666,82
13,81
13.083333333333334,78
13.166666666666666,81
13.25,79
13.333333333333334,78
13.416666666666666,81
13.5,75
13.583333333333334,80
13.666666666666666,77
13.75,79
13.833333333333334,78
13.916666666666666,83
14,78
14.083333333333334,84
14.166666666666666,80
14.25,77
14.333333333333334,79
14.416666666666666,84
14.5,81
14.583333333333334,84
14.666666666666666,84
14.75,80
14.833333333333334,85
14.916666666666666,87
15,85
15.083333333333334,82
15.166666666666666,82
15.25,82
15.333333333333334,82
15.416666666666666,87
15.5,83
15.583333333333334,84
15.666666666666666,84
15.75,82
15.833333333333334,82
15.916666666666666,85
16,84
16.083333333333332,88
16.166666666666668,87
16.25,87
16.333333333333332,83
16.416666666666668,84
16.5,86
16.583333333333332,86
16.666666666666668,90
16.75,86
16.833333333333332,90
16.916666666666668,88
17,89
17.083333333333332,85
17.166666666666668,85
17.25,92
17.333333333333332,88
17.416666666666668,89
17.5,92
17.583333333333332,88
17.666666666666668,86
17.75,90
17.833333333333332,88
17.916666666666668,92
18,92
18.083333333333332,88
18.166666666666668,87
18.25,88
18.333333333333332,90
18.416666666666668,90
18.5,87
18.583333333333332,88
18.666666666666668,88
18.75,92
18.833333333333332,95
18.916666666666668,91
19,92
19.083333333333332,91
19.166666666666668,88
19.25,90
19.333333333333332,89
19.416666666666668,90
19.5,94
19.583333333333332,92
19.666666666666668,89
19.75,93
19.833333333333332,91
19.916666666666668,91
20,90
20.083333333333332,96
20.166666666666668,92
20.25,94
20.333333333333332,92
20.416666666666668,93
20.5,90
20.583333333333332,90
20.666666666666668,93
20.75,89
20.833333333333332,94
20.916666666666668,92
21,94
21.083333333333332,96
21.166666666666668,93
21.25,95
21.333333333333332,93
21.416666666666668,93
21.5,94
21.583333333333332,96
21.666666666666668,91
21.75,97
21.833333333333332,97
21.916666666666668,97
22,99
22.083333333333332,97
22.166666666666668,93
22.25,97
22.333333333333332,96
22.416666666666668,98
22.5,100
22.583333333333332,102
22.666666666666668,97
22.75,99
22.833333333333332,101
22.916666666666668,98
23,99
23.083333333333332,98
23.166666666666668,99
23.25,100
23.333333333333332,98
23.416666666666668,99
23.5,99
23.583333333333332,100
23.666666666666668,96
23.833333333333332,97
23.916666666666668,102
24,96
24.083333333333332,100
24.166666666666668,98
24.25,98
24.333333333333332,101
24.416666666666668,99
24.5,97
24.583333333333332,102
24.666666666666668,101
24.75,100
24.833333333333332,99
24.916666666666668,96
25,97
25.083333333333332,98
25.166666666666668,100
25.25,98
25.333333333333332,103
25.416666666666668,97
25.5,95
25.583333333333332,101
25.666666666666668,98
25.75,101
25.833333333333332,98
25.916666666666668,104
26,101
26.083333333333332,102
26.166666666666668,99
26.25,99
26.333333333333332,100
26.416666666666668,99
26.5,99
26.583333333333332,96
26.666666666666668,102
26.75,97
26.833333333333332,100
26.916666666666668,103
27,101
27.083333333333332,101
27.166666666666668,101
27.25,100
27.333333333333332,102
27.416666666666668,97
27.5,97
27.583333333333332,99
27.666666666666668,100
27.75,100
27.833333333333332,99
27.916666666666668,100
28,100
28.083333333333332,104
28.166666666666668,101
28.25,98
28.333333333333332,104
28.416666666666668,104
28.5,105
28.583333333333332,103
28.666666666666668,102
28.75,103
28.833333333333332,101
28.916666666666668,102
29,102
29.083333333333332,104
29.166666666666668,103
29.25,100
29.333333333333332,101
29.416666666666668,100
29.5,99
29.583333333333332,103
29.666666666666668,101
29.75,101
29.833333333333332,102
29.916666666666668,99
30,99
30.083333333333332,100
30.166666666666668,101
30.25,101
30.333333333333332,103
30.416666666666668,104
30.5,105
30.583333333333332,102
30.666666666666668,107
30.75,102
30.833333333333332,100
30.916666666666668,106
31,106
31.083333333333332,102
31.166666666666668,106
31.25,99
31.333333333333332,104
31.416666666666668,103
31.5,106
31.583333333333332,104
31.666666666666668,99
31.75,100
31.833333333333332,103
31.916666666666668,99
32,103
32.083333333333336,103
32.166666666666664,100
32.25,102
32.333333333333336,107
32.416666666666664,104
32.5,104
32.583333333333336,105
32.666666666666664,99
32.75,105
32.833333333333336,106
32.916666666666664,101
33,103
33.083333333333336,106
33.166666666666664,104
33.25,103
33.333333333333336,103
33.416666666666664,105
33.5,102
33.583333333333336,106
33.666666666666664,102
33.75,105
33.833333333333336,99
33.916666666666664,102
34,106
34.083333333333336,105
34.166666666666664,103
34.25,103
34.333333333333336,105
34.416666666666664,104
34.5,103
34.583333333333336,99
34.666666666666664,100
34.75,103
34.833333333333336,103
34.916666666666664,103
35,102
35.083333333333336,107
35.166666666666664,103
35.25,104
35.333333333333336,102
35.416666666666664,105
