"Hours since thread went live","Kaii to Otome to Kamikakushi • Mysterious Disappearances - Episode 6 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,4
0.25,5
0.3333333333333333,8
0.4166666666666667,10
0.5,12
0.5833333333333334,14
0.6666666666666666,17
0.75,19
0.8333333333333334,19
0.9166666666666666,22
1,24
1.0833333333333333,28
1.1666666666666667,29
1.25,32
1.3333333333333333,33
1.4166666666666667,35
1.5,37
1.5833333333333333,38
1.6666666666666667,37
1.75,39
1.8333333333333333,41
1.9166666666666667,45
2,46
2.0833333333333335,46
2.1666666666666665,49
2.25,55
2.3333333333333335,55
2.4166666666666665,56
2.5,61
2.5833333333333335,65
2.6666666666666665,68
2.75,68
2.8333333333333335,66
2.9166666666666665,67
3,72
3.0833333333333335,69
3.1666666666666665,71
3.25,76
3.3333333333333335,77
3.4166666666666665,78
3.5,75
3.5833333333333335,82
3.6666666666666665,80
3.75,82
3.8333333333333335,84
3.9166666666666665,84
4,90
4.083333333333333,91
4.166666666666667,92
4.25,92
4.333333333333333,97
4.416666666666667,95
4.5,99
4.583333333333333,99
4.666666666666667,97
4.75,97
4.833333333333333,101
4.916666666666667,105
5,108
5.083333333333333,102
5.166666666666667,109
5.25,114
5.333333333333333,112
5.416666666666667,111
5.5,115
5.583333333333333,119
5.666666666666667,121
5.75,124
5.833333333333333,126
5.916666666666667,127
6,130
6.083333333333333,131
6.166666666666667,135
6.25,134
6.333333333333333,135
6.416666666666667,146
6.5,148
6.583333333333333,147
6.666666666666667,147
6.75,145
6.833333333333333,149
6.916666666666667,153
7,156
7.083333333333333,152
7.166666666666667,153
7.25,154
7.333333333333333,155
7.416666666666667,156
7.5,165
7.583333333333333,162
7.666666666666667,164
7.75,160
7.833333333333333,164
7.916666666666667,166
8,165
8.083333333333334,162
8.166666666666666,169
8.25,172
8.333333333333334,167
8.416666666666666,170
8.5,166
8.583333333333334,170
8.666666666666666,173
8.75,170
8.833333333333334,171
8.916666666666666,172
9,174
9.083333333333334,170
9.166666666666666,172
9.25,178
9.333333333333334,176
9.416666666666666,181
9.5,179
9.583333333333334,178
9.666666666666666,178
9.75,179
9.833333333333334,186
9.916666666666666,183
10,187
10.083333333333334,181
10.166666666666666,190
10.25,187
10.333333333333334,188
10.416666666666666,190
10.5,196
10.583333333333334,194
10.666666666666666,193
10.75,193
10.833333333333334,194
10.916666666666666,197
11,198
11.083333333333334,196
11.166666666666666,197
11.25,199
11.333333333333334,194
11.416666666666666,197
11.5,202
11.583333333333334,198
11.666666666666666,203
11.75,199
11.833333333333334,202
11.916666666666666,201
12,207
12.083333333333334,205
12.166666666666666,204
12.25,208
12.333333333333334,209
12.416666666666666,207
12.5,206
12.583333333333334,208
12.666666666666666,209
12.75,208
12.833333333333334,214
12.916666666666666,214
13,215
13.083333333333334,214
13.166666666666666,216
13.25,215
13.333333333333334,220
13.416666666666666,222
13.5,221
13.583333333333334,220
13.666666666666666,214
13.75,220
13.833333333333334,223
13.916666666666666,225
14,227
14.083333333333334,227
14.166666666666666,227
14.25,225
14.333333333333334,226
14.416666666666666,229
14.5,228
14.583333333333334,229
14.666666666666666,226
14.75,231
14.833333333333334,228
14.916666666666666,230
15,230
15.083333333333334,228
15.166666666666666,226
15.25,230
15.333333333333334,228
15.416666666666666,232
15.5,229
15.583333333333334,234
15.666666666666666,235
15.75,236
15.833333333333334,238
15.916666666666666,240
16,238
16.083333333333332,240
16.166666666666668,242
16.25,241
16.333333333333332,245
16.416666666666668,243
16.5,240
16.583333333333332,245
16.666666666666668,243
16.75,246
16.833333333333332,242
16.916666666666668,247
17,244
17.083333333333332,243
17.166666666666668,244
17.25,247
17.333333333333332,250
17.416666666666668,251
17.5,251
17.583333333333332,245
17.666666666666668,251
17.75,247
17.833333333333332,254
17.916666666666668,254
18,249
18.083333333333332,250
18.166666666666668,254
18.25,250
18.333333333333332,253
18.416666666666668,253
18.5,253
18.583333333333332,253
18.666666666666668,255
18.75,256
18.833333333333332,258
18.916666666666668,256
19,255
19.083333333333332,256
19.166666666666668,261
19.25,259
19.333333333333332,262
19.416666666666668,258
19.5,261
19.583333333333332,260
19.666666666666668,256
19.75,262
19.833333333333332,259
19.916666666666668,259
20,259
20.083333333333332,257
20.166666666666668,264
20.25,263
20.333333333333332,257
20.416666666666668,264
20.5,260
20.583333333333332,260
20.666666666666668,263
20.75,261
20.833333333333332,260
20.916666666666668,262
21,258
21.083333333333332,266
21.166666666666668,261
21.25,260
21.333333333333332,263
21.416666666666668,263
21.5,258
21.583333333333332,266
21.666666666666668,264
21.75,263
21.833333333333332,264
21.916666666666668,264
22,258
22.083333333333332,262
22.166666666666668,260
22.25,265
22.333333333333332,263
22.416666666666668,264
22.5,266
22.583333333333332,265
22.666666666666668,263
22.75,265
22.833333333333332,267
22.916666666666668,263
23,264
23.083333333333332,262
23.166666666666668,264
23.25,265
23.333333333333332,268
23.416666666666668,265
23.5,265
23.583333333333332,266
23.666666666666668,264
23.75,264
23.833333333333332,268
23.916666666666668,267
24,263
24.083333333333332,264
24.166666666666668,269
24.25,263
24.333333333333332,265
24.416666666666668,265
24.5,262
24.583333333333332,265
24.666666666666668,268
24.75,269
24.833333333333332,266
24.916666666666668,263
25,265
25.083333333333332,264
25.166666666666668,268
25.25,267
25.333333333333332,266
25.416666666666668,267
25.5,268
25.583333333333332,270
25.666666666666668,267
25.75,266
25.833333333333332,265
25.916666666666668,267
26,269
26.083333333333332,268
26.166666666666668,272
26.25,269
26.333333333333332,271
26.416666666666668,270
26.5,268
26.583333333333332,270
26.666666666666668,272
26.75,268
26.833333333333332,272
26.916666666666668,269
27,270
27.083333333333332,269
27.166666666666668,271
27.25,270
27.333333333333332,269
27.416666666666668,270
27.5,265
27.583333333333332,272
27.666666666666668,266
27.75,269
27.833333333333332,273
27.916666666666668,273
28,271
28.083333333333332,273
28.166666666666668,266
28.25,274
28.333333333333332,270
28.416666666666668,270
28.5,270
28.583333333333332,269
28.666666666666668,271
28.75,271
28.833333333333332,270
28.916666666666668,268
29,270
29.083333333333332,268
29.166666666666668,270
29.25,268
29.333333333333332,272
29.416666666666668,269
29.5,271
29.583333333333332,270
29.666666666666668,273
29.75,274
29.833333333333332,276
29.916666666666668,275
30,276
30.083333333333332,275
30.166666666666668,273
30.25,274
30.333333333333332,273
30.416666666666668,273
30.5,275
30.583333333333332,277
30.666666666666668,272
30.75,277
30.833333333333332,271
30.916666666666668,278
31,274
31.083333333333332,274
31.166666666666668,273
31.25,271
31.333333333333332,273
31.416666666666668,276
31.5,278
31.583333333333332,273
31.666666666666668,279
31.75,276
31.833333333333332,277
31.916666666666668,278
32,281
32.083333333333336,283
32.166666666666664,282
32.25,279
32.333333333333336,279
32.416666666666664,280
32.5,282
32.583333333333336,278
32.666666666666664,282
32.75,280
32.833333333333336,280
32.916666666666664,280
33,280
33.083333333333336,281
33.166666666666664,280
33.25,276
33.333333333333336,277
33.416666666666664,277
33.5,279
33.583333333333336,280
33.666666666666664,279
33.75,282
33.833333333333336,278
33.916666666666664,282
34,281
34.083333333333336,280
34.166666666666664,280
34.25,282
34.333333333333336,283
34.416666666666664,279
34.5,281
34.583333333333336,279
34.666666666666664,278
34.75,282
34.833333333333336,280
34.916666666666664,282
35,280
35.083333333333336,278
35.166666666666664,281
35.25,280
35.333333333333336,280
35.416666666666664,283
35.5,280
35.583333333333336,280
35.666666666666664,279
35.75,282
35.833333333333336,279
35.916666666666664,282
36,282
36.083333333333336,281
36.166666666666664,279
36.25,281
36.333333333333336,278
36.416666666666664,278
36.5,279
36.583333333333336,282
36.666666666666664,283
36.75,281
36.833333333333336,281
36.916666666666664,281
37,283
37.083333333333336,281
37.166666666666664,284
37.25,281
37.333333333333336,282
37.416666666666664,279
37.5,277
37.583333333333336,279
37.666666666666664,280
37.75,282
37.833333333333336,279
37.916666666666664,281
38,285
38.083333333333336,281
38.166666666666664,281
38.25,280
38.333333333333336,281
38.416666666666664,280
38.5,282
38.583333333333336,285
38.666666666666664,278
38.75,282
38.833333333333336,282
38.916666666666664,279
