"Hours since thread went live","The New Gate - Episode 7 discussion"
0,1
0,3
0.08333333333333333,4
0.16666666666666666,5
0.25,5
0.3333333333333333,7
0.4166666666666667,9
0.5,14
0.5833333333333334,13
0.6666666666666666,16
0.75,18
0.8333333333333334,20
0.9166666666666666,22
1,25
1.0833333333333333,26
1.1666666666666667,27
1.25,32
1.3333333333333333,31
1.4166666666666667,33
1.5,38
1.5833333333333333,40
1.6666666666666667,43
1.75,45
1.8333333333333333,46
1.9166666666666667,47
2,51
2.0833333333333335,53
2.1666666666666665,57
2.25,61
2.3333333333333335,59
2.4166666666666665,61
2.5,62
2.5833333333333335,67
2.6666666666666665,69
2.75,68
2.8333333333333335,75
2.9166666666666665,71
3,79
3.0833333333333335,77
3.1666666666666665,82
3.25,79
3.3333333333333335,81
3.4166666666666665,81
3.5,80
3.5833333333333335,83
3.6666666666666665,85
3.75,88
3.8333333333333335,91
3.9166666666666665,88
4,90
4.083333333333333,88
4.166666666666667,94
4.25,91
4.333333333333333,98
4.416666666666667,97
4.5,101
4.583333333333333,109
4.666666666666667,105
4.75,108
4.833333333333333,113
4.916666666666667,110
5,111
5.083333333333333,111
5.166666666666667,108
5.25,111
5.333333333333333,109
5.416666666666667,111
5.5,116
5.583333333333333,121
5.666666666666667,123
5.75,120
5.833333333333333,119
5.916666666666667,123
6,123
6.083333333333333,121
6.166666666666667,127
6.25,123
6.333333333333333,125
6.416666666666667,129
6.5,126
6.583333333333333,124
6.666666666666667,128
6.75,131
6.833333333333333,130
6.916666666666667,129
7,131
7.083333333333333,131
7.166666666666667,130
7.25,131
7.333333333333333,132
7.416666666666667,135
7.5,131
7.583333333333333,132
7.666666666666667,136
7.75,134
7.833333333333333,140
7.916666666666667,139
8,144
8.083333333333334,143
8.166666666666666,141
8.25,144
8.333333333333334,143
8.416666666666666,144
8.5,148
8.583333333333334,149
8.666666666666666,146
8.75,149
8.833333333333334,149
8.916666666666666,144
9,150
9.083333333333334,154
9.166666666666666,150
9.25,153
9.333333333333334,153
9.416666666666666,155
9.5,154
9.583333333333334,155
9.666666666666666,155
9.75,156
9.833333333333334,160
9.916666666666666,161
10,159
10.083333333333334,164
10.166666666666666,162
10.25,163
10.333333333333334,161
10.416666666666666,166
10.5,169
10.583333333333334,167
10.666666666666666,169
10.75,164
10.833333333333334,171
10.916666666666666,169
11,168
11.083333333333334,170
11.166666666666666,172
11.25,170
11.333333333333334,173
11.416666666666666,170
11.5,174
11.583333333333334,176
11.666666666666666,173
11.75,176
11.833333333333334,174
11.916666666666666,175
12,175
12.083333333333334,175
12.166666666666666,180
12.25,180
12.333333333333334,181
12.416666666666666,181
12.5,179
12.583333333333334,177
12.666666666666666,179
12.75,180
12.833333333333334,183
12.916666666666666,182
13,180
13.083333333333334,181
13.166666666666666,183
13.25,183
13.333333333333334,183
13.416666666666666,184
13.5,189
13.583333333333334,187
13.666666666666666,190
13.75,187
13.833333333333334,188
13.916666666666666,191
14,193
14.083333333333334,188
14.166666666666666,192
14.25,189
14.333333333333334,190
14.416666666666666,189
14.5,189
14.583333333333334,192
14.666666666666666,193
14.75,193
14.833333333333334,192
14.916666666666666,193
15,194
15.083333333333334,192
15.166666666666666,192
15.25,195
15.333333333333334,195
15.416666666666666,194
15.5,194
15.583333333333334,190
15.666666666666666,191
15.75,193
15.833333333333334,199
15.916666666666666,195
16,197
16.083333333333332,194
16.166666666666668,196
16.25,197
16.333333333333332,198
16.416666666666668,195
16.5,197
16.583333333333332,200
16.666666666666668,195
16.75,199
16.833333333333332,203
16.916666666666668,199
17,199
17.083333333333332,201
17.166666666666668,199
17.25,201
17.333333333333332,199
17.416666666666668,202
17.5,204
17.583333333333332,204
17.666666666666668,199
17.75,205
17.833333333333332,199
17.916666666666668,202
18,203
18.083333333333332,208
18.166666666666668,206
18.25,206
18.333333333333332,206
18.416666666666668,204
18.5,202
18.583333333333332,203
18.666666666666668,201
18.75,205
18.833333333333332,207
18.916666666666668,207
19,208
19.083333333333332,205
19.166666666666668,207
19.25,207
19.333333333333332,209
19.416666666666668,206
19.5,204
19.583333333333332,208
19.666666666666668,212
19.75,210
19.833333333333332,211
19.916666666666668,209
20,211
20.083333333333332,210
20.166666666666668,206
20.25,210
20.333333333333332,213
20.416666666666668,214
20.5,210
20.583333333333332,209
20.666666666666668,209
20.75,211
20.833333333333332,209
20.916666666666668,209
21,211
21.083333333333332,209
21.166666666666668,211
21.25,211
21.333333333333332,212
21.416666666666668,214
21.5,209
21.583333333333332,213
21.666666666666668,211
21.75,215
21.833333333333332,216
21.916666666666668,214
22,213
22.083333333333332,215
22.166666666666668,214
22.25,210
22.333333333333332,217
22.416666666666668,216
22.5,216
22.583333333333332,214
22.666666666666668,215
22.75,215
22.833333333333332,214
22.916666666666668,215
23,213
23.083333333333332,216
23.166666666666668,215
23.25,218
23.333333333333332,217
23.416666666666668,216
23.5,212
23.583333333333332,215
23.666666666666668,214
23.75,216
23.833333333333332,216
23.916666666666668,217
24,216
24.083333333333332,221
24.166666666666668,216
24.25,215
24.333333333333332,218
24.416666666666668,221
24.5,220
24.583333333333332,219
24.666666666666668,217
24.75,218
24.833333333333332,220
24.916666666666668,215
25,220
25.083333333333332,221
25.166666666666668,215
25.25,216
25.333333333333332,216
25.416666666666668,220
25.5,221
25.583333333333332,222
25.666666666666668,219
25.75,218
25.833333333333332,220
25.916666666666668,223
26,221
26.083333333333332,223
26.166666666666668,221
26.25,223
26.333333333333332,226
26.416666666666668,223
26.5,222
