"Hours since thread went live","Kimetsu no Yaiba: Yuukaku-hen - Episode 6 discussion"
9.75,6451
9.833333333333334,6481
9.916666666666666,6498
10,6531
10.083333333333334,6556
10.166666666666666,6583
10.25,6606
10.333333333333334,6620
10.416666666666666,6634
10.5,6660
10.583333333333334,6677
10.666666666666666,6699
10.75,6727
10.833333333333334,6752
10.916666666666666,6772
11,6800
11.083333333333334,6834
11.166666666666666,6853
11.25,6868
11.333333333333334,6895
11.416666666666666,6908
11.5,6943
11.583333333333334,6969
11.666666666666666,6983
11.75,7016
11.833333333333334,7041
11.916666666666666,7053
12,7073
12.083333333333334,7097
12.166666666666666,7111
12.25,7126
12.333333333333334,7153
12.416666666666666,7170
12.5,7191
12.583333333333334,7221
12.666666666666666,7225
12.75,7252
12.833333333333334,7275
12.916666666666666,7291
13,7302
13.083333333333334,7323
13.166666666666666,7342
13.25,7357
13.333333333333334,7377
13.416666666666666,7391
13.5,7408
13.583333333333334,7421
13.666666666666666,7450
13.75,7459
13.833333333333334,7472
13.916666666666666,7490
14,7508
14.083333333333334,7528
14.166666666666666,7537
14.25,7555
14.333333333333334,7569
14.416666666666666,7594
14.5,7611
14.583333333333334,7619
14.666666666666666,7633
14.75,7653
14.833333333333334,7668
14.916666666666666,7695
15,7702
15.083333333333334,7707
15.166666666666666,7731
15.25,7748
15.333333333333334,7757
15.416666666666666,7765
15.5,7783
15.583333333333334,7799
15.666666666666666,7819
15.75,7820
15.833333333333334,7843
15.916666666666666,7858
16,7874
16.083333333333332,7880
16.166666666666668,7896
16.25,7905
16.333333333333332,7914
16.416666666666668,7925
16.5,7946
16.583333333333332,7956
16.666666666666668,7970
16.75,7973
16.833333333333332,7981
16.916666666666668,7991
17,8010
17.083333333333332,8029
17.166666666666668,8027
17.25,8039
17.333333333333332,8046
17.416666666666668,8061
17.5,8075
17.583333333333332,8083
17.666666666666668,8095
17.75,8107
17.833333333333332,8120
17.916666666666668,8132
18,8139
18.083333333333332,8156
18.166666666666668,8161
18.25,8169
18.333333333333332,8174
18.416666666666668,8184
18.5,8193
18.583333333333332,8198
18.666666666666668,8210
18.75,8227
18.833333333333332,8233
18.916666666666668,8241
19,8250
19.083333333333332,8263
19.166666666666668,8264
19.25,8285
19.333333333333332,8290
19.416666666666668,8290
19.5,8296
19.583333333333332,8308
19.666666666666668,8313
19.75,8330
19.833333333333332,8332
19.916666666666668,8341
20,8346
20.083333333333332,8358
20.166666666666668,8370
20.25,8373
20.333333333333332,8383
20.416666666666668,8395
20.5,8404
20.583333333333332,8402
20.666666666666668,8422
20.75,8435
20.833333333333332,8443
20.916666666666668,8452
21,8457
21.083333333333332,8465
21.166666666666668,8469
21.25,8479
21.333333333333332,8485
21.416666666666668,8491
21.5,8497
21.583333333333332,8505
21.666666666666668,8515
21.75,8529
21.833333333333332,8537
21.916666666666668,8544
22,8548
22.083333333333332,8563
22.166666666666668,8565
22.25,8572
22.333333333333332,8578
22.416666666666668,8581
22.5,8595
22.583333333333332,8596
22.666666666666668,8600
22.75,8613
22.833333333333332,8623
22.916666666666668,8632
23,8641
23.083333333333332,8654
23.166666666666668,8661
23.25,8667
23.333333333333332,8669
23.416666666666668,8678
23.5,8696
23.583333333333332,8700
23.666666666666668,8708
23.75,8723
23.833333333333332,8731
23.916666666666668,8731
24,8742
24.083333333333332,8742
24.166666666666668,8754
24.25,8760
24.333333333333332,8764
24.416666666666668,8766
24.5,8775
24.583333333333332,8776
24.666666666666668,8782
24.75,8784
24.833333333333332,8785
24.916666666666668,8795
25,8803
25.083333333333332,8812
25.166666666666668,8806
25.25,8809
25.333333333333332,8816
25.416666666666668,8819
25.5,8835
25.583333333333332,8836
25.666666666666668,8844
25.75,8853
25.833333333333332,8855
25.916666666666668,8862
26,8871
26.083333333333332,8877
26.166666666666668,8885
26.25,8886
26.333333333333332,8891
26.416666666666668,8899
26.5,8895
26.583333333333332,8897
26.666666666666668,8917
26.75,8912
26.833333333333332,8916
26.916666666666668,8923
27,8926
27.083333333333332,8931
27.166666666666668,8937
27.25,8934
27.333333333333332,8941
27.416666666666668,8944
27.5,8950
27.583333333333332,8945
27.666666666666668,8945
27.75,8958
27.833333333333332,8958
27.916666666666668,8960
28,8963
28.083333333333332,8969
28.166666666666668,8972
28.25,8979
28.333333333333332,8981
28.416666666666668,8984
28.5,8994
28.583333333333332,8995
28.666666666666668,8998
28.75,8999
28.833333333333332,9013
28.916666666666668,9014
29,9024
29.083333333333332,9027
29.166666666666668,9026
29.25,9028
29.333333333333332,9035
29.416666666666668,9041
29.5,9045
29.583333333333332,9046
29.666666666666668,9050
29.75,9051
29.833333333333332,9066
29.916666666666668,9059
30,9071
30.083333333333332,9075
30.166666666666668,9076
30.25,9076
30.333333333333332,9074
30.416666666666668,9090
30.5,9084
30.583333333333332,9096
30.666666666666668,9088
30.75,9093
30.833333333333332,9096
30.916666666666668,9106
31,9103
31.083333333333332,9105
31.166666666666668,9107
31.25,9113
31.333333333333332,9115
31.416666666666668,9120
31.5,9122
31.583333333333332,9129
31.666666666666668,9139
31.75,9134
31.833333333333332,9142
31.916666666666668,9142
32,9148
32.083333333333336,9150
32.166666666666664,9157
32.25,9163
32.333333333333336,9160
32.416666666666664,9164
32.5,9160
32.583333333333336,9170
32.666666666666664,9162
32.75,9171
32.833333333333336,9173
32.916666666666664,9168
33,9176
33.083333333333336,9177
33.166666666666664,9180
33.25,9188
33.333333333333336,9193
33.416666666666664,9200
33.5,9192
33.583333333333336,9196
33.666666666666664,9202
33.75,9211
33.833333333333336,9207
33.916666666666664,9204
34,9217
34.083333333333336,9209
34.166666666666664,9212
34.25,9221
34.333333333333336,9215
34.416666666666664,9225
34.5,9224
34.583333333333336,9231
34.666666666666664,9223
34.75,9233
34.833333333333336,9231
34.916666666666664,9237
35,9231
35.083333333333336,9236
35.166666666666664,9243
35.25,9246
35.333333333333336,9249
35.416666666666664,9248
35.5,9249
35.583333333333336,9259
35.666666666666664,9260
35.75,9259
35.833333333333336,9259
35.916666666666664,9265
36,9268
36.083333333333336,9275
36.166666666666664,9277
36.25,9281
36.333333333333336,9283
36.416666666666664,9278
36.5,9286
36.583333333333336,9288
36.666666666666664,9295
36.75,9301
36.833333333333336,9300
36.916666666666664,9293
37,9298
37.083333333333336,9303
37.166666666666664,9302
37.25,9305
37.333333333333336,9301
37.416666666666664,9313
37.5,9304
37.583333333333336,9307
37.666666666666664,9307
37.75,9309
37.833333333333336,9316
37.916666666666664,9321
38,9317
38.083333333333336,9315
38.166666666666664,9319
38.25,9326
38.333333333333336,9334
38.416666666666664,9329
38.5,9340
38.583333333333336,9338
38.666666666666664,9342
38.75,9343
38.833333333333336,9335
38.916666666666664,9336
39,9343
39.083333333333336,9342
39.166666666666664,9351
39.25,9342
39.333333333333336,9346
39.416666666666664,9351
39.5,9350
39.583333333333336,9354
39.666666666666664,9358
39.75,9360
39.833333333333336,9355
39.916666666666664,9368
40,9367
40.083333333333336,9368
40.166666666666664,9364
40.25,9368
40.333333333333336,9378
40.416666666666664,9379
40.5,9380
40.583333333333336,9381
40.666666666666664,9381
40.75,9392
40.833333333333336,9386
40.916666666666664,9388
41,9388
41.083333333333336,9393
41.166666666666664,9388
41.25,9400
41.333333333333336,9393
41.416666666666664,9396
41.5,9402
41.583333333333336,9394
41.666666666666664,9395
41.75,9397
41.833333333333336,9404
41.916666666666664,9406
42,9411
42.083333333333336,9406
42.166666666666664,9407
42.25,9411
42.333333333333336,9417
42.416666666666664,9409
42.5,9411
42.583333333333336,9412
42.666666666666664,9421
42.75,9416
42.833333333333336,9415
42.916666666666664,9420
43,9420
43.083333333333336,9418
43.166666666666664,9415
43.25,9422
43.333333333333336,9426
43.416666666666664,9429
43.5,9429
43.583333333333336,9433
43.666666666666664,9433
43.75,9430
43.833333333333336,9434
43.916666666666664,9436
44,9433
44.083333333333336,9430
44.166666666666664,9436
44.25,9439
44.333333333333336,9441
44.416666666666664,9446
44.5,9441
44.583333333333336,9442
44.666666666666664,9444
44.75,9454
44.833333333333336,9449
44.916666666666664,9450
45,9444
45.083333333333336,9454
45.166666666666664,9452
45.25,9455
45.333333333333336,9458
45.416666666666664,9456
45.5,9462
45.583333333333336,9457
45.666666666666664,9465
45.75,9466
45.833333333333336,9467
45.916666666666664,9465
46,9464
46.083333333333336,9459
46.166666666666664,9466
46.25,9467
46.333333333333336,9464
46.416666666666664,9470
46.5,9461
46.583333333333336,9468
46.666666666666664,9467
46.75,9471
46.833333333333336,9466
46.916666666666664,9474
47,9473
47.083333333333336,9475
47.166666666666664,9474
47.25,9479
47.333333333333336,9481
47.416666666666664,9479
47.5,9478
47.583333333333336,9487
47.666666666666664,9488
47.75,9484
47.833333333333336,9477
47.916666666666664,9481
