"Hours since thread went live","Kusuriya no Hitorigoto • The Apothecary Diaries - Episode 7 discussion"
0,1
0.08333333333333333,9
0.16666666666666666,16
0.25,25
0.3333333333333333,33
0.4166666666666667,50
0.5,67
0.5833333333333334,80
0.6666666666666666,109
0.75,126
0.8333333333333334,151
0.9166666666666666,170
1,194
1.0833333333333333,202
1.1666666666666667,232
1.25,252
1.3333333333333333,271
1.4166666666666667,285
1.5,299
1.5833333333333333,324
1.6666666666666667,344
1.75,358
1.8333333333333333,375
1.9166666666666667,392
2,413
2.0833333333333335,444
2.1666666666666665,457
2.25,477
2.3333333333333335,500
2.4166666666666665,515
2.5,529
2.5833333333333335,553
2.6666666666666665,566
2.75,580
2.8333333333333335,589
2.9166666666666665,600
3,610
3.0833333333333335,628
3.1666666666666665,637
3.25,662
3.3333333333333335,673
3.4166666666666665,681
3.5,699
3.5833333333333335,716
3.6666666666666665,725
3.75,742
3.8333333333333335,764
3.9166666666666665,776
4,785
4.083333333333333,797
4.166666666666667,813
4.25,834
4.333333333333333,852
4.416666666666667,865
4.5,883
4.583333333333333,901
4.666666666666667,916
4.75,925
4.833333333333333,943
4.916666666666667,957
5,971
5.083333333333333,994
5.166666666666667,1003
5.25,1017
5.333333333333333,1036
5.416666666666667,1040
5.5,1055
5.583333333333333,1064
5.666666666666667,1074
5.75,1087
5.833333333333333,1095
5.916666666666667,1102
6,1120
6.083333333333333,1132
6.166666666666667,1142
6.25,1161
6.333333333333333,1167
6.416666666666667,1181
6.5,1183
6.583333333333333,1196
6.666666666666667,1208
6.75,1211
6.833333333333333,1225
6.916666666666667,1233
7,1239
7.083333333333333,1247
7.166666666666667,1255
7.25,1263
7.333333333333333,1262
7.416666666666667,1275
7.5,1280
7.583333333333333,1289
7.666666666666667,1296
7.75,1296
7.833333333333333,1305
7.916666666666667,1304
8,1308
8.083333333333334,1322
8.166666666666666,1328
8.25,1328
8.333333333333334,1332
8.416666666666666,1341
8.5,1345
8.583333333333334,1346
8.666666666666666,1358
8.75,1367
8.833333333333334,1365
8.916666666666666,1377
9,1386
9.083333333333334,1394
9.166666666666666,1396
9.25,1403
9.333333333333334,1409
9.416666666666666,1413
9.5,1424
9.583333333333334,1421
9.666666666666666,1434
9.75,1448
9.833333333333334,1457
9.916666666666666,1458
10,1468
10.083333333333334,1474
10.166666666666666,1483
10.25,1491
10.333333333333334,1493
10.416666666666666,1498
10.5,1503
10.583333333333334,1501
10.666666666666666,1507
10.75,1509
10.833333333333334,1514
10.916666666666666,1515
11,1522
11.083333333333334,1536
11.166666666666666,1530
11.25,1539
11.333333333333334,1544
11.416666666666666,1547
11.5,1551
11.583333333333334,1555
11.666666666666666,1561
11.75,1570
11.833333333333334,1577
11.916666666666666,1579
12,1594
12.083333333333334,1588
12.166666666666666,1593
12.25,1603
12.333333333333334,1604
12.416666666666666,1612
12.5,1617
12.583333333333334,1624
12.666666666666666,1636
12.75,1635
12.833333333333334,1644
12.916666666666666,1650
13,1646
13.083333333333334,1657
13.166666666666666,1668
13.25,1666
13.333333333333334,1674
13.416666666666666,1682
13.5,1689
13.583333333333334,1708
13.666666666666666,1705
13.75,1711
13.833333333333334,1710
13.916666666666666,1716
14,1724
14.083333333333334,1731
14.166666666666666,1726
14.25,1732
14.333333333333334,1733
14.416666666666666,1740
14.5,1742
14.583333333333334,1749
14.666666666666666,1751
14.75,1757
14.833333333333334,1758
14.916666666666666,1763
15,1762
15.083333333333334,1766
15.166666666666666,1767
15.25,1774
15.333333333333334,1773
15.416666666666666,1773
15.5,1777
15.583333333333334,1781
15.666666666666666,1783
15.75,1792
15.833333333333334,1788
15.916666666666666,1793
16,1793
16.083333333333332,1796
16.166666666666668,1794
16.25,1795
16.333333333333332,1795
16.416666666666668,1799
16.5,1804
16.583333333333332,1808
16.666666666666668,1812
16.75,1811
16.833333333333332,1813
16.916666666666668,1818
17,1820
