"Hours since thread went live","Ninja Kamui - Episode 11 discussion"
39.916666666666664,104
40,106
40.083333333333336,105
40.166666666666664,106
40.25,108
40.333333333333336,109
40.416666666666664,106
40.5,107
40.583333333333336,104
40.666666666666664,103
40.75,106
40.833333333333336,107
40.916666666666664,105
41,110
41.083333333333336,106
41.166666666666664,106
41.25,105
41.333333333333336,103
41.416666666666664,108
41.5,109
41.583333333333336,106
41.666666666666664,105
41.75,106
41.833333333333336,103
41.916666666666664,106
42,108
42.083333333333336,107
42.166666666666664,105
42.25,107
42.333333333333336,103
42.416666666666664,106
42.5,108
42.583333333333336,105
42.666666666666664,104
42.75,110
42.833333333333336,105
42.916666666666664,110
43,110
43.083333333333336,104
43.166666666666664,105
43.25,108
43.333333333333336,109
43.416666666666664,105
43.5,106
43.583333333333336,110
43.666666666666664,107
43.75,105
43.833333333333336,105
43.916666666666664,111
44,109
44.083333333333336,111
44.166666666666664,110
44.25,105
44.333333333333336,108
44.416666666666664,106
44.5,105
44.583333333333336,110
44.666666666666664,105
44.75,108
44.833333333333336,110
44.916666666666664,106
45,108
45.083333333333336,105
45.166666666666664,110
45.25,110
45.333333333333336,105
45.416666666666664,106
45.5,109
45.583333333333336,109
45.666666666666664,108
45.75,109
45.833333333333336,109
45.916666666666664,110
46,105
46.083333333333336,113
46.166666666666664,106
46.25,108
46.333333333333336,113
46.416666666666664,108
46.5,111
46.583333333333336,110
46.666666666666664,111
46.75,106
46.833333333333336,106
46.916666666666664,113
47,106
47.083333333333336,109
47.166666666666664,110
47.25,107
47.333333333333336,107
47.416666666666664,110
47.5,114
47.583333333333336,113
47.666666666666664,110
47.75,109
47.833333333333336,113
47.916666666666664,110
