"Hours since thread went live","Rinkai! - Episode 4 discussion"
0,1
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,1
0.5833333333333334,0
0.6666666666666666,0
0.75,0
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,2
1.1666666666666667,3
1.25,3
1.3333333333333333,2
1.4166666666666667,4
1.5,3
1.5833333333333333,3
1.6666666666666667,4
1.9166666666666667,4
1.9166666666666667,4
1.9166666666666667,4
2,4
2.0833333333333335,5
2.1666666666666665,4
2.25,5
2.3333333333333335,7
2.4166666666666665,8
2.5,7
2.5833333333333335,8
2.6666666666666665,7
2.75,6
2.8333333333333335,6
2.9166666666666665,6
3,8
3.0833333333333335,6
3.1666666666666665,7
3.25,7
3.3333333333333335,7
3.4166666666666665,6
3.5,7
3.5833333333333335,8
3.6666666666666665,7
3.75,9
3.8333333333333335,8
3.9166666666666665,8
4,8
4.083333333333333,9
4.166666666666667,7
4.25,10
4.333333333333333,6
4.416666666666667,8
4.5,7
4.583333333333333,8
4.666666666666667,6
4.75,7
4.833333333333333,7
4.916666666666667,9
5,9
5.083333333333333,8
5.166666666666667,9
5.25,8
5.333333333333333,8
5.416666666666667,8
5.5,7
5.583333333333333,6
5.666666666666667,10
5.75,8
5.833333333333333,7
5.916666666666667,8
6,10
6.083333333333333,9
6.166666666666667,11
6.25,7
6.333333333333333,10
6.416666666666667,9
6.5,10
6.583333333333333,10
6.666666666666667,8
6.75,9
6.833333333333333,7
6.916666666666667,8
7,11
7.083333333333333,9
7.166666666666667,9
7.25,9
7.333333333333333,9
7.416666666666667,9
7.5,7
7.583333333333333,8
7.666666666666667,7
7.75,9
7.833333333333333,10
7.916666666666667,9
8,7
8.083333333333334,7
8.166666666666666,9
8.25,10
8.333333333333334,10
8.416666666666666,9
8.5,10
8.583333333333334,11
8.666666666666666,8
8.75,11
8.833333333333334,8
8.916666666666666,11
9,10
9.083333333333334,10
9.166666666666666,10
9.25,9
9.333333333333334,10
9.416666666666666,12
9.5,10
9.583333333333334,11
9.666666666666666,12
9.75,11
9.833333333333334,10
9.916666666666666,9
10,10
10.083333333333334,10
10.166666666666666,10
10.25,11
10.333333333333334,12
10.416666666666666,12
10.5,11
10.583333333333334,12
10.666666666666666,12
10.75,12
10.833333333333334,13
10.916666666666666,10
11,11
11.083333333333334,10
11.166666666666666,12
11.25,11
11.333333333333334,11
11.416666666666666,10
11.5,11
11.583333333333334,9
11.666666666666666,12
11.75,12
11.833333333333334,12
11.916666666666666,11
12,9
12.083333333333334,12
12.166666666666666,11
12.25,11
12.333333333333334,9
12.416666666666666,11
12.5,11
12.583333333333334,9
12.666666666666666,9
12.75,12
12.833333333333334,11
12.916666666666666,12
13,10
13.083333333333334,11
13.166666666666666,11
13.25,13
13.333333333333334,11
13.416666666666666,10
13.5,9
13.583333333333334,12
13.666666666666666,9
13.75,12
13.833333333333334,13
13.916666666666666,9
14,13
14.083333333333334,11
14.166666666666666,10
14.25,10
14.333333333333334,11
14.416666666666666,12
14.5,12
14.583333333333334,12
14.666666666666666,9
14.75,12
14.833333333333334,11
14.916666666666666,10
15,10
15.083333333333334,13
15.166666666666666,10
15.25,9
15.333333333333334,13
15.416666666666666,11
15.5,11
15.583333333333334,10
15.666666666666666,11
15.75,12
15.833333333333334,10
15.916666666666666,10
16,11
16.083333333333332,9
16.166666666666668,10
16.25,10
16.333333333333332,11
16.416666666666668,9
16.5,11
16.583333333333332,10
16.666666666666668,12
16.75,11
16.833333333333332,11
16.916666666666668,10
17,12
17.083333333333332,11
17.166666666666668,11
17.25,12
17.333333333333332,11
17.416666666666668,11
17.5,10
17.583333333333332,11
17.666666666666668,13
17.75,9
17.833333333333332,9
17.916666666666668,11
18,11
18.083333333333332,9
18.166666666666668,13
18.25,10
18.333333333333332,11
18.416666666666668,11
18.5,11
18.583333333333332,13
18.666666666666668,11
18.75,12
18.833333333333332,11
18.916666666666668,9
19,12
19.083333333333332,11
19.166666666666668,9
19.25,11
19.333333333333332,11
19.416666666666668,10
19.5,11
19.583333333333332,12
19.666666666666668,11
19.75,12
19.833333333333332,12
19.916666666666668,9
20,13
20.083333333333332,9
20.166666666666668,9
20.25,9
20.333333333333332,11
20.416666666666668,11
20.5,13
20.583333333333332,12
20.666666666666668,13
20.75,10
20.833333333333332,12
20.916666666666668,11
21,10
21.083333333333332,11
21.166666666666668,11
21.25,13
21.333333333333332,9
21.416666666666668,11
21.5,9
21.583333333333332,13
21.666666666666668,10
21.75,10
21.833333333333332,12
21.916666666666668,10
22,11
22.083333333333332,14
22.166666666666668,14
22.25,12
22.333333333333332,13
22.416666666666668,13
22.5,13
22.583333333333332,12
22.666666666666668,12
22.75,13
22.833333333333332,13
22.916666666666668,12
23,11
23.083333333333332,11
23.166666666666668,14
23.25,12
23.333333333333332,11
23.416666666666668,11
23.5,13
23.583333333333332,13
23.666666666666668,12
23.75,13
23.833333333333332,10
23.916666666666668,10
24,10
24.083333333333332,14
24.166666666666668,12
24.25,12
24.333333333333332,11
24.416666666666668,14
24.5,12
24.583333333333332,12
24.666666666666668,13
24.75,12
24.833333333333332,10
24.916666666666668,12
25,11
25.083333333333332,12
25.166666666666668,13
25.25,13
25.333333333333332,11
25.416666666666668,11
25.5,13
25.583333333333332,10
25.666666666666668,14
25.75,13
25.833333333333332,10
25.916666666666668,13
26,11
26.083333333333332,13
26.166666666666668,11
26.25,11
26.333333333333332,14
26.416666666666668,12
26.5,13
26.583333333333332,12
26.666666666666668,11
26.75,12
26.833333333333332,14
26.916666666666668,10
27,12
27.083333333333332,13
27.166666666666668,13
27.25,13
27.333333333333332,11
27.416666666666668,10
27.5,12
27.583333333333332,12
27.666666666666668,10
27.75,13
27.833333333333332,12
27.916666666666668,15
28,13
28.083333333333332,15
28.166666666666668,13
28.25,14
28.333333333333332,13
28.416666666666668,13
28.5,11
28.583333333333332,14
28.666666666666668,13
28.75,12
28.833333333333332,13
28.916666666666668,13
29,14
29.083333333333332,11
29.166666666666668,13
29.25,14
29.333333333333332,12
29.416666666666668,15
29.5,11
29.583333333333332,14
29.666666666666668,13
29.75,11
29.833333333333332,13
29.916666666666668,12
30,13
30.083333333333332,13
30.166666666666668,15
30.25,13
30.333333333333332,15
30.416666666666668,14
30.5,15
30.583333333333332,11
30.666666666666668,12
30.75,13
30.833333333333332,14
30.916666666666668,14
31,12
31.083333333333332,11
31.166666666666668,12
31.25,15
31.333333333333332,12
31.416666666666668,11
31.5,13
31.583333333333332,14
31.666666666666668,15
31.75,12
31.833333333333332,14
31.916666666666668,12
32,11
32.083333333333336,15
32.166666666666664,15
32.25,14
32.333333333333336,11
32.416666666666664,11
32.5,15
32.583333333333336,12
32.666666666666664,14
32.75,12
32.833333333333336,13
32.916666666666664,15
33,13
33.083333333333336,13
33.166666666666664,14
33.25,12
33.333333333333336,12
33.416666666666664,14
33.5,13
33.583333333333336,13
33.666666666666664,12
33.75,14
33.833333333333336,13
33.916666666666664,14
34,13
34.083333333333336,12
34.166666666666664,11
34.25,12
34.333333333333336,12
34.416666666666664,14
34.5,12
34.583333333333336,13
34.666666666666664,12
34.75,13
34.833333333333336,15
34.916666666666664,13
35,14
35.083333333333336,14
35.166666666666664,14
35.25,14
35.333333333333336,12
35.416666666666664,13
35.5,15
35.583333333333336,13
35.666666666666664,12
35.75,13
35.833333333333336,12
35.916666666666664,13
36,13
36.083333333333336,13
36.166666666666664,12
36.25,13
36.333333333333336,13
36.416666666666664,14
36.5,11
36.583333333333336,13
36.666666666666664,14
36.75,13
36.833333333333336,14
36.916666666666664,13
37,12
37.083333333333336,13
37.166666666666664,15
37.25,15
37.333333333333336,15
37.416666666666664,14
37.5,11
37.583333333333336,14
37.666666666666664,12
37.75,11
37.833333333333336,12
37.916666666666664,15
38,11
38.083333333333336,12
38.166666666666664,13
38.25,13
38.333333333333336,13
38.416666666666664,15
38.5,13
38.583333333333336,16
38.666666666666664,13
38.75,15
38.833333333333336,16
38.916666666666664,13
39,13
39.083333333333336,13
