"Hours since thread went live","Kage no Jitsuryokusha ni Naritakute! Season 2 • The Eminence in Shadow Season 2 - Episode 1 discussion"
27.333333333333332,3169
27.5,3167
27.5,3175
27.666666666666668,3175
27.666666666666668,3178
27.833333333333332,3179
27.833333333333332,3185
28,3185
28.083333333333332,3187
28.166666666666668,3185
28.166666666666668,3193
28.333333333333332,3199
28.333333333333332,3197
28.5,3206
28.5,3204
28.666666666666668,3206
28.666666666666668,3202
28.833333333333332,3205
28.833333333333332,3209
29,3206
29,3219
29.166666666666668,3220
29.166666666666668,3222
29.333333333333332,3228
29.333333333333332,3227
29.5,3232
29.5,3237
29.666666666666668,3239
29.666666666666668,3239
29.833333333333332,3232
29.833333333333332,3246
30,3249
30,3234
30.166666666666668,3250
30.166666666666668,3248
30.333333333333332,3255
30.333333333333332,3257
30.5,3254
30.5,3255
30.666666666666668,3265
30.666666666666668,3262
30.833333333333332,3267
30.833333333333332,3258
31,3259
31,3266
31.166666666666668,3262
31.166666666666668,3273
31.333333333333332,3276
31.416666666666668,3276
31.5,3274
31.5,3275
31.666666666666668,3283
31.666666666666668,3286
31.833333333333332,3282
31.833333333333332,3284
32,3291
32,3291
32.166666666666664,3285
32.166666666666664,3292
32.333333333333336,3291
32.333333333333336,3297
32.5,3300
32.5,3293
32.666666666666664,3297
32.666666666666664,3293
32.833333333333336,3304
32.833333333333336,3300
33,3305
33,3314
33.166666666666664,3306
33.25,3304
33.333333333333336,3304
33.333333333333336,3306
33.5,3307
33.5,3308
33.666666666666664,3312
33.666666666666664,3305
33.833333333333336,3309
33.833333333333336,3309
34,3313
34,3312
34.166666666666664,3318
34.166666666666664,3319
34.333333333333336,3315
34.416666666666664,3318
34.5,3311
34.583333333333336,3326
34.666666666666664,3317
34.75,3321
34.833333333333336,3320
34.916666666666664,3321
35,3326
35.083333333333336,3322
35.166666666666664,3319
35.25,3325
35.333333333333336,3327
35.416666666666664,3329
35.5,3330
35.583333333333336,3332
35.666666666666664,3338
35.75,3340
35.833333333333336,3331
35.916666666666664,3337
36,3336
36.083333333333336,3334
36.166666666666664,3337
36.25,3340
36.333333333333336,3343
36.416666666666664,3334
36.5,3340
36.583333333333336,3345
36.666666666666664,3345
36.75,3345
36.833333333333336,3348
36.916666666666664,3340
37,3347
37.083333333333336,3345
37.166666666666664,3350
37.25,3345
37.333333333333336,3354
37.416666666666664,3346
37.5,3358
37.583333333333336,3357
37.666666666666664,3348
37.75,3359
37.833333333333336,3362
37.916666666666664,3365
38,3360
38.083333333333336,3363
38.166666666666664,3366
38.25,3367
38.333333333333336,3361
38.416666666666664,3363
38.5,3367
38.583333333333336,3363
38.666666666666664,3364
38.75,3364
38.833333333333336,3375
38.916666666666664,3372
39,3376
39.083333333333336,3377
39.166666666666664,3376
39.25,3375
39.416666666666664,3377
39.5,3371
39.583333333333336,3381
39.666666666666664,3384
39.75,3376
39.833333333333336,3377
39.916666666666664,3380
40,3387
40.083333333333336,3371
40.166666666666664,3377
40.25,3375
40.333333333333336,3379
40.416666666666664,3381
40.5,3381
40.583333333333336,3375
40.666666666666664,3383
40.75,3387
40.833333333333336,3378
40.916666666666664,3390
41,3391
41.083333333333336,3387
41.166666666666664,3384
41.25,3385
41.333333333333336,3390
41.416666666666664,3387
41.5,3387
41.583333333333336,3389
41.666666666666664,3384
41.75,3394
41.833333333333336,3391
41.916666666666664,3388
42,3384
42.083333333333336,3388
42.166666666666664,3392
42.25,3396
42.333333333333336,3394
42.416666666666664,3387
42.5,3392
42.583333333333336,3396
42.666666666666664,3394
42.75,3393
42.833333333333336,3394
42.916666666666664,3390
43,3392
43.083333333333336,3395
43.166666666666664,3401
43.25,3394
43.333333333333336,3393
43.416666666666664,3397
43.5,3399
43.583333333333336,3394
43.666666666666664,3390
43.75,3393
43.833333333333336,3390
43.916666666666664,3400
44,3396
44.083333333333336,3396
44.166666666666664,3395
44.25,3395
44.333333333333336,3396
44.416666666666664,3397
44.5,3400
44.583333333333336,3400
44.666666666666664,3394
44.75,3399
44.833333333333336,3400
44.916666666666664,3394
45,3405
45.083333333333336,3401
45.166666666666664,3398
45.25,3404
45.333333333333336,3402
45.416666666666664,3403
45.5,3405
45.583333333333336,3408
45.666666666666664,3408
45.75,3410
45.833333333333336,3400
45.916666666666664,3404
46,3408
46.083333333333336,3408
46.166666666666664,3405
46.25,3410
46.333333333333336,3408
46.416666666666664,3412
46.5,3409
46.583333333333336,3407
46.666666666666664,3407
46.75,3413
46.833333333333336,3416
46.916666666666664,3408
47,3414
47.083333333333336,3418
47.166666666666664,3419
47.25,3414
47.333333333333336,3412
47.416666666666664,3415
47.5,3413
47.583333333333336,3426
47.666666666666664,3425
47.75,3419
47.833333333333336,3423
47.916666666666664,3423
